Actors,original_index,unique_index
"Forrest Landis,AnnaSophia Robb,Rider Strong",4079,3969
"William Shatner,Leonard Nimoy,DeForest Kelley",4080,2043
"Ian McKellen,Laura Linney,Hiroyuki Sanada",4081,3970
"Jemaine Clement,Regina Hall,Jessica Williams",4082,3971
"Josh Lawson,Emma Lung,Ron Perlman",4083,3972
"Maryam Karimi,Mohamad Dolati,Agelem Habibi",4084,3973
"Patrick Stewart,Anggun,James Earl Jones",4085,3974
"Blythe Danner,Martin Starr,Sam Elliott",4086,3975
"Chris Del Moro,Isabel Lucas,Will Conner",4087,3976
"Samuel L. Jackson,Patrick Stewart",4088,3977
"Rita Hayworth,Orson Welles,Everett Sloane",4089,3978
"Sterling Hayden,Louis Calhern,Jean Hagen",4090,3979
"Burt Lancaster,Ava Gardner,Edmond O'Brien",4091,3980
"Ralph Meeker,Albert Dekker,Paul Stewart",4092,3981
"Rita Hayworth,Gene Kelly,Lee Bowman",4093,3982
"Lana Turner,John Garfield,Cecil Kellaway",4094,3983
"Joan Crawford,Jack Carson,Zachary Scott",4095,3984
"James Balog,Svavar Jónatansson,Louie Psihoyos",4096,3985
"Chris Anderson,Bruce Bradshaw,Craig Broady",4097,3986
"Evan Rachel Wood,Holly Hunter,Nikki Reed",4098,3987
"Brad Renfro,Nick Stahl,Bijou Phillips",4099,3988
Anna Neistat,4100,3989
"Nick Sutton,Jacob Sewell,Lara Tosh",4101,3990
"Adam Chubbuck,James Bullard,Seth Gray",4102,3991
"Matt Lucas,Peter Stormare,James Caan",4103,3992
"Leo Fitzpatrick,Justin Pierce,Chloë Sevigny",4104,3993
"Gena Rowlands,John Cassavetes,Ben Gazzara",4105,3994
"Mia Wasikowska,Henry Hopper,Ryô Kase",4106,3995
"Tom Arnold,Randy Barbato,Dan Bucatinsky",4107,3996
"River Phoenix,Jonathan Pryce,Judy Davis",4108,3997
"River Phoenix,Christine Lahti,Judd Hirsch",4109,3998
"Kevin Kline,Tracey Ullman,William Hurt",4110,3999
"River Phoenix,Samantha Mathis,Dermot Mulroney",4111,4000
"River Phoenix,Lili Taylor,Richard Panebianco",4112,4001
"River Phoenix,Ann Magnuson,Meredith Salenger",4113,4002
,4114,651
"Björk,Catherine Deneuve,David Morse",4115,4003
"Sean Penn,Josh Brolin,Emile Hirsch",4116,4004
"Brooke Shields,William Sadler,Eduardo Ricard",4117,4005
"Keanu Reeves,Lori Loughlin,Theresa Saldana",4118,4006
"Jonathan Velasquez,Francisco Pedrasa,Milton Velasquez",4119,4007
"Jason James Richter,Michael Madsen,Francis Capra",4120,4008
"Matt Damon,Frances McDormand,John Krasinski",4121,4009
"Christina Ricci,Martin Donovan,Lisa Kudrow",4122,4010
"Vincent Gallo,Alden Ehrenreich,Maribel Verdú",4123,4011
,4124,651
"Christina Ricci,Samuel L. Jackson,Justin Timberlake",4125,4012
"Jason James Richter,August Schellenberg,Annie Corley",4126,4013
"Vincent Gallo,Chloë Sevigny,Cheryl Tiegs",4127,4014
"Steve Buscemi,Thora Birch,Scarlett Johansson",4128,4015
"Jane Adams,Jon Lovitz,Philip Seymour Hoffman",4129,4016
"Bill Murray,Tom Waits,Roberto Benigni",4130,4017
"Vincent Gallo,Delfine Bafort,Hope Tomaselli",4131,4018
"Sasha Roiz,Jenny Mollen,Dominic Bogart",4132,4019
"Angels & Airwaves,Critter,Thomas DeLonge",4133,4020
"Sharlto Copley,Michael Nyqvist,Christian Camargo",4134,4021
"Nicole Kidman,Cameron Bright,Lauren Bacall",4135,4022
"Alec Baldwin,Nicole Kidman,Bill Pullman",4136,4023
"Nicole Kidman,Vincent Cassel,Ben Chaplin",4137,4024
"Sam Riley,Samantha Morton,Craig Parkinson",4138,4025
"Michael Pitt,Paige Turco,Gale Harold",4139,4026
"Kurt Cobain,Michael Azerrad,Courtney Love",4140,4027
"Matt Dillon,Cindy Fisher,Hoyt Axton",4141,4028
"Matt Dillon,Andrew McCarthy,Leslie Hope",4142,4029
"Matt Dillon,Michael Eric Kramer,Pamela Ludwig",4143,4030
"Tatum O'Neal,Kristy McNichol,Armand Assante",4144,4031
"Danny Glover,Matt Dillon,Rick Aviles",4145,4032
"Jodie Foster,Cherie Currie,Marilyn Kagan",4146,4033
"C. Thomas Howell,Matt Dillon,Ralph Macchio",4147,4034
"Matt Dillon,Annabella Sciorra,Mary-Louise Parker",4148,4035
"Emilio Estevez,Craig Sheffer,Larry B. Scott",4149,4036
"Jeff Bridges,Joan Allen,Martin Landau",4150,4037
"Kathleen Turner,Nicolas Cage,Barry Miller",4151,4038
"Richard Gere,Gregory Hines,Diane Lane",4152,4039
"James Caan,Shirley Knight,Robert Duvall",4153,4040
"Mickey Rourke,John Lone,Ariane",4154,4041
"Frederic Forrest,Teri Garr,Raul Julia",4155,4042
"James Caan,Anjelica Huston,James Earl Jones",4156,4043
"Sean Connery,Rob Brown,F. Murray Abraham",4157,4044
"Casey Affleck,Liv Tyler,Mary Kay Place",4158,4045
"Benjamin Baldwin,Tom Baldwin,Hester Bartels",4159,4046
"Navi Rawat,Krista Allen,Balthazar Getty",4160,4047
"Christopher Guard,William Squire,Michael Scholes",4161,4048
"Gary Entin,Lindsey Shaw,Robert Adamson",4162,4049
"Jacqueline Kennedy,Robert F. Kennedy,David Amram",4163,4050
"Johnny Depp,Leonardo DiCaprio,Juliette Lewis",4164,4051
"Ethan Hawke,Vincent Spano,Josh Hamilton",4165,4052
"Brooke Shields,Christopher Atkins,Leo McKern",4166,4053
"Michael Douglas,Val Kilmer,Tom Wilkinson",4167,4054
"Pierce Brosnan,William Takaku,Polly Walker",4168,4055
"Anthony Hopkins,Alec Baldwin,Elle Macpherson",4169,4056
"Jon Voight,Burt Reynolds,Ned Beatty",4170,4057
"Linda Faillace,Adam Helfer,Mark McAfee",4171,4058
"Woody Allen,Freddy Buache,Leos Carax",4172,4059
"Cezar Constantine,Andy Rivera,Jared Doreck",4173,4060
"Jake Gyllenhaal,Rachel McAdams,Oona Laurence",4174,4061
"Mel Gibson,Glenn Close,Alan Bates",4175,4062
"Jon Finch,Francesca Annis,Martin Shaw",4176,4063
"Michael Pitt,Steven Yeun,Astrid Bergès-Frisbey",4177,4064
"Shane Carruth,David Sullivan,Casey Gooden",4178,4065
"Richard Gere,Brooke Adams,Sam Shepard",4179,4066
"Timothy Bottoms,Jeff Bridges,Cybill Shepherd",4180,4067
"Leonardo DiCaprio,Kenny Ausubel,Thom Hartmann",4181,4068
"Stan Adelstein,Lanice Archer,Robert Bakker",4182,4069
"Elon Musk,Joel Sartore,Louie Psihoyos",4183,4070
"Hugh Jackman,Rachel Weisz,Sean Patrick Thomas",4184,4071
"Donald Pleasence,Gary Bond,Chips Rafferty",4185,4072
,4186,651
"Colin Beavan,Michelle Conlin",4187,4073
"Skip Hinnant,Rosetta LeNoire,John McCurry",4188,4074
"John Hurt,Christopher Benjamin,James Bolam",4189,4075
"Ellen Page,Bret Adee,Dennis Cardoza",4190,4076
"Edmond O'Brien,Michael Redgrave,Jan Sterling",4191,4077
"Christopher Denham,Nicole Vicius,Brit Marling",4192,4078
"Mark Jones,Pauline Munro,Eric Allan",4193,4079
"Brit Marling,Alexander Skarsgård,Ellen Page",4194,4080
"Russell Brand,Helen Mirren,Jennifer Garner",4195,4081
"Martin Aleksa,Nima Arkani-Hamed,Savas Dimopoulos",4196,4082
"Jonah Hill,Ari Graynor,Sam Rockwell",4197,4083
"Marlee Matlin,Elaine Hendrix,John Ross Bowie",4198,4084
"Charlton Heston,Edward G. Robinson,Leigh Taylor-Young",4199,4085
"Jeff Goldblum,Geena Davis,John Getz",4200,4086
"Tom Atkins,Stacey Nelkin,Dan O'Herlihy",4201,4087
"Keanu Reeves,Winona Ryder,Robert Downey Jr.",4202,4088
"Robert Duvall,Donald Pleasence,Don Pedro Colley",4203,4089
"Lawrence Wright,Mike Rinder,Marty Rathbun",4204,4090
"Gary Gitchell,Todd Moore,Dana Moore",4205,4091
"Bruce Willis,Cole Hauser,Monica Bellucci",4206,4092
"Bruce Willis,Colin Farrell,Terrence Howard",4207,4093
"Mel Gibson,Madeleine Stowe,Greg Kinnear",4208,4094
"Harrison Ford,Sam Spruell,Peter Stebbings",4209,4095
"Gene Hackman,Owen Wilson,Gabriel Macht",4210,4096
"Gene Hackman,Denzel Washington,Matt Craven",4211,4097
"Colin Farrell,Q'orianka Kilcher,Christopher Plummer",4212,4098
"Christian Bale,Casey Affleck,Zoe Saldana",4213,4099
"Christian Bale,Justin Theroux,Josh Lucas",4214,4100
"Denzel Washington,Mila Kunis,Ray Stevenson",4215,4101
"Sylvester Stallone,Wesley Snipes,Sandra Bullock",4216,4102
"Jeff Bridges,Matt Damon,Hailee Steinfeld",4217,4103
"Christian Bale,Amy Adams,Bradley Cooper",4218,4104
"Richard Roundtree,Moses Gunn,Charles Cioffi",4219,4105
"Geena Davis,Samuel L. Jackson,Yvonne Zima",4220,4106
"Samuel L. Jackson,John Heard,Kelly Rowan",4221,4107
"Matt Damon,Drew Barrymore,Bill Pullman",4222,4108
"Vin Diesel,Judi Dench,Colm Feore",4223,4109
"Vin Diesel,Karl Urban,Katee Sackhoff",4224,4110
"John Cusack,Rachel Weisz,Gene Hackman",4225,4111
"Djimon Hounsou,Matthew McConaughey,Anthony Hopkins",4226,4112
"Mel Gibson,Gary Sinise,Rene Russo",4227,4113
"David Spade,Jon Heder,Rob Schneider",4228,4114
"Kevin Spacey,Kate Winslet,Laura Linney",4229,4115
"Gerard Butler,Michael C. Hall,Ludacris",4230,4116
"Bruce Willis,Richard Gere,Sidney Poitier",4231,4117
"Bruce Willis,Helen Mirren,Morgan Freeman",4232,4118
"Bruce Willis,Miko Hughes,Alec Baldwin",4233,4119
"Bruce Willis,Kevin Pollak,Serena Scott Thomas",4234,4120
"Dorothy Short,Kenneth Craig,Lillian Miles",4235,4121
"Kurt Russell,Ving Rhames,Scott Speedman",4236,4122
"Jake Gyllenhaal,Michael Peña,Anna Kendrick",4237,4123
"Peter Sellers,Herbert Lom,Lesley-Anne Down",4238,4124
"Roy Scheider,Lorraine Gary,Murray Hamilton",4239,4125
"James Ronald Whitney,Melvin Just",4240,4126
"Jesse Temple,Brad Katinas,Diane Schuler",4241,4127
"Jeff Bridges,Maggie Gyllenhaal,Colin Farrell",4242,4128
"Fred Astaire,Petula Clark,Tommy Steele",4243,4129
"Gregory Peck,Laurence Olivier,James Mason",4244,4130
"Dustin Hoffman,Jessica Lange,Teri Garr",4245,4131
"Dustin Hoffman,Susan George,Peter Vaughan",4246,4132
"Dustin Hoffman,Faye Dunaway,Chief Dan George",4247,4133
"Dustin Hoffman,Valerie Perrine,Jan Miner",4248,4134
"Robert Redford,Faye Dunaway,Cliff Robertson",4249,4135
"Gene Hackman,Fernando Rey,Bernard Fresson",4250,4136
"Matthew Broderick,Jean Reno,Maria Pitillo",4251,4137
"Kochi,Avijit Halder,Shanti Das",4252,4138
"Alex Gibney,Brian Keith Allen,Moazzam Begg",4253,4139
"Beyoncé Knowles,Jamie Foxx,Eddie Murphy",4254,4140
"Gabourey Sidibe,Mo'Nique,Paula Patton",4255,4141
"Cal Robertson,Andre Keuck,Serataren Adragna",4256,4142
"Adrian Pasdar,Cady McClain,Amber Joy Williams",4257,4143
"Sandra Peabody,Lucy Grantham,David Hess",4258,4144
"David Arthur,Adrian Bond,George Brown",4259,4145
"Lionel Atwill,Fay Wray,Melvyn Douglas",4260,4146
"Brian Kerwin,Linda Hamilton,Peter Elliott",4261,4147
"Imogene Robinson,Victor Robinson,Gene Robinson",4262,4148
"Paul Hubschmid,Paula Raymond,Cecil Kellaway",4263,4149
"Oliver O'Grady,Thomas Doyle,Adam",4264,4150
"Terry Moore,Ben Johnson,Robert Armstrong",4265,4151
"Eric Geleynse,Chris Brown,Susan Ginwalla",4266,4152
"Basil Rathbone,Boris Karloff,Barbara O'Neil",4267,4153
"John Ritter,Michael Oliver,Jack Warden",4268,4154
"Mark Borchardt,Mike Schank,Tom Schimmels",4269,4155
"Gene Hackman,Ernest Borgnine,Shelley Winters",4270,4156
"Rinko Kikuchi,Nobuyuki Katsube,Shirley Venard",4271,4157
"Carlen Altman,Bob Byington,Kate Lyn Sheil",4272,4158
"Virginia Bruce,John Barrymore,John Howard",4273,4159
"Douglas Fairbanks Jr.,Joan Bennett,John Howard",4274,4160
"Lon Chaney Jr.,John Carradine,Robert Lowery",4275,4161
"Jon Hall,Leon Errol,John Carradine",4276,4162
"Ilona Massey,Jon Hall,Peter Lorre",4277,4163
"Boris Karloff,Bela Lugosi,Henry Daniell",4278,4164
"Boris Karloff,Bela Lugosi,Frances Drake",4279,4165
"Boris Karloff,Bela Lugosi,Lester Matthews",4280,4166
"Charles Laughton,Bela Lugosi,Richard Arlen",4281,4167
"Bela Lugosi,Sidney Fox,Leon Ames",4282,4168
"Boris Karloff,Bela Lugosi,David Manners",4283,4169
"Don Porter,June Lockhart,Sara Haden",4284,4170
"John Barrymore,Martha Mansfield,Brandon Hurst",4285,4171
"Gianni Capaldi,Shaun Paul Piccinino,David Beatty",4286,4172
"Spencer Tracy,Ingrid Bergman,Lana Turner",4287,4173
"Elisabeth Moss,Katherine Waterston,Patrick Fugit",4288,4174
"Adam Scott,Taylor Schilling,Jason Schwartzman",4289,4175
"Vera Farmiga,David Lee McInnis,Joseph Y. Kim",4290,4176
"Alan King,Elizabeth Reaser,Eric Schaeffer",4291,4177
"Vera Farmiga,Hugh Dillon,Clint Jordan",4292,4178
"Vera Farmiga,Domenick Lombardozzi,Jill Hennessy",4293,4179
"Henry Thomas,David Boreanaz,Vera Farmiga",4294,4180
"Sam Rockwell,Vera Farmiga,Jacob Kogan",4295,4181
"Andy Garcia,Vera Farmiga,Taissa Farmiga",4296,4182
"David Duchovny,Vera Farmiga,Graham Phillips",4297,4183
"Raw Leiba,James Rich,Justiin A. Davis",4298,4184
"Jude Law,Robin Wright,Vera Farmiga",4299,4185
"Kate Beckinsale,Matt Dillon,Vera Farmiga",4300,4186
"Kristen Stewart,Robert Pattinson,Taylor Lautner",4301,1864
"Alex Pettyfer,Vanessa Hudgens,Mary-Kate Olsen",4302,4187
"Kristen Stewart,Robert Pattinson,Billy Burke",4303,4188
"Robert Pattinson,Emilie de Ravin,Caitlyn Rund",4304,4189
"Kristen Stewart,Chris Hemsworth,Charlize Theron",4305,4190
"Kristen Stewart,Robert Pattinson,Taylor Lautner",4306,1864
"Channing Tatum,Amanda Seyfried,Richard Jenkins",4307,4191
"Saoirse Ronan,Max Irons,Jake Abel",4308,4192
"Lily Collins,Jamie Campbell Bower,Robert Sheehan",4309,4193
"Robert McNamara,John F. Kennedy,Fidel Castro",4310,4194
"Fred A. Leuchter Jr.,Robert Jan Van Pelt,David Irving",4311,4195
"Lucille Billingsley,Zella Graham,Cal Harberts",4312,4196
"William Gates,Arthur Agee,Emma Gates",4313,4197
"Donald Rumsfeld,Errol Morris",4314,4198
"Christopher Walken,Brooke Adams,Tom Skerritt",4315,4199
"Chris Sarandon,William Ragsdale,Amanda Bearse",4316,4200
"Albert Bitterling,Roscoe Collins,George Harris",4317,4201
"Charles Farrell,Mary Duncan,David Torrence",4318,4202
"Jason Baldwin,Damien Wayne Echols,Jessie Misskelley",4319,4203
"Joaquin Pastor,Randolph Mantooth,Sheila Vand",4320,4204
"Martin Landau,Jonathan Taylor Thomas,Geneviève Bujold",4321,4205
"T.C. Campbell,James LeQuang,Jennifer Ricciardi",4322,4206
"Werner Herzog,Klaus Kinski,Claudia Cardinale",4323,4207
"Stephen Barret,Colin Campbell,Carolyn Dean",4324,4208
"Robert Trivers,Sue Blackmore,William R. Catton",4325,4209
"Carol Byrd-Bredbenner,Francesca Dego,Giuliano Dego",4326,4210
"Charles Benbrook,Grace Booth,George W. Bush",4327,4211
"Charlotte Gerson,Jay Kordich,Garrett Kroschel",4328,4212
"Joe Cross,Bjarke de Koning,Phil Staples",4329,4213
"T. Colin Campbell,Richard Doll,Gidon Eshel",4330,4214
"Ralph Fiennes,Rachel Weisz,Hubert Koundé",4331,4215
"Peter Bogdanovich,Christian Cargnelli,John Carradine",4332,4216
"Paul Rudd,Leslie Mann,Maude Apatow",4333,4217
"Clara Bow,Charles 'Buddy' Rogers,Richard Arlen",4334,4218
"Charles Chaplin,Paulette Goddard,Henry Bergman",4335,4219
"John Candy,Alan Alda,Rhea Perlman",4336,4220
"Charles Chaplin,Mack Swain,Tom Murray",4337,4221
"Robert Clarke,Louise Currie,Frank J. Dello Stritto",4338,4222
"Bud Abbott,Lou Costello,Marie Windsor",4339,4223
"Bud Abbott,Lou Costello,Richard Carlson",4340,4224
"Bud Abbott,Lou Costello,Nancy Guild",4341,4225
"Bud Abbott,Lou Costello,Robert Paige",4342,4226
"Bud Abbott,Lou Costello,Boris Karloff",4343,754
"Bud Abbott,Lou Costello,Patricia Medina",4344,4227
"David Hedison,Patricia Owens,Vincent Price",4345,4228
"Kenneth Tobey,Margaret Sheridan,James Arness",4346,4229
"Steve McQueen,Aneta Corsaut,Earl Rowe",4347,4230
"Kevin McCarthy,Dana Wynter,Larry Gates",4348,4231
"Kenneth Tobey,Faith Domergue,Donald Curtis",4349,4232
"Grant Williams,Randy Stuart,April Kent",4350,4233
"Richard Carlson,Barbara Rush,Charles Drake",4351,4234
"Julius LeFlore,RCB,Roddy Piper",4352,4235
"William Forsythe,Tate Donovan,Bobcat Goldthwait",4353,4236
"Fort Atkinson,Lynda Carter,Stephanie Dees",4354,4237
"Yoav Shamir,Philip Zimbardo",4355,4238
"Jenny Seagrove,Dwier Brown,Carey Lowell",4356,4239
"Robert Carradine,Richard Hillman,Patrick Kilpatrick",4357,4240
"Sting,Jennifer Beals,Anthony Higgins",4358,4241
"Sylvia Kristel,Christopher Cazenove,Oliver Tobias",4359,4242
"Lance Sloane,Kim Evenson,Sylvia Kristel",4360,4243
"Robert Carradine,Martin Sheen,George Nix",4361,4244
"Richard Benjamin,Paula Prentiss,Jeffrey Tambor",4362,4245
"Geena Davis,Jeff Goldblum,Jim Carrey",4363,4246
"Robert Vaughn,Teri Copley,Steve Altman",4364,4247
"Whoopi Goldberg,Sam Elliott,Rubén Blades",4365,4248
"Lauren Hutton,Jim Carrey,Karen Kopins",4366,4249
"Scott Baio,Willie Aames,Robert Mandan",4367,4250
"Peter Weller,John Lithgow,Ellen Barkin",4368,4251
"George Hamilton,Susan Saint James,Richard Benjamin",4369,4252
"Cyndi Lauper,Jeff Goldblum,Ramon Bieri",4370,4253
"Gene Wilder,Gilda Radner,Dom DeLuise",4371,4254
"Cassandra Peterson,Phil Rubenstein,Larry Flash Jenkins",4372,4255
"Dennis Danell,Brent Liles,John Macias",4373,4256
"Constance Towers,Anthony Eisley,Michael Dante",4374,4257
"Peter Breck,Constance Towers,Gene Evans",4375,4258
"Anthony Barrile,Michael Boatman,Don Cheadle",4376,4259
"Sam Harris,Robert M. Price,Richard Carrier",4377,4260
"Matthew Modine,Eric Stoltz,Tate Donovan",4378,4261
"Ayaan Hirsi Ali,Woody Allen,Richard Dawkins",4379,4262
"Elizabeth Olsen,Sarah Paulson,John Hawkes",4380,4263
"William Holden,Cliff Robertson,Vince Edwards",4381,4264
"Richard Burton,James Mason,Robert Newton",4382,4265
"Macon Blair,Devin Ratray,Amy Hargreaves",4383,4266
"Ezra Miller,Jeremy Allen White,Emory Cohen",4384,4267
"Chelsea Logan,Rosemarie DeWitt,Christopher McCann",4385,4268
"Karen Black,Peter Bogdanovich,Sandra Bullock",4386,4269
"Peter Finch,James MacArthur,Bernard Lee",4387,4270
"Melanie Griffith,Stephen Dorff,Alicia Witt",4388,4271
"Amy Seimetz,Frank Mosley,Shane Carruth",4389,4272
"Gregory Peck,John Megna,Frank Overton",4390,4273
"Mila Kunis,Justin Timberlake,Patricia Clarkson",4391,4274
"Vivien Leigh,Marlon Brando,Kim Hunter",4392,4275
"Clint Eastwood,Verna Bloom,Marianna Hill",4393,4276
"Clint Eastwood,Sondra Locke,Geoffrey Lewis",4394,4277
"Clint Eastwood,Michael Moriarty,Carrie Snodgress",4395,4278
"Clint Eastwood,Sondra Locke,Pat Hingle",4396,4279
"Clint Eastwood,Liam Neeson,Patricia Clarkson",4397,4280
"Clint Eastwood,Patrick McGoohan,Roberts Blossom",4398,4281
"Clint Eastwood,Sondra Locke,Chief Dan George",4399,4282
"Clint Eastwood,John Malkovich,Rene Russo",4400,4283
"Clint Eastwood,Sondra Locke,Pat Hingle",4401,4279
"Greta Gerwig,Lola Kirke,Seth Barrish",4402,4284
"Clint Eastwood,Geraldine Page,Elizabeth Hartman",4403,4285
"Clint Eastwood,George Kennedy,Vonetta McGee",4404,4286
"Clint Eastwood,Sondra Locke,Geoffrey Lewis",4405,4277
"Clint Eastwood,Gene Hackman,Ed Harris",4406,4287
"Clint Eastwood,Charlie Sheen,Raul Julia",4407,4288
"Clint Eastwood,Jeff Fahey,Charlotte Cornwell",4408,4289
"Clint Eastwood,Sondra Locke,Geoffrey Lewis",4409,4277
"Clint Eastwood,Jessica Walter,Donna Mills",4410,4290
"Clint Eastwood,Geneviève Bujold,Dan Hedaya",4411,4291
"Clint Eastwood,Jeff Bridges,George Kennedy",4412,4292
"Yuji Okumoto,Marcus Chong,Tito Ortiz",4413,4293
"Leonard Maltin,John Bloom,Samuel Z. Arkoff",4414,4294
"Marlon Brando,Trevor Howard,Richard Harris",4415,4295
"Marlon Brando,Glenn Ford,Machiko Kyô",4416,4296
"Marlon Brando,Joanne Woodward,Anna Magnani",4417,4297
"Marlon Brando,Jean Simmons,Merle Oberon",4418,4298
"Marlon Brando,Yul Brynner,Janet Margolin",4419,4299
"Marlon Brando,Eiji Okada,Sandra Church",4420,4300
"Marlon Brando,Mary Murphy,Robert Keith",4421,4301
"Marlon Brando,Jean Peters,Anthony Quinn",4422,4302
"Marlon Brando,Anjanette Comer,John Saxon",4423,4303
"Marlon Brando,Karl Malden,Pina Pellicer",4424,4304
"Marlon Brando,Teresa Wright,Everett Sloane",4425,4305
"Marlon Brando,Ricardo Montalban,Patricia Owens",4426,4306
"Greer Garson,Walter Pidgeon,Agnes Moorehead",4427,4307
"Walter Pidgeon,John Hodiak,Audrey Totter",4428,4308
"Robert Montgomery,Helen Hayes,May Robson",4429,4309
"Susan Hayward,Michael Craig,Diane Baker",4430,4310
"Van Johnson,John Hodiak,Ricardo Montalban",4431,4311
"John Wayne,Patricia Neal,Ward Bond",4432,4312
"Robert Taylor,Charles Boyer,Joseph J. Clark",4433,4313
"Greer Garson,Walter Pidgeon,John Hodiak",4434,4314
"William Boyd,Charles 'Chic' Sale,Dorothy Wilson",4435,4315
"Helen Twelvetrees,Eric Linden,Arline Judge",4436,4316
"Robert Mitchum,Curd Jürgens,David Hedison",4437,4317
"Anthony Veiller,Ion Antonescu,Nikolai Cherkasov",4438,4318
"John Ford,Eddie Foster,Martin Garralaga",4439,4319
"John Huston,Walter Huston,Milton Ashkin",4440,4320
"Douglas Bader,Arno Breker,Winston Churchill",4441,4321
"Walter Huston,Harry Davenport,Dana Andrews",4442,4322
"Walter Huston,Victor Bulwer-Lytton,Kai-Shek Chiang",4443,4323
"Josh Hamilton,Eric Stoltz,Samuel Gould",4444,4324
"William Hurt,Lee Marvin,Brian Dennehy",4445,4325
"Bob Dylan,Fiona,Rupert Everett",4446,4326
"Donald Sutherland,Brooke Adams,Jeff Goldblum",4447,4327
"Jeff Bridges,Glenn Close,Peter Coyote",4448,4328
"Stephen MacKenna,Rod Culbertson,John Altman",4449,4329
"Craig Roberts,Sally Hawkins,Paddy Considine",4450,4330
"Katharine Ross,Sam Elliott,John Standing",4451,4331
"Karen Allen,Thierry Lhermitte,Christopher Cazenove",4452,4332
"Ben Stiller,Greta Gerwig,Jennifer Jason Leigh",4453,4333
"Brie Larson,Frantz Turner,John Gallagher Jr.",4454,4334
"Larry Drake,Curtis Williams,Brendon Ryan Barrett",4455,4335
"Bhagavan Angulo,Govinda Angulo,Jagadisa Angulo",4456,4336
"Amy Winehouse,Mitch Winehouse,Mark Ronson",4457,4337
"Gore Vidal,William F. Buckley,Dick Cavett",4458,4338
"Kitana Kiki Rodriguez,Mya Taylor,Karren Karagulian",4459,4339
"Lorraine Barrett,June Downs,Phillip Froehlich",4460,4340
,4461,651
"Heston Blumenthal,Daniel Boulud,Frank Bruni",4462,4341
"Bo Barrett,Shayn Bjornholm,Dave Cauble",4463,4342
"Vinnie Jones,David Kelly,David Hemmings",4464,4343
"Ross Malinger,P.J. Soles,Kenneth Tigar",4465,4344
"Thea Camara,Salvatore Covello,Harold Dennis",4466,4345
"Traci Lords,Arthur Roberts,Lenny Juliano",4467,4346
"Danny Glover,Sean Astin,Vinnie Jones",4468,4347
"Sean Astin,Mimi Rogers,Chris Mulkey",4469,4348
"Heather Paige Cohn,Omar Gooding,Deanna Pak",4470,4349
"Traci Lords,Crystal Shaw,Harrison Le Duke",4471,4350
"Ayrton Senna,Alain Prost,Frank Williams",4472,4351
"Traci Lords,John Vernon,Nick Cassavetes",4473,4352
Dennis Kucinich,4474,4353
"Olivia Taylor Dudley,Michael Peña,Dougray Scott",4475,4354
"Michele Simon,Oprah Winfrey,Katie Couric",4476,4355
"Rex Ingram,Oscar Polk,Eddie 'Rochester' Anderson",4477,4356
"William Windom,David L. Lander,Bruce Mahler",4478,4357
"Ethel Waters,Eddie 'Rochester' Anderson,Lena Horne",4479,4358
"W.C. Fields,Cora Witherspoon,Una Merkel",4480,4359
"Errol Flynn,Olivia de Havilland,Raymond Massey",4481,4360
"Marjoe Gortner,Caroline Munro,Christopher Plummer",4482,4361
"Joe Lewis,Christopher Lee,Donald Pleasence",4483,4362
"Katharine Hepburn,Paul Henreid,Robert Walker",4484,4363
"William Holden,Martha Scott,Fay Bainter",4485,4364
"Gary Cooper,Ray Milland,Robert Preston",4486,4365
"Henry Fonda,Alice Brady,Marjorie Weaver",4487,4366
"Hugh Marlowe,Nancy Gates,Nelson Leigh",4488,4367
