Year,Release Date,original_index,unique_index
1925,1925 (Germany),4337,3360
1997,15 June 1997 (USA),4338,3361
1955,23 June 1955 (USA),4339,3362
1941,8 August 1941 (USA),4340,3363
1951,7 March 1951 (USA),4341,3364
1953,6 April 1953 (USA),4342,3365
1953,1 August 1953 (USA),4343,3366
1950,25 September 1950 (Sweden),4344,3367
1957 1958 1959,"Jul 16, 1958 Wide",4345,3368
1951,27 April 1951 (USA),4346,3369
1958,12 September 1958 (USA),4347,3370
1956,5 February 1956 (USA),4348,3371
1955,July 1955 (USA),4349,3372
1957,April 1957 (USA),4350,699
1953,25 May 1953 (USA),4351,3373
1988,January 1988 (USA),4352,3374
2000,7 December 2000 (Germany),4353,3375
2006,27 March 2006 (Germany),4354,3376
2013,1 August 2014 (USA),4355,3377
1990,27 April 1990 (USA),4356,3378
1999,3 March 1999 (USA),4357,3379
1985,16 August 1985 (USA),4358,1437
1985,September 1985 (USA),4359,3380
1985,8 September 1988 (West Germany),4360,3381
1999,16 March 1999 (USA),4361,3382
1981,30 October 1981 (USA),4362,522
1988,12 May 1989 (USA),4363,3383
1989,October 1989 (USA),4364,1034
1987,30 October 1987 (USA),4365,2831
1985,15 November 1985 (USA),4366,2255
1982,23 July 1982 (USA),4367,3384
1984,10 August 1984 (USA),4368,3000
1979,27 April 1979 (USA),4369,3385
1987 1988 1989,"Aug 5, 1988 Wide",4370,3386
1986,25 July 1986 (USA),4371,3387
1988,30 September 1988 (USA),4372,379
1984,March 1984 (USA),4373,3388
1964,29 October 1964 (USA),4374,3389
1963,11 September 1963 (USA),4375,3390
1987,28 August 1987 (USA),4376,331
2005,6 June 2005 (USA),4377,3391
1990,12 October 1990 (USA),4378,3392
2013,13 December 2013 (USA),4379,1101
2011,21 December 2011 (Sweden),4380,3393
1968,15 May 1968 (USA),4381,3394
1953,20 May 1953 (USA),4382,3395
2013,9 July 2014 (France),4383,3396
2008,1 October 2008 (France),4384,3397
2005,20 July 2007 (UK),4385,3398
2008,11 January 2009 (USA),4386,3399
1960,24 February 1960 (USA),4387,3400
2000,1 September 2000 (USA),4388,114
2013,30 August 2013 (UK),4389,3401
1962,16 March 1963 (USA),4390,3402
2011,22 July 2011 (USA),4391,1088
1951,1 December 1951 (West Germany),4392,3403
1973,22 August 1973 (USA),4393,3404
1978,20 December 1978 (USA),4394,3405
1985,28 June 1985 (USA),4395,3406
1983,9 December 1983 (USA),4396,1065
1988,13 July 1988 (USA),4397,3407
1979,22 June 1979 (USA),4398,532
1976,30 June 1976 (USA),4399,3408
1993,9 July 1993 (USA),4400,3409
1977,21 December 1977 (USA),4401,3410
2015,14 August 2015 (USA),4402,471
1971,28 May 1971 (Finland),4403,3411
1975,21 May 1975 (USA),4404,3293
1980,17 December 1980 (USA),4405,3412
1997,14 February 1997 (USA),4406,2375
1990,7 December 1990 (USA),4407,3413
1990,14 September 1990 (USA),4408,2735
1980,11 June 1980 (USA),4409,3414
1971,12 November 1971 (USA),4410,3415
1984,17 August 1984 (USA),4411,3416
1974,24 May 1974 (USA),4412,3417
2005,14 September 2005 (Philippines),4413,3418
2001,31 August 2001 (USA),4414,2464
1962,8 November 1962 (USA),4415,3419
1956,December 1956 (USA),4416,639
1960,18 August 1960 (Japan),4417,3420
1954,11 February 1955 (Belgium),4418,3421
1965,September 1965 (Austria),4419,3422
1963,2 April 1963 (USA),4420,3423
1953,February 1954 (USA),4421,3424
1952,22 August 1952 (West Germany),4422,3425
1966,October 1966 (Austria),4423,3426
1961,30 March 1961 (USA),4424,3427
1950,September 1950 (Italy),4425,3428
1957,20 December 1957 (Japan),4426,3429
1953,17 May 1953 (USA),4427,3430
1952,18 February 1953 (France),4428,3431
1935,1 March 1935 (USA),4429,3432
1963,2 October 1963 (USA),4430,3433
1949,20 January 1950 (USA),4431,3434
1951,27 January 1951 (USA),4432,3435
1944,15 August 1945 (France),4433,3436
1950,26 October 1950 (USA),4434,3437
1932,25 November 1932 (USA),4435,3438
1932,8 April 1932 (USA),4436,3439
1957,8 January 1958 (Japan),4437,3440
1943,11 November 1943 (USA),4438,3441
1943,,4439,3442
1943,30 July 1943 (USA),4440,3443
1943,26 November 1945 (Denmark),4441,3444
1943,,4442,3442
1942,27 May 1942 (USA),4443,3445
1995,6 October 1995 (USA),4444,1561
1983,12 January 1984 (Australia),4445,3446
1987,November 1987 (UK),4446,3447
1978,20 December 1978 (USA),4447,3405
1985,4 October 1985 (USA),4448,1320
1979,23 November 1979 (USA),4449,3448
2010,18 March 2011 (UK),4450,3449
1978,14 September 1979 (USA),4451,3450
1984,21 September 1984 (USA),4452,1407
2010,26 March 2010 (USA),4453,27
2013,23 August 2013 (USA),4454,2645
1999,10 October 1999 (USA),4455,3451
2015,10 July 2015 (USA),4456,467
2014 2015 2016,"Jul 3, 2015 Limited",4457,3452
2015,31 July 2015 (USA),4458,1334
2015,10 July 2015 (USA),4459,467
2012,16 August 2014 (Japan),4460,3453
2012,7 June 2012 (Germany),4461,3454
2011,13 July 2012 (UK),4462,3455
2012,21 June 2013 (Canada),4463,3456
2001,26 December 2001 (UK),4464,3457
1997,17 June 1997 (USA),4465,3458
2015,4 August 2015 (USA),4466,3459
1987 1988 1989,"May 1, 1988 Wide",4467,3460
2015,2015 (USA),4468,260
2014,15 May 2015 (USA),4469,3461
2015,24 April 2015 (USA),4470,374
1993,15 September 1993 (USA),4471,3462
2010,12 November 2010 (Brazil),4472,3463
1990,,4473,3464
2013,13 September 2013 (USA),4474,687
2015,24 July 2015 (USA),4475,469
2014,19 January 2014 (USA),4476,3465
1936,1 August 1936 (USA),4477,3466
1987,October 1987 (USA),4478,3467
1943,9 April 1943 (USA),4479,3468
1940,29 November 1940 (USA),4480,3469
1940,28 December 1940 (USA),4481,3470
1978,9 March 1979 (USA),4482,3471
1979,November 1979 (USA),4483,3472
1947,9 October 1947 (USA),4484,3473
1940,24 May 1940 (USA),4485,3474
1939,24 July 1939 (USA),4486,3475
1939,9 June 1939 (USA),4487,3476
1956,25 March 1956 (USA),4488,3477
1976,13 November 1976 (USA),4489,3478
1978,December 1978 (USA),4490,3479
2004,2 April 2004 (USA),4491,665
2003,14 February 2003 (USA),4492,3480
1999,24 January 1999 (USA),4493,3481
1985,15 June 1994 (France),4494,3482
1958,27 June 1958 (West Germany),4495,3483
1940,10 May 1940 (USA),4496,3484
1935,20 June 1935 (Argentina),4497,3485
1947,17 September 1947 (France),4498,3486
1956,April 1956 (USA),4499,3487
1940,1 March 1940 (USA),4500,3488
1960,18 May 1960 (USA),4501,3489
1951,16 March 1951 (USA),4502,3490
1943,15 January 1943 (USA),4503,3491
2009,7 November 2009 (Argentina),4504,3492
1949,22 October 1949 (USA),4505,3493
1939,2 March 1939 (USA),4506,3494
2015,5 June 2015 (USA),4507,2050
1956,26 January 1957 (USA),4508,3495
2002,13 December 2002 (Turkey),4509,3496
1966,22 June 1966 (USA),4510,1444
1948,1 March 1949 (USA),4511,3497
1949,18 November 1949 (USA),4512,3498
2002,31 May 2002 (Italy),4513,3499
1945,28 December 1945 (USA),4514,3500
2000,25 December 2000 (USA),4515,3501
1960,November 1960 (USA),4516,3502
2012,20 August 2013 (USA),4517,3503
1992,8 May 1992 (USA),4518,3504
1996,13 December 1996 (USA),4519,1947
2009,20 January 2009 (USA),4520,3505
1987 1988 1989,"Feb 26, 1988 Wide",4521,3506
2004,24 September 2004 (USA),4522,2241
1997,31 October 1997 (Spain),4523,3507
1949,June 1949 (USA),4524,3508
1971,17 September 1971 (USA),4525,3509
1998,9 October 1998 (Canada),4526,3510
1972,October 1979 (West Germany),4527,3511
2001,21 March 2002 (Germany),4528,3512
1950,16 March 1950 (USA),4529,3513
1948,9 April 1948 (USA),4530,3514
1990,6 April 1990 (USA),4531,1375
1943,22 January 1943 (USA),4532,3515
1972,June 1972 (USA),4533,3516
1943,April 1945 (USA),4534,3517
1976,11 January 1978 (France),4535,3518
1976,February 1976 (USA),4536,3519
1976,26 February 1976 (UK),4537,3520
2006,8 June 2006 (Netherlands),4538,3521
1971,6 August 1971 (USA),4539,3522
1955,14 October 1955 (Ireland),4540,3523
1956,30 May 1956 (USA),4541,3524
1944,3 November 1944 (USA),4542,3525
1936,29 May 1936 (USA),4543,3526
2014,15 June 2014 (USA),4544,3527
1945,28 December 1945 (USA),4545,3500
1954,27 May 1954 (USA),4546,3528
1947,27 September 1947 (USA),4547,3529
1958,27 September 1958 (USA),4548,3530
1941,25 January 1941 (USA),4549,3531
1931,25 January 1931 (USA),4550,3532
1931,23 April 1931 (USA),4551,3533
1939,23 October 1939 (USA),4552,3534
1932,9 April 1932 (USA),4553,3535
1933,15 April 1933 (USA),4554,3536
1931,9 February 1931 (USA),4555,3537
1974,February 1974 (USA),4556,3538
1995,1 March 1996 (USA),4557,3539
1949,10 February 1950 (Sweden),4558,3540
1953,22 March 1953 (USA),4559,3541
1956,24 November 1956 (USA),4560,3542
1958,20 September 1958 (USA),4561,3543
1957,20 December 1957 (USA),4562,3544
1960,4 November 1960 (USA),4563,3545
1959,22 December 1959 (USA),4564,3546
2014,4 July 2014 (USA),4565,3547
1974,September 1974 (USA),4566,3548
2014,9 December 2014 (USA),4567,3549
1973,1973 (USA),4568,3550
1969,5 October 1969 (USA),4569,3551
1975,March 1975 (USA),4570,3552
1972,14 December 1972 (West Germany),4571,3553
2014,14 November 2014 (USA),4572,943
1963,1 May 1963 (USA),4573,3554
1961,13 September 1961 (USA),4574,3555
1991,1 May 1993 (South Korea),4575,3556
1999,22 January 1999 (USA),4576,3557
1970,28 October 1970 (USA),4577,3558
1953,25 April 1953 (USA),4578,3559
1988,1988 (USA),4579,3560
1972,28 April 1973 (Japan),4580,3561
1984,,4581,3562
1988,1 June 1988 (USA),4582,3563
1987,10 April 1987 (USA),4583,3564
2001,,4584,262
1983,18 November 1983 (USA),4585,3565
1989,19 April 1989 (USA),4586,3566
2000,25 August 2000 (UK),4587,3567
1989,19 May 1989 (USA),4588,3568
1949,13 February 1950 (Brazil),4589,3569
1976,21 May 1976 (West Germany),4590,3570
1967,15 September 1967 (Finland),4591,3571
1953,27 November 1953 (USA),4592,3572
1983,15 July 1983 (Australia),4593,3573
1955,13 January 1956 (Finland),4594,3574
1945,19 July 1945 (USA),4595,3575
1942,5 September 1942 (USA),4596,3576
1944,11 March 1944 (USA),4597,3577
1940,3 August 1940 (USA),4598,3578
1967,29 September 1967 (West Germany),4599,3579
1970,18 August 1971 (France),4600,3580
1945,15 June 1945 (USA),4601,3581
1936,8 February 1936 (USA),4602,3582
2009,,4603,3583
1954,24 June 1954 (USA),4604,3584
1960,8 September 1960 (USA),4605,0
1956,20 September 1956 (Argentina),4606,3585
1953 1954 1955,"Apr 30, 1954 Wide",4607,3586
1953,August 1953 (USA),4608,3587
1953,February 1953 (USA),4609,3588
1953,5 November 1953 (USA),4610,3589
1954,16 December 1954 (USA),4611,3590
1961,1 February 1961 (USA),4612,3591
1957,13 June 1957 (USA),4613,3592
1961,19 December 1961 (USA),4614,3593
1959,18 July 1959 (USA),4615,3594
1979,29 June 1979 (USA),4616,3595
1959,3 September 1959 (West Germany),4617,3596
1999,8 October 1999 (USA),4618,3597
1991,10 July 1991 (USA),4619,3598
2006,10 February 2006 (USA),4620,123
1988,26 February 1988 (USA),4621,3599
1998,12 June 1998 (USA),4622,2219
1988,21 December 1988 (USA),4623,3600
1956,21 August 1956 (USA),4624,3601
1974,December 1974 (USA),4625,3602
2006,28 November 2006 (USA),4626,3603
1960,6 April 1960 (USA),4627,3604
1927,6 October 1927 (USA),4628,3605
1962,27 November 1963 (Argentina),4629,3606
1993,14 May 1993 (Italy),4630,3607
1944,August 1945 (USA),4631,3608
1944,10 February 1944 (USA),4632,3609
1929,8 April 1929 (USA),4633,3610
1943,26 March 1943 (USA),4634,3611
1941,15 January 1942 (USA),4635,3612
1943,20 March 1943 (USA),4636,3613
1945,7 April 1945 (USA),4637,3614
1942,13 June 1942 (USA),4638,3615
1944,29 December 1944 (USA),4639,3616
1953,30 May 1953 (USA),4640,3617
1943,17 September 1943 (USA),4641,3618
1972,10 March 1972 (USA),4642,119
1998,22 August 1998 (USA),4643,3619
1981,28 August 1981 (USA),4644,3620
1980,30 January 1980 (USA),4645,3621
1989,,4646,3622
1981,14 August 1981 (USA),4647,3623
1937,27 August 1937 (USA),4648,3624
2006,15 July 2008 (USA),4649,3625
1960,7 October 1960 (USA),4650,3626
1973,September 1973 (USA),4651,3627
1988,25 May 1988 (France),4652,3628
1943,18 February 1944 (Australia),4653,3629
1937,7 May 1937 (USA),4654,3630
1946,17 April 1946 (Mexico),4655,3631
1948,22 April 1949 (USA),4656,3632
1946,December 1946 (USA),4657,3633
1932,12 February 1932 (USA),4658,3634
1950,20 February 1950 (USA),4659,3635
1943,27 August 1943 (USA),4660,3636
1949,13 August 1949 (USA),4661,3637
1945,26 October 1945 (USA),4662,3638
1934,31 August 1934 (USA),4663,3639
1986,15 August 1986 (USA),4664,3263
1991,15 March 1991 (USA),4665,3640
2012,16 February 2012 (USA),4666,3641
1982,1982 (USA),4667,3642
1999,28 May 1999 (USA),4668,1522
1935,30 December 1935 (USA),4669,3643
1937,1 September 1937 (USA),4670,3644
1936,1 January 1937 (USA),4671,3645
1979,21 November 1980 (USA),4672,3646
1942,26 June 1942 (USA),4673,3647
1980,28 January 1981 (USA),4674,3648
1948,8 August 1948 (USA),4675,3649
1953,27 March 1953 (USA),4676,3650
1954,21 April 1954 (USA),4677,3651
1954,3 April 1955 (Japan),4678,3652
1954,16 November 1954 (UK),4679,3653
1951,27 April 1951 (USA),4680,3369
1948,29 July 1948 (USA),4681,3654
1952,23 February 1952 (USA),4682,3655
1950,16 June 1950 (USA),4683,3656
1947,29 August 1947 (USA),4684,3657
2011,27 January 2012 (USA),4685,3658
2012,17 August 2012 (USA),4686,831
1973,1973 (USA),4687,3550
2014,28 February 2014 (USA),4688,3659
2010,11 June 2010 (USA),4689,1315
2002,14 June 2002 (USA),4690,2006
2010 2011 2012,"Feb 18, 2011 Wide",4691,3660
1992,30 October 1992 (USA),4692,3661
1998,13 November 1998 (USA),4693,2624
1994,13 January 1995 (USA),4694,3662
2007,19 October 2007 (USA),4695,1396
1997,26 March 1997 (USA),4696,2373
2001,21 November 2001 (USA),4697,3663
2001,2 March 2001 (USA),4698,3664
1976,19 April 1976 (USA),4699,3665
1976,October 1976 (USA),4700,3666
1979,February 1979 (USA),4701,3667
1959,29 July 1959 (USA),4702,3668
1976,5 March 1976 (USA),4703,3669
1993,12 March 1993 (USA),4704,3061
1978,May 1978 (USA),4705,3670
1984,13 April 1984 (USA),4706,3671
1983,June 1983 (USA),4707,3672
1992,7 February 1992 (USA),4708,315
1993,30 July 1993 (USA),4709,3673
1995,17 February 1995 (USA),4710,2392
1963,18 September 1963 (USA),4711,3674
1988,10 June 1988 (USA),4712,3675
1957,10 February 1957 (USA),4713,3676
1999,,4714,706
1957,March 1957 (USA),4715,3677
1962,7 March 1962 (USA),4716,3678
2011,11 February 2011 (USA),4717,895
2006,8 June 2007 (UK),4718,3679
1962,23 February 1963 (Denmark),4719,3680
1964,26 March 1964 (USA),4720,3681
1984,21 November 1984 (USA),4721,3682
1963,16 May 1964 (Japan),4722,3683
1996,,4723,2306
1984,3 August 1984 (USA),4724,3684
2007,26 October 2007 (USA),4725,3685
1989,3 March 1989 (USA),4726,3686
1996,17 September 1997 (Spain),4727,3687
1997,25 September 1998 (USA),4728,3688
1989,30 August 1989 (USA),4729,3689
1994,19 August 1994 (USA),4730,3690
1969,25 February 1970 (USA),4731,3691
2003,26 September 2003 (USA),4732,2022
1992,16 December 1992 (USA),4733,3692
1996,22 September 1996 (Japan),4734,3693
1989,27 October 1989 (USA),4735,3694
2011,14 October 2011 (UK),4736,3695
1993,10 September 1993 (USA),4737,661
1990,18 May 1990 (USA),4738,3696
1992,3 April 1992 (USA),4739,2129
1983,22 April 1983 (USA),4740,538
1982,20 August 1982 (USA),4741,3697
1989,3 November 1989 (USA),4742,3698
1982,27 January 1983 (Australia),4743,3699
1986,24 January 1986 (USA),4744,3700
1975,13 March 1975 (USA),4745,3701
2013,6 July 2015 (Netherlands),4746,3702
1989,30 June 1989 (USA),4747,3703
1994,14 May 1994 (South Korea),4748,669
1986,14 November 1986 (USA),4749,3704
1977,22 July 1977 (USA),4750,3705
1985,26 April 1985 (USA),4751,3706
2010,29 January 2010 (USA),4752,2114
1985,14 November 1985 (West Germany),4753,3707
1977,17 June 1977 (USA),4754,3708
1971,September 1971 (USA),4755,3709
1972,November 1972 (USA),4756,1258
1972,9 March 1972 (USA),4757,3710
1982,12 February 1982 (USA),4758,487
1990,19 January 1990 (USA),4759,3098
1978,8 September 1978 (West Germany),4760,3711
1980,24 September 1980 (France),4761,3712
1975,26 April 1976 (Sweden),4762,3713
1978,14 July 1978 (USA),4763,3714
1991,7 June 1991 (USA),4764,386
1939,8 April 1939 (USA),4765,3715
1955,1 February 1955 (USA),4766,3716
1950,22 September 1950 (Australia),4767,3717
1960,March 1960 (USA),4768,3718
1959,15 October 1959 (USA),4769,3719
1947,15 July 1947 (USA),4770,3720
2012,30 March 2012 (USA),4771,695
1953,1953 (UK),4772,3721
1953,May 1953 (USA),4773,575
2014,8 January 2016 (USA),4774,3722
1957,2 April 1957 (USA),4775,3723
2014,22 May 2014 (Portugal),4776,3724
1986,14 November 1986 (USA),4777,3704
2003,8 August 2003 (Spain),4778,3725
2007,20 June 2007 (Kuwait),4779,3726
2012,25 October 2012 (USA),4780,3727
2012,9 October 2014 (Israel),4781,3728
2013,24 January 2014 (USA),4782,1666
2010,13 May 2010 (France),4783,3729
2010 2011 2012,"Jul 29, 2011 Limited",4784,3730
1980,1 June 1980 (USA),4785,3731
2015,26 August 2015 (USA),4786,3326
2015,14 August 2015 (USA),4787,471
2015,2 October 2015 (USA),4788,2514
2015,18 September 2015 (USA),4789,195
2015,2 October 2015 (USA),4790,2514
2014,16 September 2015 (USA),4791,3732
2014 2015 2016,"Sep 11, 2015 Wide",4792,3733
2015,9 October 2015 (USA),4793,751
2000,16 June 2000 (USA),4794,1657
2003,25 March 2005 (Italy),4795,3734
2002,28 June 2002 (USA),4796,2065
2007,5 December 2008 (UK),4797,3735
2002,22 November 2002 (USA),4798,2232
2005,3 June 2005 (USA),4799,3736
2004,2 May 2004 (USA),4800,1546
2006,9 July 2008 (France),4801,3737
2002,20 November 2003 (Germany),4802,3738
2003,2010 (Belgium),4803,3739
1935,3 December 1935 (USA),4804,3740
2017,3 November 2017 (USA),4805,3741
2016 2017 2018,"May 5, 2017 Wide",4806,3742
2019,3 May 2019 (USA),4807,3743
2016,6 May 2016 (USA),4808,3744
2016,4 November 2016 (USA),4809,2708
2015,1 May 2015 (USA),4810,3745
1940,17 May 1940 (USA),4811,3746
2011,2011 (UK),4812,3747
1939,17 February 1939 (USA),4813,3748
1942,20 August 1942 (USA),4814,3749
1931,29 August 1931 (USA),4815,3750
1934,11 May 1934 (USA),4816,3751
1952,7 November 1952 (Sweden),4817,3752
1941,2 December 1941 (USA),4818,3753
1949,19 August 1949 (USA),4819,3754
1942,7 November 1942 (USA),4820,3755
1940,23 August 1940 (USA),4821,3756
1940,18 October 1940 (USA),4822,3757
1932,21 October 1932 (USA),4823,3758
1944,January 1944 (USA),4824,3759
1939,1 February 1940 (Australia),4825,3760
2005,15 April 2005 (USA),4826,2794
1943,11 August 1943 (USA),4827,3761
1942,6 March 1942 (USA),4828,3762
1937,16 July 1937 (USA),4829,3763
1948,4 June 1948 (USA),4830,3764
1941,24 April 1941 (USA),4831,3765
1994,26 January 1994 (USA),4832,3766
1993,25 June 1993 (USA),4833,2210
1994,16 December 1994 (USA),4834,946
1992,2 October 1992 (USA),4835,568
2007,16 March 2007 (USA),4836,2238
1993,19 November 1993 (USA),4837,2038
1991,20 September 1991 (USA),4838,3767
1988,7 October 1988 (USA),4839,3768
1994,12 August 1994 (USA),4840,1376
1985,27 September 1985 (USA),4841,3769
1994,22 April 1994 (USA),4842,2952
1989,30 November 1990 (UK),4843,3770
1937,26 November 1937 (USA),4844,3771
1934,25 May 1934 (USA),4845,3772
1936,9 October 1936 (USA),4846,3773
1936,25 December 1936 (USA),4847,2700
1945,January 1945 (USA),4848,3774
1947,1 September 1947 (USA),4849,3775
1942,19 January 1942 (USA),4850,3776
2004,9 April 2004 (USA),4851,549
2002,15 February 2007 (USA),4852,3777
2003,21 February 2003 (USA),4853,2233
2005,2007 (USA),4854,3778
2013,28 June 2013 (USA),4855,3779
1989,16 February 1990 (USA),4856,3780
2011,17 February 2012 (USA),4857,3781
2005,8 July 2005 (USA),4858,3782
2003,14 February 2003 (USA),4859,3480
2007,15 June 2007 (USA),4860,1363
2004 2005 2006,"Sep 30, 2005 Wide",4861,3783
1993 1994 1995,"Nov 18, 1994 Wide",4862,3784
1998,23 October 1998 (USA),4863,3785
2011,28 October 2011 (USA),4864,403
2011,18 March 2011 (USA),4865,392
2013,31 May 2013 (USA),4866,3786
2011,6 December 2011 (USA),4867,3787
2013,26 November 2013 (USA),4868,3788
2011,6 March 2012 (USA),4869,1416
2012,6 September 2012 (Russia),4870,3789
2006,January 2006 (USA),4871,3790
2007,January 2007 (USA),4872,2936
2008,,4873,186
2012,8 November 2012 (USA),4874,3791
2014,17 October 2014 (USA),4875,1831
2014,14 February 2014 (USA),4876,3792
1996,1 November 1996 (USA),4877,2589
1993,5 March 1993 (USA),4878,3793
1991,9 May 1991 (Germany),4879,3794
1994,11 March 1994 (USA),4880,1856
1995,21 April 1995 (USA),4881,2816
2003,25 December 2003 (USA),4882,790
2014,19 January 2014 (USA),4883,3465
2012,27 January 2012 (USA),4884,2756
2011,16 September 2011 (USA),4885,558
2014,8 March 2014 (USA),4886,980
2003,28 November 2003 (USA),4887,3795
1999,20 August 1999 (USA),4888,3796
2004,24 September 2004 (USA),4889,2241
1987,15 January 1988 (USA),4890,3797
