Release Date,Country,original_index,unique_index
18 October 1985 (USA),USA,4036,3409
January 2014 (USA),USA,4037,3410
18 June 1982 (USA),USA,4038,790
14 December 1973 (USA),USA,4039,3411
7 November 1986 (USA),USA,4040,3412
7 February 1986 (USA),USA,4041,3413
1 March 2013 (USA),USA,4042,3414
5 August 1987 (USA),USA,4043,3415
8 March 1991 (USA),USA,4044,1635
9 February 1979 (West Germany),USA,4045,3416
23 February 1990 (USA),USA,4046,3417
23 March 2006 (Thailand),USA,4047,3418
27 October 1965 (USA),"UK,USA",4048,3419
10 April 2015 (USA),USA,4049,2129
18 August 2015 (USA),USA,4050,3420
28 August 1963 (USA),USA,4051,3421
1 May 2015 (USA),USA,4052,3422
5 November 1932 (USA),USA,4053,3423
5 October 2013 (USA),USA,4054,3424
2 April 1993 (USA),USA,4055,3425
14 October 1981 (USA),USA,4056,3426
6 November 1981 (USA),USA,4057,3427
8 May 1981 (USA),"USA,Canada",4058,3428
2008 (USA),USA,4059,193
23 May 2008 (USA),USA,4060,3429
13 August 2015 (USA),USA,4061,3430
9 October 2003 (USA),USA,4062,3431
1 August 2010 (USA),USA,4063,3432
24 July 2006 (USA),USA,4064,3433
9 April 2004 (USA),USA,4065,552
18 September 1987 (USA),USA,4066,1191
15 January 1988 (USA),USA,4067,125
3 December 1997 (USA),USA,4068,3434
18 November 1988 (USA),USA,4069,1413
11 April 2014 (USA),"Italy,USA",4070,3435
"Apr 1, 1995 Wide","Canada,USA",4071,3436
13 May 2005 (USA),USA,4072,3437
15 February 2013 (USA),USA,4073,3438
6 June 2006 (USA),USA,4074,3439
24 July 2008 (USA),USA,4075,3440
3 October 2009 (USA),USA,4076,3441
10 March 1993 (USA),USA,4077,3442
18 April 2003 (USA),USA,4078,3443
1 March 2008 (USA),USA,4079,3444
7 December 1979 (USA),USA,4080,3445
17 July 2015 (USA),"UK,USA",4081,3446
14 August 2015 (USA),USA,4082,474
6 December 2013 (USA),USA,4083,3447
11 September 2002 (France),"UK,France,Egypt,Japan,Mexico,USA,Iran",4084,3448
22 April 2009 (USA),"UK,Germany,USA",4085,3449
15 May 2015 (USA),USA,4086,2614
"Nov 13, 2012 Wide","USA,Australia,Chile,Ecuador,Japan",4087,3450
22 April 2011 (USA),USA,4088,3451
9 June 1948 (USA),USA,4089,2631
23 May 1950 (USA),USA,4090,3452
26 November 1946 (Argentina),USA,4091,3453
"Apr 23, 1955 Limited",USA,4092,3454
30 March 1944 (USA),USA,4093,3455
2 May 1946 (USA),USA,4094,3456
20 October 1945 (USA),USA,4095,3457
14 December 2012 (UK),USA,4096,3157
26 September 2014 (USA),USA,4097,772
19 September 2003 (USA),USA,4098,3458
12 December 2001 (France),"USA,France,UK",4099,3459
22 October 2014 (USA),USA,4100,3460
24 November 1997 (Australia),USA,4101,3461
3 April 2003 (Netherlands),"USA,Netherlands,France",4102,3462
March 2013 (France),USA,4103,3463
28 July 1995 (USA),USA,4104,1499
17 April 1978 (Sweden),USA,4105,3464
6 April 2011 (Egypt),USA,4106,3465
7 April 2006 (USA),USA,4107,3466
26 April 2014 (Japan),"USA,UK,Netherlands",4108,3467
9 September 1988 (USA),USA,4109,3468
6 April 1990 (USA),USA,4110,1432
16 July 1993 (USA),USA,4111,3287
4 October 1991 (USA),USA,4112,3469
15 January 1988 (Japan),USA,4113,3470
8 February 2014 (Germany),USA,4114,3471
6 October 2000 (USA),"Denmark,Argentina,Spain,Germany,Netherlands,Italy,USA,UK,France,Sweden,Finland,Iceland,Norway",4115,3472
30 January 2009 (USA),USA,4116,3473
29 September 1995 (Spain),USA,4117,3474
15 April 1988 (USA),USA,4118,3475
5 April 2006 (France),USA,4119,3476
19 July 1995 (USA),"France,USA",4120,3477
4 January 2013 (USA),"USA,United Arab Emirates",4121,3478
22 May 1998 (USA),USA,4122,404
26 June 2009 (Spain),"USA,Argentina,Spain,Italy",4123,3479
,USA,4124,47
2 March 2007 (USA),USA,4125,572
8 August 1997 (USA),USA,4126,1511
14 November 2003 (Austria),"USA,Japan",4127,3480
21 September 2001 (USA),"USA,UK,Germany",4128,3481
16 October 1998 (USA),USA,4129,3482
11 June 2004 (USA),"USA,Japan,Italy",4130,3483
7 September 2010 (Italy),USA,4131,3484
9 September 2013 (UK),USA,4132,3485
14 June 2008 (USA),USA,4133,3486
27 June 2013 (USA),USA,4134,3487
29 October 2004 (USA),"USA,UK,Germany,France",4135,3488
1 October 1993 (USA),"Canada,USA",4136,3489
1 February 2002 (USA),"UK,USA",4137,3490
5 October 2007 (UK),"UK,USA,Australia,Japan",4138,3491
23 April 2004 (USA),USA,4139,2985
3 October 2007 (USA),USA,4140,3492
September 1982 (USA),USA,4141,3493
23 September 1988 (USA),USA,4142,3494
"Jan 1, 1979 Wide",USA,4143,3495
21 March 1980 (USA),USA,4144,2912
17 November 1993 (USA),USA,4145,3496
29 February 1980 (USA),USA,4146,3497
25 March 1983 (USA),"USA,France",4147,3498
15 October 1993 (USA),USA,4148,1429
8 November 1985 (USA),USA,4149,3499
12 August 1988 (USA),USA,4150,1206
10 October 1986 (USA),USA,4151,3500
14 December 1984 (USA),USA,4152,130
27 August 1969 (USA),USA,4153,3501
16 August 1985 (USA),"USA,France",4154,3502
6 August 1982 (Sweden),USA,4155,3503
8 May 1987 (USA),USA,4156,2172
12 January 2001 (USA),USA,4157,1210
16 November 2005 (France),USA,4158,3504
3 October 2008 (USA),USA,4159,2324
18 January 2007 (Singapore),USA,4160,3505
"Nov 15, 1978 Wide",USA,4161,3506
2010 (USA),USA,4162,2580
,USA,4163,47
4 March 1994 (USA),USA,4164,1904
15 January 1993 (USA),"USA,Canada",4165,3507
2 July 1980 (USA),USA,4166,2519
11 October 1996 (USA),USA,4167,3508
12 June 1997 (Singapore),USA,4168,3509
26 September 1997 (USA),USA,4169,1626
30 July 1972 (USA),USA,4170,3510
8 July 2011 (USA),USA,4171,1364
"Sep 15, 1987 Wide",USA,4172,3511
December 2015 (USA),USA,4173,3073
"Jul 24, 2015 Wide",USA,4174,3512
18 January 1991 (USA),"USA,UK,France",4175,3513
13 October 1971 (USA),"UK,USA",4176,3514
19 September 2014 (South Africa),USA,4177,3515
27 May 2005 (Spain),USA,4178,3516
13 September 1978 (USA),USA,4179,3517
22 October 1971 (USA),USA,4180,3518
"Aug 17, 2007 Wide",USA,4181,3519
15 August 2014 (Ireland),USA,4182,3520
18 September 2015 (USA),"USA,China,Hong Kong,Indonesia,Mexico,UK",4183,3521
22 November 2006 (USA),"USA,Canada",4184,3522
21 July 1971 (France),"Australia,USA",4185,3523
15 June 2012 (Spain),"USA,UK",4186,3524
17 June 2010 (South Korea),USA,4187,3525
16 October 1972 (Sweden),USA,4188,3526
3 December 1982 (UK),"UK,USA",4189,3527
9 October 2009 (UK),USA,4190,3528
September 1956 (USA),"UK,USA",4191,3529
3 August 2012 (UK),USA,4192,3530
17 February 1968 (USA),"UK,USA",4193,3531
28 June 2013 (UK),"USA,UK",4194,3532
8 April 2011 (USA),USA,4195,1587
3 September 2014 (Netherlands),USA,4196,3533
9 December 2011 (USA),USA,4197,1586
22 October 2004 (USA),USA,4198,3534
9 May 1973 (USA),USA,4199,3535
15 August 1986 (USA),"USA,UK,Canada",4200,3536
22 October 1982 (USA),USA,4201,252
28 July 2006 (USA),USA,4202,1368
11 March 1971 (USA),USA,4203,3537
25 June 2015 (Italy),USA,4204,3538
13 October 2012 (Brazil),USA,4205,3539
7 March 2003 (USA),USA,4206,3540
15 February 2002 (USA),USA,4207,412
1 March 2002 (USA),"USA,Germany",4208,3541
19 July 2002 (USA),"UK,Germany,USA,Canada",4209,3542
30 November 2001 (USA),USA,4210,3543
12 May 1995 (USA),USA,4211,3544
20 January 2006 (USA),"USA,UK",4212,3545
6 December 2013 (USA),"USA,UK",4213,3546
14 April 2000 (USA),USA,4214,2371
15 January 2010 (USA),USA,4215,951
8 October 1993 (USA),USA,4216,971
22 December 2010 (USA),USA,4217,1334
20 December 2013 (USA),USA,4218,3547
2 July 1971 (USA),USA,4219,3548
11 October 1996 (USA),USA,4220,3508
30 July 1997 (USA),USA,4221,3549
16 June 2000 (USA),USA,4222,2250
11 June 2004 (USA),USA,4223,139
"Sep 6, 2013 Wide","UK,USA",4224,3550
17 October 2003 (USA),USA,4225,3551
25 December 1997 (USA),USA,4226,273
8 November 1996 (USA),USA,4227,808
7 April 2006 (USA),USA,4228,3466
21 February 2003 (USA),"USA,Germany,UK",4229,3552
4 September 2009 (USA),USA,4230,2075
14 November 1997 (USA),"USA,UK,France,Germany,Japan",4231,3553
15 October 2010 (USA),USA,4232,3554
3 April 1998 (USA),USA,4233,3555
"Mar 11, 2005 Wide","USA,Germany",4234,3556
1938 (USA),USA,4235,3557
21 February 2003 (USA),"USA,UK,Germany",4236,3558
"Sep 21, 2012 Wide",USA,4237,3559
15 December 1976 (USA),"UK,USA",4238,3560
16 June 1978 (USA),USA,4239,3561
January 2000 (USA),USA,4240,3562
25 July 2011 (USA),USA,4241,3563
5 February 2010 (USA),USA,4242,3564
9 October 1968 (USA),USA,4243,3565
6 October 1978 (USA),"UK,USA",4244,1060
17 December 1982 (USA),USA,4245,1309
22 December 1971 (USA),"USA,UK",4246,3566
23 December 1970 (USA),USA,4247,3567
10 November 1974 (USA),USA,4248,3568
24 September 1975 (USA),USA,4249,3569
21 May 1975 (USA),USA,4250,3570
20 May 1998 (USA),"USA,Japan",4251,3571
11 March 2005 (USA),USA,4252,841
23 January 2009 (Brazil),USA,4253,3572
25 December 2006 (USA),USA,4254,3573
20 November 2009 (USA),USA,4255,1224
23 January 2004 (Finland),USA,4256,3574
8 December 2009 (USA),USA,4257,3575
30 August 1972 (USA),USA,4258,3576
31 October 2007 (USA),USA,4259,3577
21 January 1933 (USA),USA,4260,3578
19 December 1986 (USA),USA,4261,3579
5 October 2007 (USA),USA,4262,237
13 June 1953 (USA),USA,4263,3580
22 February 2007 (Netherlands),USA,4264,3581
29 August 1949 (Sweden),USA,4265,3582
16 February 2007 (UK),"UK,USA",4266,3583
17 November 1939 (USA),USA,4267,100
3 July 1991 (USA),USA,4268,3584
13 April 2000 (Australia),USA,4269,3585
13 December 1972 (USA),USA,4270,3586
20 February 2015 (UK),USA,4271,3587
18 May 2012 (USA),USA,4272,408
27 December 1940 (USA),USA,4273,3588
26 January 1940 (USA),USA,4274,3589
7 July 1944 (USA),USA,4275,3590
9 June 1944 (USA),USA,4276,3591
7 August 1942 (USA),USA,4277,3592
1946 (Turkey),USA,4278,3593
20 January 1936 (USA),USA,4279,3594
8 July 1935 (USA),USA,4280,3595
December 1932 (USA),USA,4281,3596
21 February 1932 (USA),USA,4282,3597
7 May 1934 (USA),USA,4283,3598
17 May 1946 (USA),USA,4284,3599
18 February 1921 (Japan),USA,4285,3600
30 October 2015 (USA),USA,4286,3121
September 1941 (USA),USA,4287,3601
26 August 2015 (USA),USA,4288,3602
19 June 2015 (USA),USA,4289,232
11 April 2008 (USA),"South Korea,USA",4290,3603
13 March 2004 (USA),USA,4291,3604
18 March 2005 (Austria),USA,4292,3605
11 January 2002 (USA),USA,4293,3606
22 May 2007 (USA),USA,4294,3607
13 July 2007 (USA),USA,4295,3608
31 January 2014 (USA),USA,4296,391
10 August 2012 (USA),USA,4297,397
2012 (USA),USA,4298,3609
"Feb 16, 2007 Wide","UK,USA",4299,3610
29 July 2009 (Philippines),USA,4300,3611
20 November 2009 (USA),USA,4301,1224
4 March 2011 (USA),USA,4302,150
21 November 2008 (USA),USA,4303,785
12 March 2010 (USA),USA,4304,3225
1 June 2012 (USA),USA,4305,3612
30 June 2010 (USA),USA,4306,3613
5 February 2010 (USA),USA,4307,3564
29 March 2013 (USA),"USA,Switzerland",4308,3614
21 August 2013 (USA),"USA,Germany,Canada",4309,3615
5 March 2004 (USA),USA,4310,696
14 January 2000 (USA),"UK,USA",4311,3616
October 1978 (USA),USA,4312,3617
14 October 1994 (USA),USA,4313,1042
16 January 2014 (Italy),USA,4314,3618
21 October 1983 (USA),USA,4315,196
2 August 1985 (USA),USA,4316,386
8 October 1981 (USA),"USA,West Germany",4317,3619
1930 (Germany),USA,4318,3620
22 November 2012 (Portugal),"New Zealand,USA",4319,3621
2010 (USA),USA,4320,2580
26 July 1996 (USA),"UK,USA,France,Germany,Czech Republic",4321,3622
30 August 2011 (USA),USA,4322,3623
7 October 1999 (Germany),"Germany,UK,USA",4323,3624
2006 (USA),USA,4324,3625
1 April 2015 (USA),USA,4325,3626
May 2004 (USA),USA,4326,3627
30 May 2004 (USA),USA,4327,3628
2008 (USA),USA,4328,193
18 March 2015 (Belgium),USA,4329,3629
20 May 2011 (UK),"UK,USA",4330,3630
31 August 2005 (USA),"UK,Germany,USA,China",4331,3631
4 September 2004 (Germany),"USA,Austria,Germany",4332,3632
21 December 2012 (USA),USA,4333,3308
5 January 1929 (USA),USA,4334,3633
25 February 1936 (USA),USA,4335,3634
22 September 1995 (USA),USA,4336,622
1925 (Germany),USA,4337,3635
15 June 1997 (USA),USA,4338,3636
23 June 1955 (USA),USA,4339,3637
8 August 1941 (USA),USA,4340,3638
7 March 1951 (USA),USA,4341,3639
6 April 1953 (USA),USA,4342,3640
1 August 1953 (USA),USA,4343,3641
25 September 1950 (Sweden),USA,4344,3642
"Jul 16, 1958 Wide",USA,4345,3643
27 April 1951 (USA),USA,4346,3644
12 September 1958 (USA),USA,4347,3645
5 February 1956 (USA),USA,4348,3646
July 1955 (USA),USA,4349,3647
April 1957 (USA),USA,4350,705
25 May 1953 (USA),USA,4351,3648
January 1988 (USA),USA,4352,3649
7 December 2000 (Germany),USA,4353,3650
27 March 2006 (Germany),USA,4354,3651
1 August 2014 (USA),"Israel,USA,South Africa,Germany,Congo",4355,3652
27 April 1990 (USA),USA,4356,361
3 March 1999 (USA),USA,4357,3653
16 August 1985 (USA),"UK,USA",4358,3654
September 1985 (USA),USA,4359,3655
8 September 1988 (West Germany),USA,4360,3656
16 March 1999 (USA),USA,4361,3657
30 October 1981 (USA),USA,4362,526
12 May 1989 (USA),"UK,USA",4363,3658
October 1989 (USA),USA,4364,1063
30 October 1987 (USA),"USA,Japan",4365,3659
15 November 1985 (USA),USA,4366,3660
23 July 1982 (USA),USA,4367,3661
10 August 1984 (USA),USA,4368,3245
27 April 1979 (USA),USA,4369,3662
"Aug 5, 1988 Wide",USA,4370,3663
25 July 1986 (USA),USA,4371,3664
30 September 1988 (USA),USA,4372,381
March 1984 (USA),USA,4373,3665
29 October 1964 (USA),USA,4374,3666
11 September 1963 (USA),USA,4375,3667
28 August 1987 (USA),USA,4376,330
6 June 2005 (USA),USA,4377,3668
12 October 1990 (USA),"UK,Japan,USA",4378,3669
13 December 2013 (USA),USA,4379,3670
21 December 2011 (Sweden),USA,4380,3671
15 May 1968 (USA),USA,4381,3672
20 May 1953 (USA),USA,4382,3673
9 July 2014 (France),"USA,France",4383,3674
1 October 2008 (France),USA,4384,3675
20 July 2007 (UK),USA,4385,3676
11 January 2009 (USA),USA,4386,3677
24 February 1960 (USA),"UK,USA",4387,3678
1 September 2000 (USA),"France,USA",4388,3679
30 August 2013 (UK),USA,4389,3680
16 March 1963 (USA),USA,4390,3681
22 July 2011 (USA),USA,4391,1117
1 December 1951 (West Germany),USA,4392,3682
22 August 1973 (USA),USA,4393,3683
20 December 1978 (USA),USA,4394,3684
28 June 1985 (USA),USA,4395,3685
9 December 1983 (USA),USA,4396,1094
13 July 1988 (USA),USA,4397,3686
22 June 1979 (USA),USA,4398,3687
30 June 1976 (USA),USA,4399,3688
9 July 1993 (USA),USA,4400,3689
21 December 1977 (USA),USA,4401,3690
14 August 2015 (USA),USA,4402,474
28 May 1971 (Finland),USA,4403,3691
21 May 1975 (USA),USA,4404,3570
17 December 1980 (USA),USA,4405,3692
14 February 1997 (USA),USA,4406,2537
7 December 1990 (USA),USA,4407,3693
14 September 1990 (USA),USA,4408,3694
11 June 1980 (USA),USA,4409,3695
12 November 1971 (USA),USA,4410,3696
17 August 1984 (USA),USA,4411,3697
24 May 1974 (USA),USA,4412,3698
14 September 2005 (Philippines),USA,4413,3699
31 August 2001 (USA),USA,4414,3700
8 November 1962 (USA),USA,4415,3701
December 1956 (USA),USA,4416,643
18 August 1960 (Japan),USA,4417,3702
11 February 1955 (Belgium),USA,4418,3703
September 1965 (Austria),USA,4419,3704
2 April 1963 (USA),USA,4420,3705
February 1954 (USA),USA,4421,3706
22 August 1952 (West Germany),USA,4422,3707
October 1966 (Austria),USA,4423,3708
30 March 1961 (USA),USA,4424,3709
September 1950 (Italy),USA,4425,3710
20 December 1957 (Japan),USA,4426,3711
17 May 1953 (USA),USA,4427,3712
18 February 1953 (France),USA,4428,3713
1 March 1935 (USA),USA,4429,3714
2 October 1963 (USA),"UK,USA",4430,3715
20 January 1950 (USA),USA,4431,3716
27 January 1951 (USA),USA,4432,3717
15 August 1945 (France),USA,4433,3718
26 October 1950 (USA),USA,4434,3719
25 November 1932 (USA),USA,4435,3720
8 April 1932 (USA),USA,4436,3721
8 January 1958 (Japan),USA,4437,3722
11 November 1943 (USA),USA,4438,3723
,USA,4439,47
30 July 1943 (USA),USA,4440,3724
26 November 1945 (Denmark),USA,4441,3725
,USA,4442,47
27 May 1942 (USA),USA,4443,3726
6 October 1995 (USA),USA,4444,1637
12 January 1984 (Australia),USA,4445,3727
November 1987 (UK),USA,4446,3728
20 December 1978 (USA),USA,4447,3684
4 October 1985 (USA),USA,4448,1375
23 November 1979 (USA),USA,4449,3729
18 March 2011 (UK),"UK,USA",4450,3730
14 September 1979 (USA),"UK,USA",4451,3731
21 September 1984 (USA),USA,4452,1464
26 March 2010 (USA),USA,4453,27
23 August 2013 (USA),USA,4454,2827
10 October 1999 (USA),USA,4455,3732
10 July 2015 (USA),USA,4456,470
"Jul 3, 2015 Limited","UK,USA",4457,3733
31 July 2015 (USA),USA,4458,3734
10 July 2015 (USA),USA,4459,470
16 August 2014 (Japan),"USA,Netherlands,UK,Denmark",4460,3735
7 June 2012 (Germany),"USA,Poland,Japan,Australia,Singapore",4461,3736
13 July 2012 (UK),USA,4462,734
21 June 2013 (Canada),USA,4463,3737
26 December 2001 (UK),"UK,USA",4464,3738
17 June 1997 (USA),USA,4465,3739
4 August 2015 (USA),USA,4466,3740
"May 1, 1988 Wide",USA,4467,3741
2015 (USA),USA,4468,258
15 May 2015 (USA),USA,4469,2614
24 April 2015 (USA),USA,4470,375
15 September 1993 (USA),USA,4471,3742
12 November 2010 (Brazil),"UK,France,USA,Brazil",4472,3743
,USA,4473,47
13 September 2013 (USA),"USA,Haiti,Norway",4474,3744
24 July 2015 (USA),USA,4475,472
19 January 2014 (USA),USA,4476,3745
1 August 1936 (USA),USA,4477,3746
October 1987 (USA),USA,4478,3747
9 April 1943 (USA),USA,4479,3748
29 November 1940 (USA),USA,4480,3749
28 December 1940 (USA),USA,4481,3750
9 March 1979 (USA),USA,4482,3751
November 1979 (USA),"USA,Spain",4483,3752
9 October 1947 (USA),USA,4484,3753
24 May 1940 (USA),USA,4485,3754
24 July 1939 (USA),USA,4486,3755
9 June 1939 (USA),USA,4487,3756
25 March 1956 (USA),USA,4488,3757
13 November 1976 (USA),USA,4489,3758
December 1978 (USA),USA,4490,3759
2 April 2004 (USA),USA,4491,1953
14 February 2003 (USA),"USA,Australia",4492,3760
24 January 1999 (USA),USA,4493,3761
15 June 1994 (France),"UK,France,USA",4494,3762
27 June 1958 (West Germany),USA,4495,3763
10 May 1940 (USA),USA,4496,3764
20 June 1935 (Argentina),USA,4497,3765
17 September 1947 (France),USA,4498,3766
April 1956 (USA),USA,4499,3767
1 March 1940 (USA),USA,4500,3768
18 May 1960 (USA),USA,4501,3769
16 March 1951 (USA),USA,4502,3770
15 January 1943 (USA),USA,4503,3771
7 November 2009 (Argentina),USA,4504,3772
22 October 1949 (USA),USA,4505,3773
2 March 1939 (USA),USA,4506,3774
5 June 2015 (USA),"Canada,USA",4507,3775
26 January 1957 (USA),USA,4508,3776
13 December 2002 (Turkey),USA,4509,3777
22 June 1966 (USA),USA,4510,3778
1 March 1949 (USA),USA,4511,3779
18 November 1949 (USA),USA,4512,3780
31 May 2002 (Italy),USA,4513,3781
28 December 1945 (USA),USA,4514,3782
25 December 2000 (USA),USA,4515,3783
November 1960 (USA),USA,4516,3784
20 August 2013 (USA),"USA,Russia",4517,3785
8 May 1992 (USA),USA,4518,3786
13 December 1996 (USA),USA,4519,2062
20 January 2009 (USA),USA,4520,3787
"Feb 26, 1988 Wide",USA,4521,3788
24 September 2004 (USA),USA,4522,3789
31 October 1997 (Spain),"Mexico,USA,Spain",4523,3790
June 1949 (USA),USA,4524,3791
17 September 1971 (USA),USA,4525,3792
9 October 1998 (Canada),USA,4526,3793
October 1979 (West Germany),USA,4527,3794
21 March 2002 (Germany),"Germany,USA",4528,3795
16 March 1950 (USA),USA,4529,3796
9 April 1948 (USA),USA,4530,3797
6 April 1990 (USA),USA,4531,1432
22 January 1943 (USA),USA,4532,3798
June 1972 (USA),USA,4533,3799
April 1945 (USA),USA,4534,3800
11 January 1978 (France),USA,4535,3801
February 1976 (USA),"Australia,USA",4536,3802
26 February 1976 (UK),USA,4537,3803
8 June 2006 (Netherlands),USA,4538,3804
6 August 1971 (USA),USA,4539,3805
14 October 1955 (Ireland),USA,4540,3806
30 May 1956 (USA),USA,4541,3807
3 November 1944 (USA),USA,4542,3808
29 May 1936 (USA),USA,4543,3809
15 June 2014 (USA),USA,4544,3810
28 December 1945 (USA),USA,4545,3782
27 May 1954 (USA),USA,4546,3811
27 September 1947 (USA),USA,4547,3812
27 September 1958 (USA),USA,4548,3813
25 January 1941 (USA),USA,4549,3814
25 January 1931 (USA),USA,4550,3815
23 April 1931 (USA),USA,4551,3816
23 October 1939 (USA),USA,4552,3817
9 April 1932 (USA),USA,4553,3818
15 April 1933 (USA),USA,4554,3819
9 February 1931 (USA),USA,4555,3820
February 1974 (USA),"Canada,USA",4556,3821
1 March 1996 (USA),USA,4557,324
10 February 1950 (Sweden),USA,4558,3822
22 March 1953 (USA),USA,4559,3823
24 November 1956 (USA),USA,4560,3824
20 September 1958 (USA),USA,4561,3825
20 December 1957 (USA),USA,4562,3826
4 November 1960 (USA),USA,4563,3827
22 December 1959 (USA),USA,4564,3828
4 July 2014 (USA),USA,4565,3829
September 1974 (USA),USA,4566,3830
9 December 2014 (USA),USA,4567,3831
1973 (USA),USA,4568,3832
5 October 1969 (USA),USA,4569,3833
March 1975 (USA),USA,4570,3834
14 December 1972 (West Germany),USA,4571,3835
14 November 2014 (USA),USA,4572,964
1 May 1963 (USA),USA,4573,3836
13 September 1961 (USA),USA,4574,3837
1 May 1993 (South Korea),USA,4575,3838
22 January 1999 (USA),USA,4576,3839
28 October 1970 (USA),USA,4577,3840
25 April 1953 (USA),USA,4578,3841
1988 (USA),USA,4579,3842
28 April 1973 (Japan),USA,4580,3843
,USA,4581,47
1 June 1988 (USA),"Japan,USA",4582,3844
10 April 1987 (USA),USA,4583,3845
,USA,4584,47
18 November 1983 (USA),USA,4585,3846
19 April 1989 (USA),USA,4586,3847
25 August 2000 (UK),USA,4587,3848
19 May 1989 (USA),USA,4588,3849
13 February 1950 (Brazil),USA,4589,3850
21 May 1976 (West Germany),USA,4590,3851
15 September 1967 (Finland),USA,4591,3852
27 November 1953 (USA),"Italy,UK,USA",4592,3853
15 July 1983 (Australia),USA,4593,3854
