article_title,author_list,original_index,unique_index,count
Results of the phase II NCRI CLL206 trial of alemtuzumab in combination with high-dose methylprednisolone for high-risk (17P-) CLL,"{""C. Dearden"",""J. Dodd"",""E. Matutes"",""D. Catovsky"",""J. Blundell"",""A. Rawstrom"",""D. Allsup"",""D. Oscier"",""T. Hamblin"",""S. Dodd"",""E. Heartin"",""R. Jones"",""J. Radford"",""S. Proctor"",""S. Agrawal"",""P. Hillmen"",""G. Follows"",""R. Pettitt"",""A. Bloor"",""S. Devereux"",""S. Carruthers""}",637,637,1.0
Timely access to specialist medical oncology services closer to home for rural patients: experience from the Townsville Teleoncology Model.,"{""Sabe Sabesan"",""Peter Aiken"",""Lynden J Roberts"",""Sarah Larkins"",""Abhishek Joshi""}",638,638,1.0
Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers,"{""Robert L. Kriel"",""Jennifer R. Riss"",""Vijay D. Ivaturi"",""James C. C2  - 19231138 DB  - MEDLINE DO  - http://dx.doi.org/10.1016/j.eplepsyres.2009.01.001 Cloyd"",""Ronald A. Siegel""}",639,639,1.0
Protein kinase CK-1 inhibitors as new potential drugs for amyotrophic lateral sclerosis.,"{""Irene G Salado"",""Ana Martinez"",""Daniel I Perez"",""Brian C Kraemer"",""Murilo L Bello"",""Concepci�_n Perez"",""Nicole F Liachko"",""Magalie Lecourtois"",""Miriam Redondo"",""Carmen Gil"",""Laetitia Miguel""}",640,640,1.0
The Prevalence and Age-Related Characteristics of Pain in a Sample of Women Veterans Receiving Primary Care,"{""Alicia Heapy"",""Sally G. Haskell"",""M. Carrington Reid"",""Robert D. Kerns"",""Rebecca K. Papas""}",641,641,1.0
Experiences of African-American Women with Smartphone-Based Ecological Momentary Assessment.,"{""Ashley McDonald"",""Shannon N Zenk"",""Colleen Corte"",""Kelly K Jones""}",642,642,1.0
"Letter by Raposeiras-Roubin et al regarding article, ""mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis"".","{""Sergio Raposeiras-Roub�_n"",""Jos̩ Maria Garc�_a-Acu̱a"",""Jos̩ Ram�_n Gonz��lez-Juanatey""}",643,643,1.0
Preferential expression of T-cell receptor V beta-chains in atopic eczema.,"{""C L̦liger"",""K Neuber"",""J Ring"",""I K̦hler""}",644,644,1.0
Evidence-based evaluation of therapeutic measures for amyotrophic lateral sclerosis. [Chinese],{NULL},645,645,1.0
Enhanced meta-analysis of acetylcholine binding protein structures reveals conformational signatures of agonism in nicotinic receptors.,"{""Cameron F Abrams"",""Spencer T Stober""}",646,646,1.0
Factors associated with orthodontic patient compliance with intraoral elastic and headgear wear.,"{""E A BeGole"",""H S Upshaw"",""R J Egolf""}",647,647,1.0
"A 23-year-old Hispanic migrant fieldworker who presents with a painful rash on his limbs, trunk, and face. Guttate psoriasis.","{""Richard Andrews"",""Erica B Lundsten"",""A Maureen Bundick Morgan""}",648,648,1.0
Influence of two handwashing frequencies on reduction in colonizing flora with three handwashing products used by health care personnel.,"{""E Larson"",""B A Laughon"",""K Mayur""}",649,649,1.0
Impact of diet restriction and/or resistance training on physical capacity in obese older women...7th World Congress on Aging and Physical Activity,"{""Bouchard DR"",""Soucy L"",""Senechal M"",""Brochu M"",""Dionne IJ""}",650,650,1.0
Meta-analysis of the influence of I148M variant of patatin-like phospholipase domain containing 3 gene (PNPLA3) on the susceptibility and histological severity of nonalcoholic fatty liver disease.,"{""Silvia Sookoian"",""Carlos J Pirola""}",651,651,1.0
"Prevalence, molecular characterization, and phenotypic confirmation of extended-spectrum beta-lactamases in Escherichia coli, Klebsiella pneumoniae, and Klebsiella oxytoca at the Radboud University Nijmegen Medical Centre in The Netherlands","{""C. Handgraaf"",""W. J. Melchers"",""T. Klaassen"",""P. D. Sturm"",""E. T. Bochum"",""S. V. van Mook-Vermulst""}",652,652,1.0
Diagnosis of Stroke-Associated Pneumonia: Recommendations From the Pneumonia in Stroke Consensus Group.,"{""Diederik van de Beek"",""Anthony G Rudd"",""Lalit Kalra"",""Joan Montaner"",""Javier Garau"",""Pippa J Tyrrell"",""Stephen J Hopkins"",""Craig J Smith"",""Mark Woodhead"",""Angel Chamorro"",""Mario Di Napoli"",""Andreas Meisel"",""Peter Langhorne"",""Andy Vail"",""Amit K Kishore"",""Christine Roffe""}",653,653,1.0
A narrative review of surgical resident duty hour limits: where do we go from here?,"{""P. D. Fabricant"",""M. P. Bostrom"",""C. J. Dy"",""D. M. Dare""}",654,654,1.0
FACTORS ASSOCIATED WITH SELF-WORTH IN YOUNG PEOPLE WITH PHYSICAL DISABILITIES,"{""Beverley J. Antle""}",655,655,1.0
Different renal toxicity profiles in the association of cyclosporine and tacrolimus with sirolimus in rats.,"{""N̼ria Lloberas"",""Marcel la Franquesa"",""Josep M Cruzado"",""Josep M Griny�_"",""In̩s Rama"",""Gabriela Alperovich"",""Immaculada Herrero-Fresneda"",""Joan Torras"",""Pepita Gim̩nez-Bonaf̩""}",656,656,1.0
A meta-analysis of alcohol drinking and oral and pharyngeal cancers. Part 2: results by subsites.,"{""Paolo Boffetta"",""Giovanni Corrao"",""Irene Tramacere"",""Vincenzo Bagnardi"",""Eva Negri"",""Lorenza Scotti"",""Werner Garavello"",""Matteo Rota"",""Carlo La Vecchia"",""Federica Turati"",""Farhad Islami""}",657,657,1.0
Genetic overlap between diagnostic subtypes of ischemic stroke.,"{""Eugenio A Parati"",""Bruce M Psaty"",""Christopher Levi"",""Guido Falcone"",""Ioana Cotlarciuc"",""Bradford B Worrall"",""Rodney J Scott"",""Hugh S Markus"",""Jonathan Rosand"",""Jim Jannes"",""John W Cole"",""Sudha Seshadri"",""Rainer Malik"",""M Arfan Ikram"",""Christopher Oldmeadow"",""Karen L Furie"",""Kerri L Wiggins"",""Jane M Maguire"",""Matthew Traylor"",""Peter M Rothwell"",""[Collective Name] Wellcome Trust Case Control Consortium 2"",""[Collective Name] Australian Stroke Genetics Collaborative"",""Steven J Kittner"",""Braxton D Mitchell"",""Elizabeth G Holliday"",""Jemma C Hopewell"",""Giorgio B Boncoraglio"",""Eric Boerwinkle"",""Lisa F Lincz"",""Robert Clarke"",""Steve Bevan"",""Naomi R Wray"",""John Attia"",""James F Meschia"",""Joshua C Bis"",""Thomas H Mosley"",""Mike A Nalls"",""Cathie Sudlow"",""Yu-Ching Cheng"",""Pankaj Sharma"",""Martin Dichgans"",""[Collective Name] International Stroke Genetics Consortium"",""Myriam Fornage""}",658,658,1.0
Serum S100B represents a new biomarker for mood disorders.,"{""Peter Schoenknecht"",""Matthias L Schroeter"",""Johann Steiner"",""Karsten Mueller"",""Julia Sacher""}",659,659,1.0
Serial postoperative awake and sleep EEG and long-term seizure outcome after anterior temporal lobectomy for hippocampal sclerosis.,"{""Alfredo D'Aniello"",""Addolorata Mascia"",""Vincenzo Esposito"",""Pier Paolo Quarato"",""Marco De Risi"",""Angelo Picardi"",""Giancarlo Di Gennaro"",""Liliana G Grammaldo"",""Sara Casciato"",""Giulio N Meldolesi""}",660,660,1.0
Remote area indigenous psychiatry - Reflections on nine years as a visiting psychiatrist,"{""N. Cord-Udy""}",661,661,1.0
Right ventricular outflow tract reconstruction with decellularized porcine xenografts in patients with congenital heart disease.,"{""Wolfgang Konertz"",""Otto Krogmann"",""Pascal M Dohmen"",""Birgit Franzbach"",""Emanuela Angeli"",""Carlo Pace Napoleone"",""Johannes Kroll"",""Gleb Tarusinov"",""Torsten Christ"",""Gaetano Gargiulo""}",662,662,1.0
"Pooled analysis of non-union, re-operation, infection, and approach related complications after anterior odontoid screw fixation.","{""Yong-Long Chi"",""Xiao-Lei Zhang"",""Nai-Feng Tian"",""Yao-Sen Wu"",""Xin-Lei Wu"",""Xiang-Yang Wang"",""Fang-Min Mao"",""Li-Jun Wu"",""Xu-Qi Hu""}",663,663,1.0
"Accuracy, risk and the intrinsic value of diagnostic imaging: a review of the cost-utility literature.","{""Hansel J Otero"",""Peter J Neumann"",""Chi H Fang"",""Robert J Ward"",""Meera Sekar""}",664,664,1.0
Swabbing Surgical Sites Does Not Improve the Detection of Staphylococcus aureus Carriage in High-Risk Surgical Patients,"{""M. S. Ihara"",""J. R. Tripet-Diel"",""K. Shahlaie"",""C. S. Li"",""J. Brown"",""S. H. Cohen"",""M. Giordani"",""E. O. Klineberg""}",665,665,1.0
Effect of chewing gun on the promotion of intestinal function recovery after colorectal cancer surgery: A meta-analysis. [Chinese],"{""Q. X. Zhang"",""J. H. Tian"",""X. Y. Tan"",""A. L. Yang"",""X. M. Yang"",""Z. X. Zhang""}",666,666,1.0
School Climate and Students' Early Mathematics Learning: Another Search for Contextual Effects.,"{""KATERINA1 BODOVSKI"",""RACHAEL3 WALSH"",""INBAL2 NAHUM-SHANI""}",667,667,1.0
Chronic hypokalemia due to excessive cola consumption: a case report,"{""C. D. Packer""}",668,668,1.0
Constructing differences: A qualitative analysis of teachers�۪ perspectives on linguistic and cultural diversity,"{""Melinda Dooly""}",669,669,1.0
"Wirkungen und Risiken neuartiger psychoaktiver Substanzen: Fehldeklaration und Verkauf als ""Badesalze"", ""Spice"" und ""Forschungschemikalien""","{""G. Mikus"",""N. Hohmann"",""D. Czock""}",670,670,1.0
[New guidelines for bariatric surgery care: practical implications],"{""M. Suter"",""V. Giusti""}",671,671,1.0
Inosiplex for treatment of alopecia areata: A randomized placebo-controlled study,"{""Katoulis A.C."",""Georgala K."",""Georgala S."",""Befon A."",""Stavropoulos P.G.""}",672,672,1.0
Fungal flora in indoor and outdoor air of different residential houses in Tekirdag City (Turkey): seasonal distribution and relationship with climatic factors,"{""Ahmet Asan""}",673,673,1.0
The psychiatric comorbidity of epilepsy.,"{""A Gaitatzis"",""M R Trimble"",""J W Sander""}",674,674,1.0
Obesity and obstructive sleep apnea: Carry the torch of awareness,"{""K. F. Joyner""}",675,675,1.0
Aerobic fitness testing in patients with chronic low back pain: which test is best?,"{""T. H. Michel"",""W. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Jul 1 DP  - NLM ET  - 2000/06/28 Rogers"",""A. Wagner"",""H. Wittink"",""R. Kulich"",""A. Sukiennik"",""R. Maciewicz""}",676,676,1.0
"Poster abstracts. The National Association of Bariatric Nurses, 4th Annual Meeting and Conference, October 24-27, 2007, North Charleston, South Carolina",{NULL},677,677,1.0
A review of cyanoacrylate liquid skin protectant and its efficacy on pedal fissures,"{""Debashish Chakravarthy"",""Elizabeth A. Hinton"",""Tracey C. Vlahovic"",""Cynthia Ann Fleck""}",678,678,1.0
The special status of actions in causal reasoning in rats.,"{""Aaron P Blaisdell"",""Jared Wong"",""Kenneth J Leising"",""Michael R Waldmann""}",679,679,1.0
How Much Trash Do You Trash?,"{""Vanashri Nargund-Joshi"",""Jean S. Lee""}",680,680,1.0
"Implementing pharmacogenetics: Pharmarray, acodose and pharmacogenetic consultation","{""H. Y. Tong"",""J. Frias"",""R. Lubomirov"",""P. Lapunzina"",""A. M. Borobia"",""J. Tenorio"",""P. Arias"",""A. J. Carcas""}",681,681,1.0
Designing in the social context: Using the social contextual model of health behavior change to develop a tobacco control intervention for teachers in India,"{""Cara B. Ebbeling"",""Dhirendra N. Sinha"",""Glorian C. Sorensen"",""Harry A. Lando"",""Mangesh S. Pednekar"",""Claudia R. Pischke"",""Prakash C. Gupta"",""Eve M. Nagler"",""Mira B. Aghi"",""Kasisomayajula Viswanath""}",682,682,1.0
Association of interleukin-10 cytokine expression status with HLA non-DRB1*02 and Mycobacterium bovis BCG scar-negative status in south Indian pulmonary tuberculosis patients.,"{""A D Nageswari"",""S Vani"",""P Muthuveeralakshmi"",""S Shanmugalakshmi"",""V Dheenadhayalan"",""G Arivarignan"",""R M Pitchappan""}",683,683,1.0
Abstracts 15,"{""P Mroczkowski"",""R Kube"",""A Dziki"",""B Moran"",""H Lippert"",""I Gastinger""}",684,684,1.0
"Outcome of Er,Cr:YSGG laser-assisted treatment of teeth with apical periodontitis: a blind randomized clinical trial.","{""Norbert Gutknecht"",""Manuel F Carvalho"",""Irene Pina-Vaz"",""Miguel R Martins"",""Jose A Capelas"",""Miguel A Martins""}",685,685,1.0
Causes of death in Tunisia: Estimates of years of life lost. [French],"{""S Hajjem"",""M Hsairi"",""N Ben Mansour"",""H Skhiri"",""H Aounallah-Skhiri""}",686,686,1.0
Anterior olecranon fracture-dislocations of the elbow in children. A report of four cases,"{""D. Ring"",""R. G. Albers"",""T. G. Guitton""}",687,687,1.0
Changes in the temporomandibular joint disc position after orthognathic surgery.,"{""Su-Gwan Kim"",""Ji-Yeon Ahn"",""Young-Kyun Kim"",""Jong-Wan Kim"",""Pil-Young Yun""}",688,688,1.0
[Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)],"{""I. Hashimoto"",""S. Hirasawa"",""Y. Sawada"",""Y. Kasai"",""J. Mikami"",""H. Abe"",""M. Nakanishi"",""E. Bekki"",""K. Kasai"",""T. Nakamura"",""M. DA  - Mar DP  - NLM ET  - 1981/03/01 Omosu""}",689,689,1.0
Isolated cerebellar involvement in a case of posterior reversible leukoencephalopathy.,"{""M Caliskan"",""M Karab̦c�_oglu"",""A Citak"",""N Uzel"",""K Aydin"",""A Nayir"",""D D Soysal""}",690,690,1.0
The rocky road to rational prescribing,"{""I. Williamson""}",691,691,1.0
Defining interaction interfaces important for the establishment of cell polarity in Drosophila neuroblasts,"{""K. Prehoda"",""A. Novak"",""J. Mauser""}",692,692,1.0
The exercise prescription: focus on vascular mechanisms.,"{""[Collective Name] Jennings"",""[Collective Name] Kingwell""}",693,693,1.0
Child social skills training in developmental crime prevention: effects on antisocial behavior and social competence.,"{""Andreas Beelmann"",""Friedrich L̦sel""}",694,694,1.0
Soda and cell aging: associations between sugar-sweetened beverage consumption and leukocyte telomere length in healthy adults from the National Health and Nutrition Examination Surveys,"{""N. E. Adler"",""J. Lin"",""E. S. Epel"",""D. H. Rehkopf"",""B. A. Laraia"",""E. H. Blackburn"",""B. L. Needham"",""C. W. Leung""}",695,695,1.0
Unsuspected ethanol ingestion through soft drinks and flavored beverages,"{""L. Kadehjian"",""E. J. Cone"",""B. A. Goldberger""}",696,696,1.0
Altering existing buildings in the UK,"{""S. Roberts""}",697,697,1.0
The concept of neurosis in a cross-cultural perspective,"{""S. K. Chaturvedi"",""D. CN  - PubMed_140821 DA  - Jan DO  - 10.1097/YCO.0b013e328010ca65 DP  - NLM ET  - 2006/12/05 Bhugra""}",698,698,1.0
internetQueryObject to Partner With DataFlux; iQO to Provide Enhanced Application Scalability through QueryObject System; DataFlux to Enhance Data Accuracy through dfPower,"{""Business/Technology Editors""}",699,699,1.0
Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,"{""J. Le"",""B. Riegel"",""B. J. Bobrow"",""A. L. Blewer"",""B. S. Abella"",""M. Leary"",""D. Buckler""}",700,700,1.0
Lung function efficacy of olodaterol qd delivered via respimat� vs placebo and formoterol bid in patients with COPD: two 48-week studies [Abstract],"{""Pizzichini E"",""Hart L"",""Paggiaro P"",""Hamilton A"",""Peters M"",""Korducki L"",""De Salvo M"",""De La Hoz A"",""Koch A""}",701,701,1.0
Antenatal lower genital tract infection screening and treatment programs for preventing preterm delivery,"{""U. S. Sangkomkamhang"",""P. Lumbiganon"",""W. Prasertcharoensuk"",""M. Laopaiboon""}",702,702,1.0
Meta-analysis of guided bronchoscopy for the evaluation of the pulmonary nodule.,{NULL},703,703,1.0
Bladder cancer and urothelial impairment: the role of TRPV1 as potential drug target.,"{""Paolo Dell'Oglio"",""Alessandro Larcher"",""Nicola Fossati"",""Nicol�_ Maria Buffi"",""Alberto Abrate"",""Giuliana Lista"",""Francesco Montorsi"",""Francesco Mistretta"",""Massimo Lazzeri"",""Giorgio Guazzoni"",""Giovanni Lughezzani""}",704,704,1.0
Effect of a cooling hood on physiological responses to work in a hot environment,"{""E. Shvartz""}",705,705,1.0
A novel approach to control hyperglycemia in type 2 diabetes: sodium glucose co-transport (SGLT) inhibitors: systematic review and meta-analysis of randomized trials.,"{""Gianfranco Pagano"",""Giovanni Musso"",""Maurizio Cassader"",""Roberto Gambino""}",706,706,1.0
"Obesity, weight change and risks for hypertension, diabetes and hypercholesterolemia in Japanese men.","{""K Ishikawa-Takata"",""T Ohta"",""K Moritaki"",""T Gotou"",""S Inoue""}",707,707,1.0
Delayed costs of suppressed pain.,"{""D Cioffi"",""J Holloway""}",708,708,1.0
Osteoarthritis of the thumb carpometacarpal joint in women and occupational risk factors: a case-control study,"{""J. M. Claise"",""S. Neel"",""P. Catilina"",""L. Fontana"",""S. Ughetto""}",709,709,1.0
"A comparative outcome study of body awareness therapy, feldenkrais, and conventional physiotherapy for patients with nonspecific musculoskeletal disorders: Changes in psychological symptoms, pain, and self-image","{""E.-B. Malmgren-Olsson"",""K. Armelius"",""B.-��. Armelius""}",710,710,1.0
Use of implantable cardioverter-defibrillators for primary prevention in older patients: A systematic literature review and meta-analysis.,{NULL},711,711,1.0
Incidence of and risk factors for motor neurone disease in UK women: a prospective study.,"{""Anna Brown"",""Jane Green"",""Valerie Beral"",""Gillian Reeves"",""Pat Doyle""}",712,712,1.0
Burkholderia cepacia complex infection in a case of sinonasal polyposis recurrence without cystic fibrosis,"{""A. Pavin"",""A. Staffieri"",""G. Marioni"",""G. Brescia"",""R. Rinaldi""}",713,713,1.0
