Actors,Cast,original_index,unique_index
"Shirley Temple,Lionel Barrymore,Evelyn Venable","Shirley Temple,Lionel Barrymore,Evelyn Venable,John Lodge,Sidney Blackmer,Stephen Chase,William Burress,Frank Darien,Robert Warwick,Hattie McDaniel,Geneva Williams,Avonne Jackson,Nyanza Potts,Bill Robinson",3013,2984
"Desmond Harrington,Estella Warren,Danny Trejo","Desmond Harrington,Estella Warren,Danny Trejo,Randy Colton,Lee Duncan,Peter Holden,Alesha Rucci,Atticus Todd",3014,2985
"Jon Bon Jovi,Penelope Ann Miller,Joe Bellan","Jon Bon Jovi,Penelope Ann Miller,Joe Bellan,Robert Elross,Josh Charles,Annabella Sciorra,Peter Gardiner,JoBeth Williams,Joanna Going,Anna Getty,Stacy Haiduk,Meeka,Lloyd Booker",3015,2986
"Estella Warren,Christian Kane,Michael Weatherly","Estella Warren,Christian Kane,Michael Weatherly,Rachel Dratch,Flex Alexander,Kathy Griffin,Ivana Milicevic,Victoria Jackson,David Fine,Larry Milburn,Keary Ann Bixby,Rick Kleber,Rachel Songer,Elisabeth Nunziato,Heather Simpson",3016,2987
"Davion Bland,Moy Gutierrez,Emily Patrick","Davion Bland,Moy Gutierrez,Emily Patrick,KeAnna Pollard,Alexandra Wright",3017,2988
"Evan Ross,Nia Long,Roger Guenveur Smith","Evan Ross,Nia Long,Roger Guenveur Smith,Danny Glover,Summer Bishil,Dorian Missick,Kunal Sharma,Michael Simpson,Maryam Basir,Kimberley Drummond,Vladimir Versailles,Jonathan Smith,Jon Manganello,Atif Hashwi,Azhar Usman",3018,2989
"Jon Bon Jovi,Bai Ling,William Forsythe","Jon Bon Jovi,Bai Ling,William Forsythe,Jill Hennessy,Peter Kwong,John Ventimiglia,Joseph Michael Marmo,Diane Chang,Quentin Heggs,Thomas Lennon,Bridget Moynahan,Alysia Reiner,Ava Lee Scott,Joey Vega,Alvin Walker",3019,2990
"Estella Warren,Justin Kirk,Liza Lapira","Estella Warren,Justin Kirk,Liza Lapira,David Eigenberg,Sandra Bernhard,Maulik Pancholy,Michael Rispoli,Michael Hyatt,Christopher Sieber,Lindsey Kraft,Joel Marsh Garland,James McDaniel,Raushanah Simmons,Jason Kravits,Brian Anthony Wilson",3020,2991
"Claudette Colbert,Walter Pidgeon,June Allyson","Claudette Colbert,Walter Pidgeon,June Allyson,Lionel Barrymore,Robert Sterling,Marshall Thompson,Elizabeth Patterson,Richard Derr,Patricia Medina,Eily Malyon,Ann Lace,Dwayne Hickman",3021,2992
"Ralph Graves,Helen Chandler,Sally O'Neil","Ralph Graves,Helen Chandler,Sally O'Neil,Jason Robards Sr.,DeWitt Jennings,Charlotte Walker,Matthew Betz,Rose Dione,Wally Albright",3022,2993
"Doris Day,Robert Cummings,Phil Silvers","Doris Day,Robert Cummings,Phil Silvers,Eddie Foy Jr.,Nancy Walker,Martha Hyer,Bill Goodwin,Marcel Dalio,Hayden Rorke,James Burke",3023,2994
"Jack Carson,Janis Paige,Doris Day","Jack Carson,Janis Paige,Don DeFore,Doris Day,Oscar Levant,S.Z. Sakall,Fortunio Bonanova,Eric Blore,Franklin Pangborn,Leslie Brooks,William Bakewell,John Berkes,Avon Long,Page Cavanaugh,Page Cavanaugh Trio",3024,2995
"Rock Hudson,Doris Day,Tony Randall","Rock Hudson,Doris Day,Tony Randall,Thelma Ritter,Nick Adams,Julia Meade,Allen Jenkins,Marcel Dalio,Lee Patrick,Mary McCarty,Alex Gerry,Hayden Rorke,Valerie Allen,Jacqueline Beer,Arlen Stuart",3025,2996
"Doris Day,James Cagney,Cameron Mitchell","Doris Day,James Cagney,Cameron Mitchell,Robert Keith,Tom Tully,Harry Bellaver,Richard Gaines,Peter Leeds,Claude Stroud,Audrey Young,John Harding",3026,2997
"Doris Day,Ray Bolger,Claude Dauphin","Doris Day,Ray Bolger,Claude Dauphin,Eve Miller,George Givot,Paul Harvey,Herbert Farjeon,Wilson Millar,Raymond Largay,John Alvin,Jack Lomas",3027,2998
"Doris Day,Gordon MacRae,Jack Smith","Doris Day,Gordon MacRae,Jack Smith,Leon Ames,Rosemary DeCamp,Mary Wickes,Ellen Corby,Billy Gray,Henry East,Jeffrey Stevens,Eddie Marr",3028,2999
"Rock Hudson,Doris Day,Tony Randall","Rock Hudson,Doris Day,Tony Randall,Paul Lynde,Hal March,Edward Andrews,Patricia Barry,Clint Walker,Clive Clerk,Dave Willock,Aline Towne,Helene Winston,Christine Nelson",3029,3000
"Rock Hudson,Doris Day,Tony Randall","Rock Hudson,Doris Day,Tony Randall,Edie Adams,Jack Oakie,Jack Kruschen,Ann B. Davis,Howard St. John,Joe Flynn,Jack Albertson,Charles Watts,Ward Ramsey,Karen Norris,Donna Douglas",3030,3001
"Doris Day,Jack Lemmon,Ernie Kovacs","Doris Day,Jack Lemmon,Ernie Kovacs,Steve Forrest,Teddy Rooney,Russ Brown,Walter Greaza,Parker Fennelly,Mary Wickes,Philip Coolidge,Max Showalter,John Cecil Holm,Gina Gillespie,Dick Crockett,Napoleon Whiting",3031,3002
"Doris Day,Gene Nelson,S.Z. Sakall","Doris Day,Gene Nelson,S.Z. Sakall,Billy De Wolfe,Gladys George,Florence Bates,Anne Triola,Hanley Stafford,Page Cavanaugh Trio,Carlo De Mattiazzi,Constance De Mattiazzi",3032,3003
"Doris Day,Gordon MacRae,Gene Nelson","Doris Day,Gordon MacRae,Gene Nelson,Eve Arden,Billy De Wolfe,S.Z. Sakall,Bill Goodwin,Patrice Wymore,Virginia Gibson",3033,3004
"Doris Day,Richard Widmark,Gig Young","Doris Day,Richard Widmark,Gig Young,Gia Scala,Elisabeth Fraser,Elizabeth Wilson,Vikki Dougan,Doodles Weaver,Charles Wagenheim,Robert Williams,Esquire Trio",3034,3005
"Frank Sinatra,Kathryn Grayson,Gene Kelly","Frank Sinatra,Kathryn Grayson,Gene Kelly,José Iturbi,Dean Stockwell,Pamela Britton,Rags Ragland,Billy Gilbert,Henry O'Neill,Carlos Ramírez,Edgar Kennedy,Grady Sutton,Leon Ames,Sharon McManus,James Flavin",3035,3006
"Judy Garland,Fred Astaire,Peter Lawford","Judy Garland,Fred Astaire,Peter Lawford,Ann Miller,Jules Munshin,Clinton Sundberg,Richard Beavers",3036,3007
"Gene Kelly,Mitzi Gaynor,Kay Kendall","Gene Kelly,Mitzi Gaynor,Kay Kendall,Taina Elg,Jacques Bergerac,Leslie Phillips,Henry Daniell,Patrick Macnee,Stephen Vercoe,Philip Tonge",3037,3008
"Judy Garland,Gene Kelly,Walter Slezak","Judy Garland,Gene Kelly,Walter Slezak,Gladys Cooper,Reginald Owen,George Zucco,The Nicholas Brothers,Lester Allen,Lola Deem,Ellen Ross,Mary Jo Ellis,Jean Dean,Marion Murray,Ben Lessy,Jerry Bergen",3038,3009
"Frank Sinatra,Esther Williams,Gene Kelly","Frank Sinatra,Esther Williams,Gene Kelly,Betty Garrett,Edward Arnold,Jules Munshin,Richard Lane,Tom Dugan,Ramon Blackburn,Royce Blackburn",3039,3010
"Judy Garland,Gene Kelly,Eddie Bracken","Judy Garland,Gene Kelly,Eddie Bracken,Gloria DeHaven,Marjorie Main,Phil Silvers,Ray Collins,Nita Bieber,Carleton Carpenter,Hans Conried",3040,3011
"Elliott Gould,David DeLuise,Elijah Nelson","Elliott Gould,David DeLuise,Elijah Nelson,Justin Thomas Howell,Cynthia Geary,Angela DiMarco,Shaye Hodgins,Julianne Christie,Jenna Levin,Meg Savlov,Tony Doupe,Jack Fleischmann,Lance Rosen,Ashton Herrild,Tracy Hyland",3041,3012
"Jason London,Julian Feder,Alicia Witt","Jason London,Julian Feder,Alicia Witt,Morgan Fairchild,Bryan Batt,Caitlin Carmichael,Austin Anderson,Jim Metzler,Marque Richardson,Laura Ann Kesling,Madison Mier,Chris Moss,Cheryl Texiera,Jessica Tyler Brown,Brandon Tyler Russell",3042,3013
"Derek Brandon,Francesca Derosa,Patrika Darbo","Derek Brandon,Francesca Derosa,Patrika Darbo,Christopher Lloyd,Rick Plummer,Ernie Hudson,Lee Arenberg,Frank Drank,Kevin Yon,Greg Rogers,Amy McFadden,Phil Gigante,Liam Matthews,Stephen Afendoulis,Abbie Finner",3043,3014
"José Ferrer,Merle Oberon,Helen Traubel","José Ferrer,Merle Oberon,Helen Traubel,Doe Avedon,Walter Pidgeon,Paul Henreid,Tamara Toumanova,Paul Stewart,Isobel Elsom,David Burns,Jim Backus,Rosemary Clooney,Gene Kelly,Fred Kelly,Jane Powell",3044,3015
"Leo Howard,Booboo Stewart,Patrick Probst","Leo Howard,Booboo Stewart,Patrick Probst,Abigail Isom,Nicole Cummins,Colin Ritchie,Emily Berry,Tim Schall,Collins Lewis,Caleb Doyle,Steve Isom,Evan Smith,Brady Lovesou,Charles Heuvelman,Joe Koestner",3045,3016
"Marjorie Austrian,Akram Basuni,Gamze Ceylan","Marjorie Austrian,Akram Basuni,Gamze Ceylan,Ayse Eldek,Markus Goldberg,Michael J. Golden,Maz Jobrani,Daniel Henri Luttway,David Mandelbaum,Muatasem Mishal,Dina Shihabi,Binyomin Shtaynberger,Noam Weinberg",3046,3017
"Noah Ringer,Nicola Peltz,Jackson Rathbone","Noah Ringer,Dev Patel,Nicola Peltz,Jackson Rathbone,Shaun Toub,Aasif Mandvi,Cliff Curtis,Seychelle Gabriel,Katharine Houghton,Francis Guinan,Damon Gupton,Summer Bishil,Randall Duk Kim,John D'Alonzo,Keong Sim",3047,3018
"William Powell,Judy Garland,Lucille Ball","Fred Astaire,Lucille Ball,Lucille Bremer,Fanny Brice,Judy Garland,Kathryn Grayson,Lena Horne,Gene Kelly,James Melton,Victor Moore,Red Skelton,Esther Williams,William Powell,Edward Arnold,Marion Bell",3048,3019
"Gene Kelly,Dan Dailey,Cyd Charisse","Gene Kelly,Dan Dailey,Cyd Charisse,Dolores Gray,Michael Kidd,David Burns,Jay C. Flippen",3049,3020
"Joseph Cross,Timothy Reifsnyder,Dana Delany","Joseph Cross,Timothy Reifsnyder,Dana Delany,Denis Leary,Robert Loggia,Rosie O'Donnell,Camryn Manheim,Vicki Giunta,Julia Stiles,Heather Casler,Dan Lauria,Stefan Niemczyk,Michael Pacienza,Michael Shulman,Jaret Ross Barron",3050,3021
"Kim Coates,Penelope Ann Miller,David Eigenberg","Kim Coates,Penelope Ann Miller,David Eigenberg,Joaquim de Almeida,Jae Head,Bobby Coleman,Peter Jason,Holliston Coleman,Billy Slaughter,Carol Sutton,Blake Bergman,Lacey Minchew,Buddy Lewis,Erin Woods,Caleb Michaelson",3051,3022
"David DeLuise,David Chokachi,Daniel Zykov","David DeLuise,David Chokachi,Daniel Zykov,Molly Morgen Lamont,Ben Giroux,Robert R. Shafer,Nancy Sullivan,Ted Monte,Jennifer Keller,Jacqui Holland,Jane Kean,Bryce Hurless,Christopher Bones,Brian Nolan,Marc Barnes",3052,3023
"Luke Benward,Hallie Kate Eisenberg,Adam Hicks","Luke Benward,Hallie Kate Eisenberg,Adam Hicks,Austin Rogers,Alexander Gould,Ryan Malgarini,Philip Bolden,Clint Howard,Ty Panitz,James Rebhorn,Tom Cavanagh,Kimberly Williams-Paisley,Andrew Gillingham,Blake Garrett,Alexander Agate",3053,3024
"Judy Garland,George Murphy,Gene Kelly","Judy Garland,George Murphy,Gene Kelly,Mártha Eggerth,Ben Blue,Stephen McNally",3054,3025
"Brian Wimmer,Danny Trejo,Chris Laird","Brian Wimmer,Danny Trejo,Chris Laird,Shareece Pfeiffer,Michael Flynn,Alyx Gaudio,Troy Hinckley,Mike Hildebrant,Alex Egbert,Dave Martinez,Matthew Reese,J. Omar Hansen,Bronzell Miller,Cyloie Neal,Nano De Silva",3055,3026
"Bill Cobbs,Lee Meriwether,Blake Michael","Bill Cobbs,Lee Meriwether,Blake Michael,Celeste Kellogg,Ashton Harrell,Amanda Waters,Jeff Rose,Janet Ivey,Taylor Ware,Bailey Anne Borders,Danielle Hill,Haley Butler,Reegus Flenory,Ruth Galvarro,Christina Cupo",3056,3027
"Bradley Dorsey,Chris Ebling,Misty Lockheart","Bradley Dorsey,Chris Ebling,Misty Lockheart,Lora E. Keady,Jon Brown,Benny Costanza,David Norris,Hunter Culp,Brandon Stewart,John Dockens,Bruce Hughes",3057,3028
"Becket,Jeff Diner,Steve Longmuir","Becket,Jeff Diner,Steve Longmuir,Kiernan Shipka,Eland Wayne",3058,3029
"Charisma Carpenter,Patrick Muldoon,Dominique Swain","Charisma Carpenter,Patrick Muldoon,Dominique Swain,Mandalynn Carlson,Emily Grace Dunn,Todd Terry,Jaren Lewison,Orion West,Susana Gibb,Molly May Rockwell,Joshua Briscoe,Ilena Nichols,Rick Herod,Gilbert Hiracheta,Billy Tilk",3059,3030
"Denise Richards,Caitlin Carmichael,Chris Browning","Denise Richards,Caitlin Carmichael,Chris Browning,Tyree Brown,Jacob Guenther,Marie Amsler,Jonny Jay,Luke Colombero,Kurtis James,Brian Zarin",3060,3031
"Adrienne Barbeau,Kim Rhodes,Richard Riehle","Adrienne Barbeau,Kim Rhodes,Richard Riehle,Harvey Guillen,Veronika Bonell,Eve Moon,Andrew Ableson,Zachary Friedman,Aaron Miller,Logan Gould,Joe Robinson,John Sarna,Daniel Law,Tom Keelen",3061,3032
"David Hartman,Donald Sinden,Jacques Marin","David Hartman,Donald Sinden,Jacques Marin,Mako,David Gwillim,Agneta Eckemyr,Gunnar Öhlund,Lasse Kolstad,Erik Silju,Rolf Søder,Torsten Wahlund,Sverre Anker Ousdal,Niels Hinrichsen,Denny Miller,Brendan Dillon",3062,3033
"Hal Stalmaster,Luana Patten,Jeff York","Hal Stalmaster,Luana Patten,Jeff York,Sebastian Cabot,Richard Beymer,Rusty Lane,Walter Sande,Whit Bissell,Walter Coy,Will Wright,Virginia Christine,Ralph Clanton,Lumsden Hare,Gavin Gordon,Geoffrey Toone",3063,3034
"George Fenneman,Dorian Williams,Slim Pickens","George Fenneman,Dorian Williams",3064,3035
"Richard Todd,Glynis Johns,James Robertson Justice","Glynis Johns,Richard Todd,James Robertson Justice,Michael Gough,Jane Barrett,Peter Copley,Rosalie Crutchley,D.A. Clarke-Smith,Ernest Jay,John Vere,Philip Lennard,Bryan Coleman,Phillip Glasier,Jean Mercure,Gérard Oury",3065,3036
"Fess Parker,Buddy Ebsen,Basil Ruysdael","Fess Parker,Buddy Ebsen,Basil Ruysdael,Hans Conried,William Bakewell,Kenneth Tobey,Pat Hogan,Helene Stanley,Nick Cravat,Don Megowan,Mike Mazurki,Jeff Thompson,Henry Joyner,Campbell Brown",3066,3037
"Fess Parker,Kathleen Crowley,Jeff York","Fess Parker,Kathleen Crowley,Jeff York,David Stollery,Sebastian Cabot,George Reeves,Doreen Tracey,Barbara Woodell,John War Eagle,Cubby O'Brien,Tommy Cole,Leslie Bradley,Morgan Woodward,Iron Eyes Cody,Anthony Numkena",3067,3038
"Kevin Corcoran,Henry Calvin,Gene Sheldon","Kevin Corcoran,Henry Calvin,Gene Sheldon,Bob Sweeney,Richard Eastham,James Drury,Barbara Beaird,Dennis Olivieri,Edith Evanson,Tom Fadden,Oliver Wallace,Babs Graham,Del Graham,Dave Knupp",3068,3039
"Fess Parker,Wendell Corey,Joanne Dru","Fess Parker,Wendell Corey,Joanne Dru,James MacArthur,Jessica Tandy,John McIntire,Joseph Calleia,Carol Lynley,Rafael Campos,Frank Ferguson,Dean Fredericks,Marian Seldes,Stephen Bekassy,Sam Buffington",3069,3040
"Richard Todd,Glynis Johns,James Robertson Justice","Richard Todd,Glynis Johns,James Robertson Justice,Michael Gough,Finlay Currie,Jean Taylor Smith,Geoffrey Keen,Archie Duncan,Russell Waters,Marjorie Fielding,Eric Pohlmann,Ina De La Haye,Michael Goodliffe,Martin Boddey,Ewen Solon",3070,3041
"Fess Parker,Jeffrey Hunter,Jeff York","Fess Parker,Jeffrey Hunter,Jeff York,John Lupton,Eddie Firestone,Kenneth Tobey,Don Megowan,Claude Jarman Jr.,Harry Carey Jr.,Leonard P. Geer,George Robotham,Stan Jones,Marc Hamilton,John Wiley,Slim Pickens",3071,3042
"Fess Parker,Buddy Ebsen,Jeff York","Fess Parker,Buddy Ebsen,Jeff York,Kenneth Tobey,Clem Bevans,Irvin Ashkenazy,Mort Mills,Paul Newlan,Frank Richards,Troy Melton,Hank Worden,Dick Crockett,Walter Catlett",3072,3043
"Michael Rennie,James MacArthur,Janet Munro","Michael Rennie,James MacArthur,Janet Munro,James Donald,Herbert Lom,Laurence Naismith,Lee Patterson,Walter Fitzgerald,Nora Swinburne,Ferdy Mayne",3073,3044
Winston Hibler,Winston Hibler,3074,1049
"Albert Sharpe,Janet Munro,Sean Connery","Albert Sharpe,Janet Munro,Sean Connery,Jimmy O'Dea,Kieron Moore,Estelle Winwood,Walter Fitzgerald,Denis O'Dea,J.G. Devlin,Jack MacGowran,Farrell Pelly,Nora O'Mahoney",3075,3045
"Bing Crosby,Bob Hope,Dorothy Lamour","Bing Crosby,Bob Hope,Dorothy Lamour,Gale Sondergaard,Frank Faylen,Joseph Vitale,George Meeker,Frank Puglia,Nestor Paiva,Robert Barrat,Stanley Andrews,Harry Woods,The Wiere Brothers,The Andrews Sisters,Jerry Colonna",3076,3046
"Steve Forrest,Bill Mumy,Pamela Toll","Steve Forrest,Bill Mumy,Pamela Toll,Elsa Lanchester,Henry Jones,Bettye Ackerman,Jonathan Daly,John Fiedler,Richard Erdman,Herbert Anderson,Robert Emhardt,Steve Carlson,Walter Pidgeon",3077,3047
"W.C. Fields,Martha Raye,Dorothy Lamour","W.C. Fields,Martha Raye,Dorothy Lamour,Shirley Ross,Lynne Overman,Bob Hope,Ben Blue,Leif Erickson,Patricia Wilder,Grace Bradley,Rufe Davis,Lionel Pape,Virginia Vale,Russell Hicks,Kirsten Flagstad",3078,3048
"Bob Hope,Hedy Lamarr,Francis L. Sullivan","Bob Hope,Hedy Lamarr,Francis L. Sullivan,Arnold Moss,John Archer,Luis Van Rooten,Stephen Chase,Morris Ankrum,Angela Clarke,Iris Adrian,Frank Faylen,Mike Mazurki,Marc Lawrence,Tonio Selwart,Ralph Smiley",3079,3049
"Bob Hope,Jane Russell,Robert Armstrong","Bob Hope,Jane Russell,Robert Armstrong,Iris Adrian,Bobby Watson,Jackie Searl,Joseph Vitale,Charles Trowbridge,Clem Bevans,Jeff York,Stanley Andrews,Wade Crosby,Chief Yowlachie,Iron Eyes Cody,John Maxwell",3080,3050
"Jean Arthur,Fred Astaire,Ernest Borgnine","Jean Arthur,Fred Astaire,Ernest Borgnine,Frank Capra,Glenn Close,Claudette Colbert,Irene Dunne,Glenn Ford,Clark Gable,Betty Garrett,Rita Hayworth,William Holden,Deborah Kerr,Evelyn Keyes,Burt Lancaster",3081,3051
"Bing Crosby,Bob Hope,Dorothy Lamour","Bing Crosby,Bob Hope,Dorothy Lamour,Murvyn Vye,Peter Coe,Ralph Moody,Leon Askin",3082,3052
"Bing Crosby,Bob Hope,Dorothy Lamour","Bing Crosby,Bob Hope,Dorothy Lamour,Una Merkel,Eric Blore,Douglass Dumbrille,Iris Adrian,Lionel Royce,Buck Woods,Leigh Whipper,Ernest Whitman,Noble Johnson,Joan Marsh,Luis Alberni,Robert Middlemass",3083,3053
"Bob Hope,Jane Russell,Roy Rogers","Bob Hope,Jane Russell,Roy Rogers,Trigger,Bill Williams,Lloyd Corrigan,Paul E. Burns,Douglass Dumbrille,Harry von Zell,Iron Eyes Cody,William 'Wee Willie' Davis,Charles Cooley",3084,3054
"Bob Hope,Marilyn Maxwell,Lloyd Nolan","Bob Hope,Marilyn Maxwell,Lloyd Nolan,Jane Darwell,Andrea King,Fred Clark,Jay C. Flippen,William Frawley,Harry Bellaver,Sid Melton,Ben Welden,Ida Moore,Francis Pierlot,Charles Cooley,Salvatore De Lorenzo",3085,3055
"Chuck Jones,Maurice Noble,Lloyd Vaughan","Chuck Jones,Maurice Noble,Lloyd Vaughan,Retta Davidson,Dick Vosburgh,Mel Blanc,Raymond Katz,Michael Maltese,Leon Schlesinger",3086,3056
"Bob Hope,Virginia Mayo,Walter Brennan","Bob Hope,Virginia Mayo,Walter Brennan,Walter Slezak,Victor McLaglen,Marc Lawrence,Hugo Haas,Maude Eburne,Adia Kuznetzoff,Brandon Hurst,Tom Kennedy,Stanley Andrews,Robert Warwick",3087,3057
"Bob Hope,Paulette Goddard,Richard Carlson","Bob Hope,Paulette Goddard,Richard Carlson,Paul Lukas,Willie Best,Pedro de Cordoba,Virginia Brissac,Noble Johnson,Anthony Quinn,Tom Dugan,Paul Fix,Lloyd Corrigan",3088,3058
"Bob Hope,Madeleine Carroll,Gale Sondergaard","Bob Hope,Madeleine Carroll,Gale Sondergaard,George Zucco,Lionel Royce,Walter Kingsford,Victor Varconi,Otto Reichow,Esther Howard,Edward Gargan,James Burke,Charles Cane,Crane Whitley,Dooley Wilson,Milton Parsons",3089,3059
"Mel Blanc,Mel Tormé,Roy Firestone","Mel Blanc,Mel Tormé,Roy Firestone,B.J. Ward,Ben Frommer,Julie Bennett",3090,3060
"Cary Grant,Betsy Drake,Franchot Tone","Cary Grant,Franchot Tone,Diana Lynn,Betsy Drake,Alan Mowbray,Elisabeth Risdon,Richard Gaines,Harry Hayden,Chick Chandler,Leon Belasco,Fred Essler,Anna Q. Nilsson",3091,3061
"Cary Grant,José Ferrer,Paula Raymond","Cary Grant,José Ferrer,Paula Raymond,Signe Hasso,Ramon Novarro,Gilbert Roland,Leon Ames",3092,3062
,,3093,654
"Cary Grant,Deborah Kerr,Walter Pidgeon","Cary Grant,Deborah Kerr,Walter Pidgeon,Betta St. John,Eduard Franz,Buddy Baer,Les Tremayne,Donald Randolph,Bruce Bennett,Richard Anderson,Dan Tobin,Movita,Gloria Holden,June Clayworth,Dean Miller",3094,3063
"Cary Grant,Loretta Young,David Niven","Cary Grant,Loretta Young,David Niven,Monty Woolley,James Gleason,Gladys Cooper,Elsa Lanchester,Sara Haden,Karolyn Grimes,Tito Vuolo,Regis Toomey,Sarah Edwards,Margaret McWade,Anne O'Neal,Ben Erway",3095,3064
"Cary Grant,Samantha Eggar,Jim Hutton","Cary Grant,Samantha Eggar,Jim Hutton,John Standing,Miiko Taka,Ted Hartley,Ben Astar,George Takei,Teru Shimada,Lois Kiuchi",3096,3065
"Lana Turner,Richard Carlson,Artie Shaw and His Orchestra","Lana Turner,Richard Carlson,Artie Shaw and His Orchestra,Ann Rutherford,Lee Bowman,Thurston Hall,Leon Errol,Roscoe Karns,Artie Shaw,Mary Field,Walter Kingsford,Mary Beth Hughes,June Preisser,Monty Woolley,Chester Clute",3097,3066
"Cary Grant,Betsy Drake,Lurene Tuttle","Cary Grant,Betsy Drake,Lurene Tuttle,Randy Stuart,John Ridgely,Irving Bacon,Mary Treen,Iris Mann,George Winslow,Clifford Tatum Jr.,Gay Gordon,Malcolm Cassell,Larry Olsen,William Bakewell,Douglas Fowley",3098,3067
"Cary Grant,Laraine Day,Charles Bickford","Cary Grant,Laraine Day,Charles Bickford,Gladys Cooper,Alan Carney,Henry Stephenson,Paul Stewart,Kay Johnson,Erford Gage,Walter Kingsford,Florence Bates",3099,3068
"Freddie Bartholomew,Mickey Rooney,Charles Coburn","Freddie Bartholomew,Mickey Rooney,Charles Coburn,Herbert Mundin,Terry Kilburn,Gale Sondergaard,Peter Lawford,Walter Tetley,Peter Ellis,George Zucco,Matthew Boulton,John Burton,Emma Dunn,Monty Woolley,Gilbert Emery",3100,3069
"Adam Sandler,Don Cheadle,Jada Pinkett Smith","Adam Sandler,Don Cheadle,Jada Pinkett Smith,Liv Tyler,Saffron Burrows,Donald Sutherland,Robert Klein,Melinda Dillon,Mike Binder,Jonathan Banks,Rae Allen,Paula Newsome,John de Lancie,Paul Butler,Camille LaChe Smith",3101,3070
"Marion Davies,Norman Kerry,Matt Moore","Marion Davies,Norman Kerry,Matt Moore,Frederick Burton,Amelia Summerville,Constance Beaumar,Elmer Grandin",3102,3071
"Charley Chase,Katherine Grant,Walter James","Charley Chase,Katherine Grant,Walter James,William Courtright,Fred Kelsey,Sidney D'Albrook",3103,3072
"Ronald Colman,Vilma Bánky,Gary Cooper","Ronald Colman,Vilma Bánky,Gary Cooper,Charles Lane,Paul McAllister,E.J. Ratcliffe,Clyde Cook,Erwin Connelly,Ed Brady,Sammy Blum,Fred Esmelton,Bill Patton,Odel Conley",3104,3073
"Al Jolson,Betty Bronson,Josephine Dunn","Al Jolson,Betty Bronson,Josephine Dunn,Arthur Housman,Reed Howes,Davey Lee,Edward Martindel,Robert Emmett O'Connor,Helen Lynch,Agnes Franey,The Yacht Club Boys,Jack Stoutenburg",3105,3074
"Rossano Brazzi,Mitzi Gaynor,John Kerr","Rossano Brazzi,Mitzi Gaynor,John Kerr,Ray Walston,Juanita Hall,France Nuyen,Russ Brown,Jack Mullaney,Ken Clark,Floyd Simmons,Candace Lee,Warren Hsieh,Tom Laughlin,Giorgio Tozzi,Archie Savage",3106,3075
"Jack Warden,Jeremy James Kissner,Jesse James","Jack Warden,Jeremy James Kissner,Jesse James,Jon Voight,Cheryl Ladd,Bruce McGill,Steven Hartley,Andrew Bicknell,Farren Monet,Antje de Boeck,Madylin Sweeten,Deborah Pollitt,James Garde,Dirk Lavryssen,Michel Vanderlinden",3107,3076
"Lucille Ball,Robert Preston,Bea Arthur","Lucille Ball,Bea Arthur,Robert Preston,Bruce Davison,Kirby Furlong,Jane Connell,Joyce Van Patten,Doria Cook-Nelson,Don Porter,Audrey Christie,John McGiver,Bobbi Jordan,Patrick Labyorteaux,Lucille Benson,Ruth McDevitt",3108,3077
"David Ladd,Donald Crisp,Theodore Bikel","David Ladd,Donald Crisp,Theodore Bikel,Max Croiset,Monique Ahrens,Siobhan Taylor,Gijsbert Tersteeg,John Soer,Katherine Holland,Lo van Hensbergen,Hans Tiemeyer,Maxim Hamel,John De Freese,Matthieu van Eysden,Katja Berndsen",3109,3078
"Peter O'Toole,Sophia Loren,James Coco","Peter O'Toole,Sophia Loren,James Coco,Harry Andrews,John Castle,Brian Blessed,Ian Richardson,Julie Gregg,Rosalie Crutchley,Gino Conforti,Marne Maitland,Dorothy Sinclair,Miriam Acevedo,Dominic Barto,Poldo Bendandi",3110,3079
