Release Date,Language,original_index,unique_index
26 January 1957 (USA),"English,Italian,Spanish",4508,3775
13 December 2002 (Turkey),English,4509,3776
22 June 1966 (USA),"English,Latin,Spanish",4510,3777
1 March 1949 (USA),English,4511,3778
18 November 1949 (USA),English,4512,3779
31 May 2002 (Italy),English,4513,3780
28 December 1945 (USA),English,4514,3781
25 December 2000 (USA),"English,Spanish",4515,3782
November 1960 (USA),English,4516,3783
20 August 2013 (USA),English,4517,2645
8 May 1992 (USA),English,4518,3784
13 December 1996 (USA),English,4519,3785
20 January 2009 (USA),English,4520,3786
"Feb 26, 1988 Wide",English,4521,3787
24 September 2004 (USA),English,4522,2384
31 October 1997 (Spain),"English,Spanish",4523,3788
June 1949 (USA),English,4524,3789
17 September 1971 (USA),English,4525,3790
9 October 1998 (Canada),English,4526,3791
October 1979 (West Germany),English,4527,3792
21 March 2002 (Germany),"English,German,French,Hebrew",4528,3793
16 March 1950 (USA),English,4529,3794
9 April 1948 (USA),English,4530,3795
6 April 1990 (USA),English,4531,1423
22 January 1943 (USA),English,4532,3796
June 1972 (USA),English,4533,3797
April 1945 (USA),"English,French",4534,3798
11 January 1978 (France),English,4535,3799
February 1976 (USA),English,4536,3800
26 February 1976 (UK),English,4537,3801
8 June 2006 (Netherlands),English,4538,3802
6 August 1971 (USA),English,4539,3803
14 October 1955 (Ireland),English,4540,3804
30 May 1956 (USA),English,4541,3805
3 November 1944 (USA),English,4542,3806
29 May 1936 (USA),English,4543,3807
15 June 2014 (USA),English,4544,3808
28 December 1945 (USA),English,4545,3781
27 May 1954 (USA),English,4546,3809
27 September 1947 (USA),English,4547,3810
27 September 1958 (USA),English,4548,3811
25 January 1941 (USA),English,4549,3812
25 January 1931 (USA),English,4550,3813
23 April 1931 (USA),English,4551,3814
23 October 1939 (USA),English,4552,3815
9 April 1932 (USA),English,4553,3816
15 April 1933 (USA),English,4554,3817
9 February 1931 (USA),"English,French",4555,3818
February 1974 (USA),English,4556,3819
1 March 1996 (USA),English,4557,323
10 February 1950 (Sweden),"English,French",4558,3820
22 March 1953 (USA),"English,French,Italian,German",4559,3821
24 November 1956 (USA),"English,Spanish",4560,3822
20 September 1958 (USA),English,4561,3823
20 December 1957 (USA),English,4562,3824
4 November 1960 (USA),English,4563,3825
22 December 1959 (USA),English,4564,3826
4 July 2014 (USA),English,4565,3827
September 1974 (USA),English,4566,3828
9 December 2014 (USA),English,4567,3829
1973 (USA),English,4568,3830
5 October 1969 (USA),English,4569,3831
March 1975 (USA),English,4570,3832
14 December 1972 (West Germany),English,4571,3833
14 November 2014 (USA),English,4572,958
1 May 1963 (USA),English,4573,3834
13 September 1961 (USA),English,4574,3835
1 May 1993 (South Korea),English,4575,3836
22 January 1999 (USA),English,4576,2817
28 October 1970 (USA),English,4577,3837
25 April 1953 (USA),English,4578,3838
1988 (USA),English,4579,3839
28 April 1973 (Japan),English,4580,3840
,English,4581,47
1 June 1988 (USA),English,4582,3841
10 April 1987 (USA),English,4583,3842
,English,4584,47
18 November 1983 (USA),English,4585,3843
19 April 1989 (USA),English,4586,3844
25 August 2000 (UK),English,4587,3845
19 May 1989 (USA),"English,Portuguese",4588,3846
13 February 1950 (Brazil),English,4589,3847
21 May 1976 (West Germany),English,4590,3848
15 September 1967 (Finland),English,4591,3849
27 November 1953 (USA),English,4592,3850
15 July 1983 (Australia),English,4593,3851
13 January 1956 (Finland),English,4594,3852
19 July 1945 (USA),English,4595,3853
5 September 1942 (USA),"English,Japanese",4596,3854
11 March 1944 (USA),"English,French,German,Spanish",4597,3855
3 August 1940 (USA),English,4598,3856
29 September 1967 (West Germany),English,4599,3857
18 August 1971 (France),English,4600,3858
15 June 1945 (USA),English,4601,3859
8 February 1936 (USA),English,4602,3860
,English,4603,47
24 June 1954 (USA),English,4604,3861
8 September 1960 (USA),"English,French,German,Chinese,Italian,Arabic",4605,3862
20 September 1956 (Argentina),English,4606,3863
"Apr 30, 1954 Wide",English,4607,3864
August 1953 (USA),"English,French",4608,3865
February 1953 (USA),English,4609,3866
5 November 1953 (USA),"English,French,Latin,Arabic",4610,3867
16 December 1954 (USA),English,4611,3868
1 February 1961 (USA),English,4612,3869
13 June 1957 (USA),"English,French,German",4613,3870
19 December 1961 (USA),English,4614,3871
18 July 1959 (USA),English,4615,3872
29 June 1979 (USA),"English,Italian,French",4616,3873
3 September 1959 (West Germany),English,4617,3874
8 October 1999 (USA),English,4618,3875
10 July 1991 (USA),English,4619,3876
10 February 2006 (USA),English,4620,123
26 February 1988 (USA),"English,French",4621,3877
12 June 1998 (USA),"English,German",4622,3878
21 December 1988 (USA),English,4623,3879
21 August 1956 (USA),"English,Italian,Russian",4624,3880
December 1974 (USA),English,4625,3881
28 November 2006 (USA),English,4626,3882
6 April 1960 (USA),English,4627,3883
6 October 1927 (USA),English,4628,3884
27 November 1963 (Argentina),English,4629,3885
14 May 1993 (Italy),English,4630,3886
August 1945 (USA),English,4631,3887
10 February 1944 (USA),English,4632,3888
8 April 1929 (USA),English,4633,3889
26 March 1943 (USA),English,4634,3890
15 January 1942 (USA),"English,French,Chinese",4635,3891
20 March 1943 (USA),"English,Japanese",4636,3892
7 April 1945 (USA),English,4637,3893
13 June 1942 (USA),English,4638,3894
29 December 1944 (USA),"English,Russian",4639,3895
30 May 1953 (USA),English,4640,3896
17 September 1943 (USA),English,4641,3897
10 March 1972 (USA),English,4642,119
22 August 1998 (USA),English,4643,3898
28 August 1981 (USA),English,4644,3899
30 January 1980 (USA),English,4645,3900
,English,4646,47
14 August 1981 (USA),English,4647,3901
27 August 1937 (USA),English,4648,3902
15 July 2008 (USA),English,4649,3903
7 October 1960 (USA),English,4650,3904
September 1973 (USA),English,4651,3905
25 May 1988 (France),English,4652,3906
18 February 1944 (Australia),English,4653,3907
7 May 1937 (USA),English,4654,3908
17 April 1946 (Mexico),"English,German",4655,3909
22 April 1949 (USA),English,4656,2976
December 1946 (USA),"English,French",4657,3910
12 February 1932 (USA),"English,French,Cantonese,German",4658,3911
20 February 1950 (USA),"English,Japanese",4659,3912
27 August 1943 (USA),"English,German",4660,3913
13 August 1949 (USA),English,4661,3914
26 October 1945 (USA),English,4662,3915
31 August 1934 (USA),English,4663,3916
15 August 1986 (USA),English,4664,3525
15 March 1991 (USA),"English,Korean",4665,3917
16 February 2012 (USA),English,4666,3918
1982 (USA),English,4667,3919
28 May 1999 (USA),English,4668,3920
30 December 1935 (USA),English,4669,3921
1 September 1937 (USA),"English,Mandarin",4670,3922
1 January 1937 (USA),English,4671,3923
21 November 1980 (USA),English,4672,3924
26 June 1942 (USA),English,4673,3925
28 January 1981 (USA),English,4674,3926
8 August 1948 (USA),English,4675,3927
27 March 1953 (USA),English,4676,3928
21 April 1954 (USA),English,4677,3929
3 April 1955 (Japan),English,4678,3930
16 November 1954 (UK),English,4679,3931
27 April 1951 (USA),English,4680,3645
29 July 1948 (USA),English,4681,3932
23 February 1952 (USA),English,4682,3933
16 June 1950 (USA),English,4683,3934
29 August 1947 (USA),English,4684,3935
27 January 2012 (USA),English,4685,2963
17 August 2012 (USA),English,4686,835
1973 (USA),English,4687,3830
28 February 2014 (USA),"English,German",4688,3936
11 June 2010 (USA),"English,Spanish,French,Swahili,German",4689,3937
14 June 2002 (USA),"English,French,German,Dutch,Italian",4690,3938
"Feb 18, 2011 Wide","English,German,Turkish,Arabic",4691,3939
30 October 1992 (USA),English,4692,1884
13 November 1998 (USA),"English,Creole",4693,3940
13 January 1995 (USA),"English,Cornish",4694,3941
19 October 2007 (USA),"English,Danish",4695,3942
26 March 1997 (USA),English,4696,2534
21 November 2001 (USA),"English,German,Arabic,French,Cantonese",4697,3943
2 March 2001 (USA),"English,Spanish",4698,3944
19 April 1976 (USA),English,4699,3945
October 1976 (USA),English,4700,3946
February 1979 (USA),English,4701,3947
29 July 1959 (USA),"English,American Sign Language",4702,3948
5 March 1976 (USA),English,4703,3949
12 March 1993 (USA),English,4704,3310
May 1978 (USA),English,4705,3950
13 April 1984 (USA),English,4706,3951
June 1983 (USA),English,4707,3952
7 February 1992 (USA),English,4708,312
30 July 1993 (USA),"English,Japanese",4709,3953
17 February 1995 (USA),English,4710,2559
18 September 1963 (USA),English,4711,3954
10 June 1988 (USA),English,4712,3955
10 February 1957 (USA),English,4713,3956
,English,4714,47
March 1957 (USA),English,4715,3957
7 March 1962 (USA),"English,French",4716,3958
11 February 2011 (USA),"English,Scottish Gaelic",4717,3959
8 June 2007 (UK),"Amharic,Italian,English",4718,3960
23 February 1963 (Denmark),English,4719,3961
26 March 1964 (USA),English,4720,3962
21 November 1984 (USA),English,4721,3963
16 May 1964 (Japan),English,4722,3964
,English,4723,47
3 August 1984 (USA),English,4724,3965
26 October 2007 (USA),"Mandarin,Japanese,English,Hindi,Shanghainese,Cantonese",4725,3966
3 March 1989 (USA),English,4726,3967
17 September 1997 (Spain),"English,French",4727,3968
25 September 1998 (USA),English,4728,3969
30 August 1989 (USA),English,4729,3970
19 August 1994 (USA),English,4730,3971
25 February 1970 (USA),English,4731,3972
26 September 2003 (USA),"English,Italian,Polish,French,Spanish,German",4732,3973
16 December 1992 (USA),English,4733,3974
22 September 1996 (Japan),English,4734,3975
27 October 1989 (USA),English,4735,1493
14 October 2011 (UK),English,4736,3050
10 September 1993 (USA),English,4737,3976
18 May 1990 (USA),English,4738,3977
3 April 1992 (USA),"English,Sioux",4739,3978
22 April 1983 (USA),English,4740,541
20 August 1982 (USA),English,4741,3979
3 November 1989 (USA),English,4742,3980
27 January 1983 (Australia),English,4743,3981
24 January 1986 (USA),English,4744,3982
13 March 1975 (USA),English,4745,3983
6 July 2015 (Netherlands),English,4746,3984
30 June 1989 (USA),English,4747,3985
14 May 1994 (South Korea),English,4748,670
14 November 1986 (USA),English,4749,3986
22 July 1977 (USA),English,4750,3987
26 April 1985 (USA),English,4751,3988
29 January 2010 (USA),English,4752,3989
14 November 1985 (West Germany),English,4753,3990
17 June 1977 (USA),"English,French",4754,3991
September 1971 (USA),English,4755,3992
November 1972 (USA),English,4756,1296
9 March 1972 (USA),English,4757,3993
12 February 1982 (USA),English,4758,2328
19 January 1990 (USA),English,4759,3346
8 September 1978 (West Germany),English,4760,3994
24 September 1980 (France),English,4761,3995
26 April 1976 (Sweden),English,4762,3996
14 July 1978 (USA),English,4763,3997
7 June 1991 (USA),English,4764,389
8 April 1939 (USA),English,4765,3998
1 February 1955 (USA),English,4766,3999
22 September 1950 (Australia),English,4767,4000
March 1960 (USA),"English,Indian Sign Language,North American Indian",4768,4001
15 October 1959 (USA),English,4769,4002
15 July 1947 (USA),English,4770,4003
30 March 2012 (USA),English,4771,696
1953 (UK),English,4772,4004
May 1953 (USA),English,4773,578
8 January 2016 (USA),English,4774,4005
2 April 1957 (USA),English,4775,4006
22 May 2014 (Portugal),English,4776,4007
14 November 1986 (USA),English,4777,3986
8 August 2003 (Spain),English,4778,4008
20 June 2007 (Kuwait),English,4779,4009
25 October 2012 (USA),English,4780,4010
9 October 2014 (Israel),English,4781,4011
24 January 2014 (USA),"English,French",4782,4012
13 May 2010 (France),English,4783,4013
"Jul 29, 2011 Limited",English,4784,4014
1 June 1980 (USA),English,4785,4015
26 August 2015 (USA),"English,French,Thai",4786,4016
14 August 2015 (USA),"English,Russian,German,Italian",4787,4017
2 October 2015 (USA),English,4788,2692
18 September 2015 (USA),English,4789,42
2 October 2015 (USA),"English,Spanish",4790,4018
16 September 2015 (USA),English,4791,4019
"Sep 11, 2015 Wide",English,4792,4020
9 October 2015 (USA),English,4793,751
16 June 2000 (USA),English,4794,2243
25 March 2005 (Italy),English,4795,4021
28 June 2002 (USA),English,4796,2186
5 December 2008 (UK),English,4797,4022
22 November 2002 (USA),English,4798,3185
3 June 2005 (USA),"English,Spanish",4799,4023
2 May 2004 (USA),English,4800,1605
9 July 2008 (France),English,4801,4024
20 November 2003 (Germany),English,4802,4025
2010 (Belgium),English,4803,4026
3 December 1935 (USA),English,4804,4027
3 November 2017 (USA),English,4805,4028
"May 5, 2017 Wide",English,4806,4029
3 May 2019 (USA),English,4807,4030
6 May 2016 (USA),English,4808,4031
4 November 2016 (USA),English,4809,2909
1 May 2015 (USA),English,4810,3414
17 May 1940 (USA),English,4811,4032
2011 (UK),English,4812,4033
17 February 1939 (USA),English,4813,4034
20 August 1942 (USA),English,4814,4035
29 August 1931 (USA),"English,French",4815,4036
11 May 1934 (USA),"English,German",4816,4037
7 November 1952 (Sweden),English,4817,4038
2 December 1941 (USA),English,4818,4039
19 August 1949 (USA),"English,German,French",4819,4040
7 November 1942 (USA),English,4820,4041
23 August 1940 (USA),"English,Russian",4821,4042
18 October 1940 (USA),English,4822,4043
21 October 1932 (USA),"English,Italian,Russian,Spanish,German",4823,4044
January 1944 (USA),English,4824,4045
1 February 1940 (Australia),"English,Russian",4825,4046
15 April 2005 (USA),English,4826,3003
11 August 1943 (USA),"English,French",4827,4047
6 March 1942 (USA),"English,German",4828,4048
16 July 1937 (USA),English,4829,4049
4 June 1948 (USA),English,4830,4050
24 April 1941 (USA),English,4831,4051
26 January 1994 (USA),English,4832,4052
25 June 1993 (USA),English,4833,2341
16 December 1994 (USA),English,4834,4053
2 October 1992 (USA),English,4835,571
16 March 2007 (USA),English,4836,2379
19 November 1993 (USA),English,4837,2155
20 September 1991 (USA),English,4838,4054
7 October 1988 (USA),English,4839,4055
12 August 1994 (USA),English,4840,1424
27 September 1985 (USA),"English,French,Latin",4841,4056
22 April 1994 (USA),"English,Spanish",4842,4057
30 November 1990 (UK),English,4843,4058
26 November 1937 (USA),English,4844,4059
25 May 1934 (USA),English,4845,4060
9 October 1936 (USA),English,4846,4061
25 December 1936 (USA),English,4847,4062
January 1945 (USA),English,4848,2221
1 September 1947 (USA),"English,French",4849,4063
19 January 1942 (USA),"English,French,Russian,German,Spanish,Greek",4850,4064
9 April 2004 (USA),"English,Spanish",4851,4065
15 February 2007 (USA),English,4852,4066
21 February 2003 (USA),English,4853,2372
2007 (USA),English,4854,1561
28 June 2013 (USA),English,4855,4067
16 February 1990 (USA),English,4856,2801
17 February 2012 (USA),English,4857,2921
8 July 2005 (USA),English,4858,4068
14 February 2003 (USA),"English,Greek,Italian",4859,4069
15 June 2007 (USA),"English,Japanese,Chinese,Arabic",4860,4070
"Sep 30, 2005 Wide","English,Mandarin",4861,4071
"Nov 18, 1994 Wide","English,Klingon",4862,4072
23 October 1998 (USA),English,4863,1323
28 October 2011 (USA),English,4864,4073
18 March 2011 (USA),"English,Russian,Italian,Mandarin,French",4865,4074
31 May 2013 (USA),"English,French",4866,4075
6 December 2011 (USA),English,4867,4076
26 November 2013 (USA),English,4868,4077
6 March 2012 (USA),English,4869,1464
6 September 2012 (Russia),English,4870,4078
January 2006 (USA),English,4871,4079
January 2007 (USA),English,4872,3165
,English,4873,47
8 November 2012 (USA),English,4874,4080
17 October 2014 (USA),English,4875,2582
14 February 2014 (USA),English,4876,391
1 November 1996 (USA),English,4877,2772
5 March 1993 (USA),"English,Spanish",4878,4081
9 May 1991 (Germany),English,4879,4082
11 March 1994 (USA),English,4880,4083
21 April 1995 (USA),English,4881,2083
25 December 2003 (USA),English,4882,791
19 January 2014 (USA),English,4883,3744
27 January 2012 (USA),"English,Spanish",4884,4084
16 September 2011 (USA),English,4885,4085
8 March 2014 (USA),English,4886,999
28 November 2003 (USA),"English,Mandarin",4887,4086
20 August 1999 (USA),English,4888,4087
24 September 2004 (USA),"English,French",4889,4088
15 January 1988 (USA),"English,Italian",4890,4089
2 December 1994 (USA),English,4891,2541
25 November 2009 (USA),"English,Ukrainian",4892,4090
18 January 2008 (UK),"English,Italian",4893,4091
12 June 1968 (USA),English,4894,4092
18 October 2002 (USA),English,4895,4093
12 May 2006 (USA),"English,Spanish",4896,3275
14 March 2008 (USA),English,4897,1049
10 August 2001 (USA),"English,French",4898,4094
8 November 2002 (USA),English,4899,4095
24 April 1983 (USA),English,4900,4096
