ReviewCount,Description,original_index,unique_index
"415 user,124 critic",When three blue collar acquaintances come across millions of dollars in lost cash they make a plan to keep their find from the authorities but find complications and mistrust weaving its way into their plan.,3205,3181
"8 user,1 critic","Shipwrecked on a tropical island, a young boy befriends an abandoned native youth, forcing him to reevaluate societal prejudice about race, religion and nudity.",3206,3182
"680 user,182 critic",The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,3207,3183
"367 user,190 critic",A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,3208,3184
,The successful short film compilation series continues with six outstanding films focused on school and college-age youth.,3209,3185
"22 user,26 critic",Based on the Far Eastern myth of the snake woman who is able to take on human form.,3210,3186
6 user,"Ray Trueblood, member of a street gang, is framed by an enemy of a rival gang, Billy 'Spider' Masters. Ray is accused of killing a cop and he has to escape leaving behind his little brother...",3211,3187
"125 user,138 critic",Two FBI agents attempt to clarify the murders occurring in a desolate region. They approach the witnesses of the latest incident with the help of the local police. All of them hide something and all have wildly different stories to tell.,3212,3188
"28 user,67 critic",A look at the work and surprising success of a four-year-old girl whose paintings have been compared to the likes of Picasso and has raked in hundreds of thousands of dollars.,3213,3189
"10 user,13 critic","After her female lover leaves her, a nurse hires a male escort to seduce the lover and then break her heart so she will return. As the escort begins to win her over, however, he begins to ...",3214,3190
,Add a Plot,3215,275
"232 user,123 critic",The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,3216,3191
"371 user,467 critic","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",3217,3192
"360 user,272 critic","Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",3218,3193
"730 user,274 critic","At a turning point in his life, a former tennis pro falls for a femme-fatal type who happens to be dating his friend and soon-to-be brother-in-law.",3219,3194
"1,100 user,652 critic","A ballet dancer wins the lead in 'Swan Lake' and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",3220,3195
"161 user,273 critic","The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",3221,3196
"244 user,173 critic","An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",3222,3197
"680 user,529 critic","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",3223,3198
"461 user,144 critic",Neurotic New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,3224,3199
"163 user,217 critic","A middle-aged, misanthropic divorcée from New York City surprisingly enters a fulfilling, Pygmalion-type relationship with a much younger, unsophisticated Southern girl.",3225,3200
"376 user,409 critic","A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",3226,3201
"678 user,648 critic","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.",3227,3202
"852 user,385 critic","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",3228,3203
"1,091 user,268 critic",A determined woman works with a hardened boxing trainer to become a professional.,3229,3204
"646 user,585 critic","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",3230,3205
"361 user,296 critic",A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,3231,3206
"1,838 user,265 critic",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,3232,3207
"878 user,268 critic",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,3233,3208
"871 user,380 critic","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",3234,3209
"427 user,207 critic","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",3235,3210
"574 user,315 critic","Fledgling writer Briony Tallis, as a 13-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit. Based on the British romance novel by Ian McEwan.",3236,3211
"523 user,349 critic",Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.,3237,3212
"829 user,282 critic","Two men reaching middle age with not much to show but disappointment, embark on a week long road trip through California's wine country, just as one is about to take a trip down the aisle.",3238,3213
"2,249 user,356 critic",The story of a forbidden and secretive relationship between two cowboys and their lives over the years.,3239,3214
"477 user,383 critic",Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,3240,3215
"1,091 user,392 critic","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",3241,3216
"314 user,250 critic","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",3242,3217
"453 user,175 critic",True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,3243,3218
"818 user,297 critic","Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day.",3244,3219
"408 user,270 critic","In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",3245,3220
