Filming Locations,original_index,unique_index
"Güterfelde, Stahnsdorf, Brandenburg, Germany",3766,1890
"Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",3767,116
"California, USA",3768,27
"Royal Victoria Park, Bath, Somerset, England, UK",3769,1891
"344 North Gay Street, Baltimore, Maryland, USA",3770,1892
"Juneau, Alaska, USA",3771,1893
"Los Angeles, California, USA",3772,10
"2715 North Junett Street, Tacoma, Washington, USA",3773,1894
"Gibsonton, Florida, USA",3774,1895
"Annapolis, Maryland, USA",3775,257
"Seattle, Washington, USA",3776,486
"Las Vegas, Nevada, USA",3777,141
"Akron, Ohio, USA",3778,1416
"Fort Pitt Tunnel, Pittsburgh, Pennsylvania, USA",3779,1896
"Franklin Field - 235 S. 33rd Street, University of Pennsylvania, Philadelphia, Pennsylvania, USA",3780,751
Afghanistan,3781,1897
,3782,3
,3783,3
"San Diego, California, USA",3784,1204
"Bay Area, San Francisco, California, USA",3785,649
Morocco,3786,130
"Miami, Florida, USA",3787,354
"Bramston Beach, Queensland, Australia",3788,1898
"Vermont, USA",3789,1781
"Alnwick Castle, Alnwick, Northumberland, England, UK",3790,213
"Henderson, Tennessee, USA",3791,1899
,3792,3
,3793,3
"Wonderland of the Americas Mall, San Antonio, Texas, USA",3794,1900
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3795,355
,3796,3
"San Rafael, California, USA",3797,1901
"New Braunfels, Texas, USA",3798,1902
,3799,3
"Massachusetts Turnpike, Massachusetts, USA",3800,1903
"Central Park, Manhattan, New York City, New York, USA",3801,228
"Château d'If, Marseille, Bouches-du-Rhône, France",3802,1904
"5132 Calvin Ave, Tarzana, Los Angeles, California, USA",3803,1905
,3804,3
"Los Angeles, California, USA",3805,10
"612 Milwood Court, Venice, California, USA",3806,1906
"4243 Overland Avenue, Culver City, California, USA",3807,1907
"Los Angeles, California, USA",3808,10
"Lili Coffee Shop LLC & The Copacetic Comics Co - 3138 Dobson Street, Pittsburgh, USA",3809,1908
"Isleworth Studios, London Road, Isleworth, Middlesex, England, UK",3810,1909
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3811,355
"Kayenta, Arizona, USA",3812,82
"Joshua Tree, California, USA",3813,1910
"Bavispe, Sonora, Mexico",3814,718
"Alicante, Comunidad Valenciana, Spain",3815,1911
"Almería, Andalucía, Spain",3816,358
"San Francisco Police Department, 850 Bryant Street, San Francisco, California, USA",3817,1912
"Eisenhower Auditorium, Pennsylvania State University, State College, Pennsylvania, USA",3818,1913
"North Palm Drive, Beverly Hill, California, USA",3819,1914
"Scottish Rite Temple, 160 S Scott Ave, Tucson, Arizona, USA",3820,1915
"Agra, Uttar Pradesh, India",3821,1916
"Caswell Beach, North Carolina, USA",3822,1917
"Arlington, Texas, USA",3823,1348
"Fox Studios, Moore Park, Sydney, New South Wales, Australia",3824,44
"RKO-Pathé Studios - 9336 Washington Blvd., Culver City, California, USA",3825,102
"Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",3826,70
"Third Avenue El, Manhattan, New York City, New York, USA",3827,1918
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3828,54
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3829,54
"West 10th Street, Manhattan, New York City, New York, USA",3830,1919
"Santa Clarita, California, USA",3831,26
"Agios Ioannis Chapel, Skopelos, Greece",3832,1920
"11200 Lakeline Mall Dr, Cedar Park, Texas, USA",3833,1921
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3834,54
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3835,355
"Québec, Canada",3836,1163
"Albertson Ranch, Triunfo, California, USA",3837,1609
"2600 Virginia Avenue NW, Washington, District of Columbia, USA",3838,1922
"Santa Monica Mountains, Los Angeles, California, USA",3839,1923
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3840,355
"Crested Butte, Colorado, USA",3841,1924
"9324 3d Avenue, Bay Ridge, Brooklyn, New York City, New York, USA",3842,1925
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3843,355
"Santa Clarita, California, USA",3844,26
"Santa Clarita, California, USA",3845,26
,3846,3
"Santa Clarita, California, USA",3847,26
"San Francisco-Oakland Bay Bridge, San Francisco Bay, California, USA",3848,1926
"Halfway House Café - 15564 Sierra Highway, Santa Clarita, California, USA",3849,1465
"California, USA",3850,27
"Los Angeles, California, USA",3851,10
"440 S June St, Los Angeles, California, USA",3852,1927
"Bank of America Building - 555 California Street, San Francisco, California, USA",3853,1928
"American Fork, Utah, USA",3854,1929
"190th Street & Western Avenue, Torrance, California, USA",3855,1930
"Santa Clarita, California, USA",3856,26
"Ames, Iowa, USA",3857,1931
"Burnaby, British Columbia, Canada",3858,840
"Stage 20, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",3859,734
"Dana Point, California, USA",3860,1932
"Melrose Avenue at North Spaulding, Los Angeles, California, USA",3861,1933
"Glendale, California, USA",3862,93
"California, USA",3863,27
"Baltimore, Maryland, USA",3864,38
"Beijing Studios, Beijing, China",3865,1934
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",3866,56
"Beverly Hills, California, USA",3867,110
"New York City, New York, USA",3868,9
"Los Angeles, California, USA",3869,10
"Buda Castle, Várkerület, Budapest, Hungary",3870,1935
"Lowell, Massachusetts, USA",3871,1936
"Plimouth Plantation - 137 Warren Avenue, Plymouth, Massachusetts, USA",3872,1937
"Tantallon Castle, Auldhame, East Lothian, Scotland, UK",3873,1938
"Grand Rapids, Michigan, USA",3874,1578
"Danbury, Connecticut, USA",3875,1939
"Bradley Beach, New Jersey, USA",3876,1940
"Malibu, California, USA",3877,1438
"Budapest, Hungary",3878,17
"New York City, New York, USA",3879,9
,3880,3
"Santa Clarita, California, USA",3881,26
"Russe, Bulgaria",3882,1941
"Connecticut, USA",3883,621
"New York City, New York, USA",3884,9
"New Mexico, USA",3885,965
"Spiderwood Studios, Austin, Texas, USA",3886,1942
"Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",3887,374
"Johannesburg, South Africa",3888,1943
,3889,3
Bulgaria,3890,375
"Los Angeles, California, USA",3891,10
"North Carolina, USA",3892,79
"Port McNeill, British Columbia, Canada",3893,1944
"Brooklyn, New York City, New York, USA",3894,33
"New Boyana Film Studios, Sofia, Bulgaria",3895,970
"Vancouver, British Columbia, Canada",3896,47
"West 73rd Street, Manhattan, New York, USA",3897,1945
"Saltsburg, Pennsylvania, USA",3898,1946
"Brooklyn, New York City, New York, USA",3899,33
"Guerneville, California, USA",3900,1947
"612 S Flower St, Los Angeles, California, USA",3901,1948
"Metropolitan Museum of Art, Manhattan, New York City, New York, USA",3902,1949
"Lee's Ferry, Arizona, USA",3903,178
"Lion's Gate Studios, North Vancouver, British Columbia, Canada",3904,1460
"Idleyld Park, Oregon, USA",3905,1950
"Montréal, Québec, Canada",3906,46
"Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA",3907,460
"Santa Clarita, California, USA",3908,26
"Orlando, Florida, USA",3909,1527
"Hardy Toll Road, Houston, Texas, USA",3910,1951
"Boral Quarry, Prospect, Sydney, New South Wales, Australia",3911,1952
"Mare Island Naval Yard, Vallejo, California, USA",3912,1953
"Los Angeles, California, USA",3913,10
,3914,3
"Illinois, USA",3915,424
"Penang, Malaysia",3916,1954
"Denver, Colorado, USA",3917,1258
"Louisiana State University - Highland Road & Dalrymple Drive, Baton Rouge, Louisiana, USA",3918,1083
"Santa Clarita, California, USA",3919,26
,3920,3
"Mobile, Alabama, USA",3921,1858
"Raleigh Studios - 5300 Melrose Avenue, Hollywood, Los Angeles, California, USA",3922,1955
"New Orleans, Louisiana, USA",3923,48
"Fort Pierce, Florida, USA",3924,1956
"Clayton, Georgia, USA",3925,1957
"Fifth Avenue, Manhattan, New York City, New York, USA",3926,1958
"Burbank, California, USA",3927,49
"California, USA",3928,27
"Manila, Metro Manila, Philippines",3929,1959
"Fort Bragg, California, USA",3930,1960
,3931,3
,3932,3
,3933,3
"Southern California, California, USA",3934,1569
"Brookhaven, Mississippi, USA",3935,1961
"Detroit, Michigan, USA",3936,448
Sudan,3937,1962
"North Canton, Ohio, USA",3938,1963
"Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland",3939,145
,3940,3
"Nashville, Tennessee, USA",3941,785
"Kigali, Rwanda",3942,1964
"High Point, North Carolina, USA",3943,1965
"Jacksonville, Florida, USA",3944,1006
Rwanda,3945,1966
"Statue of Liberty, Liberty Island, New York Harbor, New York City, New York, USA",3946,258
,3947,3
,3948,3
"Wexham Park Hospital, Slough, Berkshire, UK",3949,1967
"Madrid, Spain",3950,184
"New York, USA",3951,314
"Westport, Connecticut, USA",3952,1968
Bahamas,3953,247
,3954,3
,3955,3
"Los Angeles Center Studios - 450 S. Bixel Street, Downtown, Los Angeles, California, USA",3956,1042
"Amazonas, Brazil",3957,1969
"Fox Baja Studios, Rosarito, Baja California Norte, Mexico",3958,1208
"Alabama Hills, Lone Pine, California, USA",3959,127
"Arizona, USA",3960,188
"Deuba, Fiji",3961,1970
"California, USA",3962,27
Costa Rica,3963,1971
"Minnesota, USA",3964,1972
"City Hall - 2600 Fresno Street, Fresno, California, USA",3965,1973
"Arecibo Observatory, Arecibo, Puerto Rico",3966,1974
"Vancouver, British Columbia, Canada",3967,47
"Colorado, USA",3968,933
"Port Credit Memorial Arena, Mississauga, Ontario, Canada",3969,1975
,3970,3
"Adelaide, South Australia, Australia",3971,1976
"Tybee Island, Georgia, USA",3972,1977
"Grand Rapids, Michigan, USA",3973,1578
"Greenwich, Connecticut, USA",3974,1766
"Frostop Root Beer - 402 Government St Baton Rouge, Louisiana, USA",3975,1978
"Enchanted Springs Ranch - 242 Highway 46 W., Boerne, Texas, USA",3976,1979
"Honolulu, O'ahu, Hawaii, USA",3977,1109
,3978,3
"Bridal Vail Falls, Provo Canyon, Utah, USA",3979,1980
,3980,3
"Boca Grande, Florida, USA",3981,1097
"La Crescenta, California, USA",3982,1981
"Los Angeles, California, USA",3983,10
"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",3984,395
,3985,3
"Baltimore, Maryland, USA",3986,38
"Barclay St & Nicola St, Vancouver, British Columbia, Canada",3987,1982
"1016 Fritz Street, Pittsburgh, Pennsylvania, USA",3988,1983
,3989,3
"Austin, Texas, USA",3990,203
"Montana, USA",3991,1984
"Vienna, Austria",3992,1985
"Santa Monica, California, USA",3993,318
Nepal,3994,1986
"Covington, Louisiana, USA",3995,1987
"Fox Studios, Moore Park, Sydney, New South Wales, Australia",3996,44
"Mobile Civic Center, Civic Center Drive, Mobile, Alabama, USA",3997,1988
"Arecibo Observatory, Arecibo, Puerto Rico",3998,1974
"Los Angeles, California, USA",3999,10
"Sepulveda Dam, Encino, Los Angeles, California, USA",4000,1989
"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",4001,98
"Hakberget, Gärdet, Stockholm, Stockholms län, Sweden",4002,1990
"North Miami, Florida, USA",4003,1991
"Loop 150, Bastrop, Texas, USA",4004,1992
"Louisville, Kentucky, USA",4005,1993
"Administration Building, Malibu Creek State Park - 1925 Las Virgenes Road, Calabasas, California, USA",4006,1994
"Jaffa, Israel",4007,1995
"Abbeville, Louisiana, USA",4008,1996
"Casa Grande, Arizona, USA",4009,1997
"5515 Wilshire Blvd., Hancock Park, Los Angeles, California, USA",4010,1998
"Roy's Motel and Cafe, Amboy, California, USA",4011,1999
"Britannia Beach, British Columbia, Canada",4012,18
"Belmonte, Cuenca, Castilla-La Mancha, Spain",4013,2000
"Hardy, Arkansas, USA",4014,2001
"San Pedro, Los Angeles, California, USA",4015,2002
"Los Angeles, California, USA",4016,10
Australia,4017,615
"Pasadena, California, USA",4018,823
"Queensland, Australia",4019,1056
"Arding & Hobbs department store, 315 Lavender Hill, Clapham Junction, Clapham, London, England, UK",4020,2003
"Coober Pedy, South Australia, Australia",4021,2004
"Cathedral of the Transfiguration, Markham, Ontario, Canada",4022,2005
,4023,3
,4024,3
"Glendale, California, USA",4025,93
"New York City, New York, USA",4026,9
"Rossmore Ave. Los Angeles, California, USA",4027,2006
"Los Angeles, California, USA",4028,10
"San Antonio, Texas, USA",4029,1395
"Los Angeles, California, USA",4030,10
"Los Angeles, California, USA",4031,10
"Winston-Salem, North Carolina, USA",4032,1635
"Castello di Giove, Giove, Terni, Umbria, Italy",4033,2007
"Astoria, Oregon, USA",4034,784
,4035,3
"Los Angeles, California, USA",4036,10
"Minneapolis, Minnesota, USA",4037,1069
"March AFB, California, USA",4038,2008
"Weehawken Port Imperial, Port Imperial Boulevard, Weehawken, New Jersey, USA",4039,2009
"14312 Western Ave, Los Angeles, California, USA",4040,2010
"Central Park, Manhattan, New York City, New York, USA",4041,228
,4042,3
"Vancouver, British Columbia, Canada",4043,47
"Brooklyn, New York City, New York, USA",4044,33
"Hollywood, Los Angeles, California, USA",4045,586
"Los Angeles, California, USA",4046,10
"Castel Film Studios, Bucharest, Romania",4047,949
"Baynards Railway Station, Baynards Park, Waverley, Surrey, England, UK",4048,2011
"Jacksonville, North Carolina, USA",4049,2012
,4050,3
"Virginia, USA",4051,1577
"Whitewater, California, USA",4052,2013
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",4053,54
"Liberty, New York, USA",4054,2014
"Jefferson Military College - Highway 61, Washington, Mississippi, USA",4055,2015
"Silver Falls State Park, Sublimity, Oregon, USA",4056,2016
"Cape May, New Jersey, USA",4057,2017
"Buffalo, New York, USA",4058,1048
"Fayetteville High School, Fayetteville, Tennessee, USA",4059,2018
"Block Island, Rhode Island, USA",4060,2019
"New Orleans, Louisiana, USA",4061,48
"Seattle, Washington, USA",4062,486
"Buffalo, New York, USA",4063,1048
Germany,4064,72
"Alabama, USA",4065,2020
"Atlantic City, New Jersey, USA",4066,940
"Madison, Wisconsin, USA",4067,2021
"Newark, New Jersey, USA",4068,2022
"Alexandria, Kentucky, USA",4069,2023
"Los Angeles, California, USA",4070,10
"North Vancouver, British Columbia, Canada",4071,2024
"Arcadia, California, USA",4072,1284
"Chicago, Illinois, USA",4073,230
"California, USA",4074,27
,4075,3
"Agoura Hills, California, USA",4076,245
,4077,3
"Santa Clarita, California, USA",4078,26
"Albuquerque, New Mexico, USA",4079,227
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",4080,58
"Sussex, England, UK",4081,2025
"Brooklyn, New York, USA",4082,1888
"Chicago, Illinois, USA",4083,230
,4084,3
,4085,3
"Los Angeles, California, USA",4086,10
,4087,3
"Maasai Mara National Reserve, Kenya",4088,2026
"Playland at the Beach, San Francisco, California, USA",4089,2027
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",4090,54
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4091,271
"The Castle - 325 Bunker Hill Avenue, Bunker Hill, Downtown, Los Angeles, California, USA",4092,2028
,4093,3
"Laguna Beach, California, USA",4094,1369
"Carl's Sunspot, PCH and Chautauqua, Los Angeles, California, USA",4095,2029
Bolivia,4096,2030
,4097,3
"California, USA",4098,27
"City Hall - 200 N. Spring Street, Downtown, Los Angeles, California, USA",4099,1633
Syria,4100,2031
"Tennessee, USA",4101,870
"California, USA",4102,27
"Los Angeles, California, USA",4103,10
"New York, USA",4104,314
,4105,3
"Portland, Oregon, USA",4106,24
,4107,3
"Los Angeles, California, USA",4108,10
"Empire Stages of New York, Long Island City, Queens, New York City, New York, USA",4109,391
"Antique's Row, Tacoma, Washington, USA",4110,2032
"Tennessee, USA",4111,870
"Gig Harbor, Washington, USA",4112,2033
"Evanston, Illinois, USA",4113,2034
,4114,3
"Arlington, Washington, USA",4115,2035
"San Francisco Fire Station 43, 720 Moscow Street, San Francisco, California, USA",4116,2036
"Los Angeles, California, USA",4117,10
"Los Angeles, California, USA",4118,10
"Los Angeles, California, USA",4119,10
"Astoria, Oregon, USA",4120,784
"Baruch College, Manhattan, New York City, New York, USA",4121,2037
"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",4122,68
Spain,4123,1228
,4124,3
"Memphis, Tennessee, USA",4125,1238
"Britannia Beach, British Columbia, Canada",4126,18
"Best Western Inn - 6141 Franklin Avenue, Hollywood, Los Angeles, California, USA",4127,2038
"Santa Clarita, California, USA",4128,26
"New Jersey, USA",4129,139
,4130,3
"Altadena, California, USA",4131,483
,4132,3
"San Diego, California, USA",4133,1204
"Cine Magic Studios, Brooklyn, New York City, USA",4134,2039
"1136 Fifth Avenue, Manhattan, New York City, New York, USA",4135,2040
"Amherst, Massachusetts, USA",4136,2041
"Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",4137,938
"Macclesfield, Cheshire, England, UK",4138,2042
"Toronto, Ontario, Canada",4139,87
"Aberdeen, Washington, USA",4140,2043
"Houston, Texas, USA",4141,2044
"Overbrook, Kansas, USA",4142,2045
"Aurora, Colorado, USA",4143,2046
"Atlanta, Georgia, USA",4144,154
"New York City, New York, USA",4145,9
"California, USA",4146,27
"Admiral Twin Drive-In, Tulsa, Oklahoma, USA",4147,2047
"New York, USA",4148,314
"Bohemian Flats, West River Parkway, Minneapolis, Minnesota, USA",4149,2048
"City Hall - 1 Dr. Carlton B. Goodlett Place, San Francisco, California, USA",4150,2049
"Cloverdale, California, USA",4151,2050
