Description,original_index,unique_index
A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming.,3322,3282
Two estranged sisters are forced to live together when they inherit their father's struggling horse farm. The strain of reconciliation and financial difficulties put the future of the family farm in jeopardy.,3323,3283
"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",3324,3284
"On Christmas Eve, an old miser named Ebenezer Scrooge is visited by the spirit of his former partner, Jacob Marley. The deceased partner was in his lifetime as mean and miserly as Scrooge ...",3325,3285
"The warrior is Esmeralda, a princess who has brains, can fight and is pretty, too. The sexy one is Don Juan, a pretty boy laughing at danger. These two Spanish champions, along with Don ...",3326,3286
"At the turn of the century, Duke and Chester, two vaudeville performers, go to Alaska to make their fortune. On the ship to Skagway, they find a map to a secret gold mine, which had been ...",3327,3287
"A plucky little orphan girl gets dumped abruptly into her gruff, hermit grandfather's care, then later gets retaken and delivered as a companion for an injured girl.",3328,3288
"After her destitute family is forced to sell her, a collie named Lassie escapes from her new owner and begins the long trek from Scotland to her Yorkshire home.",3329,3289
"As an 11-year-old boy struggles to cope with a disability, he finds a pony who gives birth to a unicorn which he takes care of.",3330,3290
"An actor (Freeman) prepping for an upcoming role meets a quirky grocery clerk (Vega), and the pair hit the road to show one another their respective worlds.",3331,3291
A man tries to build a theme park on top of land that's secretly the home to friendly Leprechauns.,3332,3292
"Children's author Dorothy Gale makes a decent living continuing her grandfather's series of Oz books. When a new agent enters the scene, Dorothy moves to New York city. In the midst of a ...",3333,3293
Add a Plot,3334,235
"The tale of a young girl, the Queen of England and a benevolent giant known as the BFG, who set out on an adventure to capture the evil, man-eating giants who have been invading the human world.",3335,3294
"An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",3336,3295
"A film scrapbook, images, phrases from our past, hiding their meanings behind veils. Let's lift those veils, one by one, to find how images, at one time seeming innocent, have revealed, after decades, to have homosexual overtones.",3337,3296
"When eccentric man-child Pee-Wee Herman gets his beloved bike stolen in broad daylight, he sets out across the U.S. on the adventure of his life.",3338,3297
The bizarre and musical tale of a girl who travels to another dimension through the gateway found in her family's basement.,3339,3298
"Pinocchio and his friends, a glow worm and a marionette, search for a magic music box. However, so is the evil Scalawag and the Emperor of the Night.",3340,3299
"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",3341,3300
TJ and company must save summer vacation from disappearing forever.,3342,3301
A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.,3343,3302
"Fred Claus, Santa's bitter older brother, is forced to move to the North Pole.",3344,3303
"Santa, aka Scott Calvin, is faced with double-duty: how to keep his new family happy, and how to stop Jack Frost from taking over Christmas.",3345,3304
It's Easter and everyone's favorite K-9 is back! The Bannisters are heading out on a family cruise and sending Zeus to doggie day care. Everything is going according to plan until the ...,3346,3305
"'Magic' the dog is an angel sent to heal a broken family. Brad is a lawyer, doing the best he can to raise his daughter Kayla without the wife he misses. Kayla is longing for her mother, ...",3347,3306
"A science-fiction writer, recently widowed, considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially rejected boy who says he's really from Mars.",3348,3307
"When Santa Claus loses his magical powers and becomes stranded in their barn, two children from a small farming community help him save Christmas before it's too late.",3349,3308
Four young boys find a shipwrecked Japanese sailor during World War II and struggle with the decision to save him.,3350,3309
Detective Jack Grimaldi (Gary Oldman) takes us through his shattered life after encountering the most deadly (and deceptive) criminal he has ever had to deal with. It doesn't help that ...,3351,3310
"In 1955 Florida, a Korean vet has a breakdown and is incarcerated in a 'maximum security' mental health prison, where patients are abused.",3352,3311
An affair between a young woman and a pastor has disastrous consequences.,3353,3312
An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.,3354,3313
A fictionalized account of the last year of Beethoven's life.,3355,3314
Terry Noonan returns home to New York's Hells Kitchen after a ten year absence. He soon hooks up with childhood pal Jackie who is involved in the Irish mob run by his brother Frankie. Terry...,3356,3315
"The incredible story of Wolfgang Amadeus Mozart, told by his peer and secret rival Antonio Salieri - now confined to an insane asylum.",3357,3316
A Muppet fanatic with some help from his two human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,3358,3317
"In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed father's sanity is challenged by a chance encounter with two underage girls on holiday.",3359,3318
