Language,Duration,original_index,unique_index
English,106 min,4708,49
"English,Japanese",129 min,4709,240
English,102 min,4710,33
English,79 min,4711,38
English,97 min,4712,44
English,62 min,4713,138
English,,4714,8
English,71 min,4715,195
"English,French",81 min,4716,1102
"English,Scottish Gaelic",114 min,4717,1103
"Amharic,Italian,English",78 min,4718,1104
English,89 min,4719,69
English,188 min,4720,1105
English,105 min,4721,10
English,81 min,4722,107
English,90 min,4723,40
English,102 min,4724,33
"Mandarin,Japanese,English,Hindi,Shanghainese,Cantonese",157 min,4725,1106
English,87 min,4726,87
"English,French",110 min,4727,942
English,137 min,4728,117
English,92 min,4729,6
English,121 min,4730,17
English,75 min,4731,116
"English,Italian,Polish,French,Spanish,German",113 min,4732,1107
English,102 min,4733,33
English,104 min,4734,19
English,94 min,4735,39
English,105 min,4736,10
English,105 min,4737,10
English,110 min,4738,27
"English,Sioux",119 min,4739,1108
English,97 min,4740,44
English,118 min,4741,62
English,83 min,4742,131
English,91 min,4743,21
English,97 min,4744,44
English,109 min,4745,0
English,88 min,4746,37
English,108 min,4747,61
English,86 min,4748,36
English,91 min,4749,21
English,92 min,4750,6
English,90 min,4751,40
English,117 min,4752,223
English,91 min,4753,21
"English,French",123 min,4754,265
English,85 min,4755,42
English,93 min,4756,41
English,92 min,4757,6
English,120 min,4758,5
English,97 min,4759,44
English,126 min,4760,66
English,110 min,4761,27
English,90 min,4762,40
English,116 min,4763,90
English,113 min,4764,28
English,104 min,4765,19
English,80 min,4766,59
English,84 min,4767,47
"English,Indian Sign Language,North American Indian",74 min,4768,1109
English,100 min,4769,9
English,87 min,4770,87
English,137 min,4771,117
English,83 min,4772,131
English,101 min,4773,51
English,108 min,4774,61
English,78 min,4775,96
English,96 min,4776,1
English,90 min,4777,40
English,98 min,4778,85
English,101 min,4779,51
English,114 min,4780,50
English,91 min,4781,21
"English,French",85 min,4782,542
English,108 min,4783,61
English,1 hr. 40 min.,4784,1110
English,102 min,4785,33
"English,French,Thai",103 min,4786,1111
"English,Russian,German,Italian",116 min,4787,1112
English,141 min,4788,697
English,122 min,4789,63
"English,Spanish",121 min,4790,236
English,115 min,4791,68
English,1 hr. 34 min.,4792,823
English,123 min,4793,141
English,94 min,4794,39
English,108 min,4795,61
English,104 min,4796,19
English,110 min,4797,27
English,109 min,4798,0
"English,Spanish",107 min,4799,119
English,97 min,4800,44
English,112 min,4801,65
English,84 min,4802,47
English,94 min,4803,39
English,56 min,4804,222
English,,4805,8
English,,4806,8
English,,4807,8
English,,4808,8
English,,4809,8
English,141 min,4810,697
English,88 min,4811,37
English,93 min,4812,41
English,117 min,4813,223
English,118 min,4814,62
"English,French",76 min,4815,1113
"English,German",91 min,4816,91
English,97 min,4817,44
English,111 min,4818,55
"English,German,French",105 min,4819,1114
English,88 min,4820,37
"English,Russian",82 min,4821,1115
English,67 min,4822,204
"English,Italian,Russian,Spanish,German",83 min,4823,1116
English,98 min,4824,85
"English,Russian",110 min,4825,1117
English,90 min,4826,40
"English,French",112 min,4827,191
"English,German",99 min,4828,687
English,97 min,4829,44
English,94 min,4830,39
English,119 min,4831,137
English,106 min,4832,49
English,118 min,4833,62
English,99 min,4834,76
English,119 min,4835,137
English,89 min,4836,69
English,108 min,4837,61
English,112 min,4838,65
English,128 min,4839,206
English,115 min,4840,68
"English,French,Latin",98 min,4841,1118
"English,Spanish",99 min,4842,728
English,100 min,4843,9
English,77 min,4844,266
English,91 min,4845,21
English,98 min,4846,85
English,112 min,4847,65
English,100 min,4848,9
"English,French",95 min,4849,1020
"English,French,Russian,German,Spanish,Greek",114 min,4850,1119
"English,Spanish",137 min,4851,376
English,102 min,4852,33
English,219 min,4853,1120
English,96 min,4854,1
English,120 min,4855,5
English,122 min,4856,63
English,96 min,4857,1
English,106 min,4858,49
"English,Greek,Italian",103 min,4859,1121
"English,Japanese,Chinese,Arabic",92 min,4860,1122
"English,Mandarin",,4861,1123
"English,Klingon",1 hr. 57 min.,4862,1124
English,99 min,4863,76
English,109 min,4864,0
"English,Russian,Italian,Mandarin,French",105 min,4865,1125
"English,French",115 min,4866,316
English,,4867,8
English,117 min,4868,223
English,87 min,4869,87
English,87 min,4870,87
English,96 min,4871,1
English,79 min,4872,38
English,84 min,4873,47
English,97 min,4874,44
English,118 min,4875,62
English,104 min,4876,19
English,120 min,4877,5
"English,Spanish",96 min,4878,668
English,100 min,4879,9
English,96 min,4880,1
English,101 min,4881,51
English,154 min,4882,424
English,101 min,4883,51
"English,Spanish",102 min,4884,747
English,110 min,4885,27
English,93 min,4886,41
"English,Mandarin",80 min,4887,1126
English,96 min,4888,1
"English,French",106 min,4889,253
"English,Italian",102 min,4890,1127
English,111 min,4891,55
"English,Ukrainian",88 min,4892,1128
"English,Italian",93 min,4893,773
English,136 min,4894,170
English,115 min,4895,68
"English,Spanish",118 min,4896,1129
English,110 min,4897,27
"English,French",104 min,4898,335
English,110 min,4899,27
English,85 min,4900,42
English,91 min,4901,21
English,98 min,4902,85
"English,Latin,Italian",111 min,4903,1130
English,83 min,4904,131
"English,Syriac,German,Greek,Hebrew,Latin,Aramaic",119 min,4905,1131
"English,German,French",100 min,4906,1132
English,94 min,4907,39
"English,French,German",141 min,4908,1133
"English,Tonga",113 min,4909,1134
English,2 hr.,4910,1135
English,98 min,4911,85
English,114 min,4912,50
"English,French",102 min,4913,860
"English,Spanish",109 min,4914,254
English,96 min,4915,1
English,,4916,8
"English,French,Albanian,Spanish,Hungarian",118 min,4917,1136
"English,Spanish,Latin,Italian",118 min,4918,1137
"English,German",110 min,4919,1138
"English,German",109 min,4920,1139
English,90 min,4921,40
"English,Arabic",110 min,4922,1140
English,122 min,4923,63
English,118 min,4924,62
"English,Russian",143 min,4925,408
English,143 min,4926,23
"English,French,Swedish,Thai",119 min,4927,1141
"English,Mende,Afrikaans",143 min,4928,1142
English,92 min,4929,6
English,126 min,4930,66
"English,Portuguese",115 min,4931,635
English,118 min,4932,62
English,83 min,4933,131
"English,Spanish",114 min,4934,669
English,115 min,4935,68
English,125 min,4936,129
English,79 min,4937,38
English,103 min,4938,124
English,113 min,4939,28
"English,Klingon,Russian,French",105 min,4940,1143
"English,Finnish",119 min,4941,1144
"English,Russian",116 min,4942,1145
"English,Klingon",113 min,4943,1146
English,111 min,4944,55
English,116 min,4945,90
English,,4946,8
English,90 min,4947,40
English,,4948,8
English,,4949,8
English,55 min,4950,929
English,84 min,4951,47
English,107 min,4952,98
English,102 min,4953,33
English,110 min,4954,27
English,100 min,4955,9
English,,4956,8
English,106 min,4957,49
English,104 min,4958,19
"English,Japanese",104 min,4959,828
English,106 min,4960,49
"English,Spanish",107 min,4961,119
English,107 min,4962,98
"English,Russian,Spanish,Indonesian,Danish,Cantonese",130 min,4963,1147
English,137 min,4964,117
"Italian,English",156 min,4965,1148
English,98 min,4966,85
"English,Spanish",134 min,4967,661
"English,Spanish,French",119 min,4968,1149
English,127 min,4969,13
English,103 min,4970,124
"English,Spanish",167 min,4971,1150
English,115 min,4972,68
English,118 min,4973,62
English,105 min,4974,10
"English,Spanish",97 min,4975,172
English,91 min,4976,21
English,92 min,4977,6
English,80 min,4978,59
"English,Portuguese",105 min,4979,192
English,143 min,4980,23
English,115 min,4981,68
English,93 min,4982,41
English,116 min,4983,90
English,115 min,4984,68
"English,Russian",118 min,4985,1151
English,123 min,4986,141
English,98 min,4987,85
English,81 min,4988,107
English,138 min,4989,267
"English,French,Italian",87 min,4990,1152
"English,French,Ukrainian,Russian,Hungarian",104 min,4991,1153
"English,Spanish",107 min,4992,119
English,92 min,4993,6
English,82 min,4994,86
English,69 min,4995,205
English,78 min,4996,96
English,83 min,4997,131
"English,French,Japanese,Mandarin,Latin",91 min,4998,1154
"English,Cantonese,Mandarin",98 min,4999,1155
English,92 min,5000,6
English,165 min,5001,88
English,123 min,5002,141
English,86 min,5003,36
"English,Russian,French,Arabic,Swedish",133 min,5004,1156
English,103 min,5005,124
"English,German,Russian",,5006,1157
English,94 min,5007,39
English,104 min,5008,19
"English,Italian,French",116 min,5009,1083
English,106 min,5010,49
English,116 min,5011,90
English,104 min,5012,19
"English,Vietnamese",104 min,5013,907
"English,French",100 min,5014,633
English,96 min,5015,1
"English,Yiddish,Hebrew",106 min,5016,1158
English,89 min,5017,69
"English,Somali",144 min,5018,1159
English,111 min,5019,55
English,,5020,8
English,,5021,8
English,,5022,8
English,,5023,8
English,,5024,8
English,94 min,5025,39
English,,5026,8
English,,5027,8
English,100 min,5028,9
English,94 min,5029,39
"English,Hebrew",100 min,5030,1160
English,140 min,5031,105
"English,Latin",95 min,5032,518
English,116 min,5033,90
English,104 min,5034,19
English,,5035,8
"English,Russian,German,Italian",108 min,5036,1161
"English,Spanish,Korean",88 min,5037,1162
"English,Mandarin,Russian",94 min,5038,1163
English,96 min,5039,1
English,93 min,5040,41
English,109 min,5041,0
English,77 min,5042,266
"English,French,Latin,Portuguese,Spanish",133 min,5043,1164
"English,Latin",105 min,5044,913
"English,Cantonese",125 min,5045,1165
English,127 min,5046,13
English,107 min,5047,98
English,,5048,8
English,2 hr.,5049,1135
English,68 min,5050,58
English,98 min,5051,85
English,84 min,5052,47
English,106 min,5053,49
English,123 min,5054,141
English,94 min,5055,39
"English,Japanese,Spanish",97 min,5056,1166
"English,French,Urdu,Arabic",108 min,5057,1167
"English,French",124 min,5058,14
"English,Amharic,Khmer,German,Chechen",127 min,5059,1168
"English,Creek",81 min,5060,1169
English,,5061,8
English,98 min,5062,85
"Cree,English,Mohawk,Algonquin,Latin",101 min,5063,1170
English,95 min,5064,7
English,88 min,5065,37
English,90 min,5066,40
English,106 min,5067,49
English,84 min,5068,47
English,88 min,5069,37
English,82 min,5070,86
English,97 min,5071,44
English,130 min,5072,175
English,76 min,5073,113
English,1 hr. 30 min.,5074,599
English,84 min,5075,47
"English,German,Yiddish",90 min,5076,1171
English,87 min,5077,87
"English,French,Spanish",81 min,5078,1172
English,85 min,5079,42
English,134 min,5080,231
English,102 min,5081,33
English,97 min,5082,44
English,105 min,5083,10
English,107 min,5084,98
"English,Japanese,Esperanto",102 min,5085,1173
English,1 hr. 32 min.,5086,802
English,95 min,5087,7
English,81 min,5088,107
English,124 min,5089,102
"English,Italian",110 min,5090,11
English,90 min,5091,40
English,63 min,5092,72
English,89 min,5093,69
English,91 min,5094,21
"English,Spanish",95 min,5095,629
English,106 min,5096,49
English,84 min,5097,47
English,87 min,5098,87
English,99 min,5099,76
"English,Spanish",86 min,5100,1174
"English,Spanish,French",104 min,5101,1175
English,101 min,5102,51
English,107 min,5103,98
English,124 min,5104,102
English,105 min,5105,10
English,89 min,5106,69
English,96 min,5107,1
English,97 min,5108,44
English,103 min,5109,124
English,100 min,5110,9
English,85 min,5111,42
"English,Spanish,Italian,French,Swiss German,German",106 min,5112,1176
English,92 min,5113,6
English,98 min,5114,85
English,109 min,5115,0
English,99 min,5116,76
"English,Spanish",103 min,5117,75
English,102 min,5118,33
English,105 min,5119,10
English,117 min,5120,223
English,87 min,5121,87
English,117 min,5122,223
English,89 min,5123,69
English,89 min,5124,69
English,96 min,5125,1
English,94 min,5126,39
English,92 min,5127,6
English,93 min,5128,41
English,108 min,5129,61
English,94 min,5130,39
English,92 min,5131,6
English,106 min,5132,49
English,92 min,5133,6
English,110 min,5134,27
"English,Russian,Spanish",100 min,5135,1177
English,101 min,5136,51
English,96 min,5137,1
English,,5138,8
English,100 min,5139,9
English,88 min,5140,37
English,101 min,5141,51
English,93 min,5142,41
English,60 min,5143,115
English,100 min,5144,9
English,121 min,5145,17
English,109 min,5146,0
English,101 min,5147,51
"English,Thai",102 min,5148,1178
English,106 min,5149,49
English,112 min,5150,65
English,,5151,8
English,103 min,5152,124
English,101 min,5153,51
English,87 min,5154,87
English,84 min,5155,47
English,87 min,5156,87
"English,French",98 min,5157,871
English,,5158,8
"English,Spanish,Hungarian,Czech",99 min,5159,1179
English,90 min,5160,40
"English,Spanish",86 min,5161,1174
English,,5162,8
English,86 min,5163,36
English,86 min,5164,36
English,87 min,5165,87
English,86 min,5166,36
English,90 min,5167,40
English,92 min,5168,6
"English,Japanese,French",83 min,5169,1180
English,97 min,5170,44
English,100 min,5171,9
English,90 min,5172,40
"English,Cantonese",92 min,5173,1181
"English,Japanese",91 min,5174,1182
English,109 min,5175,0
English,100 min,5176,9
English,95 min,5177,7
English,102 min,5178,33
English,96 min,5179,1
English,93 min,5180,41
"English,Spanish",97 min,5181,172
English,110 min,5182,27
English,88 min,5183,37
English,109 min,5184,0
English,89 min,5185,69
"English,Mandarin",,5186,1123
"English,German,Spanish",83 min,5187,1183
English,93 min,5188,41
"English,Cantonese,French,German,Hindi,Turkish",120 min,5189,1184
English,112 min,5190,65
English,92 min,5191,6
"English,Spanish",93 min,5192,176
English,93 min,5193,41
English,84 min,5194,47
English,103 min,5195,124
English,108 min,5196,61
English,78 min,5197,96
English,74 min,5198,73
English,76 min,5199,113
English,124 min,5200,102
English,90 min,5201,40
English,86 min,5202,36
English,85 min,5203,42
English,112 min,5204,65
English,89 min,5205,69
English,93 min,5206,41
English,63 min,5207,72
English,76 min,5208,113
English,86 min,5209,36
English,,5210,8
English,90 min,5211,40
English,81 min,5212,107
English,,5213,8
English,101 min,5214,51
English,80 min,5215,59
English,89 min,5216,69
English,58 min,5217,147
English,71 min,5218,195
English,81 min,5219,107
English,76 min,5220,113
English,90 min,5221,40
"English,French",88 min,5222,339
English,96 min,5223,1
English,86 min,5224,36
English,72 min,5225,70
English,82 min,5226,86
English,80 min,5227,59
English,90 min,5228,40
English,89 min,5229,69
English,88 min,5230,37
English,80 min,5231,59
English,80 min,5232,59
English,68 min,5233,58
English,115 min,5234,68
English,95 min,5235,7
English,114 min,5236,50
English,89 min,5237,69
English,97 min,5238,44
English,95 min,5239,7
English,76 min,5240,113
English,86 min,5241,36
English,96 min,5242,1
English,103 min,5243,124
English,104 min,5244,19
English,93 min,5245,41
English,112 min,5246,65
English,90 min,5247,40
English,110 min,5248,27
"French,English",85 min,5249,1185
English,94 min,5250,39
English,99 min,5251,76
English,89 min,5252,69
English,86 min,5253,36
English,83 min,5254,131
English,87 min,5255,87
English,87 min,5256,87
English,91 min,5257,21
English,105 min,5258,10
English,96 min,5259,1
English,87 min,5260,87
English,100 min,5261,9
English,96 min,5262,1
English,94 min,5263,39
English,80 min,5264,59
English,,5265,8
English,,5266,8
English,109 min,5267,0
English,,5268,8
English,89 min,5269,69
English,98 min,5270,85
English,95 min,5271,7
English,,5272,8
English,,5273,8
English,90 min,5274,40
English,94 min,5275,39
English,95 min,5276,7
"English,Italian",79 min,5277,1186
English,75 min,5278,116
English,86 min,5279,36
English,,5280,8
English,,5281,8
English,,5282,8
"English,Cantonese",99 min,5283,1187
