Genre,Filming Locations,original_index,unique_index
Family,"Los Angeles, California, USA",3346,2387
"Adventure,Family","Acton, California, USA",3347,2838
"Comedy,Drama,Family","Vancouver, British Columbia, Canada",3348,2839
Family,"Arizona, USA",3349,2840
"Drama,Family,War","East Los Angeles, California, USA",3350,2841
"Action,Crime,Drama","Brooklyn, New York City, New York, USA",3351,2842
"Biography,Drama","Columbia, South Carolina, USA",3352,2843
"Drama,Romance","British Columbia, Canada",3353,2844
"Drama,Thriller","Triscenic Production Services Inc - 13042 Bradley Ave, Sylmar, Los Angeles, California, USA",3354,2845
"Biography,Drama,Music","Budapest, Hungary",3355,2846
"Action,Crime,Drama","Little Italy, Manhattan, New York City, New York, USA",3356,2847
"Biography,Drama,History","Tyl Theatre, Plzen, Czech Republic",3357,2848
"Comedy,Family,Musical","Santa Barbara, California, USA",3358,2849
"Fantasy,Horror","Los Angeles, California, USA",3359,2850
"Adventure,Comedy,Crime","Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",3360,2851
"Animation,Adventure,Family",,3361,138
"Animation,Adventure,Family",,3362,138
"Comedy,Family,Sci-Fi","Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",3363,2852
"Family,Fantasy,Music","New York City, New York, USA",3364,2853
"Comedy,Family,Fantasy","Burbank, California, USA",3365,2854
"Action,Drama,Thriller","Arcata, California, USA",3366,2855
"Crime,Drama,Thriller","San Juan, Puerto Rico",3367,2856
"Crime,Drama,Mystery","Crissy Field, Golden Gate Memorial Recreation Area, San Francisco, California, USA",3368,2857
"Crime,Drama,Mystery","380 Lafayette Street, New York City, New York, USA",3369,2858
"Crime,Drama,Mystery","Golden Gate National Recreation Area, San Francisco, California, USA",3370,2859
Thriller,"Vancouver Art Gallery, Vancouver, British Columbia, Canada",3371,2860
"Action,Drama,Thriller","Baltimore, Maryland, USA",3372,2861
"Crime,Mystery,Thriller","Maison De Ville, 727 Rue Toulouse , New Orleans , Louisiana , USA",3373,2862
"Crime,Drama,Mystery","Clinton, Mississippi, USA",3374,2863
"Drama,Family,Sport","Canton, Mississippi, USA",3375,2864
"Comedy,Family","Big Bear City, San Bernardino National Forest, California, USA",3376,2865
"Adventure,Family,Sci-Fi","Benidorm, Alicante, Comunidad Valenciana, Spain",3377,2866
Family,"Los Angeles, California, USA",3378,2387
"Adventure,Family,Fantasy","Campania, Italy",3379,2867
"Family,Fantasy,Action","Caves of Arta, Mallorca, Balearic Islands, Spain",3380,2868
"Comedy,Family,Fantasy",,3381,2524
"Comedy,Family,Sci-Fi",,3382,2869
"Comedy,Family,Sport","GM Place, Vancouver, British Columbia, Canada",3383,2870
"Adventure,Family","Fernie, British Columbia, Canada",3384,2871
"Comedy,Family,Fantasy","Santa Clarita, California, USA",3385,2872
"Adventure,Comedy,Drama","Bridgeport, Connecticut, USA",3386,2873
"Comedy,Family,Sport","Columbus, Ohio, USA",3387,2874
"Biography,Comedy,Drama","Minden, Louisiana, USA",3388,2875
Comedy,,3389,628
"Action,Comedy","Los Angeles, California, USA",3390,2876
"Family,Sci-Fi","Calabasas, California, USA",3391,2877
"Action,Adventure,Family","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",3392,2878
"Drama,Fantasy",Mexico,3393,2879
"Adventure,Family","Bacolet Beach, Tobago, Trinidad and Tobago",3394,2880
"Action,Adventure,Comedy","Burnaby, British Columbia, Canada",3395,2881
"Adventure,Comedy,Family","Culver City, California, USA",3396,2882
"Drama,Family","Bristol, Rhode Island, USA",3397,2883
"Comedy,Family","O'ahu, Hawaii, USA",3398,2884
"Comedy,Family,Sport","Rogers Arena, Vancouver, British Columbia, Canada",3399,2885
Family,"Rhode Island, USA",3400,2886
"Animation,Action,Crime",,3401,2887
"Adventure,Comedy,Drama","Alaska, USA",3402,2888
Family,"Ann Sobrato Performing Arts Center, Morgan Hill, California, USA",3403,2889
"Documentary,Family,Musical",,3404,2890
"Comedy,Family,Fantasy","Pasadena, Los Angeles, California, USA",3405,2891
"Comedy,Family,Musical",,3406,2892
"Comedy,Family,Romance","Washington Square Park, Greenwich Village, Manhattan, New York City, New York, USA",3407,2893
"Documentary,Family,Musical","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3408,2894
"Comedy,Drama,Romance","39-26 62nd Street, Queens, New York City, New York, USA",3409,2895
Comedy,"Union Station, 800 North Alameda Street, Los Angeles, California, USA",3410,2896
"Comedy,Drama","Halfway House Café - 15564 Sierra Highway, Santa Clarita, California, USA",3411,2897
"Comedy,Drama,Romance","All Saint's Episcopal Church - 132 N. Euclid Avenue, Pasadena, California, USA",3412,2898
Thriller,"Deming, New Mexico, USA",3413,2899
Sci-Fi,,3414,2900
Action,"Ventura, California, USA",3415,2901
Comedy,"New York City, New York, USA",3416,154
"Comedy,Drama",,3417,1475
Comedy,"Crestview Minimax IGA, 7108 Woodrow Ave., Austin, Texas, USA",3418,2902
"Comedy,Crime,Mystery","LAX Airport, Los Angeles, California, USA",3419,2903
"Comedy,Mystery,Crime","Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",3420,2904
"Comedy,Music,Romance","Vancouver, British Columbia, Canada",3421,2905
"Action,Comedy,Crime","North Carolina, USA",3422,2906
"Documentary,Family,Musical","Hollywood, Los Angeles, California, USA",3423,2907
"Comedy,Drama","Los Angeles, California, USA",3424,702
Musical,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",3425,2908
Drama,"Louisiana, USA",3426,2909
Drama,"Pullman Kitchen - 205 5th Street, Santa Rosa, California, USA",3427,1453
Drama,Spain,3428,2910
"Drama,Family,Romance","Ralph Waldo Emerson Home - 28 Cambridge Turnpike, Concord, Massachusetts, USA",3429,2911
Action,"Vancouver, British Columbia, Canada",3430,2912
"Comedy,Romance","Boston, Massachusetts, USA",3431,2913
"Comedy,Romance","Foot of Flatbush ave. on the East river, Downtown Brooklyn, New Ork, USA",3432,2914
"Action,Comedy,Romance","Atlanta, Georgia, USA",3433,2915
"Comedy,Drama,Fantasy","Los Angeles, California, USA",3434,2916
"Comedy,Drama,Romance","Turner Broadcasting System, Inc. - 1050 Techwood Drive, Atlanta, Georgia, USA",3435,2917
"Comedy,Fantasy,Romance","Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",3436,2918
"Comedy,Drama,Romance","Pennsylvania, USA",3437,2919
"Comedy,Romance","2218 S Harvard Blvd, Los Angeles, California, USA",3438,2920
"Biography,Drama",,3439,1479
"Action,Crime,Drama","Croydon, London, England, UK",3440,2921
Drama,,3441,47
"Adventure,Comedy,Family","Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",3442,2922
"Drama,Fantasy,Romance","128 St & Old Yale Rd, Surrey, British Columbia, Canada",3443,2923
"Drama,Romance","New Orleans, Louisiana, USA",3444,2924
"Action,Adventure,Comedy","420 Market Street, Wilmington, North Carolina, USA",3445,2925
Comedy,"Convocation Hall, University of Toronto, Toronto, Ontario, Canada",3446,2926
"Comedy,Crime","Greenwich, Connecticut, USA",3447,2927
Comedy,"New York City, New York, USA",3448,154
Comedy,"Atlanta, Georgia, USA",3449,1216
"Comedy,Drama,Romance","6300 Orion Ave, Van Nuys, Los Angeles, California, USA",3450,2928
Drama,"Eagle Rock, California, USA",3451,2929
Comedy,"Mesa, Arizona, USA",3452,2930
Horror,"Sudbury, Ontario, Canada",3453,2931
Drama,"New York City, New York, USA",3454,63
"Action,Adventure,Drama","El Paso, Texas, USA",3455,2932
"Comedy,Drama",,3456,1475
"Drama,Mystery,Thriller","Colorado Street Bridge, Pasadena, California, USA",3457,2933
"Animation,Adventure,Family","Alcázar de Segovia, Segovia, Castilla y León, Spain",3458,2934
"Crime,Drama,Sport","Greensboro, North Carolina, USA",3459,2935
"Drama,Crime,War","Kraków, Malopolskie, Poland",3460,2936
Drama,"Asheville, North Carolina, USA",3461,2937
,,3462,256
Thriller,,3463,71
"Comedy,Drama",,3464,1475
"Comedy,Romance","Tampa, Florida, USA",3465,2938
"Mystery,Thriller","Atlanta, Georgia, USA",3466,2939
"Drama,Mystery,Thriller","Nuevo Laredo, Tamaulipas, Mexico",3467,2940
Thriller,"Las Vegas, Nevada, USA",3468,2941
"Short,Comedy",,3469,2634
"Animation,Comedy,Family","Max Fleischer Studios Inc., Miami, Florida, USA",3470,2942
"Action,Adventure,Family","Hollywood Center Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA",3471,2943
"Drama,Family,Sport","Charnock Richard, Wigan, Greater Manchester, England, UK",3472,2944
Horror,,3473,450
"Drama,Adventure,Family","Railroad Creek, Washington, USA",3474,2945
"Action,Horror,Thriller","Erie, Pennsylvania, USA",3475,2946
"Comedy,Musical,Family","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",3476,2947
"Action,Horror,Thriller",,3477,2948
"Comedy,Romance","Valencia, Comunidad Valenciana, Spain",3478,2949
"Drama,Mystery,Romance","Hawaii, USA",3479,2950
"Horror,Thriller","Medellín, Antioquia, Colombia",3480,2951
Drama,,3481,47
Documentary,"Los Angeles, California, USA",3482,11
"Comedy,Drama,Horror","Charlotte, North Carolina, USA",3483,2952
"Drama,Family","Vermont, USA",3484,2953
"Crime,Mystery,Thriller","London, England, UK",3485,2954
"Action,Adventure,Comedy","Mackay, Queensland, Australia",3486,2955
Comedy,"Long Beach, California, USA",3487,2956
"Comedy,Family","20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",3488,2957
Thriller,,3489,71
Drama,"Paris, France",3490,585
"Drama,Thriller","2502 37th Ave W, Seattle, Washington, USA",3491,2958
"Drama,Thriller","Ansonia Hotel, New York City, New York, USA",3492,2959
"Comedy,Drama,Romance","Beaufort, South Carolina, USA",3493,2960
"Crime,Drama,Mystery","Spanish Plaza, New Orleans, Louisiana, USA",3494,2961
"Biography,Drama,Romance","9-17 40th Ave, Queens, New York, USA",3495,2962
"Comedy,Romance","1883 Orlando Road, San Marino, California, USA",3496,2963
"Drama,Romance","Postman's Park, Little Britain, London, England, UK",3497,2964
"Comedy,Drama,Romance","Pienza, Siena, Tuscany, Italy",3498,2965
"Comedy,Music","West Mesa High School, 6701 Fortuna Road NW, Albuquerque, New Mexico, USA",3499,2966
"Comedy,Drama,Romance","210 Riverside Drive, Manhattan, New York City, New York, USA",3500,2967
"Comedy,Drama,Romance","Shepperton Studios, Shepperton, Surrey, England, UK",3501,2968
"Comedy,Drama,Romance","Lake Point Tower, 505 North Lake Shore Drive, Chicago, Illinois, USA",3502,2969
"Comedy,Drama,Romance","Aldbury, Hertfordshire, England, UK",3503,2970
"Comedy,Music,Romance","201 West 72nd Street, Manhattan, New York City, New York, USA",3504,2971
"Comedy,Fantasy,Music","Bay Ridge, Brooklyn, New York City, New York, USA",3505,2972
"Action,Comedy,Crime","7 Lincoln Square, Manhattan, New York City, New York, USA",3506,2973
Drama,"Agnes Scott College - 141 E. College Avenue, Decatur, Georgia, USA",3507,2974
"Comedy,Drama,Music","Tavern on the Green - Central Park at W. 67th Street, Central Park, Manhattan, New York City, New York, USA",3508,2975
"Comedy,Drama,Romance","Connecticut, USA",3509,2158
Comedy,"Glendale, California, USA",3510,2976
"Drama,Family","Grand Teton National Park, Moose, Wyoming, USA",3511,2977
"Comedy,Drama,Romance","Aix-en-Provence, Bouches-du-Rhône, France",3512,2978
"Comedy,Drama,Romance","HMV Oxford Circus, Oxford Street, London, England, UK",3513,2979
"Comedy,Drama,Romance","Musée Galliera - 10 avenue Pierre-1er-de-Serbie, Paris 16, Paris, France",3514,2980
"Drama,Music,Romance","Appalachian region, Virginia, USA",3515,2981
"Comedy,Drama,Romance","Mumbai, Maharashtra, India",3516,2982
"Comedy,Romance","1 Electra Ct, Los Angeles, California, USA",3517,2983
"Drama,Romance,Comedy","Los Angeles, California, USA",3518,2984
Horror,"Adamstown Village Market - 5550 Mountville Road, Adamstown, Maryland, USA",3519,2985
"Comedy,Romance","Showline Studios, Toronto, Ontario, Canada",3520,2035
"Drama,Horror,Romance","Bradford, West Yorkshire, England, UK",3521,2986
"Action,Comedy,Romance","Baraboo, Wisconsin, USA",3522,2987
"Drama,War","Surrey, England, UK",3523,2988
"Comedy,Family,Romance","Santa Clarita, California, USA",3524,2224
"Comedy,Drama,Family","Toluca Lake, Los Angeles, California, USA",3525,2989
Horror,"Atlantic Highlands, New Jersey, USA",3526,2990
"Horror,Sci-Fi,Thriller","Gladstone, New Jersey, USA",3527,2991
"Comedy,Drama","Aunt Chiladas - 7330 North Dreamy Draw Drive, Phoenix, Arizona, USA",3528,2992
"Comedy,Horror","1049 Victoria Avenue, Los Angeles, California, USA",3529,2993
Drama,"Steiner Studios, New York City, New York, USA",3530,2994
"Comedy,Drama,Romance","Baltimore Museum of Art - 10 Art Museum Drive, Baltimore, Maryland, USA",3531,2995
Drama,"Upham Hall Miami University, Oxford, Ohio, USA",3532,2996
"Comedy,Drama",,3533,1475
"Action,Sci-Fi","Los Angeles, California, USA",3534,2997
"Fantasy,Horror","Stabilimenti Cinematografici Pontini, Rome, Lazio, Italy",3535,2998
"Drama,Romance","Burbank, California, USA",3536,2999
"Comedy,Horror","Los Angeles, California, USA",3537,443
"Comedy,Horror,Romance","West Wycombe House, West Wycombe Park, West Wycombe, Buckinghamshire, England, UK",3538,3000
"Comedy,Family,Fantasy","Santa Clarita, California, USA",3539,2872
"Action,Drama,Thriller","Enontekiö, Finland",3540,3001
"Comedy,Documentary","Madison Square, Manhattan, New York City, New York, USA",3541,3002
"Action,Adventure,Comedy",Malta,3542,3003
"Crime,Drama,Horror","Rawlins, Wyoming, USA",3543,3004
"Action,Sci-Fi,Thriller","Lake Ariel, Pennsylvania, USA",3544,3005
"Action,Adventure,Comedy","American Falls, Niagara Falls, New York, USA",3545,3006
"Fantasy,Horror,Sci-Fi",,3546,682
"Action,Crime,Thriller",,3547,3007
"Comedy,Drama,Romance","Anderson, South Carolina, USA",3548,3008
Documentary,"Monasterio de Piedra, Nuévalos, Zaragoza, Aragón, Spain",3549,3009
Comedy,"Stamford, Connecticut, USA",3550,3010
"Comedy,Romance","Burbank, California, USA",3551,3011
"Comedy,Drama,Romance","Los Angeles, California, USA",3552,1341
"Comedy,Drama,Romance","Birchmount Collegiate, Toronto, Ontario, Canada",3553,3012
Drama,,3554,47
"Biography,Drama",,3555,1479
"Comedy,Drama",,3556,1475
"Comedy,Drama,Romance","Central Park, Manhattan, New York City, New York, USA",3557,3013
"Comedy,Romance","Boston, Massachusetts, USA",3558,2913
Drama,,3559,47
"Drama,Music","Austin, Texas, USA",3560,3014
"Biography,Drama,Music","Cincinnati, Ohio, USA",3561,3015
Comedy,"General Service Studios - 1040 N. Las Palmas, Hollywood, Los Angeles, California, USA",3562,1890
Comedy,"Long Island, New York, USA",3563,3016
"Comedy,Drama","Wake Forest University - 1834 Wake Forest Road, Winston-Salem, North Carolina, USA",3564,3017
"Drama,Mystery,Romance","Vancouver, British Columbia, Canada",3565,3018
"Comedy,Romance","Carton House, Maynooth, County Kildare, Ireland",3566,3019
"Comedy,Drama,Romance","Long Island, New York, USA",3567,3020
"Adventure,Drama,Fantasy","Taj Lake Palace, Lake Pichola, Udaipur, Rajasthan, India",3568,3021
"Comedy,Drama","Albuquerque, New Mexico, USA",3569,3022
"Drama,Mystery,Romance",,3570,3023
"Comedy,Drama,Romance","Brooklyn Heights, Brooklyn, New York City, New York, USA",3571,3024
"Drama,Mystery,Thriller","Kingston High School, 403 Broadway, Kingston, New York, USA",3572,3025
"Comedy,Drama,Romance","Central Park, Manhattan, New York City, New York, USA",3573,3013
Drama,,3574,47
"Comedy,Drama,Fantasy","Urbania, Lower Garden District, New Orleans, Louisiana, USA",3575,3026
"Comedy,Drama,Romance","Los Angeles, California, USA",3576,1341
Drama,"Brooklyn, New York City, New York, USA",3577,36
"Comedy,Romance","New York City, New York, USA",3578,2577
Drama,"Double Door - 1572 N. Milwaukee Avenue, West Town, Chicago, Illinois, USA",3579,3027
"Comedy,History","New Orleans, Louisiana, USA",3580,3028
"Comedy,Fantasy,Romance","Abandoned Planet, 518 Valencia St, San Francisco, California, USA",3581,3029
"Action,Horror,Sci-Fi",Bulgaria,3582,3030
"Action,Comedy,Sci-Fi","Coal Mine Canyon, Tuba City, Arizona, USA",3583,3031
"Comedy,Drama","Times Square, Manhattan, New York City, New York, USA",3584,3032
Drama,"Clearwater, Florida, USA",3585,3033
"Comedy,Drama,Romance","Connecticut, USA",3586,2158
"Comedy,Romance","Boston, Massachusetts, USA",3587,2913
"Drama,Romance","Los Angeles, California, USA",3588,3034
"Television,Comedy","Cambridge, Ontario, Canada",3589,3035
Drama,"Lower East Side, Manhattan, New York City, New York, USA",3590,3036
"Comedy,Romance","Treasure Island, San Francisco Bay, California, USA",3591,3037
Documentary,,3592,26
"Drama,Romance,Sport",Canada,3593,3038
"Biography,Comedy,Drama","Asheville, North Carolina, USA",3594,3039
"Comedy,Drama,Fantasy","Alameda, California, USA",3595,3040
"Drama,Horror,Thriller","22700 Chase Place, Canoga Park, Los Angeles, California, USA",3596,3041
Comedy,,3597,628
"Comedy,Romance","Los Medanos Hospital, Pittsburg, California, USA",3598,3042
Adventure,,3599,2652
"Comedy,Drama,Fantasy","Mare Island, Vallejo, California, USA",3600,3043
"Comedy,Drama,Romance","Schiller's Liquor Bar, 131 Rivington Street, New York City, New York, USA",3601,3044
"Comedy,Music,Romance","Play's House, 2895 West 15th Street, Los Angeles, California, USA",3602,3045
"Comedy,Music,Romance",,3603,3046
Comedy,"Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",3604,395
Comedy,"Los Angeles, California, USA",3605,337
"Fantasy,Horror,Thriller","Fischer, Texas, USA",3606,3047
"Comedy,Drama,Romance","717 S Hudson Ave, Pasadena, California, USA",3607,3048
"Crime,Drama,Romance","Burnaby, British Columbia, Canada",3608,3049
"Comedy,Drama,War","Alsip, Illinois, USA",3609,3050
"Drama,Fantasy,Romance","Chicago, Illinois, USA",3610,3051
"Comedy,Fantasy,Romance","Shepperton Studios, Shepperton, Surrey, England, UK",3611,3052
"Family,Musical","Denver, Colorado, USA",3612,3053
"Adventure,Drama,Fantasy",,3613,3054
"Action,Crime,Thriller","Hall in Tirol, Tirol, Austria",3614,3055
