Creator,original_index,unique_index
"Mark Monroe,Stephanie Soechtig",4476,3823
"Roark Bradford,Marc Connelly",4477,3824
"Michael A. Simpson,Bonnie Turner",4478,3825
"Joseph Schrank,Lynn Root",4479,3826
W.C. Fields,4480,3827
Robert Buckner,4481,87
"Luigi Cozzi,Nat Wachsberger",4482,3828
Yabo Yablonsky,4483,3829
"Ivan Tors,Irma von Cube",4484,3830
"Thornton Wilder,Thornton Wilder",4485,3831
"Robert Carson,Percival Christopher Wren",4486,3832
Lamar Trotti,4487,3833
"Edward Bernds,Edward Bernds",4488,3834
"Rosemary Ritvo,Alfred Sole",4489,3835
Tim Conway,4490,3836
"Will Finn,John Sanford",4491,3837
"Karl Geurs,Carter Crocker",4492,3838
Scott King,4493,3839
"Raoul Ruiz,Robert Louis Stevenson",4494,3840
"John Lee Mahin,Ira Levin",4495,3841
"Talbot Jennings,Bradbury Foote",4496,3842
"Charles Dickens,Hugh Walpole",4497,3843
"Ernest Hemingway,Seymour Bennett",4498,3844
"Ben Hecht,Ben Hecht",4499,3845
"Lawrence Hazard,Richard Sale",4500,3846
"James Warner Bellah,Willis Goldbeck",4501,1758
"Stephen Crane,John Huston",4502,3847
"Thornton Wilder,Sally Benson",4503,3848
"Frederick L. Greene,Scott McIsaac",4504,3849
"James Warner Bellah,Frank S. Nugent",4505,3850
"Ernest Haycox,Dudley Nichols",4506,3851
"Leigh Whannell,Leigh Whannell",4507,3852
"Maxwell Anderson,Angus MacPhail",4508,3853
"Brent Briscoe,Mark Fauser",4509,3854
Ernest Lehman,4510,485
"Harry Brown,Kenneth Gamet",4511,3855
"Ruth Gordon,Garson Kanin",4512,3856
Jay Lacopo,4513,3857
"Ben Hecht,Frances Beeding",4514,3858
"Cormac McCarthy,Ted Tally",4515,3859
"Nedrick Young,Harold Jacob Smith",4516,3860
"Billy Bob Thornton,Tom Epperson",4517,2163
"Billy Bob Thornton,Tom Epperson",4518,2163
"Alexander Payne,Jim Taylor",4519,3861
"Mark Polish,Michael Polish",4520,3862
John Waters,4521,357
John Waters,4522,357
"Barry Gifford,Barry Gifford",4523,3863
"Douglas Morrow,Guy Trosper",4524,3864
"John Paxton,Katharine Topkins",4525,3865
John Waters,4526,357
John Waters,4527,357
Karin Kearns,4528,3866
"Charles Hoffman,Frank Tashlin",4529,3867
"Jonathan Latimer,Kenneth Fearing",4530,3868
John Waters,4531,357
"Virginia Van Upp,Steven Vas",4532,3869
"Kenneth Tynan,Robert Benton",4533,3870
"George Seaton,Franz Werfel",4534,3871
"Bob Merrill,Carlotta Monti",4535,3872
"Larry Buchanan,Lynn Shubert",4536,3873
Barry Sandler,4537,3874
Mike Binder,4538,1451
"John D. Hancock,Lee Kalcheim",4539,3875
"Sidney Sheldon,Edward Childs Carpenter",4540,3876
"Casey Robinson,Charles Einstein",4541,3877
"Nunnally Johnson,J.H. Wallis",4542,3878
"Bartlett Cormack,Fritz Lang",4543,3879
Robert A. Emmons Jr.,4544,3880
"Georges de La Fouchardière,André Mouézy-Éon",4545,3881
"Philip Yordan,Roy Chanslor",4546,3882
"Delmer Daves,David Goodis",4547,3883
"Nedrick Young,Harold Jacob Smith",4548,3860
"John Huston,W.R. Burnett",4549,3884
"W.R. Burnett,Robert N. Lee",4550,3885
"Kubec Glasmon,John Bright",4551,3886
"Jerry Wald,Richard Macaulay",4552,436
"Armitage Trail,Ben Hecht",4553,3887
"Reginald Berkeley,Sonya Levien",4554,3888
"Edna Ferber,Howard Estabrook",4555,3889
Alan Ormsby,4556,3890
Mark Rappaport,4557,3891
"Ruth Goetz,Augustus Goetz",4558,3892
"George Tabori,William Archibald",4559,3893
"Edna Ferber,Fred Guiol",4560,3894
"Richard Brooks,James Poe",4561,3895
"Millard Kaufman,Ross Lockridge Jr.",4562,3896
"John O'Hara,Charles Schnee",4563,3897
"Tennessee Williams,Gore Vidal",4564,3898
,4565,28
"Howard Kaminsky,Bennett Sims",4566,3899
"James Handshoe,Jeff London",4567,3900
"Willard Huyck,Gloria Katz",4568,1106
Rex Carlton,4569,2268
Earl Barton,4570,3901
"Lewis John Carlino,Lewis John Carlino",4571,3902
Corey B. Stevens,4572,3903
Richard Bernstein,4573,3904
Jo Heims,4574,3905
Jerry Sangiuliano,4575,3906
Frank Whaley,4576,3907
"Peter Carpenter,Tony Crechales",4577,3908
"Crane Wilbur,Charles Belden",4578,3909
"Ed Kelleher,Harriette Vidal",4579,3910
"William Grefe,Gary Crutcher",4580,3911
C. Penning Master,4581,3912
"David Lee Fein,R.L. O'Keefe",4582,3913
"Michael Hickey,Paul Caimi",4583,3914
Ray Greene,4584,3915
Robert Hiltzik,4585,3916
"Lawrence Bender,Scott Spiegel",4586,3917
Ken Selden,4587,3918
"David Lee Henry,David Lee Henry",4588,3919
"Sy Bartlett,Beirne Lay Jr.",4589,3920
"Jack DeWitt,Stanley Mann",4590,3921
"George Kirgo,Maurice Richlin",4591,3922
"Eugene Ling,Philip Stevenson",4592,3923
"Pat Conroy,Thomas Pope",4593,3924
"James Benson Nablo,Daniel Mainwaring",4594,3925
"Nunnally Johnson,Alan Le May",4595,3926
"Richard Macaulay,Robert Carson",4596,3927
"Casey Robinson,Jack Moffitt",4597,3928
"Jerry Wald,Richard Macaulay",4598,436
"William Rose,Guy Owen",4599,3929
Doran William Cannon,4600,3930
"Arthur T. Horman,Dwight Taylor",4601,3931
"Charles Kenyon,Delmer Daves",4602,3932
Rick Gratzer,4603,3933
"Stanley Roberts,Michael Blankfort",4604,3934
"Norman Krasna,Hal Kanter",4605,3935
"George Axelrod,William Inge",4606,3936
"Louis Lantz,Frank Fenton",4607,3937
"Charles Lederer,Joseph Fields",4608,3938
"Charles Brackett,Walter Reisch",4609,3939
"Nunnally Johnson,Zoe Akins",4610,3940
"Phoebe Ephron,Henry Ephron",4611,3941
Arthur Miller,4612,3942
"Terence Rattigan,Terence Rattigan",4613,3943
"Lillian Hellman,John Michael Hayes",4614,3944
"Robert Anderson,Kathryn Hulme",4615,3945
"Laird Koenig,Sidney Sheldon",4616,3946
"Dorothy Kingsley,William Henry Hudson",4617,3947
"Warren Adler,Darryl Ponicsan",4618,3948
J.J. Abrams,4619,685
Joe Forte,4620,3949
"Roman Polanski,Gérard Brach",4621,3950
Michael Browning,4622,3951
Kevin Wade,4623,3952
"Leo Tolstoy,Bridget Boland",4624,3953
Tom Scheuer,4625,3954
Daniel Millican,4626,3955
"Ben Maddow,Alan Le May",4627,3956
"Samson Raphaelson,Alfred A. Cohn",4628,3957
Eugene O'Neill,4629,3958
"John Dahl,Rick Dahl",4630,3959
Lamar Trotti,4631,3833
"Frances Goodrich,Albert Hackett",4632,99
"Harvey Gates,Oscar Hammerstein II",4633,3960
"Robert Ellis,Helen Logan",4634,3961
"Josef von Sternberg,Geza Herczeg",4635,3962
Dudley Nichols,4636,3963
"Robert Lee Scott Jr.,Peter Milne",4637,3964
"Bertram Millhauser,Abem Finkel",4638,3965
"Lewis R. Foster,Frank Ryan",4639,3966
"Roland Kibbee,Oscar Hammerstein II",4640,3967
"Bertram Millhauser,Arthur Conan Doyle",4641,3968
"Buck Henry,David Newman",4642,3969
Steve Latshaw,4643,3970
Randy Feldman,4644,721
Alex Rebar,4645,3971
Christopher Reynolds,4646,3972
"Glenn M. Benest,Matthew Barr",4647,3973
"Lillian Hellman,Sidney Kingsley",4648,3974
Dennis Bartok,4649,3975
"Dalton Trumbo,Howard Fast",4650,3976
Tim Pope,4651,3977
Frank Henenlotter,4652,3978
Allan Scott,4653,3979
"William J. Cowen,Cyril Hume",4654,3980
"Gwen Bristow,Lenore J. Coffee",4655,3981
"Robert Nathan,Leonardo Bercovici",4656,3982
"Lamar Trotti,W. Somerset Maugham",4657,3983
"Jules Furthman,Harry Hervey",4658,3984
"Nunnally Johnson,Agnes Newton Keith",4659,3985
"Dashiell Hammett,Lillian Hellman",4660,3986
"Roy Huggins,Roy Huggins",4661,3987
"Ayn Rand,Christopher Massie",4662,3988
"Melville Baker,Jack Kirkland",4663,3989
"Thomas Harris,Michael Mann",4664,3990
David C. Wilson,4665,3991
"Jason Allen King,John Schwert",4666,3992
Don Jones,4667,3993
"Daniel F. Galouye,Josef Rusnak",4668,3994
"Howard J. Green,Gertrude Purcell",4669,3995
"Robert Riskin,James Hilton",4670,3996
"Zoe Akins,Frances Marion",4671,3997
"Luciano Comici,Robert Mundi",4672,3998
"Robert B. Hunt,Robert B. Hunt",4673,3999
"Jeffrey Bloom,Jeffrey Bloom",4674,4000
"Margery Sharp,Monckton Hoffe",4675,4001
"Art Cohn,Adela Rogers St. Johns",4676,4002
"Robert Standish,John Lee Mahin",4677,4003
"Julius J. Epstein,Philip G. Epstein",4678,35
"Karl Tunberg,Clyde Fitch",4679,4004
"Albert Hackett,Frances Goodrich",4680,161
"Dorothy Cooper,Dorothy Kingsley",4681,4005
Ruth Brooks Flippen,4682,4006
"Frances Goodrich,Albert Hackett",4683,99
"Harold Buchman,Viña Delmar",4684,4007
"Joe Carnahan,Ian Mackenzie Jeffers",4685,4008
"Richard Wenk,Sylvester Stallone",4686,4009
"Greydon Clark,Alvin L. Fast",4687,2270
"John W. Richardson,Christopher Roach",4688,4010
"Joe Carnahan,Brian Bloom",4689,4011
"Tony Gilroy,W. Blake Herron",4690,4012
"Oliver Butcher,Stephen Cornwell",4691,4013
"Norman Maclean,Richard Friedenberg",4692,4014
"Ron Osborn,Jeff Reno",4693,4015
"Susan Shilliday,William D. Wittliff",4694,4016
"Andrew Dominik,Ron Hansen",4695,4017
"Kevin Jarre,David Aaron Cohen",4696,4018
"Michael Frost Beckner,Michael Frost Beckner",4697,4019
J.H. Wyman,4698,4020
"Peter Arnold,Elwyn Richards",4699,4021
Frank Ray Perilli,4700,699
"Greydon Clark,Alvin L. Fast",4701,2270
Robb White,4702,4022
"Alvin L. Fast,Greydon Clark",4703,4023
Richard Friedman,4704,4024
Greydon Clark,4705,64
"Chip Proser,John Drimmer",4706,4025
David Kendall,4707,3314
"Tom Schulman,Tom Schulman",4708,4026
"Michael Crichton,Philip Kaufman",4709,4027
"John Katzenbach,Jeb Stuart",4710,4028
"Robert Dillon,Ray Russell",4711,4029
Larry Ferguson,4712,4030
Charles B. Griffith,4713,3484
,4714,28
"Charles B. Griffith,Mark Hanna",4715,4031
"Charles Beaumont,Ray Russell",4716,4032
"Jeremy Brock,Rosemary Sutcliff",4717,4033
,4718,28
"Richard Matheson,Edgar Allan Poe",4719,4034
"Ben Barzman,Basilio Franchina",4720,4035
David Odell,4721,4036
"Leo Gordon,Jack Hill",4722,4037
"Joseph John Barmettler,Jo Reifel",4723,4038
"Michael Janover,William Gray",4724,4039
"Eileen Chang,James Schamus",4725,4040
"Aubrey K. Rattan,John F. Goff",4726,4041
Charles Finch,4727,4042
"Vladimir Nabokov,Stephen Schiff",4728,4043
Phil Alden Robinson,4729,4044
"Billy Ray,Matthew Chapman",4730,4045
Aubrey Wisberg,4731,4046
"Frances Mayes,Audrey Wells",4732,4047
J.J. Abrams,4733,685
Adam Coleman Howard,4734,4048
"John Dahl,David W. Warfield",4735,4049
Don Ferrarone,4736,4050
"Desmond Lowden,William Davies",4737,4051
"Louis Venosta,Eric Lerner",4738,4052
John Fusco,4739,1141
Joe Roberts,4740,4053
"Don Coscarelli,Paul Pepperman",4741,4054
"Tom Schulman,Patricia Resnick",4742,4055
"Patrick Sheane Duncan,Phil Groves",4743,4056
David Beaird,4744,4057
"Robert Towne,Warren Beatty",4745,4058
Herschel Faber,4746,4059
"Myra Lewis,Murray Silver Jr.",4747,4060
Wm. Mernit,4748,4061
"Michael Lanahan,David Oas",4749,4062
"Luciano Vincenzoni,Sergio Donati",4750,4063
"Dennis Feldman,Jeff Franklin",4751,4064
"William Monahan,Andrew Bovell",4752,4065
Ben Zelig,4753,4066
"Peter Benchley,Peter Benchley",4754,4067
"Jonathan Demme,Joe Viola",4755,4068
"Charles Moss,Stan Dragoti",4756,4069
"Johnny Craig,Al Feldstein",4757,4070
"John Steinbeck,David S. Ward",4758,4071
"Arthur Miller,Arthur Miller",4759,1955
"Robert Stone,Judith Rascoe",4760,4072
John Byrum,4761,4073
Richard Compton,4762,4074
Colin Higgins,4763,4075
"Lowell Ganz,Babaloo Mandel",4764,628
Robert Buckner,4765,87
"Kenneth Gamet,Irving Ravetch",4766,4076
"Richard English,Jonathan Latimer",4767,4077
Burt Kennedy,4768,718
"A.I. Bezzerides,Frank Fenton",4769,4078
"Alan Le May,Zane Grey",4770,4079
Mike Malloy,4771,4080
"Kenneth Gamet,John W. Cunningham",4772,4081
"Charles Marquis Warren,Frank Gruber",4773,4082
Jean-Claude Van Damme,4774,4083
"Burt Kennedy,Elmore Leonard",4775,4084
Keith Parmer,4776,4085
"George Dugdale,Mark Ezra",4777,4086
"Eric James Virgets,Jorge Alvarez",4778,4087
"Dan Harris,James Portolese",4779,4088
"John Hyams,Doug Magnuson",4780,4089
Tim Tori,4781,4090
"Eric Bromberg,James Bromberg",4782,4091
Jean-Claude Van Damme,4783,4083
Aaron Rahsaan Thomas,4784,4092
Fraser Clarke Heston,4785,4093
"John Erick Dowdle,Drew Dowdle",4786,4094
"Guy Ritchie,Lionel Wigram",4787,4095
"Drew Goddard,Andy Weir",4788,4096
"Mark Mallouk,Jez Butterworth",4789,4097
Taylor Sheridan,4790,4098
"Steven Knight,Stephen J. Rivele",4791,4099
M. Night Shyamalan,4792,240
"Robert Zemeckis,Christopher Browne",4793,4100
"Andrew Lowery,Andrew Miller",4794,4101
Matthew Ryan Hoge,4795,4102
"Chris Fuhrman,Jeff Stockwell",4796,4103
David Auburn,4797,4104
"Ethan Canin,Neil Tolkin",4798,4105
Stacy Peralta,4799,4106
Richard Ledes,4800,4107
"Harry Crews,Julian Goldberger",4801,4108
"Anne Nelson,Anne Nelson",4802,4109
Michael Burke,4803,4110
"Charles E. Roberts,Ray Nazarro",4804,4111
"Jack Kirby,Craig Kyle",4805,4112
James Gunn,4806,4113
"Jack Kirby,Christopher Markus",4807,1839
"Christopher Markus,Stephen McFeely",4808,307
"Steve Ditko,Thomas Dean Donnelly",4809,4114
"Joss Whedon,Stan Lee",4810,4115
"Bella Spewack,Sam Spewack",4811,4116
"Cole Frates,Famke Janssen",4812,4117
"Joel Sayre,Fred Guiol",4813,4118
"Irwin Shaw,Sidney Buchman",4814,4119
"John Monk Saunders,John Monk Saunders",4815,4120
"Charles Bruce Millholland,Ben Hecht",4816,4121
"Ben Hecht,Charles Lederer",4817,2545
"Charles Brackett,Billy Wilder",4818,1050
"Charles Lederer,Leonard Spigelgass",4819,4122
Preston Sturges,4820,85
Preston Sturges,4821,85
Preston Sturges,4822,85
"Samson Raphaelson,Grover Jones",4823,4123
Preston Sturges,4824,85
"Charles Brackett,Billy Wilder",4825,1050
"Scott Kosar,Jay Anson",4826,4124
"Samson Raphaelson,Leslie Bush-Fekete",4827,4125
"Melchior Lengyel,Edwin Justus Mayer",4828,4126
"Jack Jevne,Eric Hatch",4829,4127
"Eric Hodgins,Norman Panama",4830,4128
"Morrie Ryskind,Martha Cheavens",4831,4129
Dana Stevens,4832,2050
"Tina Turner,Kurt Loder",4833,4130
Robert King,4834,4131
"Laura Ziskin,Alvin Sargent",4835,4132
"Leigh Whannell,James Wan",4836,121
Nicholas St. John,4837,4133
"Calder Willingham,Calder Willingham",4838,4134
David Seltzer,4839,388
Jessie Nelson,4840,4135
"John Pielmeier,John Pielmeier",4841,4136
"Albert S. Ruddy,Charles Finch",4842,4137
"Michael Varhol,Christopher Guest",4843,4138
"Ben Hecht,James H. Street",4844,4139
"Albert Hackett,Frances Goodrich",4845,161
"Maurine Dallas Watkins,Howard Emmett Rogers",4846,4140
"Frances Goodrich,Albert Hackett",4847,99
"Robert Riskin,Dwight Taylor",4848,4141
Sidney Sheldon,4849,4142
"Ring Lardner Jr.,Michael Kanin",4850,4143
"Leslie Bohem,Stephen Gaghan",4851,4144
Kevin R. Hershberger,4852,4145
"Jeff Shaara,Ron Maxwell",4853,4146
"Julian Adams,Julian Adams",4854,4147
"Harold Frederic,Bill Kauffman",4855,4148
"Kevin Jarre,Lincoln Kirstein",4856,4149
"Scott M. Gimple,Seth Hoffman",4857,4150
"Mark Frost,Michael France",4858,4151
Mark Steven Johnson,4859,4152
"Don Payne,Mark Frost",4860,4153
Joss Whedon,4861,3211
"Brannon Braga,Ronald D. Moore,Richard C. Berman",4862,4154
David Webb Peoples,4863,1604
Andrew Niccol,4864,1138
"Leslie Dixon,Alan Glynn",4865,4155
"Ed Solomon,Boaz Yakin",4866,4156
Seth Morris,4867,4157
,4868,28
"Matt Walsh,Josh Weiner",4869,4158
"Leslye Headland,Leslye Headland",4870,4159
"Wesley Strick,Steve Allison",4871,4160
"Gary Walkow,Gary Walkow",4872,4161
"Joey Berlin,Jason S. Dennis",4873,4162
"Jeffrey Brown,Michael Mohan",4874,4163
"J. Mills Goodloe,Will Fetters",4875,4164
"Shana Feste,Joshua Safran",4876,4165
"William Shakespeare,Craig Pearce",4877,4166
E. Max Frye,4878,4167
Mari Kornhauser,4879,4168
"Hugh Wilson,Pj Torokvei",4880,4169
"Eleazar Lipsky,Ben Hecht",4881,4170
"Charles Frazier,Anthony Minghella",4882,4171
"Christopher Barzak,Carter Smith",4883,4172
Pablo F. Fenjves,4884,4173
"Rod Lurie,David Zelag Goodman",4885,4174
"Jennifer Elise Cox,Sam Pancake",4886,4175
Peter Hedges,4887,4176
Kevin Williamson,4888,376
"Jessica Bendinger,Jerry O'Connell",4889,4177
John Patrick Shanley,4890,4178
George Gallo,4891,4179
"David Diamond,David Weissman",4892,2069
Jake Paltrow,4893,4180
"Ira Levin,Roman Polanski",4894,4181
"Ehren Kruger,Kôji Suzuki",4895,4182
"Mike Jefferies,Adrian Butchart",4896,4183
Chris Hauty,4897,1528
Alejandro Amenábar,4898,4184
Scott Silver,4899,4185
Sam Raimi,4900,4186
"John Carpenter,Debra Hill",4901,527
"Gary Sherman,Brian Taggert",4902,4187
David Seltzer,4903,388
"Kim Henkel,Tobe Hooper",4904,4188
"Paul Harris Boardman,Scott Derrickson",4905,4189
"Jay Chandrasekhar,Kevin Heffernan",4906,4190
"Barry Wernick,Allen Covert",4907,4191
"Matthew Faulk,Mark Skeet",4908,4192
"Mitch Davis,John H. Groberg",4909,4193
Douglas McGrath,4910,4194
"Fred Wolf,David Spade",4911,4195
"Alex Kurtzman,Roberto Orci",4912,308
"Brian Klugman,Lee Sternthal",4913,4196
"Aaron Guzikowski,Arnaldur Indriðason",4914,4197
Steven Knight,4915,239
"Todd Hickey,Robert Tannen",4916,4198
J.H. Wyman,4917,4020
"Scott Derrickson,Paul Harris Boardman",4918,4199
"Jay Chandrasekhar,Kevin Heffernan",4919,4190
Eric Luke,4920,4200
"Mark H. Baker,Michael Burton",4921,4201
Matthew Michael Carnahan,4922,4202
"Frank Hohimer,Michael Mann",4923,4203
"DeWitt Bodeen,Alan Ormsby",4924,4204
William Broyles Jr.,4925,4205
"Baz Luhrmann,Craig Pearce",4926,3306
"John Hodge,Alex Garland",4927,4206
"Charles Leavitt,Charles Leavitt",4928,3138
Bert V. Royal,4929,4207
"Richard LaGravenese,Steven Rogers",4930,4208
"Dana Stevens,Gage Lansky",4931,4209
Dan Fogelman,4932,2073
Nelson Greaves,4933,4210
Todd Graff,4934,4211
"Kay Cannon,Mickey Rapkin",4935,1865
"Kristen Wiig,Annie Mumolo",4936,4212
,4937,28
"Gene Roddenberry,Rick Berman",4938,4213
"Gene Roddenberry,Harve Bennett",4939,4214
"Gene Roddenberry,Harve Bennett",4940,4214
"Gene Roddenberry,Leonard Nimoy",4941,4215
"Arthur C. Clarke,Peter Hyams",4942,4216
"Gene Roddenberry,Leonard Nimoy",4943,4215
"Gene Roddenberry,Rick Berman",4944,4213
"Gene Roddenberry,John Logan",4945,4217
"Jason Fuchs,William M. Marston",4946,4218
Roger Lay Jr.,4947,4219
"Roger Lay Jr.,Robert Meyer Burnett",4948,4220
"John Mess,Craig Sheeler",4949,4221
"Paul Bowman,Adam Haus",4950,4222
"Josh Dasal,Scott J. Gill",4951,4223
"Clifford Green,Casey T. Mitchell",4952,4224
"Coline Serreau,James Orr",4953,4225
"Brent Maddock,S.S. Wilson",4954,2734
John Hughes,4955,390
"Edgar Rice Burroughs,Stuart Beattie",4956,4226
"Mick Garris,Brad Bird",4957,4227
"Parker Bennett,Terry Runte",4958,4228
Chris Morgan,4959,4229
"Ken Li,Gary Scott Thompson",4960,4230
"Gary Scott Thompson,Michael Brandt",4961,4231
"Chris Morgan,Gary Scott Thompson",4962,1871
"Chris Morgan,Gary Scott Thompson",4963,1871
"Chris Morgan,Gary Scott Thompson",4964,1871
Gore Vidal,4965,4232
"S.S. Wilson,Brent Maddock",4966,3424
"William Dale Jennings,Irving Ravetch",4967,4233
"James Lee Barrett,Stanley Hough",4968,4234
James Edward Grant,4969,4235
"Harry Julian Fink,Rita M. Fink",4970,1734
James Edward Grant,4971,4235
"John Lee Mahin,Martin Rackin",4972,174
"A.B. Guthrie Jr.,Jack Sher",4973,4236
"James Kevin McGuinness,James Warner Bellah",4974,4237
"Samuel G. Engel,Winston Miller",4975,4238
John Carpenter,4976,2584
Burt Kennedy,4977,718
"Sonoko Kondo,Jeff McKay",4978,4239
"Peter Dexter,Jim Quinlan",4979,4240
"Joe Klein,Elaine May",4980,4241
"Tom Matthews,Tom Matthews",4981,4242
Amy Heckerling,4982,4243
"Nelson DeMille,Christopher Bertolini",4983,4244
"Jonathan Harr,Steven Zaillian",4984,4245
"Elmore Leonard,Peter Steinfeld",4985,4246
Gerald Di Pego,4986,4247
"Ryan Condal,Evan Spiliotopoulos",4987,4248
"Scott Alexander,Larry Karaszewski",4988,405
"Darren Aronofsky,Ari Handel",4989,4249
"Luc Besson,Robert Mark Kamen",4990,1901
"Luc Besson,Robert Mark Kamen",4991,1901
"Kyle Ward,Robert Rodriguez",4992,4250
"Alford Van Ronkel,Robert A. Heinlein",4993,4251
"Robert Creighton Williams,Christopher Knopf",4994,4252
"Robert J. Gurney Jr.,Al Martin",4995,4253
Richard Blake,4996,4254
"Donald E. Keyhoe,Curt Siodmak",4997,4255
"Jeff Nathanson,Ross LaManna",4998,4256
"Ross LaManna,Jim Kouf",4999,4257
"Fenton Bailey,Randy Barbato",5000,4258
Robert Rodat,5001,1587
"Bruce Geller,Ronald D. Moore",5002,4259
"John Ridley,John Ridley",5003,1989
"Josh Appelbaum,André Nemec",5004,1879
"David Duncan,H.G. Wells",5005,4260
"Alain Godard,Jean-Jacques Annaud",5006,4261
"Ethan Coen,Joel Coen",5007,1542
"Erin Cressida Wilson,Mary Gaitskill",5008,4262
"Joel Coen,Ethan Coen",5009,108
"Homer,Ethan Coen",5010,4263
"Joel Coen,Ethan Coen",5011,108
"Joel Coen,Ethan Coen",5012,108
"Joel Coen,Ethan Coen",5013,108
"Robert Ramsey,Matthew Stone",5014,3326
"Joel Coen,Ethan Coen",5015,108
"Joel Coen,Ethan Coen",5016,108
"Robert A. Heinlein,Flint Dille",5017,4264
"Mark Bowden,Ken Nolan",5018,4265
"Cormac McCarthy,Joe Penhall",5019,4266
"Rhett Reese,Paul Wernick",5020,397
"Chris Terrio,David S. Goyer",5021,4267
"Josh Appelbaum,Kevin Eastman",5022,4268
"Duncan Jones,Charles Leavitt",5023,4269
Gary Goddard,5024,4270
Stu Pollard,5025,4271
"Simon Kelton,Sean Macaulay",5026,4272
"Jenny Bicks,Bill Condon",5027,4273
Paul W.S. Anderson,5028,4274
Paul W.S. Anderson,5029,4274
Todd Solondz,5030,3566
"Jim Lovell,Jeffrey Kluger",5031,4275
Bragi F. Schut,5032,4276
"Eric Garcia,Nicholas Griffin",5033,4277
"Todd Farmer,Patrick Lussier",5034,4278
"Stephen Hunter,Jonathan Lemkin",5035,4279
"Robert Ludlum,Tony Gilroy",5036,4280
"Mark Neveldine,Brian Taylor",5037,3637
Boaz Yakin,5038,4281
"Mark Neveldine,Brian Taylor",5039,3637
"Richard Wenk,Lewis John Carlino",5040,4282
Rand Ravich,5041,4283
"Tim Burton,Carlos Grangel",5042,4284
"Arturo Pérez-Reverte,John Brownjohn",5043,4285
"Washington Irving,Kevin Yagher",5044,4286
"Daniel Wallace,John August",5045,4287
"Rudolph Grey,Scott Alexander",5046,4288
"Eric Aronson,Kyril Bonfiglioli",5047,4289
"Paul Franklin,Arthur Hoerl",5048,4290
"Renée Taylor,Joseph Bologna,Gabe Bologna",5049,4291
"Bert Kalmar,Harry Ruby",5050,2101
James Vanderbilt,5051,4292
"Mark Millhone,Mark Millhone",5052,4293
"Brian Helgeland,John Godey",5053,4294
Andrew Kevin Walker,5054,621
Paul W.S. Anderson,5055,4274
Paul W.S. Anderson,5056,4274
"John Orloff,Mariane Pearl",5057,4295
"Darcy Frey,Glen Charles",5058,4296
Caspian Tredwell-Owen,5059,4297
Sterlin Harjo,5060,4298
"Nick Stagliano,James C. Wolf",5061,4299
"Rodney Patrick Vaccaro,Rodney Patrick Vaccaro",5062,4300
"Brian Moore,Brian Moore",5063,4301
Jennifer Arnold,5064,4302
"Jon Watts,Christopher D. Ford",5065,4303
Dave LaMattina,5066,4304
,5067,28
"Tom Brady,Tom Brady",5068,4305
"Harris Goldberg,Rob Schneider",5069,4306
Douglas Underdahl,5070,4307
"Nora Ephron,Delia Ephron",5071,4308
