Creator,Actors,original_index,unique_index
"John Kurland,Jacob Eskendar","Stephen MacKenna,Rod Culbertson,John Altman",4449,4405
"Richard Ayoade,Joe Dunthorne","Craig Roberts,Sally Hawkins,Paddy Considine",4450,4406
"Jimmy Sangster,Patrick Tilley","Katharine Ross,Sam Elliott,John Standing",4451,4407
Janice Lee Graham,"Karen Allen,Thierry Lhermitte,Christopher Cazenove",4452,4408
"Jennifer Jason Leigh,Noah Baumbach","Ben Stiller,Greta Gerwig,Jennifer Jason Leigh",4453,4409
Destin Daniel Cretton,"Brie Larson,Frantz Turner,John Gallagher Jr.",4454,4410
"William Martin Brennan,Ashton Root","Larry Drake,Curtis Williams,Brendon Ryan Barrett",4455,4411
,"Bhagavan Angulo,Govinda Angulo,Jagadisa Angulo",4456,4412
,"Amy Winehouse,Mitch Winehouse,Mark Ronson",4457,4413
"Robert Gordon,Morgan Neville","Gore Vidal,William F. Buckley,Dick Cavett",4458,4414
"Sean Baker,Chris Bergoch","Kitana Kiki Rodriguez,Mya Taylor,Karren Karagulian",4459,4415
,"Lorraine Barrett,June Downs,Phillip Froehlich",4460,4416
,,4461,653
,"Heston Blumenthal,Daniel Boulud,Frank Bruni",4462,4417
Jason Wise,"Bo Barrett,Shayn Bjornholm,Dave Cauble",4463,4418
"Tracy Keenan Wynn,Charlie Fletcher","Vinnie Jones,David Kelly,David Hemmings",4464,4419
"Scott McAboy,Richard Preston Jr.","Ross Malinger,P.J. Soles,Kenneth Tigar",4465,4420
Michael Lansu,"Thea Camara,Salvatore Covello,Harold Dennis",4466,4421
"R.J. Robertson,Jim Wynorski","Traci Lords,Arthur Roberts,Lenny Juliano",4467,4422
"Calvin Cox Jr.,Calvin Cox Jr.","Danny Glover,Sean Astin,Vinnie Jones",4468,4423
Jeff Gendelman,"Sean Astin,Mimi Rogers,Chris Mulkey",4469,4424
"Kazeem Molake,Kazeem Molake","Heather Paige Cohn,Omar Gooding,Deanna Pak",4470,4425
Douglas K. Grimm,"Traci Lords,Crystal Shaw,Harrison Le Duke",4471,4426
Manish Pandey,"Ayrton Senna,Alain Prost,Frank Williams",4472,4427
Mike Grady,"Traci Lords,John Vernon,Nick Cassavetes",4473,4428
,Dennis Kucinich,4474,4429
"Chris Morgan,Christopher Borrelli","Olivia Taylor Dudley,Michael Peña,Dougray Scott",4475,4430
"Mark Monroe,Stephanie Soechtig","Michele Simon,Oprah Winfrey,Katie Couric",4476,4431
"Roark Bradford,Marc Connelly","Rex Ingram,Oscar Polk,Eddie 'Rochester' Anderson",4477,4432
"Michael A. Simpson,Bonnie Turner","William Windom,David L. Lander,Bruce Mahler",4478,4433
"Joseph Schrank,Lynn Root","Ethel Waters,Eddie 'Rochester' Anderson,Lena Horne",4479,4434
W.C. Fields,"W.C. Fields,Cora Witherspoon,Una Merkel",4480,4435
Robert Buckner,"Errol Flynn,Olivia de Havilland,Raymond Massey",4481,4436
"Luigi Cozzi,Nat Wachsberger","Marjoe Gortner,Caroline Munro,Christopher Plummer",4482,4437
Yabo Yablonsky,"Joe Lewis,Christopher Lee,Donald Pleasence",4483,4438
"Ivan Tors,Irma von Cube","Katharine Hepburn,Paul Henreid,Robert Walker",4484,4439
"Thornton Wilder,Thornton Wilder","William Holden,Martha Scott,Fay Bainter",4485,4440
"Robert Carson,Percival Christopher Wren","Gary Cooper,Ray Milland,Robert Preston",4486,4441
Lamar Trotti,"Henry Fonda,Alice Brady,Marjorie Weaver",4487,4442
"Edward Bernds,Edward Bernds","Hugh Marlowe,Nancy Gates,Nelson Leigh",4488,4443
"Rosemary Ritvo,Alfred Sole","Linda Miller,Mildred Clinton,Paula E. Sheppard",4489,4444
Tim Conway,"Tim Conway,Chuck McCann,Joe Dorsey",4490,4445
"Will Finn,John Sanford","Judi Dench,Cuba Gooding Jr.,Jennifer Tilly",4491,4446
"Karl Geurs,Carter Crocker","John Goodman,Haley Joel Osment,Tony Jay",4492,4447
Scott King,"Lance Baker,Nick Offerman,Jonah Blechman",4493,4448
"Raoul Ruiz,Robert Louis Stevenson","Vic Tayback,Martin Landau,Anna Karina",4494,4449
"John Lee Mahin,Ira Levin","Andy Griffith,Myron McCormick,Nick Adams",4495,4450
"Talbot Jennings,Bradbury Foote","Spencer Tracy,Rita Johnson,Lynne Overman",4496,4451
"Charles Dickens,Hugh Walpole","Freddie Bartholomew,Frank Lawton,Edna May Oliver",4497,4452
"Ernest Hemingway,Seymour Bennett","Gregory Peck,Joan Bennett,Robert Preston",4498,4453
"Ben Hecht,Ben Hecht","Jane Wyman,Van Johnson,Peggie Castle",4499,4454
"Lawrence Hazard,Richard Sale","Clark Gable,Joan Crawford,Ian Hunter",4500,4455
"James Warner Bellah,Willis Goldbeck","Jeffrey Hunter,Woody Strode,Constance Towers",4501,4456
"Stephen Crane,John Huston","Audie Murphy,Bill Mauldin,Douglas Dick",4502,4457
"Thornton Wilder,Sally Benson","Teresa Wright,Joseph Cotten,Macdonald Carey",4503,4458
"Frederick L. Greene,Scott McIsaac","Robert Osborne,Chris Arnold,Dan Asma",4504,4459
"James Warner Bellah,Frank S. Nugent","John Wayne,Joanne Dru,John Agar",4505,4460
"Ernest Haycox,Dudley Nichols","John Wayne,Claire Trevor,Andy Devine",4506,4461
"Leigh Whannell,Leigh Whannell","Dermot Mulroney,Stefanie Scott,Angus Sampson",4507,4462
"Maxwell Anderson,Angus MacPhail","Henry Fonda,Vera Miles,Anthony Quayle",4508,4463
"Brent Briscoe,Mark Fauser","Billy Bob Thornton,Charlize Theron,Patrick Swayze",4509,4464
Ernest Lehman,"Elizabeth Taylor,Richard Burton,George Segal",4510,4465
"Harry Brown,Kenneth Gamet","John Wayne,Gail Russell,Gig Young",4511,4466
"Ruth Gordon,Garson Kanin","Spencer Tracy,Katharine Hepburn,Judy Holliday",4512,4467
Jay Lacopo,"Ben Affleck,Matt Damon,Luke Wilson",4513,4468
"Ben Hecht,Frances Beeding","Ingrid Bergman,Gregory Peck,Michael Chekhov",4514,4469
"Cormac McCarthy,Ted Tally","Matt Damon,Penélope Cruz,Henry Thomas",4515,4470
"Nedrick Young,Harold Jacob Smith","Spencer Tracy,Fredric March,Gene Kelly",4516,4471
"Billy Bob Thornton,Tom Epperson","Tippi Hedren,Kevin Bacon,Ray Stevenson",4517,4472
"Billy Bob Thornton,Tom Epperson","Bill Paxton,Billy Bob Thornton,Cynda Williams",4518,4473
"Alexander Payne,Jim Taylor","Laura Dern,Swoosie Kurtz,Mary Kay Place",4519,4474
"Mark Polish,Michael Polish","Billy Bob Thornton,Téa Leoni,Mark Polish",4520,4475
John Waters,"Sonny Bono,Ruth Brown,Divine",4521,4476
John Waters,"Tracey Ullman,Chris Isaak,Selma Blair",4522,4477
"Barry Gifford,Barry Gifford","Rosie Perez,Javier Bardem,Harley Cross",4523,4478
"Douglas Morrow,Guy Trosper","James Stewart,June Allyson,Frank Morgan",4524,4479
"John Paxton,Katharine Topkins","Walter Matthau,Deborah Winters,Felicia Farr",4525,4480
John Waters,"Edward Furlong,Christina Ricci,Bess Armstrong",4526,4481
John Waters,"Divine,David Lochary,Mary Vivian Pearce",4527,665
Karin Kearns,"Burt Bacharach,André G. Brunelin,Rosemary Clooney",4528,4482
"Charles Hoffman,Frank Tashlin","Rosalind Russell,Ray Milland,Edmund Gwenn",4529,4483
"Jonathan Latimer,Kenneth Fearing","Ray Milland,Maureen O'Sullivan,Charles Laughton",4530,4484
John Waters,"Johnny Depp,Ricki Lake,Amy Locane",4531,4485
"Virginia Van Upp,Steven Vas","Ray Milland,Paulette Goddard,Gladys George",4532,4486
"Kenneth Tynan,Robert Benton","Raina Barrett,Mark Dempsey,Samantha Harper",4533,4487
"George Seaton,Franz Werfel","Jennifer Jones,Charles Bickford,William Eythe",4534,4488
"Bob Merrill,Carlotta Monti","Rod Steiger,Valerie Perrine,John Marley",4535,4489
"Larry Buchanan,Lynn Shubert","Misty Rowe,Terence Locke,Patch Mackenzie",4536,4490
Barry Sandler,"James Brolin,Jill Clayburgh,Allen Garfield",4537,4491
Mike Binder,"Ben Affleck,Rebecca Romijn,John Cleese",4538,4492
"John D. Hancock,Lee Kalcheim","Zohra Lampert,Barton Heyman,Kevin O'Connor",4539,4493
"Sidney Sheldon,Edward Childs Carpenter","Dean Martin,Jerry Lewis,Diana Lynn",4540,4494
"Casey Robinson,Charles Einstein","Dana Andrews,Rhonda Fleming,George Sanders",4541,4495
"Nunnally Johnson,J.H. Wallis","Edward G. Robinson,Joan Bennett,Raymond Massey",4542,4496
"Bartlett Cormack,Fritz Lang","Sylvia Sidney,Spencer Tracy,Walter Abel",4543,4497
Robert A. Emmons Jr.,"Brian Azzarello,Al Feldstein,Matt Fraction",4544,4498
"Georges de La Fouchardière,André Mouézy-Éon","Edward G. Robinson,Joan Bennett,Dan Duryea",4545,4499
"Philip Yordan,Roy Chanslor","Joan Crawford,Sterling Hayden,Mercedes McCambridge",4546,4500
"Delmer Daves,David Goodis","Humphrey Bogart,Lauren Bacall,Bruce Bennett",4547,4501
"Nedrick Young,Harold Jacob Smith","Tony Curtis,Sidney Poitier,Theodore Bikel",4548,4502
"John Huston,W.R. Burnett","Ida Lupino,Humphrey Bogart,Alan Curtis",4549,4503
"W.R. Burnett,Robert N. Lee","Edward G. Robinson,Douglas Fairbanks Jr.,Glenda Farrell",4550,4504
"Kubec Glasmon,John Bright","James Cagney,Jean Harlow,Edward Woods",4551,4505
"Jerry Wald,Richard Macaulay","James Cagney,Humphrey Bogart,Priscilla Lane",4552,4506
"Armitage Trail,Ben Hecht","Paul Muni,Ann Dvorak,Karen Morley",4553,4507
"Reginald Berkeley,Sonya Levien","Diana Wynyard,Clive Brook,Una O'Connor",4554,4508
"Edna Ferber,Howard Estabrook","Richard Dix,Irene Dunne,Estelle Taylor",4555,4509
Alan Ormsby,"Roberts Blossom,Cosette Lee,Leslie Carlson",4556,4510
Mark Rappaport,"Mary Beth Hurt,Jean Seberg",4557,4511
"Ruth Goetz,Augustus Goetz","Olivia de Havilland,Montgomery Clift,Ralph Richardson",4558,4512
"George Tabori,William Archibald","Montgomery Clift,Anne Baxter,Karl Malden",4559,4513
"Edna Ferber,Fred Guiol","Elizabeth Taylor,Rock Hudson,James Dean",4560,4514
"Richard Brooks,James Poe","Elizabeth Taylor,Paul Newman,Burl Ives",4561,4515
"Millard Kaufman,Ross Lockridge Jr.","Montgomery Clift,Elizabeth Taylor,Eva Marie Saint",4562,4516
"John O'Hara,Charles Schnee","Elizabeth Taylor,Laurence Harvey,Eddie Fisher",4563,4517
"Tennessee Williams,Gore Vidal","Elizabeth Taylor,Katharine Hepburn,Montgomery Clift",4564,4518
,"Roger Ebert,Chaz Ebert,Gene Siskel",4565,4519
"Howard Kaminsky,Bennett Sims","Peter Brocco,Frances Fuller,William Hansen",4566,4520
"James Handshoe,Jeff London","Mel England,Tom Saporito,Peter Stickles",4567,4521
"Willard Huyck,Gloria Katz","Michael Greer,Marianna Hill,Joy Bang",4568,4522
Rex Carlton,"John Carradine,Paula Raymond,Alexander D'Arcy",4569,4523
Earl Barton,"Zalman King,Brenda Fogarty,Cathy Worthington",4570,4524
"Lewis John Carlino,Lewis John Carlino","Charles Bronson,Jan-Michael Vincent,Keenan Wynn",4571,4525
Corey B. Stevens,"Paul Ohlman,Tony Cacaro,Tara Kiely",4572,4526
Richard Bernstein,"Rod Lauren,Steve Drexel,Tracy Olsen",4573,4527
Jo Heims,"Linda Christian,Robert Alda,Ariadna Welter",4574,4528
Jerry Sangiuliano,"Farrah Forke,Terry Londeree,Joe Lombardo",4575,4529
Frank Whaley,"Noah Fleiss,Karen Young,Camryn Manheim",4576,4530
"Peter Carpenter,Tony Crechales","Peter Carpenter,Maria De Aragon,Vicki Peters",4577,4531
"Crane Wilbur,Charles Belden","Vincent Price,Frank Lovejoy,Phyllis Kirk",4578,4532
"Ed Kelleher,Harriette Vidal","William Beckwith,Christine Moore,Mavis Harris",4579,4533
"William Grefe,Gary Crutcher","Chris Robinson,Alex Rocco,Steve Alaimo",4580,4534
C. Penning Master,"Tiffany Bolling,Franc Luz,Julie Newmar",4581,4535
"David Lee Fein,R.L. O'Keefe","Betsy Russell,Leif Garrett,Lucinda Dickey",4582,4536
"Michael Hickey,Paul Caimi","Eric Freeman,James Newman,Elizabeth Kaitan",4583,4537
Ray Greene,"F.X. Feeney,Vampira,Michael Copner",4584,4538
Robert Hiltzik,"Felissa Rose,Jonathan Tiersten,Karen Fields",4585,4539
"Lawrence Bender,Scott Spiegel","Elizabeth Cox,Renée Estevez,Dan Hicks",4586,4540
Ken Selden,"Brittany Murphy,Jay Mohr,Michael Biehn",4587,4541
"David Lee Henry,David Lee Henry","Patrick Swayze,Kelly Lynch,Sam Elliott",4588,4542
"Sy Bartlett,Beirne Lay Jr.","Gregory Peck,Hugh Marlowe,Gary Merrill",4589,4543
"Jack DeWitt,Stanley Mann","James Coburn,Susannah York,Robert Culp",4590,4544
"George Kirgo,Maurice Richlin","Tony Curtis,Claudia Cardinale,Robert Webber",4591,4545
"Eugene Ling,Philip Stevenson","George Raft,Gianna Maria Canale,Massimo Serato",4592,4546
"Pat Conroy,Thomas Pope","David Keith,Robert Prosky,G.D. Spradlin",4593,4547
"James Benson Nablo,Daniel Mainwaring","Edward G. Robinson,George Raft,Audrey Totter",4594,4548
"Nunnally Johnson,Alan Le May","Gary Cooper,Loretta Young,William Demarest",4595,4549
"Richard Macaulay,Robert Carson","Humphrey Bogart,Mary Astor,Sydney Greenstreet",4596,4550
"Casey Robinson,Jack Moffitt","Humphrey Bogart,Claude Rains,Michèle Morgan",4597,4551
"Jerry Wald,Richard Macaulay","George Raft,Humphrey Bogart,Ann Sheridan",4598,4552
"William Rose,Guy Owen","George C. Scott,Sue Lyon,Harry Morgan",4599,4553
Doran William Cannon,"Bud Cort,Shelley Duvall,Sally Kellerman",4600,4554
"Arthur T. Horman,Dwight Taylor","Humphrey Bogart,Alexis Smith,Sydney Greenstreet",4601,4555
"Charles Kenyon,Delmer Daves","Leslie Howard,Humphrey Bogart,Bette Davis",4602,4556
Rick Gratzer,"Jeremy Adams,Charlie Butler,Victoria Drake",4603,4557
"Stanley Roberts,Michael Blankfort","Humphrey Bogart,José Ferrer,Van Johnson",4604,4558
"Norman Krasna,Hal Kanter","Marilyn Monroe,Yves Montand,Tony Randall",4605,4559
"George Axelrod,William Inge","Marilyn Monroe,Don Murray,Arthur O'Connell",4606,4560
"Louis Lantz,Frank Fenton","Robert Mitchum,Marilyn Monroe,Rory Calhoun",4607,4561
"Charles Lederer,Joseph Fields","Jane Russell,Marilyn Monroe,Charles Coburn",4608,4562
"Charles Brackett,Walter Reisch","Marilyn Monroe,Joseph Cotten,Jean Peters",4609,4563
"Nunnally Johnson,Zoe Akins","Marilyn Monroe,Betty Grable,Lauren Bacall",4610,4564
"Phoebe Ephron,Henry Ephron","Ethel Merman,Marilyn Monroe,Donald O'Connor",4611,4565
Arthur Miller,"Clark Gable,Marilyn Monroe,Montgomery Clift",4612,4566
"Terence Rattigan,Terence Rattigan","Marilyn Monroe,Laurence Olivier,Richard Wattis",4613,4567
"Lillian Hellman,John Michael Hayes","Audrey Hepburn,Shirley MacLaine,James Garner",4614,4568
"Robert Anderson,Kathryn Hulme","Audrey Hepburn,Peter Finch,Edith Evans",4615,4569
"Laird Koenig,Sidney Sheldon","Audrey Hepburn,Ben Gazzara,James Mason",4616,4570
"Dorothy Kingsley,William Henry Hudson","Audrey Hepburn,Anthony Perkins,Lee J. Cobb",4617,4571
"Warren Adler,Darryl Ponicsan","Harrison Ford,Kristin Scott Thomas,Charles S. Dutton",4618,4572
J.J. Abrams,"Harrison Ford,Annette Bening,Michael Haley",4619,4573
Joe Forte,"Harrison Ford,Virginia Madsen,Paul Bettany",4620,4574
"Roman Polanski,Gérard Brach","Harrison Ford,Betty Buckley,Emmanuelle Seigner",4621,4575
Michael Browning,"Harrison Ford,Anne Heche,David Schwimmer",4622,4576
Kevin Wade,"Melanie Griffith,Harrison Ford,Sigourney Weaver",4623,4577
"Leo Tolstoy,Bridget Boland","Audrey Hepburn,Henry Fonda,Mel Ferrer",4624,4578
Tom Scheuer,"Colleen Brennan,Daniel Kauffman,Keith McConnell",4625,4579
Daniel Millican,"Lou Diamond Phillips,Yancy Butler,Tom Wright",4626,4580
"Ben Maddow,Alan Le May","Burt Lancaster,Audrey Hepburn,Audie Murphy",4627,4581
"Samson Raphaelson,Alfred A. Cohn","Al Jolson,May McAvoy,Warner Oland",4628,4582
Eugene O'Neill,"Katharine Hepburn,Ralph Richardson,Jason Robards",4629,4583
"John Dahl,Rick Dahl","Nicolas Cage,Dennis Hopper,Lara Flynn Boyle",4630,4584
Lamar Trotti,"Alexander Knox,Charles Coburn,Geraldine Fitzgerald",4631,4585
"Frances Goodrich,Albert Hackett","Ginger Rogers,Ray Milland,Warner Baxter",4632,4586
"Harvey Gates,Oscar Hammerstein II","John Boles,Carlotta King,Louise Fazenda",4633,4587
"Robert Ellis,Helen Logan","Alice Faye,John Payne,Jack Oakie",4634,4588
"Josef von Sternberg,Geza Herczeg","Gene Tierney,Walter Huston,Victor Mature",4635,4589
Dudley Nichols,"John Garfield,John Ridgely,Gig Young",4636,4590
"Robert Lee Scott Jr.,Peter Milne","Dennis Morgan,Raymond Massey,Dane Clark",4637,4591
"Bertram Millhauser,Abem Finkel","Humphrey Bogart,Irene Manning,Richard Travis",4638,4592
"Lewis R. Foster,Frank Ryan","Deanna Durbin,Robert Paige,Akim Tamiroff",4639,4593
"Roland Kibbee,Oscar Hammerstein II","Kathryn Grayson,Gordon MacRae,Steve Cochran",4640,4594
"Bertram Millhauser,Arthur Conan Doyle","Basil Rathbone,Nigel Bruce,Dennis Hoey",4641,4595
"Buck Henry,David Newman","Barbra Streisand,Ryan O'Neal,Madeline Kahn",4642,4596
Steve Latshaw,"Robert Carradine,Jeff Speakman,Robin Curtis",4643,4597
Randy Feldman,"Linda Blair,Vincent Van Patten,Peter Barton",4644,4598
Alex Rebar,"Jennifer Runyon,Forrest Swanson,Linda Gentile",4645,4599
Christopher Reynolds,"Loretta Leigh Bowman,Elizabeth Greene,G. Michael Smith",4646,4600
"Glenn M. Benest,Matthew Barr","Maren Jensen,Sharon Stone,Susan Buckner",4647,4601
"Lillian Hellman,Sidney Kingsley","Sylvia Sidney,Joel McCrea,Humphrey Bogart",4648,4602
Dennis Bartok,"Jayce Bartok,Henry Gibson,Lara Harris",4649,4603
"Dalton Trumbo,Howard Fast","Kirk Douglas,Laurence Olivier,Jean Simmons",4650,4604
Tim Pope,"Bill McGhee,Jessie Lee Fulton,Robert Dracup",4651,4605
Frank Henenlotter,"Rick Hearst,Gordon MacDonald,Jennifer Lowry",4652,4606
Allan Scott,"Claudette Colbert,Paulette Goddard,Veronica Lake",4653,4607
"William J. Cowen,Cyril Hume","Spencer Tracy,Gladys George,Franchot Tone",4654,4608
"Gwen Bristow,Lenore J. Coffee","Claudette Colbert,Orson Welles,George Brent",4655,4609
"Robert Nathan,Leonardo Bercovici","Jennifer Jones,Joseph Cotten,Ethel Barrymore",4656,4610
"Lamar Trotti,W. Somerset Maugham","Tyrone Power,Gene Tierney,John Payne",4657,4611
"Jules Furthman,Harry Hervey","Marlene Dietrich,Clive Brook,Anna May Wong",4658,4612
"Nunnally Johnson,Agnes Newton Keith","Claudette Colbert,Patric Knowles,Florence Desmond",4659,4613
"Dashiell Hammett,Lillian Hellman","Bette Davis,Paul Lukas,Geraldine Fitzgerald",4660,4614
"Roy Huggins,Roy Huggins","Lizabeth Scott,Don DeFore,Dan Duryea",4661,4615
"Ayn Rand,Christopher Massie","Jennifer Jones,Joseph Cotten,Ann Richards",4662,4616
"Melville Baker,Jack Kirkland","Gary Cooper,Carole Lombard,Shirley Temple",4663,4617
"Thomas Harris,Michael Mann","William Petersen,Kim Greist,Joan Allen",4664,4618
David C. Wilson,"Jeff Speakman,John Dye,Mako",4665,4619
"Jason Allen King,John Schwert","Jason Allen King,John Schwert,Lauren Dortch Crozier",4666,4620
Don Jones,"Dean Russell,Gary Kent,Tomi Barrett",4667,4621
"Daniel F. Galouye,Josef Rusnak","Craig Bierko,Gretchen Mol,Armin Mueller-Stahl",4668,4622
"Howard J. Green,Gertrude Purcell","Herbert Marshall,Jean Arthur,Leo Carrillo",4669,4623
"Robert Riskin,James Hilton","Ronald Colman,Jane Wyatt,Edward Everett Horton",4670,4624
"Zoe Akins,Frances Marion","Greta Garbo,Robert Taylor,Lionel Barrymore",4671,4625
"Luciano Comici,Robert Mundi","Mel Ferrer,Glenn Ford,Lance Henriksen",4672,4626
"Robert B. Hunt,Robert B. Hunt","Hugh Herbert,Peggy Moran,Tom Brown",4673,4627
"Jeffrey Bloom,Jeffrey Bloom","David Huffman,Marianna Hill,Burt Young",4674,4628
"Margery Sharp,Monckton Hoffe","Greer Garson,Walter Pidgeon,Peter Lawford",4675,4629
"Art Cohn,Adela Rogers St. Johns","William Powell,Elizabeth Taylor,Fernando Lamas",4676,4630
"Robert Standish,John Lee Mahin","Elizabeth Taylor,Dana Andrews,Peter Finch",4677,4631
"Julius J. Epstein,Philip G. Epstein","Elizabeth Taylor,Van Johnson,Walter Pidgeon",4678,4632
"Karl Tunberg,Clyde Fitch","Stewart Granger,Elizabeth Taylor,Peter Ustinov",4679,4633
"Albert Hackett,Frances Goodrich","Spencer Tracy,Joan Bennett,Elizabeth Taylor",4680,4634
"Dorothy Cooper,Dorothy Kingsley","Wallace Beery,Jane Powell,Elizabeth Taylor",4681,4635
Ruth Brooks Flippen,"Larry Parks,Elizabeth Taylor,Josephine Hutchinson",4682,4636
"Frances Goodrich,Albert Hackett","Spencer Tracy,Joan Bennett,Elizabeth Taylor",4683,4637
"Harold Buchman,Viña Delmar","Elizabeth Taylor,George Murphy,S.Z. Sakall",4684,4638
"Joe Carnahan,Ian Mackenzie Jeffers","Liam Neeson,Dermot Mulroney,Frank Grillo",4685,4639
"Richard Wenk,Sylvester Stallone","Sylvester Stallone,Liam Hemsworth,Randy Couture",4686,4640
"Greydon Clark,Alvin L. Fast","Greydon Clark,Tom Johnigarn,Jacqueline Cole",4687,4641
"John W. Richardson,Christopher Roach","Liam Neeson,Julianne Moore,Scoot McNairy",4688,4642
"Joe Carnahan,Brian Bloom","Liam Neeson,Bradley Cooper,Sharlto Copley",4689,4643
"Tony Gilroy,W. Blake Herron","Franka Potente,Matt Damon,Chris Cooper",4690,4644
"Oliver Butcher,Stephen Cornwell","Liam Neeson,Diane Kruger,January Jones",4691,4645
"Norman Maclean,Richard Friedenberg","Craig Sheffer,Brad Pitt,Tom Skerritt",4692,4646
"Ron Osborn,Jeff Reno","Brad Pitt,Anthony Hopkins,Claire Forlani",4693,4647
"Susan Shilliday,William D. Wittliff","Brad Pitt,Anthony Hopkins,Aidan Quinn",4694,4648
"Andrew Dominik,Ron Hansen","Brad Pitt,Casey Affleck,Sam Shepard",4695,4649
"Kevin Jarre,David Aaron Cohen","Harrison Ford,Brad Pitt,Margaret Colin",4696,4650
"Michael Frost Beckner,Michael Frost Beckner","Robert Redford,Brad Pitt,Catherine McCormack",4697,4651
J.H. Wyman,"Brad Pitt,Julia Roberts,James Gandolfini",4698,4652
"Peter Arnold,Elwyn Richards","Arthur Franz,Claudia Jennings,Cheri Howell",4699,4653
Frank Ray Perilli,"Richard Basehart,Gloria Grahame,Trish Stewart",4700,4654
"Greydon Clark,Alvin L. Fast","Sylvia Anderson,Lieu Chinh,Jacqueline Cole",4701,4655
Robb White,"Vincent Price,Judith Evelyn,Darryl Hickman",4702,4656
"Alvin L. Fast,Greydon Clark","John Daniels,Tanya Boyd,Joseph Carlo",4703,4657
Richard Friedman,"Jeff Speakman,Christopher Neame,Lewis Van Bergen",4704,4658
Greydon Clark,"Mel Ferrer,Stephen McNally,Darby Hinton",4705,4659
"Chip Proser,John Drimmer","Timothy Hutton,Lindsay Crouse,John Lone",4706,4660
David Kendall,"Mark Stolzenberg,Gabriel Barre,Gwen Ellison",4707,4661
"Tom Schulman,Tom Schulman","Sean Connery,Lorraine Bracco,José Wilker",4708,4662
"Michael Crichton,Philip Kaufman","Sean Connery,Wesley Snipes,Harvey Keitel",4709,4663
"John Katzenbach,Jeb Stuart","Sean Connery,Laurence Fishburne,Kate Capshaw",4710,4664
"Robert Dillon,Ray Russell","Ray Milland,Diana Van der Vlis,Harold J. Stone",4711,4665
