Country,Filming Locations,original_index,unique_index
USA,"Lowell, Massachusetts, USA",3871,2291
USA,"Plimouth Plantation - 137 Warren Avenue, Plymouth, Massachusetts, USA",3872,2292
"UK,USA,Switzerland","Tantallon Castle, Auldhame, East Lothian, Scotland, UK",3873,2293
USA,"Grand Rapids, Michigan, USA",3874,1862
USA,"Danbury, Connecticut, USA",3875,2294
USA,"Bradley Beach, New Jersey, USA",3876,2295
USA,"Malibu, California, USA",3877,1681
USA,"Budapest, Hungary",3878,897
USA,"New York City, New York, USA",3879,9
USA,,3880,3
USA,"Santa Clarita, California, USA",3881,70
USA,"Russe, Bulgaria",3882,2296
USA,"Connecticut, USA",3883,707
USA,"New York City, New York, USA",3884,9
USA,"New Mexico, USA",3885,1123
"Spain,USA","Spiderwood Studios, Austin, Texas, USA",3886,2297
USA,"Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",3887,532
"USA,Mexico","Johannesburg, South Africa",3888,2298
USA,,3889,3
USA,Bulgaria,3890,400
"USA,Belgium","Los Angeles, California, USA",3891,2299
USA,"North Carolina, USA",3892,83
"Canada,USA","Port McNeill, British Columbia, Canada",3893,2300
USA,"Brooklyn, New York City, New York, USA",3894,33
"Bulgaria,USA,Spain,Canada","New Boyana Film Studios, Sofia, Bulgaria",3895,2301
"USA,Canada","Vancouver, British Columbia, Canada",3896,1132
"USA,Spain","West 73rd Street, Manhattan, New York, USA",3897,2302
USA,"Saltsburg, Pennsylvania, USA",3898,2303
USA,"Brooklyn, New York City, New York, USA",3899,33
USA,"Guerneville, California, USA",3900,2304
"USA,UK,France","612 S Flower St, Los Angeles, California, USA",3901,2305
USA,"Metropolitan Museum of Art, Manhattan, New York City, New York, USA",3902,2306
USA,"Lee's Ferry, Arizona, USA",3903,188
USA,"Lion's Gate Studios, North Vancouver, British Columbia, Canada",3904,1707
USA,"Idleyld Park, Oregon, USA",3905,2307
"Canada,USA","Montréal, Québec, Canada",3906,246
"USA,Canada","Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA",3907,2308
USA,"Santa Clarita, California, USA",3908,70
USA,"Orlando, Florida, USA",3909,2309
USA,"Hardy Toll Road, Houston, Texas, USA",3910,2310
"USA,Australia","Boral Quarry, Prospect, Sydney, New South Wales, Australia",3911,2311
USA,"Mare Island Naval Yard, Vallejo, California, USA",3912,2312
"Germany,USA","Los Angeles, California, USA",3913,657
"USA,Armenia",,3914,2313
USA,"Illinois, USA",3915,2314
USA,"Penang, Malaysia",3916,2315
USA,"Denver, Colorado, USA",3917,1472
"Germany,USA","Louisiana State University - Highland Road & Dalrymple Drive, Baton Rouge, Louisiana, USA",3918,2316
USA,"Santa Clarita, California, USA",3919,70
USA,,3920,3
USA,"Mobile, Alabama, USA",3921,2199
USA,"Raleigh Studios - 5300 Melrose Avenue, Hollywood, Los Angeles, California, USA",3922,2317
USA,"New Orleans, Louisiana, USA",3923,171
USA,"Fort Pierce, Florida, USA",3924,2318
USA,"Clayton, Georgia, USA",3925,2319
USA,"Fifth Avenue, Manhattan, New York City, New York, USA",3926,2320
USA,"Burbank, California, USA",3927,49
USA,"California, USA",3928,27
USA,"Manila, Metro Manila, Philippines",3929,2321
USA,"Fort Bragg, California, USA",3930,2322
"USA,India",,3931,1102
"USA,Japan",,3932,715
USA,,3933,3
USA,"Southern California, California, USA",3934,1852
USA,"Brookhaven, Mississippi, USA",3935,2323
USA,"Detroit, Michigan, USA",3936,481
USA,Sudan,3937,2324
USA,"North Canton, Ohio, USA",3938,2325
"Ireland,USA","Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland",3939,2326
USA,,3940,3
USA,"Nashville, Tennessee, USA",3941,898
"USA,France","Kigali, Rwanda",3942,2327
USA,"High Point, North Carolina, USA",3943,2328
"France,USA","Jacksonville, Florida, USA",3944,2329
"UK,USA,Italy,South Africa,Canada",Rwanda,3945,2330
USA,"Statue of Liberty, Liberty Island, New York Harbor, New York City, New York, USA",3946,276
USA,,3947,3
USA,,3948,3
USA,"Wexham Park Hospital, Slough, Berkshire, UK",3949,2331
"Spain,USA","Madrid, Spain",3950,2332
USA,"New York, USA",3951,334
USA,"Westport, Connecticut, USA",3952,2333
USA,Bahamas,3953,263
USA,,3954,3
USA,,3955,3
USA,"Los Angeles Center Studios - 450 S. Bixel Street, Downtown, Los Angeles, California, USA",3956,2334
"USA,Brazil,Peru","Amazonas, Brazil",3957,2335
"USA,Australia","Fox Baja Studios, Rosarito, Baja California Norte, Mexico",3958,2336
USA,"Alabama Hills, Lone Pine, California, USA",3959,133
"USA,Australia","Arizona, USA",3960,2337
USA,"Deuba, Fiji",3961,2338
USA,"California, USA",3962,27
USA,Costa Rica,3963,2339
USA,"Minnesota, USA",3964,2340
USA,"City Hall - 2600 Fresno Street, Fresno, California, USA",3965,2341
USA,"Arecibo Observatory, Arecibo, Puerto Rico",3966,2342
USA,"Vancouver, British Columbia, Canada",3967,47
"USA,Japan","Colorado, USA",3968,2343
"USA,Canada","Port Credit Memorial Arena, Mississauga, Ontario, Canada",3969,2344
USA,,3970,3
"USA,Australia","Adelaide, South Australia, Australia",3971,2345
USA,"Tybee Island, Georgia, USA",3972,2346
USA,"Grand Rapids, Michigan, USA",3973,1862
USA,"Greenwich, Connecticut, USA",3974,2087
USA,"Frostop Root Beer - 402 Government St Baton Rouge, Louisiana, USA",3975,2347
USA,"Enchanted Springs Ranch - 242 Highway 46 W., Boerne, Texas, USA",3976,2348
USA,"Honolulu, O'ahu, Hawaii, USA",3977,1285
USA,,3978,3
USA,"Bridal Vail Falls, Provo Canyon, Utah, USA",3979,2349
USA,,3980,3
USA,"Boca Grande, Florida, USA",3981,1273
USA,"La Crescenta, California, USA",3982,2350
USA,"Los Angeles, California, USA",3983,10
USA,"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",3984,424
USA,,3985,3
USA,"Baltimore, Maryland, USA",3986,38
"Canada,USA,Japan","Barclay St & Nicola St, Vancouver, British Columbia, Canada",3987,2351
USA,"1016 Fritz Street, Pittsburgh, Pennsylvania, USA",3988,2352
USA,,3989,3
USA,"Austin, Texas, USA",3990,216
"France,UK,USA","Montana, USA",3991,2353
"Austria,USA","Vienna, Austria",3992,2354
USA,"Santa Monica, California, USA",3993,340
"Nepal,USA",Nepal,3994,2355
USA,"Covington, Louisiana, USA",3995,2356
"Australia,USA","Fox Studios, Moore Park, Sydney, New South Wales, Australia",3996,112
USA,"Mobile Civic Center, Civic Center Drive, Mobile, Alabama, USA",3997,2357
USA,"Arecibo Observatory, Arecibo, Puerto Rico",3998,2342
USA,"Los Angeles, California, USA",3999,10
USA,"Sepulveda Dam, Encino, Los Angeles, California, USA",4000,2358
"UK,USA","Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",4001,1690
"UK,USA","Hakberget, Gärdet, Stockholm, Stockholms län, Sweden",4002,2359
USA,"North Miami, Florida, USA",4003,2360
USA,"Loop 150, Bastrop, Texas, USA",4004,2361
USA,"Louisville, Kentucky, USA",4005,2362
USA,"Administration Building, Malibu Creek State Park - 1925 Las Virgenes Road, Calabasas, California, USA",4006,2363
"Canada,Egypt,USA","Jaffa, Israel",4007,2364
USA,"Abbeville, Louisiana, USA",4008,2365
USA,"Casa Grande, Arizona, USA",4009,2366
USA,"5515 Wilshire Blvd., Hancock Park, Los Angeles, California, USA",4010,2367
USA,"Roy's Motel and Cafe, Amboy, California, USA",4011,2368
"USA,Canada","Britannia Beach, British Columbia, Canada",4012,947
"Spain,USA,Netherlands","Belmonte, Cuenca, Castilla-La Mancha, Spain",4013,2369
USA,"Hardy, Arkansas, USA",4014,2370
USA,"San Pedro, Los Angeles, California, USA",4015,2371
USA,"Los Angeles, California, USA",4016,10
USA,Australia,4017,1205
USA,"Pasadena, California, USA",4018,1739
"Australia,USA","Queensland, Australia",4019,2372
USA,"Arding & Hobbs department store, 315 Lavender Hill, Clapham Junction, Clapham, London, England, UK",4020,2373
"Australia,USA","Coober Pedy, South Australia, Australia",4021,2374
USA,"Cathedral of the Transfiguration, Markham, Ontario, Canada",4022,2375
USA,,4023,3
USA,,4024,3
USA,"Glendale, California, USA",4025,97
USA,"New York City, New York, USA",4026,9
USA,"Rossmore Ave. Los Angeles, California, USA",4027,2376
USA,"Los Angeles, California, USA",4028,10
USA,"San Antonio, Texas, USA",4029,1630
"USA,Japan","Los Angeles, California, USA",4030,1839
USA,"Los Angeles, California, USA",4031,10
USA,"Winston-Salem, North Carolina, USA",4032,1928
USA,"Castello di Giove, Giove, Terni, Umbria, Italy",4033,2377
USA,"Astoria, Oregon, USA",4034,1749
USA,,4035,3
USA,"Los Angeles, California, USA",4036,10
USA,"Minneapolis, Minnesota, USA",4037,1241
USA,"March AFB, California, USA",4038,2378
USA,"Weehawken Port Imperial, Port Imperial Boulevard, Weehawken, New Jersey, USA",4039,2379
USA,"14312 Western Ave, Los Angeles, California, USA",4040,2380
USA,"Central Park, Manhattan, New York City, New York, USA",4041,242
USA,,4042,3
USA,"Vancouver, British Columbia, Canada",4043,47
USA,"Brooklyn, New York City, New York, USA",4044,33
USA,"Hollywood, Los Angeles, California, USA",4045,659
USA,"Los Angeles, California, USA",4046,10
USA,"Castel Film Studios, Bucharest, Romania",4047,2381
"UK,USA","Baynards Railway Station, Baynards Park, Waverley, Surrey, England, UK",4048,2382
USA,"Jacksonville, North Carolina, USA",4049,2383
USA,,4050,3
USA,"Virginia, USA",4051,1861
USA,"Whitewater, California, USA",4052,2384
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",4053,54
USA,"Liberty, New York, USA",4054,2385
USA,"Jefferson Military College - Highway 61, Washington, Mississippi, USA",4055,2386
USA,"Silver Falls State Park, Sublimity, Oregon, USA",4056,2387
USA,"Cape May, New Jersey, USA",4057,2388
"USA,Canada","Buffalo, New York, USA",4058,2389
USA,"Fayetteville High School, Fayetteville, Tennessee, USA",4059,2390
USA,"Block Island, Rhode Island, USA",4060,2391
USA,"New Orleans, Louisiana, USA",4061,171
USA,"Seattle, Washington, USA",4062,529
USA,"Buffalo, New York, USA",4063,1214
USA,Germany,4064,2392
USA,"Alabama, USA",4065,2393
USA,"Atlantic City, New Jersey, USA",4066,1460
USA,"Madison, Wisconsin, USA",4067,2394
USA,"Newark, New Jersey, USA",4068,2395
USA,"Alexandria, Kentucky, USA",4069,2396
"Italy,USA","Los Angeles, California, USA",4070,2397
"Canada,USA","North Vancouver, British Columbia, Canada",4071,2398
USA,"Arcadia, California, USA",4072,2399
USA,"Chicago, Illinois, USA",4073,244
USA,"California, USA",4074,27
USA,,4075,3
USA,"Agoura Hills, California, USA",4076,261
USA,,4077,3
USA,"Santa Clarita, California, USA",4078,70
USA,"Albuquerque, New Mexico, USA",4079,241
USA,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",4080,58
"UK,USA","Sussex, England, UK",4081,2400
USA,"Brooklyn, New York, USA",4082,2237
USA,"Chicago, Illinois, USA",4083,244
"UK,France,Egypt,Japan,Mexico,USA,Iran",,4084,2401
"UK,Germany,USA",,4085,2402
USA,"Los Angeles, California, USA",4086,10
"USA,Australia,Chile,Ecuador,Japan",,4087,2403
USA,"Maasai Mara National Reserve, Kenya",4088,2404
USA,"Playland at the Beach, San Francisco, California, USA",4089,2405
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",4090,54
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4091,289
USA,"The Castle - 325 Bunker Hill Avenue, Bunker Hill, Downtown, Los Angeles, California, USA",4092,2406
USA,,4093,3
USA,"Laguna Beach, California, USA",4094,1602
USA,"Carl's Sunspot, PCH and Chautauqua, Los Angeles, California, USA",4095,2407
USA,Bolivia,4096,2408
USA,,4097,3
USA,"California, USA",4098,27
"USA,France,UK","City Hall - 200 N. Spring Street, Downtown, Los Angeles, California, USA",4099,2409
USA,Syria,4100,2410
USA,"Tennessee, USA",4101,1006
"USA,Netherlands,France","California, USA",4102,2411
USA,"Los Angeles, California, USA",4103,10
USA,"New York, USA",4104,334
USA,,4105,3
USA,"Portland, Oregon, USA",4106,24
USA,,4107,3
"USA,UK,Netherlands","Los Angeles, California, USA",4108,2412
USA,"Empire Stages of New York, Long Island City, Queens, New York City, New York, USA",4109,419
USA,"Antique's Row, Tacoma, Washington, USA",4110,2413
USA,"Tennessee, USA",4111,1006
USA,"Gig Harbor, Washington, USA",4112,2414
USA,"Evanston, Illinois, USA",4113,2415
USA,,4114,3
"Denmark,Argentina,Spain,Germany,Netherlands,Italy,USA,UK,France,Sweden,Finland,Iceland,Norway","Arlington, Washington, USA",4115,2416
USA,"San Francisco Fire Station 43, 720 Moscow Street, San Francisco, California, USA",4116,2417
USA,"Los Angeles, California, USA",4117,10
USA,"Los Angeles, California, USA",4118,10
USA,"Los Angeles, California, USA",4119,10
"France,USA","Astoria, Oregon, USA",4120,2418
"USA,United Arab Emirates","Baruch College, Manhattan, New York City, New York, USA",4121,2419
USA,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",4122,69
"USA,Argentina,Spain,Italy",Spain,4123,2420
USA,,4124,3
USA,"Memphis, Tennessee, USA",4125,1449
USA,"Britannia Beach, British Columbia, Canada",4126,18
"USA,Japan","Best Western Inn - 6141 Franklin Avenue, Hollywood, Los Angeles, California, USA",4127,2421
"USA,UK,Germany","Santa Clarita, California, USA",4128,318
USA,"New Jersey, USA",4129,145
"USA,Japan,Italy",,4130,2422
USA,"Altadena, California, USA",4131,526
USA,,4132,3
USA,"San Diego, California, USA",4133,1410
USA,"Cine Magic Studios, Brooklyn, New York City, USA",4134,2423
"USA,UK,Germany,France","1136 Fifth Avenue, Manhattan, New York City, New York, USA",4135,2424
"Canada,USA","Amherst, Massachusetts, USA",4136,2425
"UK,USA","Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",4137,1088
"UK,USA,Australia,Japan","Macclesfield, Cheshire, England, UK",4138,2426
USA,"Toronto, Ontario, Canada",4139,1126
USA,"Aberdeen, Washington, USA",4140,2427
USA,"Houston, Texas, USA",4141,2428
USA,"Overbrook, Kansas, USA",4142,2429
USA,"Aurora, Colorado, USA",4143,2430
USA,"Atlanta, Georgia, USA",4144,161
USA,"New York City, New York, USA",4145,9
USA,"California, USA",4146,27
"USA,France","Admiral Twin Drive-In, Tulsa, Oklahoma, USA",4147,2431
USA,"New York, USA",4148,334
USA,"Bohemian Flats, West River Parkway, Minneapolis, Minnesota, USA",4149,2432
USA,"City Hall - 1 Dr. Carlton B. Goodlett Place, San Francisco, California, USA",4150,2433
USA,"Cloverdale, California, USA",4151,2434
USA,"5th Avenue, Manhattan, New York City, New York, USA",4152,298
USA,"Clarksburg, West Virginia, USA",4153,2435
"USA,France","Bangkok, Thailand",4154,2436
USA,"American Zoetrope Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA",4155,2437
USA,"Fort Myer, Arlington, Virginia, USA",4156,2438
USA,"Copps Coliseum, Hamilton, Ontario, Canada",4157,2439
USA,"Cromwell, Indiana, USA",4158,2440
USA,,4159,3
USA,"Lone Star Studios - 12800 Foothills Boulevard, Sylmar, Los Angeles, California, USA",4160,2441
USA,"Belmonte, Cuenca, Castilla-La Mancha, Spain",4161,2442
USA,"Santa Clarita, California, USA",4162,70
USA,,4163,3
USA,"Austin, Texas, USA",4164,216
"USA,Canada","British Columbia, Canada",4165,429
USA,"Nanuya Levu Island, Fiji",4166,2443
USA,"Songimvelo Game Reserve, Mpumalanga, South Africa",4167,2444
USA,Papua New Guinea,4168,2445
USA,"Yoho National Park, British Columbia, Canada",4169,2446
USA,"Beaufort, South Carolina, USA",4170,1425
USA,,4171,3
USA,"Nyon, Canton de Vaud, Switzerland",4172,2447
USA,USA,4173,21
USA,"Indiana University of Pennsylvania - IUP Kovalcik Convention and Athletic Complex, Indiana, USA",4174,2448
"USA,UK,France","Dover Castle, Dover, Kent, England, UK",4175,2449
"UK,USA","Bamburgh Castle, Bamburgh, Northumberland, England, UK",4176,2450
USA,"Brooklyn, New York, USA",4177,2237
USA,"Texas, USA",4178,713
USA,"Raymond, Alberta, Canada",4179,2451
USA,"115 East Main Street, Archer City, Texas, USA",4180,2452
USA,,4181,3
USA,,4182,3
"USA,China,Hong Kong,Indonesia,Mexico,UK",,4183,2453
"USA,Canada","Cité du Cinéma, Montréal, Québec, Canada",4184,2454
"Australia,USA","Ajax Studios, Bondi, New South Wales, Australia",4185,2455
"USA,UK",Philippines,4186,2456
USA,"New York City, New York, USA",4187,9
USA,,4188,3
"UK,USA",,4189,531
USA,Australia,4190,1205
"UK,USA",UK,4191,35
USA,,4192,3
"UK,USA","Belsize Park, London, England, UK",4193,2457
"USA,UK","Washington, District Of Columbia, USA",4194,2458
USA,"New York City, New York, USA",4195,9
USA,"Geneva, Canton de Genève, Switzerland",4196,2459
USA,"Manhattan, New York City, New York, USA",4197,213
USA,"Golden Gate National Recreation Area, San Francisco, California, USA",4198,2050
USA,"Los Angeles Sports Arena - 3939 S. Figueroa Street, Exposition Park, Los Angeles, California, USA",4199,1946
"USA,UK,Canada","135 Liberty Steet, Toronto, Ontario, Canada",4200,2460
USA,"California, USA",4201,27
USA,"California, USA",4202,27
USA,"One Maritime Plaza, Financial District, San Francisco, California, USA",4203,2461
USA,"Los Angeles, California, USA",4204,10
USA,,4205,3
USA,"Dole Plantation - 64-1550 Kamehameha Highway, Wahiawa, O'ahu, Hawaii, USA",4206,2462
USA,"Barrandov Studios, Prague, Czech Republic",4207,1375
"USA,Germany","Castle Green Apartments - 99 S. Raymond, Pasadena, California, USA",4208,2463
"UK,Germany,USA,Canada","Gimli, Manitoba, Canada",4209,2464
USA,"Koliba Studios, Bratislava, Slovakia",4210,2465
USA,"Burbank City Hall - 275 E. Olive Ave, Burbank, California, USA",4211,2466
"USA,UK","Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK",4212,2467
"USA,UK","Braddock, Pennsylvania, USA",4213,2468
USA,"Boston Club - 4 Front Street East, Toronto, Ontario, Canada",4214,2469
USA,"Albuquerque Studios - 5650 University Boulevard SE, Albuquerque, New Mexico, USA",4215,1696
USA,"Park Place Office Campus - 3345 Michelson Drive, Irvine, California, USA",4216,2470
USA,Jamaica,4217,2471
USA,"Boston, Massachusetts, USA",4218,184
USA,"55 Jane Street, New York City, New York, USA",4219,2472
USA,"Canary Restaurant, Toronto, Ontario, Canada",4220,2473
USA,"Bedford-Stuyvesant, Brooklyn, New York City, New York, USA",4221,366
USA,"Fox Animation Studios - 2747 E. Camelback Road, Phoenix, Arizona, USA",4222,672
USA,"Burnaby, British Columbia, Canada",4223,960
"UK,USA","Montreal, Québec, Canada",4224,2474
USA,"Esplanade Mall - 1401 West Esplanade, Kenner, Louisiana, USA",4225,2475
USA,"Marble House - 596 Bellevue Avenue, Newport, Rhode Island, USA",4226,2476
USA,"Bergen County, New Jersey, USA",4227,2477
USA,"Chino Hills, California, USA",4228,2478
"USA,Germany,UK","Austin Studios - 1901 E. 51st Street, Austin, Texas, USA",4229,2479
USA,"Albuquerque Studios - 5650 University Boulevard SE, Albuquerque, New Mexico, USA",4230,1696
