Director,original_index,unique_index
Roger Corman,4715,1446
Roger Corman,4716,1446
Kevin Macdonald,4717,2091
"Marc Francis,Nick Francis",4718,2439
Roger Corman,4719,1446
Anthony Mann,4720,551
Jeannot Szwarc,4721,2249
"Roger Corman,Francis Ford Coppola",4722,2440
Robert Munic,4723,2441
Stewart Raffill,4724,2442
Ang Lee,4725,1254
William Lustig,4726,2443
Charles Finch,4727,2444
Adrian Lyne,4728,12
William Lustig,4729,2443
Richard Rush,4730,2445
Arthur Allan Seidelman,4731,2446
Audrey Wells,4732,2447
Steve Miner,4733,416
Adam Coleman Howard,4734,2448
John Dahl,4735,90
Ami Canaan Mann,4736,2449
Russell Mulcahy,4737,2450
John Badham,4738,100
Michael Apted,4739,853
George Bowers,4740,2451
Don Coscarelli,4741,2452
Joel Zwick,4742,1820
Bud Townsend,4743,919
David Beaird,4744,2453
Hal Ashby,4745,454
Herschel Faber,4746,2454
Jim McBride,4747,1188
Dominique Othenin-Girard,4748,2455
Steve Carver,4749,2456
Michael Anderson,4750,73
Lisa Gottlieb,4751,2457
Martin Campbell,4752,827
Herb Freed,4753,2458
Peter Yates,4754,2056
Joe Viola,4755,2459
Stan Dragoti,4756,1591
Freddie Francis,4757,2460
David S. Ward,4758,884
Karel Reisz,4759,2461
Karel Reisz,4760,2461
John Byrum,4761,2462
Richard Compton,4762,2463
Colin Higgins,4763,1894
Ron Underwood,4764,1733
Michael Curtiz,4765,29
H. Bruce Humberstone,4766,2415
John Farrow,4767,1724
Budd Boetticher,4768,503
Melvin Frank,4769,1878
George Waggner,4770,814
Mike Malloy,4771,2464
André De Toth,4772,197
Jerry Hopper,4773,2465
Jean-Claude Van Damme,4774,2466
Budd Boetticher,4775,503
Keith Parmer,4776,2467
"George Dugdale,Mark Ezra",4777,2468
Ringo Lam,4778,2469
Simon Fellows,4779,220
John Hyams,4780,2470
John Hyams,4781,2470
Peter Hyams,4782,1164
Jean-Claude Van Damme,4783,2466
Ernie Barbarash,4784,1257
Richard Lang,4785,2471
John Erick Dowdle,4786,2472
Guy Ritchie,4787,165
Ridley Scott,4788,240
Scott Cooper,4789,2242
Denis Villeneuve,4790,185
Edward Zwick,4791,24
M. Night Shyamalan,4792,208
Robert Zemeckis,4793,242
Robert Iscove,4794,2473
Matthew Ryan Hoge,4795,2474
Peter Care,4796,2475
David Auburn,4797,2476
Michael Hoffman,4798,2477
Catherine Hardwicke,4799,1484
Richard Ledes,4800,2478
Julian Goldberger,4801,2479
Jim Simpson,4802,2480
Michael Burke,4803,2481
Bernard B. Ray,4804,2482
Taika Waititi,4805,2483
James Gunn,4806,828
"Anthony Russo,Joe Russo",4807,261
"Anthony Russo,Joe Russo",4808,261
Scott Derrickson,4809,1353
Joss Whedon,4810,826
Garson Kanin,4811,2484
Famke Janssen,4812,2485
George Stevens,4813,408
George Stevens,4814,408
William Dieterle,4815,411
Howard Hawks,4816,154
Howard Hawks,4817,154
Howard Hawks,4818,154
Howard Hawks,4819,154
Preston Sturges,4820,77
Preston Sturges,4821,77
Preston Sturges,4822,77
Ernst Lubitsch,4823,1259
Preston Sturges,4824,77
Ernst Lubitsch,4825,1259
Andrew Douglas,4826,2486
Ernst Lubitsch,4827,1259
Ernst Lubitsch,4828,1259
Norman Z. McLeod,4829,1277
H.C. Potter,4830,1707
George Stevens,4831,408
Michael Apted,4832,853
Brian Gibson,4833,275
Ron Underwood,4834,1733
Stephen Frears,4835,238
James Wan,4836,415
Abel Ferrara,4837,2487
Martha Coolidge,4838,457
David Seltzer,4839,322
Jessie Nelson,4840,369
Norman Jewison,4841,192
Jonathan Kaplan,4842,2219
Christopher Guest,4843,1460
William A. Wellman,4844,83
W.S. Van Dyke,4845,84
Jack Conway,4846,85
W.S. Van Dyke,4847,84
Richard Thorpe,4848,65
Irving Reis,4849,2488
George Stevens,4850,408
John Lee Hancock,4851,871
Kevin R. Hershberger,4852,2489
Ron Maxwell,4853,1261
"A. Blaine Miller,Julian Adams",4854,2490
Ron Maxwell,4855,1261
Edward Zwick,4856,24
"Mark Neveldine,Brian Taylor",4857,2246
Tim Story,4858,994
Mark Steven Johnson,4859,287
Tim Story,4860,994
Joss Whedon,4861,826
David Carson,4862,2491
Paul W.S. Anderson,4863,949
Andrew Niccol,4864,858
Neil Burger,4865,1038
Louis Leterrier,4866,831
Seth Morris,4867,2492
"Dino Paredes,Adam Rothlein",4868,2493
Matt Walsh,4869,2494
Leslye Headland,4870,1953
Elliott Lester,4871,1866
Gary Walkow,4872,2495
Jason S. Dennis,4873,2496
Michael Mohan,4874,2497
Michael Hoffman,4875,2477
Shana Feste,4876,2498
Baz Luhrmann,4877,2059
E. Max Frye,4878,2499
Sam Pillsbury,4879,2207
Hugh Wilson,4880,1402
Barbet Schroeder,4881,1889
Anthony Minghella,4882,210
Carter Smith,4883,2500
Asger Leth,4884,2501
Rod Lurie,4885,2280
Jack Plotnick,4886,2502
Peter Hedges,4887,704
Kevin Williamson,4888,2503
Forest Whitaker,4889,2018
Norman Jewison,4890,192
George Gallo,4891,2504
Walt Becker,4892,652
Jake Paltrow,4893,2505
Roman Polanski,4894,1346
Gore Verbinski,4895,130
Danny Cannon,4896,2506
Jeff Wadlow,4897,2507
Alejandro Amenábar,4898,2508
Curtis Hanson,4899,438
Sam Raimi,4900,829
John Carpenter,4901,1327
Gary Sherman,4902,1168
Richard Donner,4903,54
Tobe Hooper,4904,53
Scott Derrickson,4905,1353
Jay Chandrasekhar,4906,1213
Nicholaus Goossen,4907,2509
Mira Nair,4908,2510
Mitch Davis,4909,2511
Douglas McGrath,4910,1266
Sam Weisman,4911,989
Alex Kurtzman,4912,2512
"Brian Klugman,Lee Sternthal",4913,2513
Baltasar Kormákur,4914,1258
John Crowley,4915,2514
Roger Donaldson,4916,697
Niels Arden Oplev,4917,2515
Scott Derrickson,4918,1353
Jay Chandrasekhar,4919,1213
Joe Dante,4920,52
Randal Kleiser,4921,489
Peter Berg,4922,344
Michael Mann,4923,399
Paul Schrader,4924,862
Robert Zemeckis,4925,242
Baz Luhrmann,4926,2059
Danny Boyle,4927,209
Edward Zwick,4928,24
Will Gluck,4929,588
Richard LaGravenese,4930,2516
Lasse Hallström,4931,1826
"Glenn Ficarra,John Requa",4932,967
Levan Gabriadze,4933,2517
Todd Graff,4934,2518
Elizabeth Banks,4935,2519
Paul Feig,4936,1354
Alexandra Shiva,4937,2520
Jonathan Frakes,4938,2521
Nicholas Meyer,4939,2522
Leonard Nimoy,4940,2523
Leonard Nimoy,4941,2523
Peter Hyams,4942,1164
Nicholas Meyer,4943,2522
Jonathan Frakes,4944,2521
Stuart Baird,4945,1062
Patty Jenkins,4946,2524
Roger Lay Jr.,4947,2525
Roger Lay Jr.,4948,2525
Craig Sheeler,4949,2526
Adam Haus,4950,2527
Scott J. Gill,4951,2528
Harry Winer,4952,2529
Leonard Nimoy,4953,2523
Kenneth Johnson,4954,2530
John Hughes,4955,325
David Yates,4956,854
Matthew Robbins,4957,2531
"Annabel Jankel,Rocky Morton",4958,2532
Justin Lin,4959,1275
Rob Cohen,4960,509
John Singleton,4961,1132
Justin Lin,4962,1275
Justin Lin,4963,1275
James Wan,4964,415
"Tinto Brass,Bob Guccione",4965,2533
John Badham,4966,100
Mark Rydell,4967,1443
Andrew V. McLaglen,4968,422
Andrew V. McLaglen,4969,422
Andrew V. McLaglen,4970,422
John Wayne,4971,2534
John Ford,4972,97
George Stevens,4973,408
John Ford,4974,97
John Ford,4975,97
John Carpenter,4976,1327
Burt Kennedy,4977,1278
John Fasano,4978,2535
Nora Ephron,4979,1890
Mike Nichols,4980,456
Costa-Gavras,4981,914
Amy Heckerling,4982,1556
Simon West,4983,844
Steven Zaillian,4984,2536
F. Gary Gray,4985,449
Jon Turteltaub,4986,398
Brett Ratner,4987,338
"Scott Alexander,Larry Karaszewski",4988,2537
Darren Aronofsky,4989,31
Louis Leterrier,4990,831
Olivier Megaton,4991,2538
Robert Rodriguez,4992,1328
Irving Pichel,4993,2426
Nathan Juran,4994,578
Edward L. Cahn,4995,349
William Cameron Menzies,4996,2539
Fred F. Sears,4997,549
Brett Ratner,4998,338
Brett Ratner,4999,338
"Fenton Bailey,Randy Barbato",5000,2540
Roland Emmerich,5001,263
John Woo,5002,879
Malcolm D. Lee,5003,2014
Brad Bird,5004,629
George Pal,5005,2541
Jean-Jacques Annaud,5006,1041
"Joel Coen,Ethan Coen",5007,91
Steven Shainberg,5008,2542
"Joel Coen,Ethan Coen",5009,91
"Joel Coen,Ethan Coen",5010,91
"Joel Coen,Ethan Coen",5011,91
"Ethan Coen,Joel Coen",5012,1108
"Ethan Coen,Joel Coen",5013,1108
"Joel Coen,Ethan Coen",5014,91
"Ethan Coen,Joel Coen",5015,1108
"Ethan Coen,Joel Coen",5016,1108
Shinji Aramaki,5017,2543
Ridley Scott,5018,240
John Hillcoat,5019,289
Tim Miller,5020,2544
Zack Snyder,5021,47
Dave Green,5022,904
Duncan Jones,5023,461
"Gary Goddard,Bryan Singer",5024,2545
Stu Pollard,5025,2546
Dexter Fletcher,5026,2547
Michael Gracey,5027,2548
Paul W.S. Anderson,5028,949
Russell Mulcahy,5029,2450
Todd Solondz,5030,2208
Ron Howard,5031,174
Dominic Sena,5032,843
Ridley Scott,5033,240
Patrick Lussier,5034,2549
Antoine Fuqua,5035,517
Paul Greengrass,5036,10
"Mark Neveldine,Brian Taylor",5037,2246
Boaz Yakin,5038,663
"Mark Neveldine,Brian Taylor",5039,2246
Simon West,5040,844
Rand Ravich,5041,2550
"Tim Burton,Mike Johnson",5042,2551
Roman Polanski,5043,1346
Tim Burton,5044,119
Tim Burton,5045,119
Tim Burton,5046,119
David Koepp,5047,1287
Michael J. Mantsourani Jr.,5048,2552
"George Pappas,Renée Taylor,Joseph Bologna",5049,2553
Norman Z. McLeod,5050,1277
John McTiernan,5051,257
Mark Millhone,5052,2554
Tony Scott,5053,25
Joel Schumacher,5054,175
Alexander Witt,5055,2555
Paul W.S. Anderson,5056,949
Michael Winterbottom,5057,2556
Mike Newell,5058,852
Martin Campbell,5059,827
Sterlin Harjo,5060,2557
Nick Stagliano,5061,2558
Damon Santostefano,5062,2559
Bruce Beresford,5063,497
"Kristina Goolsby,Ashley York",5064,2560
Jon Watts,5065,2561
"Dave LaMattina,Chad N. Walker",5066,2562
Bobcat Goldthwait,5067,2563
Luke Greenfield,5068,1554
Mike Mitchell,5069,624
Douglas Underdahl,5070,2564
Nora Ephron,5071,1890
Rob Reiner,5072,239
Seth Kearsley,5073,2565
Peter Segal,5074,882
Gene Quintano,5075,2566
"Jim Abrahams,David Zucker",5076,1557
Pat Proft,5077,2567
Rick Friedberg,5078,2568
Ken Finkleman,5079,2569
Lawrence Kasdan,5080,303
Frank Oz,5081,431
Herbert Ross,5082,145
Charles Shyer,5083,142
Fred Schepisi,5084,1592
Steven E. de Souza,5085,2570
Newt Arnold,5086,2571
John R. Leonetti,5087,1413
Louis C.K.,5088,2572
Richard Quine,5089,1243
David Swift,5090,1900
Gordon Parks,5091,2245
Mark Rappaport,5092,1799
Joseph Ruben,5093,176
Jack Hill,5094,2573
John Flynn,5095,182
John Frankenheimer,5096,194
Steve Carver,5097,2456
Robert Parrish,5098,465
Mel Stuart,5099,700
"Lou Adler,Tommy Chong",5100,2574
"Jon Hurwitz,Hayden Schlossberg",5101,1473
Breck Eisner,5102,865
Lloyd Kaufman,5103,2575
Lloyd Kaufman,5104,2575
"Michael Herz,Lloyd Kaufman",5105,2576
Paolo Mazzucato,5106,2577
Donna Deitch,5107,2578
Jerry P. Jacobs,5108,2579
Donald P. Borchers,5109,2580
Robert Kurtzman,5110,2581
Rodman Flender,5111,2582
Marc Forster,5112,451
Jack Hill,5113,2573
Seth Gordon,5114,35
"Phil Lord,Christopher Miller",5115,131
David Wain,5116,1854
Duncan Tucker,5117,2583
Akiva Schaffer,5118,2584
Ken Scott,5119,2585
D.W. Griffith,5120,1467
D.W. Griffith,5121,1467
Erich von Stroheim,5122,1491
John Erick Dowdle,5123,2472
Jim Fall,5124,901
Norman René,5125,2586
Greg Berlanti,5126,1846
Christopher Ashley,5127,2587
Francis Veber,5128,2588
Joe Mantello,5129,2589
Ken Harrison,5130,2590
Tommy O'Haver,5131,724
Ken Harrison,5132,2590
John Keitel,5133,2591
Randal Kleiser,5134,489
John Moore,5135,258
M. Night Shyamalan,5136,208
"Don Argott,Sheena M. Joyce",5137,2592
Adam Egypt Mortimer,5138,2593
Khalil Sullins,5139,2594
Will Slocombe,5140,2595
Tom Woodruff Jr.,5141,2596
Neil LaBute,5142,1453
Jeff Adachi,5143,2597
Karyn Kusama,5144,2598
Kinka Usher,5145,2599
Garth Jennings,5146,2600
Ivan Reitman,5147,62
Todd Phillips,5148,544
Seth MacFarlane,5149,1513
"Phil Lord,Christopher Miller",5150,131
"Taylor Cramer,Julian Montoya",5151,2601
Jeff Wadlow,5152,2507
Zack Snyder,5153,47
Benni Diez,5154,2602
Ted Geoghegan,5155,2603
"Kevin Nations,Robin Nations",5156,2604
James Wong,5157,103
"Darren Bousman,Barry Flatman,Beverley Mitchell,Dina Meyer,Donnie Wahlberg,Emmanuelle Vaugier,Erik Knudsen,Franky G,Glenn Plummer,Shawnee Smith,Darren Lynn Bousman,Tim Burd,Tobin Bell",5158,2605
Sam Raimi,5159,829
Robin Nations,5160,2606
Michael Tiddes,5161,2607
Keenen Ivory Wayans,5162,929
"Jason Friedberg,Aaron Seltzer",5163,1515
Michael Tiddes,5164,2607
"Jason Friedberg,Aaron Seltzer",5165,1515
"Jason Friedberg,Aaron Seltzer",5166,1515
Todd Strauss-Schulson,5167,2134
Walt Becker,5168,652
Danny Leiner,5169,1201
Ronny Yu,5170,2608
Danny Cannon,5171,2506
David R. Ellis,5172,104
Steven Quale,5173,2609
Takashi Shimizu,5174,2610
Sean Anders,5175,1555
Jim Sharman,5176,2611
Sean S. Cunningham,5177,1162
Richard Linklater,5178,930
Howard Deutch,5179,324
John Hughes,5180,325
Amy Heckerling,5181,1556
Joel Schumacher,5182,175
Akiva Schaffer,5183,2584
Brandon Camp,5184,2612
Danny DeVito,5185,140
Michel Gondry,5186,792
Ruben Fleischer,5187,331
Shawn Levy,5188,601
Frank Coraci,5189,947
Jerry Zucker,5190,1152
Harald Zwart,5191,278
"Jon Lucas,Scott Moore",5192,2613
Steve Pink,5193,2614
Josh Trank,5194,203
Mark Hartley,5195,1766
Luke Greenfield,5196,1554
Josh Forbes,5197,2615
"James L. George,Bob Seeley",5198,2616
Gary Chapman,5199,2617
Richard LaGravenese,5200,2516
Michael Feifer,5201,2618
Raja Gosnell,5202,707
Steve Franke,5203,1625
Malcolm Goodwin,5204,2619
Corey Michael Eubanks,5205,2620
"Kevin Nations,Robin Nations",5206,2604
Tod Browning,5207,116
Josef von Sternberg,5208,2416
Jim Valdez,5209,2621
Joel Souza,5210,905
Steve Franke,5211,1625
"Travis Cluff,Chris Lofing",5212,2622
Brian Brough,5213,2623
Morton DaCosta,5214,1713
Lois Weber,5215,2624
Frances Marion,5216,2625
J. Walter Ruben,5217,66
Roy Del Ruth,5218,1669
Paul Sloane,5219,2626
John Cromwell,5220,1441
Natalie Bible',5221,2627
Henry Hathaway,5222,153
James Gunn,5223,828
Ralph E. Portillo,5224,1619
Kent Mackenzie,5225,2628
Ralph E. Portillo,5226,1619
John Ford,5227,97
Douglas Cheney,5228,2629
Ralph E. Portillo,5229,1619
"Amariah Olson,Obin Olson",5230,2630
Michael Thelin,5231,2631
George Melford,5232,2632
George Fitzmaurice,5233,2633
Victor Sjöström,5234,1492
Victor Sjöström,5235,1492
Robert Altman,5236,2407
Jordan Galland,5237,2634
"Wrion Bowling,Adam C. Caudill",5238,2635
Omar Ashmawey,5239,2636
Mickey Keating,5240,2637
Alistair Legrand,5241,2638
Steven R. Monroe,5242,2639
Mark L. Lester,5243,397
Steve Miner,5244,416
Robert Vincent O'Neill,5245,1496
Fritz Kiersch,5246,2640
Richard Grand,5247,2641
Sean S. Cunningham,5248,1162
Jackie Kong,5249,2642
Richard Schenkman,5250,1719
Tom DeSimone,5251,2420
Noel Black,5252,2643
William A. Wellman,5253,83
Damien Leone,5254,2644
Victor Zarcoff,5255,2645
Joe Chappelle,5256,2127
Joseph Zito,5257,2168
Rob Zombie,5258,529
George A. Romero,5259,1
Jerry Paris,5260,1739
Jay Silverman,5261,2646
Dominique Othenin-Girard,5262,2455
Rick Rosenthal,5263,172
Michael Flynn,5264,2647
Garrett Batty,5265,2648
Kurt Hale,5266,1606
Tim McCanlies,5267,903
John Lyde,5268,1502
William Byron Hillman,5269,2649
Giovanny Blanco,5270,2650
Steve Miner,5271,416
Paul Tomborello,5272,2651
"Gaston Méliès,Georges Méliès",5273,2652
Tom Whitus,5274,1609
Tom Whitus,5275,1609
James Orr,5276,2653
Irving Cummings,5277,2654
Irving Cummings,5278,2654
Walter Lang,5279,67
Thierry Coup,5280,2655
Dennis Gansel,5281,2656
Alexandre Aja,5282,2089
John Carpenter,5283,1327
John Ward,5284,1650
David Thomas,5285,2657
Patrick Takaya Solomon,5286,2658
Fred Olen Ray,5287,1676
Mickey Lemle,5288,2659
Andrew Shapter,5289,2660
Charles Kinnane,5290,2661
Eric Temple,5291,2662
"Andrew Kukura,Jenny Phillips",5292,2663
Scott Schirmer,5293,2664
David Gaz,5294,2665
Danny Steinmann,5295,2107
Ishirô Honda,5296,2666
"Ishirô Honda,Terry O. Morse",5297,2667
"Nancy Criss,Josh Hodgins",5298,2668
Tom McLoughlin,5299,2669
Jane Beaumont Hall,5300,2670
Michael L. Schaertl,5301,2671
Daniel Mann,5302,2320
John Carl Buechler,5303,1907
R. Michael Givens,5304,2101
"Jerry Casagrande,Dan DeLuca",5305,2672
Corbin Bernsen,5306,2673
Mark Stouffer,5307,2674
Tommy Brunswick,5308,2675
"Joe Hollow,Wolfgang Meyer",5309,2676
William Sanders,5310,2677
James Balsamo,5311,2678
Scott Bunt,5312,2679
Robert Conway,5313,2680
Peyton Reed,5314,737
Christopher McQuarrie,5315,2090
Ridley Scott,5316,240
Stephen Langford,5317,1618
Marcus Nispel,5318,2681
Craig Clyde,5319,1624
Stephen Furst,5320,2682
David DeCoteau,5321,370
Paul Allan Brunotto,5322,2683
Chip Rossetti,5323,2684
Doug Dearth,5324,2113
Pete Travis,5325,1313
John Irvin,5326,2310
Richard Fleischer,5327,964
Atom Egoyan,5328,2685
Mark Tonderai,5329,2686
Mark Webber,5330,2687
"M. David Mullen,Karyn Kusama",5331,2688
"Rob Epstein,Jeffrey Friedman",5332,2689
Steve Pink,5333,2614
Chris Columbus,5334,321
Seth MacFarlane,5335,1513
Etan Cohen,5336,2690
Danny Cannon,5337,2506
Stuart Beattie,5338,2691
"Jason Friedberg,Aaron Seltzer",5339,1515
"Jason Friedberg,Aaron Seltzer",5340,1515
"Jason Friedberg,Aaron Seltzer",5341,1515
"Aaron Seltzer,Jason Friedberg",5342,2692
"Jason Friedberg,Aaron Seltzer",5343,1515
Josh Stolberg,5344,2001
Gisaburo Sugii,5345,2693
Jean Yarbrough,5346,69
Gary J. Tunnicliffe,5347,2694
Kenneth J. Berton,5348,2695
Donald G. Jackson,5349,1523
Donald G. Jackson,5350,1523
Tom Moore,5351,2696
Lawrence Lanoff,5352,2697
Nathan Daniel,5353,2698
Carlo Nicoletta,5354,2699
"Johnny Meier,David Aaron Stone",5355,2700
Oz Scott,5356,2701
Rachel Talalay,5357,1931
Jack Sholder,5358,2702
Randall Wallace,5359,243
Norman Tokar,5360,1691
Jeremy Kagan,5361,2703
Jim Wynorski,5362,1818
Pierre DeCelles,5363,2704
Des McAnuff,5364,2705
Stuart Gillard,5365,1560
David Kellogg,5366,2706
"Joseph Barbera,William Hanna",5367,1540
"Joseph Barbera,William Hanna",5368,1540
Friz Freleng,5369,2707
"Friz Freleng,Chuck Jones",5370,2708
"Phil Monroe,Friz Freleng",5371,2709
Craig McCracken,5372,2710
James B. Clark,5373,1711
Don Chaffey,5374,368
Steve Franke,5375,1625
Jimmy Huston,5376,2711
George Miller,5377,979
Brian Skiba,5378,2712
Kevin Cooper,5379,2713
Estlin Feigley,5380,2714
David Mackay,5381,1357
Sean Olson,5382,1804
Brian Skiba,5383,2712
Clay Borris,5384,2715
David DeCoteau,5385,370
Rob Zombie,5386,529
Rob Zombie,5387,529
Marcus Nispel,5388,2681
James Isaac,5389,2716
Jonathan Liebesman,5390,110
Louis King,5391,2717
Louis King,5392,2717
Max Nosseck,5393,2718
E.L. Katz,5394,2719
Timothy Kendall,5395,2720
Alexandre Aja,5396,2089
"Toby Genkel,Sean McCormack",5397,2721
Dennis Iliadis,5398,2722
Anne Fletcher,5399,250
"David Bisbano,Mychal Simka",5400,2723
Andy Fickman,5401,441
Jay Martin,5402,2724
Rob Schmidt,5403,2725
John H. Williams,5404,2726
Don Taylor,5405,2727
"Colin Brady,Christopher Reeve",5406,2728
Luc Campeau,5407,2729
Jon Watts,5408,2561
David Guy Levy,5409,2730
"Vincent J. Wiley,Deborah Romare",5410,2731
Ganit Orian,5411,2732
Eric England,5412,2733
Ryûhei Kitamura,5413,2734
Paul Weitz,5414,931
Charles Kaufman,5415,2735
Morris Engel,5416,2736
David Butler,5417,1657
Kaare Andrews,5418,2737
Ti West,5419,2738
Morgan Krantz,5420,2739
Isabel Coixet,5421,2740
Martin Weisz,5422,2741
Steven R. Monroe,5423,2639
Guillermo del Toro,5424,284
Irene Lusztig,5425,2742
Jeff Solema,5426,2743
Robert Shaye,5427,2744
Tracy Trost,5428,2745
Matt Thompson,5429,2746
Troy Kotsur,5430,1651
David Lister,5431,1077
Craig William Macneill,5432,2747
"David Nixon,Patrick Doughtie",5433,2748
John Grooters,5434,2749
John Schmidt,5435,2750
Curtis Graham,5436,2751
Barrett Esposito,5437,2752
Timothy Woodward Jr.,5438,2350
"Jay Lee,Jim Roof",5439,2753
Christian Cantamessa,5440,2754
Jack Heller,5441,2755
Oren Moverman,5442,2756
Steven Piet,5443,2757
James Wan,5444,415
Scott Derrickson,5445,1353
James Wan,5446,415
Drew Goddard,5447,2758
Hideo Nakata,5448,2759
Sam Mendes,5449,20
Heather Winters,5450,2760
Joseph Losey,5451,2761
Willard Carroll,5452,2762
Ridley Scott,5453,240
Dan Sallitt,5454,2763
Roberto Minervini,5455,2764
Inon Shampanier,5456,2765
Sean Eliot Carlsen,5457,2766
Phillip Borsos,5458,2767
Tracy Trost,5459,2745
Michael J. Nathanson,5460,2768
Daniel Anghelcev,5461,2769
Rob Reiner,5462,239
Ed Harris,5463,2770
Robert Rodriguez,5464,1328
Alan Rafkin,5465,2771
Franco Amurri,5466,2772
Richard Franklin,5467,2773
Maggie Greenwald,5468,2774
Todd Tucker,5469,2775
Sean McNamara,5470,590
Michael Feifer,5471,2618
Fred Olen Ray,5472,1676
J. Horton,5473,2776
Ross Venokur,5474,2777
Mark Cartier,5475,1682
Mark Rosman,5476,851
Lisa Arnold,5477,2778
Ken Carpenter,5478,2779
Mark Cartier,5479,1682
Ally Walker,5480,2780
Michael J. Sarna,5481,1683
Michael J. Sarna,5482,1683
Norman Tokar,5483,1691
Peter Tewksbury,5484,2781
Robert Stevenson,5485,702
Robert Stevenson,5486,702
Norman Tokar,5487,1691
"Maria Dante,Rod Hewitt",5488,2782
"William Keighley,William Dieterle",5489,2783
Lewis R. Foster,5490,2784
James Neilson,5491,1536
"Lewis R. Foster,Norman Foster",5492,2785
Fruit Chan,5493,2786
Robert Butler,5494,2787
Norman Tokar,5495,1691
George Pal,5496,2541
Vincent McEveety,5497,1395
"Ted Wilde,J.A. Howe",5498,2788
"Fred C. Newmeyer,Sam Taylor",5499,2789
"Edward Sedgwick,Buster Keaton",5500,2790
"Charles Reisner,Buster Keaton",5501,2791
Buster Keaton,5502,2792
"Fred C. Newmeyer,Sam Taylor",5503,2789
Taylor Hackford,5504,502
Steven Spielberg,5505,413
Kevin Schreck,5506,2793
Richard Williams,5507,1569
John Magary,5508,2794
"Chuck Jones,Phil Monroe",5509,2795
William Berke,5510,2796
Gordon Parks Jr.,5511,2797
Peter Weir,5512,155
Jon Garcia,5513,2798
J.T. Tepnapa,5514,2799
Chris Mason Johnson,5515,2800
James Townsend,5516,2801
Jody Wheeler,5517,2802
D.M.W. Greer,5518,2803
"Michael Haigney,Kunihiko Yuyama",5519,2804
Sean Paul Lockhart,5520,2805
Chris Michael Birkmeier,5521,2806
Rosser Goodman,5522,2807
Theresa Labreglio,5523,2808
Howell Hansel,5524,2809
Eugene Corr,5525,2810
"Arye Gross,Gregory Gieras",5526,2811
Dale Rosenbloom,5527,2812
James B. Clark,5528,1711
Sanjay Patel,5529,2813
Cory Krueckeberg,5530,2814
Mark Thiedeman,5531,2815
David Cocheret,5532,2816
Patricio Valladares,5533,2817
Joanna Coates,5534,2818
Dennis Dugan,5535,923
Jake Kasdan,5536,244
Robert Greene,5537,2819
Dawn Porter,5538,2820
Gabe Polsky,5539,2821
Rachel Boynton,5540,2111
Johanna Hamilton,5541,2822
Robert Kenner,5542,917
Nick Broomfield,5543,2823
"Chris Hegedus,D.A. Pennebaker",5544,649
Erin Lee Carr,5545,2824
Steven Soderbergh,5546,89
William H. Macy,5547,2825
