Director,Creator,original_index,unique_index
Jean Negulesco,"Nunnally Johnson,Zoe Akins",4610,4334
Walter Lang,"Phoebe Ephron,Henry Ephron",4611,4335
John Huston,Arthur Miller,4612,4336
Laurence Olivier,"Terence Rattigan,Terence Rattigan",4613,4337
William Wyler,"Lillian Hellman,John Michael Hayes",4614,4338
Fred Zinnemann,"Robert Anderson,Kathryn Hulme",4615,4339
Terence Young,"Laird Koenig,Sidney Sheldon",4616,4340
Mel Ferrer,"Dorothy Kingsley,William Henry Hudson",4617,4341
Sydney Pollack,"Warren Adler,Darryl Ponicsan",4618,4342
Mike Nichols,J.J. Abrams,4619,4343
Richard Loncraine,Joe Forte,4620,4344
Roman Polanski,"Roman Polanski,Gérard Brach",4621,4345
Ivan Reitman,Michael Browning,4622,4346
Mike Nichols,Kevin Wade,4623,4347
King Vidor,"Leo Tolstoy,Bridget Boland",4624,4348
Tom Scheuer,Tom Scheuer,4625,4349
Daniel Millican,Daniel Millican,4626,4350
John Huston,"Ben Maddow,Alan Le May",4627,4351
Alan Crosland,"Samson Raphaelson,Alfred A. Cohn",4628,4352
Sidney Lumet,Eugene O'Neill,4629,4353
John Dahl,"John Dahl,Rick Dahl",4630,4354
Henry King,Lamar Trotti,4631,4355
Mitchell Leisen,"Frances Goodrich,Albert Hackett",4632,4356
Roy Del Ruth,"Harvey Gates,Oscar Hammerstein II",4633,4357
H. Bruce Humberstone,"Robert Ellis,Helen Logan",4634,4358
Josef von Sternberg,"Josef von Sternberg,Geza Herczeg",4635,4359
Howard Hawks,Dudley Nichols,4636,4360
Robert Florey,"Robert Lee Scott Jr.,Peter Milne",4637,4361
Lewis Seiler,"Bertram Millhauser,Abem Finkel",4638,4362
Frank Ryan,"Lewis R. Foster,Frank Ryan",4639,4363
H. Bruce Humberstone,"Roland Kibbee,Oscar Hammerstein II",4640,4364
Roy William Neill,"Bertram Millhauser,Arthur Conan Doyle",4641,4365
Peter Bogdanovich,"Buck Henry,David Newman",4642,4366
Worth Keeter,Steve Latshaw,4643,4367
Tom DeSimone,Randy Feldman,4644,4368
David Hess,Alex Rebar,4645,4369
Christopher Reynolds,Christopher Reynolds,4646,4370
Wes Craven,"Glenn M. Benest,Matthew Barr",4647,4371
William Wyler,"Lillian Hellman,Sidney Kingsley",4648,4372
"Sean S. Cunningham,Joe Dante",Dennis Bartok,4649,4373
Stanley Kubrick,"Dalton Trumbo,Howard Fast",4650,4374
S.F. Brownrigg,Tim Pope,4651,4375
Frank Henenlotter,Frank Henenlotter,4652,4376
Mark Sandrich,Allan Scott,4653,4377
W.S. Van Dyke,"William J. Cowen,Cyril Hume",4654,4378
Irving Pichel,"Gwen Bristow,Lenore J. Coffee",4655,4379
William Dieterle,"Robert Nathan,Leonardo Bercovici",4656,4380
Edmund Goulding,"Lamar Trotti,W. Somerset Maugham",4657,4381
Josef von Sternberg,"Jules Furthman,Harry Hervey",4658,4382
Jean Negulesco,"Nunnally Johnson,Agnes Newton Keith",4659,4383
"Herman Shumlin,Hal Mohr","Dashiell Hammett,Lillian Hellman",4660,4384
Byron Haskin,"Roy Huggins,Roy Huggins",4661,4385
William Dieterle,"Ayn Rand,Christopher Massie",4662,4386
Henry Hathaway,"Melville Baker,Jack Kirkland",4663,4387
Michael Mann,"Thomas Harris,Michael Mann",4664,4388
Mark DiSalle,David C. Wilson,4665,4389
John Schwert,"Jason Allen King,John Schwert",4666,4390
Don Jones,Don Jones,4667,4391
Josef Rusnak,"Daniel F. Galouye,Josef Rusnak",4668,4392
William A. Seiter,"Howard J. Green,Gertrude Purcell",4669,4393
Frank Capra,"Robert Riskin,James Hilton",4670,4394
George Cukor,"Zoe Akins,Frances Marion",4671,4395
Giulio Paradisi,"Luciano Comici,Robert Mundi",4672,4396
Harold Young,"Robert B. Hunt,Robert B. Hunt",4673,4397
Jeffrey Bloom,"Jeffrey Bloom,Jeffrey Bloom",4674,4398
Jack Conway,"Margery Sharp,Monckton Hoffe",4675,4399
Richard Thorpe,"Art Cohn,Adela Rogers St. Johns",4676,4400
William Dieterle,"Robert Standish,John Lee Mahin",4677,4401
Richard Brooks,"Julius J. Epstein,Philip G. Epstein",4678,4402
Curtis Bernhardt,"Karl Tunberg,Clyde Fitch",4679,4403
Vincente Minnelli,"Albert Hackett,Frances Goodrich",4680,2870
Richard Thorpe,"Dorothy Cooper,Dorothy Kingsley",4681,4404
Stanley Donen,Ruth Brooks Flippen,4682,4405
Vincente Minnelli,"Frances Goodrich,Albert Hackett",4683,4406
Robert Z. Leonard,"Harold Buchman,Viña Delmar",4684,4407
Joe Carnahan,"Joe Carnahan,Ian Mackenzie Jeffers",4685,4408
Simon West,"Richard Wenk,Sylvester Stallone",4686,4409
Greydon Clark,"Greydon Clark,Alvin L. Fast",4687,2457
Jaume Collet-Serra,"John W. Richardson,Christopher Roach",4688,4410
Joe Carnahan,"Joe Carnahan,Brian Bloom",4689,4411
Doug Liman,"Tony Gilroy,W. Blake Herron",4690,4412
Jaume Collet-Serra,"Oliver Butcher,Stephen Cornwell",4691,4413
Robert Redford,"Norman Maclean,Richard Friedenberg",4692,4414
Martin Brest,"Ron Osborn,Jeff Reno",4693,4415
Edward Zwick,"Susan Shilliday,William D. Wittliff",4694,4416
Andrew Dominik,"Andrew Dominik,Ron Hansen",4695,4417
Alan J. Pakula,"Kevin Jarre,David Aaron Cohen",4696,4418
Tony Scott,"Michael Frost Beckner,Michael Frost Beckner",4697,4419
Gore Verbinski,J.H. Wyman,4698,4420
Joe Mazzuca,"Peter Arnold,Elwyn Richards",4699,4421
Michael Pataki,Frank Ray Perilli,4700,4422
Greydon Clark,"Greydon Clark,Alvin L. Fast",4701,2457
William Castle,Robb White,4702,4423
Greydon Clark,"Alvin L. Fast,Greydon Clark",4703,4424
Albert Magnoli,Richard Friedman,4704,4425
Greydon Clark,Greydon Clark,4705,65
Fred Schepisi,"Chip Proser,John Drimmer",4706,4426
David Kendall,David Kendall,4707,4427
John McTiernan,"Tom Schulman,Tom Schulman",4708,4428
Philip Kaufman,"Michael Crichton,Philip Kaufman",4709,4429
Arne Glimcher,"John Katzenbach,Jeb Stuart",4710,4430
Roger Corman,"Robert Dillon,Ray Russell",4711,4431
Peter Hyams,Larry Ferguson,4712,4432
Roger Corman,Charles B. Griffith,4713,3811
Philippe Darsac,,4714,4433
Roger Corman,"Charles B. Griffith,Mark Hanna",4715,4434
Roger Corman,"Charles Beaumont,Ray Russell",4716,4435
Kevin Macdonald,"Jeremy Brock,Rosemary Sutcliff",4717,4436
"Marc Francis,Nick Francis",,4718,4437
Roger Corman,"Richard Matheson,Edgar Allan Poe",4719,4438
Anthony Mann,"Ben Barzman,Basilio Franchina",4720,4439
Jeannot Szwarc,David Odell,4721,4440
"Roger Corman,Francis Ford Coppola","Leo Gordon,Jack Hill",4722,4441
Robert Munic,"Joseph John Barmettler,Jo Reifel",4723,4442
Stewart Raffill,"Michael Janover,William Gray",4724,4443
Ang Lee,"Eileen Chang,James Schamus",4725,4444
William Lustig,"Aubrey K. Rattan,John F. Goff",4726,4445
Charles Finch,Charles Finch,4727,4446
Adrian Lyne,"Vladimir Nabokov,Stephen Schiff",4728,4447
William Lustig,Phil Alden Robinson,4729,4448
Richard Rush,"Billy Ray,Matthew Chapman",4730,4449
Arthur Allan Seidelman,Aubrey Wisberg,4731,4450
Audrey Wells,"Frances Mayes,Audrey Wells",4732,4451
Steve Miner,J.J. Abrams,4733,4452
Adam Coleman Howard,Adam Coleman Howard,4734,4453
John Dahl,"John Dahl,David W. Warfield",4735,4454
Ami Canaan Mann,Don Ferrarone,4736,4455
Russell Mulcahy,"Desmond Lowden,William Davies",4737,4456
John Badham,"Louis Venosta,Eric Lerner",4738,4457
Michael Apted,John Fusco,4739,4458
George Bowers,Joe Roberts,4740,4459
Don Coscarelli,"Don Coscarelli,Paul Pepperman",4741,4460
Joel Zwick,"Tom Schulman,Patricia Resnick",4742,4461
Bud Townsend,"Patrick Sheane Duncan,Phil Groves",4743,4462
David Beaird,David Beaird,4744,4463
Hal Ashby,"Robert Towne,Warren Beatty",4745,4464
Herschel Faber,Herschel Faber,4746,4465
Jim McBride,"Myra Lewis,Murray Silver Jr.",4747,4466
Dominique Othenin-Girard,Wm. Mernit,4748,4467
Steve Carver,"Michael Lanahan,David Oas",4749,4468
Michael Anderson,"Luciano Vincenzoni,Sergio Donati",4750,4469
Lisa Gottlieb,"Dennis Feldman,Jeff Franklin",4751,4470
Martin Campbell,"William Monahan,Andrew Bovell",4752,4471
Herb Freed,Ben Zelig,4753,4472
Peter Yates,"Peter Benchley,Peter Benchley",4754,4473
Joe Viola,"Jonathan Demme,Joe Viola",4755,4474
Stan Dragoti,"Charles Moss,Stan Dragoti",4756,4475
Freddie Francis,"Johnny Craig,Al Feldstein",4757,4476
David S. Ward,"John Steinbeck,David S. Ward",4758,4477
Karel Reisz,"Arthur Miller,Arthur Miller",4759,4478
Karel Reisz,"Robert Stone,Judith Rascoe",4760,4479
John Byrum,John Byrum,4761,4480
Richard Compton,Richard Compton,4762,4481
Colin Higgins,Colin Higgins,4763,4482
Ron Underwood,"Lowell Ganz,Babaloo Mandel",4764,4483
Michael Curtiz,Robert Buckner,4765,89
H. Bruce Humberstone,"Kenneth Gamet,Irving Ravetch",4766,4484
John Farrow,"Richard English,Jonathan Latimer",4767,4485
Budd Boetticher,Burt Kennedy,4768,752
Melvin Frank,"A.I. Bezzerides,Frank Fenton",4769,4486
George Waggner,"Alan Le May,Zane Grey",4770,4487
Mike Malloy,Mike Malloy,4771,4488
André De Toth,"Kenneth Gamet,John W. Cunningham",4772,4489
Jerry Hopper,"Charles Marquis Warren,Frank Gruber",4773,4490
Jean-Claude Van Damme,Jean-Claude Van Damme,4774,4491
Budd Boetticher,"Burt Kennedy,Elmore Leonard",4775,4492
Keith Parmer,Keith Parmer,4776,4493
"George Dugdale,Mark Ezra","George Dugdale,Mark Ezra",4777,4494
Ringo Lam,"Eric James Virgets,Jorge Alvarez",4778,4495
Simon Fellows,"Dan Harris,James Portolese",4779,4496
John Hyams,"John Hyams,Doug Magnuson",4780,4497
John Hyams,Tim Tori,4781,4498
Peter Hyams,"Eric Bromberg,James Bromberg",4782,4499
Jean-Claude Van Damme,Jean-Claude Van Damme,4783,4491
Ernie Barbarash,Aaron Rahsaan Thomas,4784,4500
Richard Lang,Fraser Clarke Heston,4785,4501
John Erick Dowdle,"John Erick Dowdle,Drew Dowdle",4786,4502
Guy Ritchie,"Guy Ritchie,Lionel Wigram",4787,4503
Ridley Scott,"Drew Goddard,Andy Weir",4788,4504
Scott Cooper,"Mark Mallouk,Jez Butterworth",4789,4505
Denis Villeneuve,Taylor Sheridan,4790,4506
Edward Zwick,"Steven Knight,Stephen J. Rivele",4791,4507
M. Night Shyamalan,M. Night Shyamalan,4792,244
Robert Zemeckis,"Robert Zemeckis,Christopher Browne",4793,4508
Robert Iscove,"Andrew Lowery,Andrew Miller",4794,4509
Matthew Ryan Hoge,Matthew Ryan Hoge,4795,4510
Peter Care,"Chris Fuhrman,Jeff Stockwell",4796,4511
David Auburn,David Auburn,4797,4512
Michael Hoffman,"Ethan Canin,Neil Tolkin",4798,4513
Catherine Hardwicke,Stacy Peralta,4799,4514
Richard Ledes,Richard Ledes,4800,4515
Julian Goldberger,"Harry Crews,Julian Goldberger",4801,4516
Jim Simpson,"Anne Nelson,Anne Nelson",4802,4517
Michael Burke,Michael Burke,4803,4518
Bernard B. Ray,"Charles E. Roberts,Ray Nazarro",4804,4519
Taika Waititi,"Jack Kirby,Craig Kyle",4805,4520
James Gunn,James Gunn,4806,4521
"Anthony Russo,Joe Russo","Jack Kirby,Christopher Markus",4807,1973
"Anthony Russo,Joe Russo","Christopher Markus,Stephen McFeely",4808,311
Scott Derrickson,"Steve Ditko,Thomas Dean Donnelly",4809,4522
Joss Whedon,"Joss Whedon,Stan Lee",4810,4523
Garson Kanin,"Bella Spewack,Sam Spewack",4811,4524
Famke Janssen,"Cole Frates,Famke Janssen",4812,4525
George Stevens,"Joel Sayre,Fred Guiol",4813,4526
George Stevens,"Irwin Shaw,Sidney Buchman",4814,4527
William Dieterle,"John Monk Saunders,John Monk Saunders",4815,4528
Howard Hawks,"Charles Bruce Millholland,Ben Hecht",4816,4529
Howard Hawks,"Ben Hecht,Charles Lederer",4817,4530
Howard Hawks,"Charles Brackett,Billy Wilder",4818,4531
Howard Hawks,"Charles Lederer,Leonard Spigelgass",4819,4532
Preston Sturges,Preston Sturges,4820,87
Preston Sturges,Preston Sturges,4821,87
Preston Sturges,Preston Sturges,4822,87
Ernst Lubitsch,"Samson Raphaelson,Grover Jones",4823,4533
Preston Sturges,Preston Sturges,4824,87
Ernst Lubitsch,"Charles Brackett,Billy Wilder",4825,4534
Andrew Douglas,"Scott Kosar,Jay Anson",4826,4535
Ernst Lubitsch,"Samson Raphaelson,Leslie Bush-Fekete",4827,4536
Ernst Lubitsch,"Melchior Lengyel,Edwin Justus Mayer",4828,4537
Norman Z. McLeod,"Jack Jevne,Eric Hatch",4829,4538
H.C. Potter,"Eric Hodgins,Norman Panama",4830,4539
George Stevens,"Morrie Ryskind,Martha Cheavens",4831,4540
Michael Apted,Dana Stevens,4832,4541
Brian Gibson,"Tina Turner,Kurt Loder",4833,4542
Ron Underwood,Robert King,4834,4543
Stephen Frears,"Laura Ziskin,Alvin Sargent",4835,4544
James Wan,"Leigh Whannell,James Wan",4836,523
Abel Ferrara,Nicholas St. John,4837,4545
Martha Coolidge,"Calder Willingham,Calder Willingham",4838,4546
David Seltzer,David Seltzer,4839,394
Jessie Nelson,Jessie Nelson,4840,4547
Norman Jewison,"John Pielmeier,John Pielmeier",4841,4548
Jonathan Kaplan,"Albert S. Ruddy,Charles Finch",4842,4549
Christopher Guest,"Michael Varhol,Christopher Guest",4843,4550
William A. Wellman,"Ben Hecht,James H. Street",4844,4551
W.S. Van Dyke,"Albert Hackett,Frances Goodrich",4845,4552
Jack Conway,"Maurine Dallas Watkins,Howard Emmett Rogers",4846,4553
W.S. Van Dyke,"Frances Goodrich,Albert Hackett",4847,101
Richard Thorpe,"Robert Riskin,Dwight Taylor",4848,4554
Irving Reis,Sidney Sheldon,4849,4555
George Stevens,"Ring Lardner Jr.,Michael Kanin",4850,4556
John Lee Hancock,"Leslie Bohem,Stephen Gaghan",4851,4557
Kevin R. Hershberger,Kevin R. Hershberger,4852,4558
Ron Maxwell,"Jeff Shaara,Ron Maxwell",4853,4559
"A. Blaine Miller,Julian Adams","Julian Adams,Julian Adams",4854,4560
Ron Maxwell,"Harold Frederic,Bill Kauffman",4855,4561
Edward Zwick,"Kevin Jarre,Lincoln Kirstein",4856,4562
"Mark Neveldine,Brian Taylor","Scott M. Gimple,Seth Hoffman",4857,4563
Tim Story,"Mark Frost,Michael France",4858,4564
Mark Steven Johnson,Mark Steven Johnson,4859,4565
Tim Story,"Don Payne,Mark Frost",4860,4566
Joss Whedon,Joss Whedon,4861,4567
David Carson,"Brannon Braga,Ronald D. Moore,Richard C. Berman",4862,4568
Paul W.S. Anderson,David Webb Peoples,4863,4569
Andrew Niccol,Andrew Niccol,4864,1218
Neil Burger,"Leslie Dixon,Alan Glynn",4865,4570
Louis Leterrier,"Ed Solomon,Boaz Yakin",4866,4571
Seth Morris,Seth Morris,4867,4572
"Dino Paredes,Adam Rothlein",,4868,4573
Matt Walsh,"Matt Walsh,Josh Weiner",4869,4574
Leslye Headland,"Leslye Headland,Leslye Headland",4870,4575
Elliott Lester,"Wesley Strick,Steve Allison",4871,4576
Gary Walkow,"Gary Walkow,Gary Walkow",4872,4577
Jason S. Dennis,"Joey Berlin,Jason S. Dennis",4873,4578
Michael Mohan,"Jeffrey Brown,Michael Mohan",4874,4579
Michael Hoffman,"J. Mills Goodloe,Will Fetters",4875,4580
Shana Feste,"Shana Feste,Joshua Safran",4876,4581
Baz Luhrmann,"William Shakespeare,Craig Pearce",4877,4582
E. Max Frye,E. Max Frye,4878,4583
Sam Pillsbury,Mari Kornhauser,4879,4584
Hugh Wilson,"Hugh Wilson,Pj Torokvei",4880,4585
Barbet Schroeder,"Eleazar Lipsky,Ben Hecht",4881,4586
Anthony Minghella,"Charles Frazier,Anthony Minghella",4882,4587
Carter Smith,"Christopher Barzak,Carter Smith",4883,4588
Asger Leth,Pablo F. Fenjves,4884,4589
Rod Lurie,"Rod Lurie,David Zelag Goodman",4885,4590
Jack Plotnick,"Jennifer Elise Cox,Sam Pancake",4886,4591
Peter Hedges,Peter Hedges,4887,4592
Kevin Williamson,Kevin Williamson,4888,4593
Forest Whitaker,"Jessica Bendinger,Jerry O'Connell",4889,4594
Norman Jewison,John Patrick Shanley,4890,4595
George Gallo,George Gallo,4891,4596
Walt Becker,"David Diamond,David Weissman",4892,4597
Jake Paltrow,Jake Paltrow,4893,4598
Roman Polanski,"Ira Levin,Roman Polanski",4894,4599
Gore Verbinski,"Ehren Kruger,Kôji Suzuki",4895,4600
Danny Cannon,"Mike Jefferies,Adrian Butchart",4896,4601
Jeff Wadlow,Chris Hauty,4897,4602
Alejandro Amenábar,Alejandro Amenábar,4898,4603
Curtis Hanson,Scott Silver,4899,4604
Sam Raimi,Sam Raimi,4900,4605
John Carpenter,"John Carpenter,Debra Hill",4901,2816
Gary Sherman,"Gary Sherman,Brian Taggert",4902,4606
Richard Donner,David Seltzer,4903,4607
Tobe Hooper,"Kim Henkel,Tobe Hooper",4904,4608
Scott Derrickson,"Paul Harris Boardman,Scott Derrickson",4905,4609
Jay Chandrasekhar,"Jay Chandrasekhar,Kevin Heffernan",4906,4610
Nicholaus Goossen,"Barry Wernick,Allen Covert",4907,4611
Mira Nair,"Matthew Faulk,Mark Skeet",4908,4612
Mitch Davis,"Mitch Davis,John H. Groberg",4909,4613
Douglas McGrath,Douglas McGrath,4910,4614
Sam Weisman,"Fred Wolf,David Spade",4911,4615
Alex Kurtzman,"Alex Kurtzman,Roberto Orci",4912,4616
"Brian Klugman,Lee Sternthal","Brian Klugman,Lee Sternthal",4913,4617
Baltasar Kormákur,"Aaron Guzikowski,Arnaldur Indriðason",4914,4618
John Crowley,Steven Knight,4915,4619
Roger Donaldson,"Todd Hickey,Robert Tannen",4916,4620
Niels Arden Oplev,J.H. Wyman,4917,4621
Scott Derrickson,"Scott Derrickson,Paul Harris Boardman",4918,4622
Jay Chandrasekhar,"Jay Chandrasekhar,Kevin Heffernan",4919,4610
Joe Dante,Eric Luke,4920,4623
Randal Kleiser,"Mark H. Baker,Michael Burton",4921,4624
Peter Berg,Matthew Michael Carnahan,4922,4625
Michael Mann,"Frank Hohimer,Michael Mann",4923,4626
Paul Schrader,"DeWitt Bodeen,Alan Ormsby",4924,4627
Robert Zemeckis,William Broyles Jr.,4925,4628
Baz Luhrmann,"Baz Luhrmann,Craig Pearce",4926,3614
Danny Boyle,"John Hodge,Alex Garland",4927,4629
Edward Zwick,"Charles Leavitt,Charles Leavitt",4928,4630
Will Gluck,Bert V. Royal,4929,4631
Richard LaGravenese,"Richard LaGravenese,Steven Rogers",4930,4632
Lasse Hallström,"Dana Stevens,Gage Lansky",4931,4633
"Glenn Ficarra,John Requa",Dan Fogelman,4932,4634
Levan Gabriadze,Nelson Greaves,4933,4635
Todd Graff,Todd Graff,4934,4636
Elizabeth Banks,"Kay Cannon,Mickey Rapkin",4935,4637
Paul Feig,"Kristen Wiig,Annie Mumolo",4936,4638
Alexandra Shiva,,4937,4639
Jonathan Frakes,"Gene Roddenberry,Rick Berman",4938,4640
Nicholas Meyer,"Gene Roddenberry,Harve Bennett",4939,4641
Leonard Nimoy,"Gene Roddenberry,Harve Bennett",4940,4642
Leonard Nimoy,"Gene Roddenberry,Leonard Nimoy",4941,4643
Peter Hyams,"Arthur C. Clarke,Peter Hyams",4942,4644
Nicholas Meyer,"Gene Roddenberry,Leonard Nimoy",4943,4645
Jonathan Frakes,"Gene Roddenberry,Rick Berman",4944,4640
Stuart Baird,"Gene Roddenberry,John Logan",4945,4646
Patty Jenkins,"Jason Fuchs,William M. Marston",4946,4647
Roger Lay Jr.,Roger Lay Jr.,4947,4648
Roger Lay Jr.,"Roger Lay Jr.,Robert Meyer Burnett",4948,4649
Craig Sheeler,"John Mess,Craig Sheeler",4949,4650
Adam Haus,"Paul Bowman,Adam Haus",4950,4651
Scott J. Gill,"Josh Dasal,Scott J. Gill",4951,4652
Harry Winer,"Clifford Green,Casey T. Mitchell",4952,4653
Leonard Nimoy,"Coline Serreau,James Orr",4953,4654
Kenneth Johnson,"Brent Maddock,S.S. Wilson",4954,4655
John Hughes,John Hughes,4955,397
David Yates,"Edgar Rice Burroughs,Stuart Beattie",4956,4656
Matthew Robbins,"Mick Garris,Brad Bird",4957,4657
"Annabel Jankel,Rocky Morton","Parker Bennett,Terry Runte",4958,4658
Justin Lin,Chris Morgan,4959,4659
Rob Cohen,"Ken Li,Gary Scott Thompson",4960,4660
John Singleton,"Gary Scott Thompson,Michael Brandt",4961,4661
Justin Lin,"Chris Morgan,Gary Scott Thompson",4962,2009
Justin Lin,"Chris Morgan,Gary Scott Thompson",4963,2009
James Wan,"Chris Morgan,Gary Scott Thompson",4964,4662
"Tinto Brass,Bob Guccione",Gore Vidal,4965,4663
John Badham,"S.S. Wilson,Brent Maddock",4966,4664
Mark Rydell,"William Dale Jennings,Irving Ravetch",4967,4665
Andrew V. McLaglen,"James Lee Barrett,Stanley Hough",4968,4666
Andrew V. McLaglen,James Edward Grant,4969,4667
Andrew V. McLaglen,"Harry Julian Fink,Rita M. Fink",4970,4668
John Wayne,James Edward Grant,4971,4669
John Ford,"John Lee Mahin,Martin Rackin",4972,4670
George Stevens,"A.B. Guthrie Jr.,Jack Sher",4973,4671
John Ford,"James Kevin McGuinness,James Warner Bellah",4974,4672
John Ford,"Samuel G. Engel,Winston Miller",4975,4673
John Carpenter,John Carpenter,4976,2815
Burt Kennedy,Burt Kennedy,4977,4674
John Fasano,"Sonoko Kondo,Jeff McKay",4978,4675
Nora Ephron,"Peter Dexter,Jim Quinlan",4979,4676
Mike Nichols,"Joe Klein,Elaine May",4980,4677
Costa-Gavras,"Tom Matthews,Tom Matthews",4981,4678
Amy Heckerling,Amy Heckerling,4982,4679
Simon West,"Nelson DeMille,Christopher Bertolini",4983,4680
Steven Zaillian,"Jonathan Harr,Steven Zaillian",4984,4681
F. Gary Gray,"Elmore Leonard,Peter Steinfeld",4985,4682
Jon Turteltaub,Gerald Di Pego,4986,4683
Brett Ratner,"Ryan Condal,Evan Spiliotopoulos",4987,4684
"Scott Alexander,Larry Karaszewski","Scott Alexander,Larry Karaszewski",4988,4685
Darren Aronofsky,"Darren Aronofsky,Ari Handel",4989,4686
Louis Leterrier,"Luc Besson,Robert Mark Kamen",4990,4687
Olivier Megaton,"Luc Besson,Robert Mark Kamen",4991,4688
Robert Rodriguez,"Kyle Ward,Robert Rodriguez",4992,4689
Irving Pichel,"Alford Van Ronkel,Robert A. Heinlein",4993,4690
Nathan Juran,"Robert Creighton Williams,Christopher Knopf",4994,4691
Edward L. Cahn,"Robert J. Gurney Jr.,Al Martin",4995,4692
William Cameron Menzies,Richard Blake,4996,4693
Fred F. Sears,"Donald E. Keyhoe,Curt Siodmak",4997,4694
Brett Ratner,"Jeff Nathanson,Ross LaManna",4998,4695
Brett Ratner,"Ross LaManna,Jim Kouf",4999,4696
"Fenton Bailey,Randy Barbato","Fenton Bailey,Randy Barbato",5000,4697
Roland Emmerich,Robert Rodat,5001,4698
John Woo,"Bruce Geller,Ronald D. Moore",5002,4699
Malcolm D. Lee,"John Ridley,John Ridley",5003,4700
Brad Bird,"Josh Appelbaum,André Nemec",5004,4701
George Pal,"David Duncan,H.G. Wells",5005,4702
Jean-Jacques Annaud,"Alain Godard,Jean-Jacques Annaud",5006,4703
"Joel Coen,Ethan Coen","Ethan Coen,Joel Coen",5007,2028
Steven Shainberg,"Erin Cressida Wilson,Mary Gaitskill",5008,4704
"Joel Coen,Ethan Coen","Joel Coen,Ethan Coen",5009,110
"Joel Coen,Ethan Coen","Homer,Ethan Coen",5010,4705
"Joel Coen,Ethan Coen","Joel Coen,Ethan Coen",5011,110
"Ethan Coen,Joel Coen","Joel Coen,Ethan Coen",5012,2275
"Ethan Coen,Joel Coen","Joel Coen,Ethan Coen",5013,2275
"Joel Coen,Ethan Coen","Robert Ramsey,Matthew Stone",5014,4706
"Ethan Coen,Joel Coen","Joel Coen,Ethan Coen",5015,2275
"Ethan Coen,Joel Coen","Joel Coen,Ethan Coen",5016,2275
Shinji Aramaki,"Robert A. Heinlein,Flint Dille",5017,4707
Ridley Scott,"Mark Bowden,Ken Nolan",5018,4708
John Hillcoat,"Cormac McCarthy,Joe Penhall",5019,4709
Tim Miller,"Rhett Reese,Paul Wernick",5020,4710
Zack Snyder,"Chris Terrio,David S. Goyer",5021,4711
Dave Green,"Josh Appelbaum,Kevin Eastman",5022,4712
Duncan Jones,"Duncan Jones,Charles Leavitt",5023,4713
