Year,Filming Locations,original_index,unique_index
2010,"Belcarra Regional Park, Burrard Inlet, Vancouver, British Columbia, Canada",4306,3369
2010,"Oak Island, North Carolina, USA",4307,3370
2013,"New Orleans, Louisiana, USA",4308,1948
2013,"Toronto, Ontario, Canada",4309,3371
2003,"California, USA",4310,3218
1999,"Auschwitz-Birkenau Concentration Camp, Oswiecim, Malopolskie, Poland",4311,3372
1978,"Bubbling Well Pet Memorial Park, Petaluma, California, USA",4312,3373
1994,"Cabrini Green Housing Complex, Chicago, Illinois, USA",4313,3374
2013,,4314,45
1983,"Niagara-on-the-Lake, Ontario, Canada",4315,3375
1985,"Laird International Studio - 9336 W. Washington Blvd., Culver City, California, USA",4316,3376
1981,"Vernon, Florida, USA",4317,3377
1930,"Athena, Oregon, USA",4318,3378
2012,,4319,47
2010,,4320,20
1996,"Cesky Krumlov, Czech Republic",4321,3379
2008,,4322,43
1999,Peru,4323,3380
2006,"Alaska, USA",4324,3381
2014,"Hawaii, USA",4325,3382
2004,Germany,4326,3383
2004,"Oaxaca, Mexico",4327,3384
2008,,4328,43
2014,,4329,245
2010,,4330,20
2005,"Berlin Hauptbahnhof, Berlin, Germany",4331,3385
2004,"Berlin, Germany",4332,3386
2012,"Los Angeles, California, USA",4333,679
1927,"Bexar County, Texas, USA",4334,3387
1936,"Santa Clarita, California, USA",4335,3388
1995,"Pickering, Ontario, Canada",4336,3389
1925,"California, USA",4337,3390
1997,"Los Angeles, California, USA",4338,1999
1955,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4339,404
1941,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4340,422
1951,"Colonial Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4341,3391
1953,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4342,3392
1953,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4343,3392
1950,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4344,1621
1957 1958 1959,"Stage 9, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",4345,3393
1951,"Glacier National Park, Montana, USA",4346,3394
1958,"Valley Forge Studios, Valley Forge, Pennsylvania, USA",4347,3395
1956,"Sunset Studios, Los Angeles, California, USA",4348,3396
1955,"Long Beach, California, USA",4349,3397
1957,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4350,348
1953,"Santa Clarita, California, USA",4351,3398
1988,"Indian Dunes, Ventura County, California, USA",4352,3399
2000,"Piru, California, USA",4353,3400
2006,,4354,775
2013,,4355,45
1990,"Valencia, California, USA",4356,3401
1999,"Holbrook, Arizona, USA",4357,3402
1985,"Ain, Rhône-Alpes, France",4358,3403
1985,Hungary,4359,3404
1985,,4360,2219
1999,,4361,139
1981,,4362,677
1988,"19625 Bryant Street Northridge, Los Angeles, California, USA",4363,3405
1989,,4364,606
1987,"Beverly Hills, California, USA",4365,3406
1985,"Los Angeles, California, USA",4366,3175
1982,"John Marshall High School - 3939 Tracy Street, Los Feliz, Los Angeles, California, USA",4367,3407
1984,"609 E. Channel Rd., Rustic Canyon, Pacific Palisades, Los Angeles, California, USA",4368,3408
1979,"5th Avenue, Manhattan, New York City, New York, USA",4369,3409
1987 1988 1989,Ecuador,4370,3410
1986,"Elstree Studios, Borehamwood, Hertfordshire, England, UK",4371,3411
1988,"637 S Lucerne Blvd, Los Angeles, California, USA",4372,647
1984,,4373,3412
1964,"Columbia/Warner Bros. Ranch - 411 North Hollywood Way, Burbank, California, USA",4374,3413
1963,,4375,1131
1987,Philippines,4376,3414
2005,"Pasadena, California, USA",4377,3415
1990,"England, UK",4378,3416
2013,"Sydney, Australia",4379,3417
2011,"Livingston Manor, New York, USA",4380,3418
1968,"Camp Williams National Guard Base, Lehi, Utah, USA",4381,3419
1953,"Yuma, Arizona, USA",4382,3420
2013,"Virginia, USA",4383,3421
2008,"Pomfret, Connecticut, USA",4384,3422
2005,"New York City, New York, USA",4385,1362
2008,"Budapest, Hungary",4386,2439
1960,"Ardgour, Highland, Scotland, UK",4387,3423
2000,"Baltimore, Maryland, USA",4388,803
2013,"Dallas, Texas, USA",4389,3424
1962,"Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4390,3425
2011,"Sony Pictures Studios - 10202 W. Washington Blvd., Culver City, California, USA",4391,1954
1951,"Los Angeles, California, USA",4392,3426
1973,"Inyo National Forest - 351 Pacu Lane, Bishop, California, USA",4393,3427
1978,"Cottonwood Court, 1742 Cerrillos Road, Santa Fe, New Mexico, USA",4394,3428
1985,"Columbia State Historic Park - 22708 Broadway, Columbia, California, USA",4395,3429
1983,"1000-1600 Pacific Avenue, Santa Cruz, California, USA",4396,3430
1988,"1954 Mason Street, North Beach, San Francisco, California, USA",4397,3431
1979,"Alcatraz Island, San Francisco Bay, California, USA",4398,3432
1976,"Kayenta, Arizona, USA",4399,3433
1993,"Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA",4400,3434
1977,"Florence, Arizona, USA",4401,3435
2015,,4402,49
1971,"Ashland-Belle Helene Plantation - State Highway 75, Geismer, Louisiana, USA",4403,3436
1975,"Carmel, California, USA",4404,3437
1980,"Jackson Hole Airport, Jackson, Wyoming, USA",4405,3438
1997,"Baltimore, Maryland, USA",4406,3135
1990,"Highland Park, Los Angeles, California, USA",4407,3439
1990,"High Wycombe, Buckinghamshire, England, UK",4408,3440
1980,"Boise, Idaho, USA",4409,3441
1971,"Spindrift Road, Carmel Highlands, California, USA",4410,3442
1984,"New Orleans, Louisiana, USA",4411,3443
1974,"Choteau, Montana, USA",4412,3444
2005,"Salt Lake City, Utah, USA",4413,3445
2001,,4414,136
1962,"Bora Bora, Leeward Islands, French Polynesia",4415,3446
1956,"Nara, Japan",4416,3447
1960,"Milton, New York, USA",4417,3448
1954,"Cypress Point, Pebble Beach, California, USA",4418,3449
1965,"Los Angeles, California, USA",4419,3450
1963,"Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4420,3451
1953,"Conejo Valley, Thousand Oaks, California, USA",4421,3452
1952,"Denver & Rio Grande Western Railroad, Durango, Colorado, USA",4422,3453
1966,"Wrightwood, California, USA",4423,3454
1961,"Bavispe, Sonora, Mexico",4424,3455
1950,"John Ford Ranch, San Fernando Valley, Los Angeles County, California, USA",4425,3456
1957,"Kobe, Hyogo, Japan",4426,3457
1953,,4427,851
1952,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",4428,3458
1935,"Lake Sherwood, California, USA",4429,3459
1963,"Fowey, Cornwall, England, UK",4430,3460
1949,"Oregon, USA",4431,3461
1951,"Stage 22, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4432,3462
1944,"Marianas Trench, South Pacific, Pacific Ocean",4433,3463
1950,"MGM British Studios, Borehamwood, Hertfordshire, England, UK",4434,3464
1932,,4435,74
1932,"RKO-Pathé Studios - 9336 Washington Blvd., Culver City, California, USA",4436,408
1957,"Hawaii, USA",4437,3465
1943,Russia,4438,3466
1943,,4439,3467
1943,"Adak Island, Aleutian Islands, Alaska, USA",4440,3468
1943,,4441,3467
1943,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",4442,3469
1942,,4443,3470
1995,"Occidental College -1600 Campus Road, Eagle Rock, Los Angeles, California, USA",4444,3471
1983,"Bulevardi, Helsinki, Finland",4445,3472
1987,"Bristol, England, UK",4446,3473
1978,"1227 Montgomery Street, Telegraph Hill, San Francisco, California, USA",4447,3474
1985,"1761 Potrero Road, Hidden Valley, Thousand Oaks, California, USA",4448,3475
1979,"Chelsea, London, England, UK",4449,3476
2010,"Pontsticill Reservoir, Brecon Beacons National Park, Wales, UK",4450,3477
1978,"Loseley House, Guildford, Surrey, England, UK",4451,3478
1984,"Paris, France",4452,3479
2010,"Laurel Pet Hospital - 7970 Santa Monica Blvd, West Hollywood, California, USA",4453,3480
2013,"California, USA",4454,630
1999,"Santa Clarita, California, USA",4455,1319
2015,"Manhattan, New York City, New York, USA",4456,3481
2014 2015 2016,,4457,745
2015,,4458,49
2015,"Los Angeles, California, USA",4459,56
2012,"Las Vegas, Nevada, USA",4460,3482
2012,"Port Lincoln, South Australia, Australia",4461,3483
2011,,4462,144
2012,"Burgundy, France",4463,3484
2001,,4464,136
1997,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",4465,3485
2015,,4466,49
1987 1988 1989,"Griffith Observatory, 2800 E Observatory Rd, Los Angeles, California, USA",4467,3486
2015,"D C Stages & Sets - 1360 E 6th St, Los Angeles, California, USA",4468,3487
2014,"Milwaukee, Wisconsin, USA",4469,3488
2015,,4470,49
1993,"Colorado Springs, Colorado, USA",4471,3489
2010,,4472,20
1990,Belize,4473,3490
2013,,4474,45
2015,,4475,49
2014,"Oklahoma City, Oklahoma, USA",4476,3491
1936,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4477,420
1987,"Six Flags Over Georgia - 7561 Six Flags Parkway, Austell, Georgia, USA",4478,3492
1943,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",4479,2399
1940,"Lompoc, California, USA",4480,3493
1940,"Lasky Mesa, West Hills, Los Angeles, California, USA",4481,3494
1978,"Bari, Apulia, Italy",4482,3495
1979,"Belmonte, Cuenca, Castilla-La Mancha, Spain",4483,3496
1947,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",4484,2495
1940,"Fort Bragg, California, USA",4485,3497
1939,"Busch Gardens - S. Grove Avenue, Pasadena, California, USA",4486,3498
1939,"Sacramento, California, USA",4487,3499
1956,"Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA",4488,3500
1976,"New Jersey, USA",4489,3501
1978,"Atlanta, Georgia, USA",4490,3502
2004,,4491,774
2003,,4492,497
1999,"Hollywood, Los Angeles, California, USA",4493,834
1985,"Cabo Espichel, Portugal",4494,3503
1958,"Stage 14, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4495,3504
1940,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",4496,1622
1935,"England, UK",4497,3505
1947,,4498,1244
1956,"Central Park, Manhattan, New York City, New York, USA",4499,3506
1940,"Laguna, California, USA",4500,3507
1960,"Monument Valley, Arizona, USA",4501,3508
1951,"Bidwell Park - Manzanita Avenue, Chico, California, USA",4502,3509
1943,"904 McDonald Avenue, Santa Rosa, California, USA",4503,3510
2009,"Los Angeles, California, USA",4504,11
1949,"Goulding's Trading Post, Monument Valley, Utah, USA",4505,3511
1939,"Santa Clarita, California, USA",4506,3512
2015,"929 South Broadway, Los Angeles, California, USA",4507,3513
1956,"Catalpa Avenue, Ridgewood, Queens, New York City, New York, USA",4508,3514
2002,"Santa Clarita, California, USA",4509,1935
1966,"Cambridge, Massachusetts, USA",4510,3515
1948,"Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue, Arcadia, California, USA",4511,3516
1949,"Newtown, Connecticut, USA",4512,3517
2002,"Los Angeles, California, USA",4513,1063
1945,"Alta Lodge - 10230 E. Little Cottonwood Road, Alta, Utah, USA",4514,3518
2000,"Abiquiu, New Mexico, USA",4515,3519
1960,"Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4516,3520
2012,"Cedartown, Georgia, USA",4517,3521
1992,"California, USA",4518,3522
1996,"3216 1st Avenue, Council Bluffs, Iowa, USA",4519,3523
2009,"Melody Ranch - 24715 Oak Creek Avenue, Newhall, California, USA",4520,3524
1987 1988 1989,"Allentown, Pennsylvania, USA",4521,3525
2004,"Maryland, USA",4522,3526
1997,"Las Vegas, Nevada, USA",4523,3527
1949,"Gilmore Field - 7700 Beverly Blvd, Los Angeles, California, USA",4524,3528
1971,"Palm Springs Aerial Tramway, Palm Springs, California, USA",4525,3529
1998,"Baltimore, Maryland, USA",4526,387
1972,"Baltimore, Maryland, USA",4527,3530
2001,"Berlin, Germany",4528,3531
1950,,4529,2534
1948,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",4530,3532
1990,"Baltimore, Maryland, USA",4531,3533
1943,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",4532,965
1972,"New York City, New York, USA",4533,3534
1943,"20th Century Fox Ranch, Malibu Creek State Park - 1925 Las Virgenes Road, Calabasas, California, USA",4534,3535
1976,"Santa Monica Pier, Santa Monica, California, USA",4535,3536
1976,,4536,3537
1976,"Stage 28, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4537,3538
2006,"Los Angeles, California, USA",4538,337
1971,"First Church Cemetery, Town Street, East Haddam, Connecticut, USA",4539,3539
1955,"Lake Arrowhead, San Bernardino National Forest, California, USA",4540,3540
1956,"City Hall - 200 N. Spring Street, Downtown, Los Angeles, California, USA",4541,3541
1944,,4542,3214
1936,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",4543,3016
2014,,4544,245
1945,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",4545,3542
1954,"Red Rock Crossing, Sedona, Arizona, USA",4546,3543
1947,"Filbert Steps, Filbert Street, San Francisco, California, USA",4547,3544
1958,"Between Piru & Fillmore, Southern Pacific Railroad, California, USA",4548,3545
1941,"Alabama Hills, Lone Pine, California, USA",4549,3546
1931,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4550,3547
1931,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4551,3547
1939,"Stage 19, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4552,3548
1932,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4553,94
1933,"Fox Movietone City, Westwood, Los Angeles, California, USA",4554,3549
1931,"Venice, Los Angeles, California, USA",4555,3550
1974,"Enniskillen, Ontario, Canada",4556,3551
1995,,4557,172
1949,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",4558,3552
1953,"Eglise Saint-Zéphirin de Stadacona, quartier Limoilou, 972 rue Saint-Jean, Québec, Québec, Canada",4559,3553
1956,"Arizona, USA",4560,3554
1958,"Coleman Estate, Muttontown, Oyster Bay, Long Island, New York, USA",4561,3555
1957,"Danville, Kentucky, USA",4562,3556
1960,"Manhattan, New York City, New York, USA",4563,3557
1959,"Bagur, Girona, Catalonia, Spain",4564,3558
2014,,4565,245
1974,"Cincinnati, Ohio, USA",4566,3559
2014,,4567,245
1973,"26652 Latigo Shore Drive, Malibu, California, USA",4568,3560
1969,"Lancaster, California, USA",4569,3561
1975,,4570,870
1972,"Amalfi, Campania, Italy",4571,3562
2014,"San Diego, California, USA",4572,3563
1963,,4573,1131
1961,,4574,3564
1991,"Scranton, Pennsylvania, USA",4575,3565
1999,"New York City, New York, USA",4576,2944
1970,,4577,3566
1953,"Stage 12, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4578,3567
1988,"New York City, New York, USA",4579,62
1972,"Everglades National Park, Florida, USA",4580,3568
1984,,4581,3412
1988,"Bakersfield, California, USA",4582,3569
1987,"Pasadena, California, USA",4583,3570
2001,"Hollywood, Los Angeles, California, USA",4584,3571
1983,"Lake Luzerne, New York, USA",4585,3572
1989,"Bell, California, USA",4586,3573
2000,"Dinwiddie, Virginia, USA",4587,3574
1989,"24650 Arch St, Santa Clarita, California, USA",4588,3575
1949,"Eglin Air Force Base, Fort Walton Beach, Florida, USA",4589,3576
1976,Greece,4590,3577
1967,"Malibu, California, USA",4591,3578
1953,"Algiers, Algeria",4592,3579
1983,"Charleston, South Carolina, USA",4593,3580
1955,"RKO-Pathé Studios - 9336 Washington Blvd., Culver City, California, USA",4594,3581
1945,"Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA",4595,3582
1942,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4596,3583
1944,"Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue, Arcadia, California, USA",4597,3584
1940,"Stage 19, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",4598,3585
1967,"Frankfort, Kentucky, USA",4599,3586
1970,"Astrodome - 8400 Kirby Drive, Houston, Texas, USA",4600,3587
1945,"Angeles Crest Highway, Angeles National Forest, California, USA",4601,3588
1936,"Red Rock Canyon State Park - Highway 14, Cantil, California, USA",4602,3589
2009,,4603,126
1954,"Ahwanee Hotel, Yosemite Valley, Yosemite National Park, California, USA",4604,3590
1960,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",4605,3591
1956,"Arizona State Fairgrounds, Phoenix, Arizona, USA",4606,3592
1953 1954 1955,"Banff National Park, Alberta, Canada",4607,3593
1953,"Stage 3, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",4608,3594
1953,"3620 Bridgewater St, Niagara Falls, Ontario, Canada",4609,3595
1953,"36 Sutton Place South, Sutton Place, Manhattan, New York City, New York, USA",4610,3596
1954,"Stage 9, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",4611,3597
1961,"Dayton, Nevada, USA",4612,3598
1957,"London, England, UK",4613,2463
1961,"Shadow Ranch, Vanowen Street, West Hills, Los Angeles, California, USA",4614,3599
1959,Belgium,4615,3600
1979,"Burghausen, Bavaria, Germany",4616,3601
1959,"Santa Clarita, California, USA",4617,3018
1999,"Baltimore, Maryland, USA",4618,3602
1991,"Burke Foundation, White Plains, New York, USA",4619,3603
2006,"Kamloops, British Columbia, Canada",4620,3604
1988,"Rue du Faubourg Saint-Martin, Paris 10, Paris, France",4621,3605
1998,"Kaua'i, Hawaii, USA",4622,3606
1988,"Vernon Valley Great Gorge Ski Resort, New Jersey, USA",4623,3607
1956,"Cinecittà Studios, Cinecittà, Rome, Lazio, Italy",4624,3608
