Name,Director,original_index,unique_index
The Hard Easy,Ari Ryan,4294,4294
Joshua,George Ratliff,4295,4295
At Middleton,Adam Rodgers,4296,4296
Goats,Christopher Neil,4297,4297
Cybornetics,Dwayne Buckle,4298,4298
Breaking and Entering,Anthony Minghella,4299,4299
Nothing But the Truth,Rod Lurie,4300,4300
The Twilight Saga: New Moon,Chris Weitz,4301,4301
Beastly,Daniel Barnz,4302,4302
Twilight,Catherine Hardwicke,4303,4303
Remember Me,Allen Coulter,4304,4304
Snow White and the Huntsman,Rupert Sanders,4305,4305
The Twilight Saga: Eclipse,David Slade,4306,4306
Dear John,Lasse Hallström,4307,4307
The Host,Andrew Niccol,4308,4308
The Mortal Instruments: City of Bones,Harald Zwart,4309,4309
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Errol Morris,4310,4310
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",Errol Morris,4311,4311
Gates of Heaven,Errol Morris,4312,4312
Hoop Dreams,Steve James,4313,4313
The Unknown Known,Errol Morris,4314,4314
The Dead Zone,David Cronenberg,4315,4315
Fright Night,Tom Holland,4316,4316
"Vernon, Florida",Errol Morris,4317,4317
City Girl,F.W. Murnau,4318,4318
West of Memphis,Amy Berg,4319,4319
Bold Native,Denis Hennelly,4320,4320
The Adventures of Pinocchio,Steve Barron,4321,4321
Got the Facts on Milk?,Shira Lane,4322,4322
Mein liebster Feind - Klaus Kinski,Werner Herzog,4323,4323
Dying to Have Known,Steve Kroschel,4324,4324
Breath of Life,Susan Kucera,4325,4325
The Gerson Miracle,Steve Kroschel,4326,4326
The Future of Food,Deborah Koons,4327,4327
The Beautiful Truth,Steve Kroschel,4328,4328
"Fat, Sick & Nearly Dead 2",Kurt Engfehr,4329,4329
Planeat,"Shelley Lee Davies,Or Shlomi",4330,4330
The Constant Gardener,Fernando Meirelles,4331,4331
Edgar G. Ulmer - The Man Off-screen,Michael Palm,4332,4332
This Is 40,Judd Apatow,4333,4333
Wings,"William A. Wellman,Harry d'Abbadie d'Arrast",4334,4334
Modern Times,Charles Chaplin,4335,4335
Canadian Bacon,Michael Moore,4336,4336
The Gold Rush,Charles Chaplin,4337,4337
Lugosi: Hollywood's Dracula,Gary Don Rhodes,4338,4338
Abbott and Costello Meet the Mummy,Charles Lamont,4339,4339
Hold That Ghost,Arthur Lubin,4340,4340
Abbott and Costello Meet the Invisible Man,Charles Lamont,4341,4341
Abbott and Costello Go to Mars,Charles Lamont,4342,4342
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Charles Lamont,4343,4343
Abbott and Costello in the Foreign Legion,Charles Lamont,4344,4344
The Fly,Kurt Neumann,4345,4345
The Thing from Another World,"Christian Nyby,Howard Hawks",4346,4346
The Blob,"Irvin S. Yeaworth Jr.,Russell S. Doughten Jr.",4347,4347
Invasion of the Body Snatchers,Don Siegel,4348,4348
It Came from Beneath the Sea,Robert Gordon,4349,4349
The Incredible Shrinking Man,Jack Arnold,4350,4350
It Came from Outer Space,Jack Arnold,4351,4351
Hell Comes to Frogtown,"Donald G. Jackson,R.J. Kizer",4352,4352
G-Men from Hell,Christopher Coppola,4353,4353
The Creature of the Sunny Side Up Trailer Park,Christopher Coppola,4354,4354
10%: What Makes a Hero?,Yoav Shamir,4355,4355
The Guardian,William Friedkin,4356,4356
Palmer's Pick Up,Christopher Coppola,4357,4357
The Bride,Franc Roddam,4358,4358
Mata Hari,Curtis Harrington,4359,4359
The Big Bet,Bert I. Gordon,4360,4360
Gunfighter,Christopher Coppola,4361,4361
Saturday the 14th,Howard R. Cohen,4362,4362
Earth Girls Are Easy,Julien Temple,4363,4363
Transylvania Twist,Jim Wynorski,4364,4364
Fatal Beauty,Tom Holland,4365,4365
Once Bitten,Howard Storm,4366,4366
Zapped!,Robert J. Rosenthal,4367,4367
The Adventures of Buckaroo Banzai Across the 8th Dimension,W.D. Richter,4368,4368
Love at First Bite,Stan Dragoti,4369,4369
Vibes,Ken Kwapis,4370,4370
Haunted Honeymoon,Gene Wilder,4371,4371
Elvira: Mistress of the Dark,James Signorelli,4372,4372
Another State of Mind,"Adam Small,Peter Stuart",4373,4373
The Naked Kiss,Samuel Fuller,4374,4374
Shock Corridor,Samuel Fuller,4375,4375
Hamburger Hill,John Irvin,4376,4376
The God Who Wasn't There,Brian Flemming,4377,4377
Memphis Belle,Michael Caton-Jones,4378,4378
The Unbelievers,Gus Holwerda,4379,4379
Martha Marcy May Marlene,Sean Durkin,4380,4380
The Devil's Brigade,Andrew V. McLaglen,4381,4381
The Desert Rats,Robert Wise,4382,4382
Blue Ruin,Jeremy Saulnier,4383,4383
Afterschool,Antonio Campos,4384,4384
Buy It Now,Antonio Campos,4385,4385
No Subtitles Necessary: Laszlo & Vilmos,James Chressanthis,4386,4386
Kidnapped,Robert Stevenson,4387,4387
Cecil B. DeMented,John Waters,4388,4388
Upstream Color,Shane Carruth,4389,4389
To Kill a Mockingbird,Robert Mulligan,4390,4390
Friends with Benefits,Will Gluck,4391,4391
A Streetcar Named Desire,Elia Kazan,4392,4392
High Plains Drifter,Clint Eastwood,4393,4393
Every Which Way But Loose,James Fargo,4394,4394
Pale Rider,Clint Eastwood,4395,4395
Sudden Impact,Clint Eastwood,4396,4396
The Dead Pool,Buddy Van Horn,4397,4397
Escape from Alcatraz,Don Siegel,4398,4398
The Outlaw Josey Wales,Clint Eastwood,4399,4399
In the Line of Fire,Wolfgang Petersen,4400,4400
The Gauntlet,Clint Eastwood,4401,4401
Mistress America,Noah Baumbach,4402,4402
The Beguiled,Don Siegel,4403,4403
The Eiger Sanction,Clint Eastwood,4404,4404
Any Which Way You Can,Buddy Van Horn,4405,4405
Absolute Power,Clint Eastwood,4406,4406
The Rookie,Clint Eastwood,4407,4407
White Hunter Black Heart,Clint Eastwood,4408,4408
Bronco Billy,Clint Eastwood,4409,4409
Play Misty for Me,Clint Eastwood,4410,4410
Tightrope,Richard Tuggle,4411,4411
Thunderbolt and Lightfoot,Michael Cimino,4412,4412
The Crow: Wicked Prayer,Lance Mungia,4413,4413
Drive-in Movie Memories,Kurt Kuenne,4414,4414
Mutiny on the Bounty,"Lewis Milestone,Carol Reed",4415,4415
The Teahouse of the August Moon,Daniel Mann,4416,4416
The Fugitive Kind,Sidney Lumet,4417,4417
Désirée,Henry Koster,4418,4418
Morituri,Bernhard Wicki,4419,4419
The Ugly American,George Englund,4420,4420
The Wild One,Laslo Benedek,4421,4421
Viva Zapata!,Elia Kazan,4422,4422
The Appaloosa,Sidney J. Furie,4423,4423
One-Eyed Jacks,Marlon Brando,4424,4424
The Men,Fred Zinnemann,4425,4425
Sayonara,Joshua Logan,4426,4426
Scandal at Scourie,Jean Negulesco,4427,4427
The Sellout,Gerald Mayer,4428,4428
Vanessa: Her Love Story,William K. Howard,4429,4429
Summer Flight,Daniel Petrie,4430,4430
Battleground,William A. Wellman,4431,4431
Operation Pacific,George Waggner,4432,4432
The Fighting Lady,"Edward Steichen,William Wyler",4433,4433
The Miniver Story,"H.C. Potter,Victor Saville",4434,4434
Men of America,"Ralph Ince,William Boyd",4435,4435
Young Bride,William A. Seiter,4436,4436
The Enemy Below,Dick Powell,4437,4437
The Battle of Russia,"Frank Capra,Anatole Litvak",4438,4438
How to Operate Behind Enemy Lines,John Ford,4439,4439
Report from the Aleutians,John Huston,4440,4440
The Battle of Britain,"Frank Capra,Anthony Veiller",4441,4441
December 7th: The Movie,"John Ford,Gregg Toland",4442,4442
Prelude to War,"Frank Capra,Anatole Litvak",4443,4443
Kicking and Screaming,Noah Baumbach,4444,4444
Gorky Park,Michael Apted,4445,4445
Hearts of Fire,Richard Marquand,4446,4446
Invasion of the Body Snatchers,Philip Kaufman,4447,4447
Jagged Edge,Richard Marquand,4448,4448
Birth of the Beatles,Richard Marquand,4449,4449
Submarine,Richard Ayoade,4450,4450
The Legacy,Richard Marquand,4451,4451
Until September,Richard Marquand,4452,4452
Greenberg,Noah Baumbach,4453,4453
Short Term 12,Destin Daniel Cretton,4454,4454
Durango Kids,Ashton Root,4455,4455
The Wolfpack,Crystal Moselle,4456,4456
Amy,Asif Kapadia,4457,4457
Best of Enemies,"Robert Gordon,Morgan Neville",4458,4458
Tangerine,Sean Baker,4459,4459
The Queen of Versailles,Lauren Greenfield,4460,4460
Sushi: The Global Catch,Mark Hall,4461,4461
A Matter of Taste: Serving Up Paul Liebrandt,Sally Rowe,4462,4462
Somm,Jason Wise,4463,4463
Mean Machine,Barry Skolnick,4464,4464
Little Bigfoot,Art Camacho,4465,4465
Hood,Michael Lansu,4466,4466
Not of this Earth,Jim Wynorski,4467,4467
Checkmate,Timothy Woodward Jr.,4468,4468
The Surface,Gil Cates Jr.,4469,4469
Prom Ride,Kazeem Molake,4470,4470
Laser Moon,Douglas K. Grimm,4471,4471
Senna,Asif Kapadia,4472,4472
Object of Desire,Roger Duchowny,4473,4473
GMO OMG,Jeremy Seifert,4474,4474
The Vatican Tapes,Mark Neveldine,4475,4475
Fed Up,Stephanie Soechtig,4476,4476
The Green Pastures,"Marc Connelly,William Keighley",4477,4477
Funland,Michael A. Simpson,4478,4478
Cabin in the Sky,"Vincente Minnelli,Busby Berkeley",4479,4479
The Bank Dick,Edward F. Cline,4480,4480
Santa Fe Trail,Michael Curtiz,4481,4481
Starcrash,Luigi Cozzi,4482,4482
Jaguar Lives!,Ernest Pintoff,4483,4483
Song of Love,Clarence Brown,4484,4484
Our Town,Sam Wood,4485,4485
Beau Geste,William A. Wellman,4486,4486
Young Mr. Lincoln,John Ford,4487,4487
World Without End,Edward Bernds,4488,4488
Alice Sweet Alice,Alfred Sole,4489,4489
They Went That-A-Way & That-A-Way,"Stuart E. McGowan,Edward Montagne",4490,4490
Home on the Range,"Will Finn,John Sanford",4491,4491
The Jungle Book 2,Steve Trenbirth,4492,4492
Treasure Island,Scott King,4493,4493
Treasure Island,Raoul Ruiz,4494,4494
No Time for Sergeants,Mervyn LeRoy,4495,4495
"Edison, the Man",Clarence Brown,4496,4496
David Copperfield,George Cukor,4497,4497
The Macomber Affair,Zoltan Korda,4498,4498
Miracle in the Rain,Rudolph Maté,4499,4499
Strange Cargo,Frank Borzage,4500,4500
Sergeant Rutledge,John Ford,4501,4501
The Red Badge of Courage,John Huston,4502,4502
Shadow of a Doubt,Alfred Hitchcock,4503,4503
Coming Attractions: The History of the Movie Trailer,"Michael J. Shapiro,Jeff Werner",4504,4504
She Wore a Yellow Ribbon,John Ford,4505,4505
Stagecoach,John Ford,4506,4506
Insidious: Chapter 3,Leigh Whannell,4507,4507
The Wrong Man,Alfred Hitchcock,4508,4508
Waking Up in Reno,Jordan Brady,4509,4509
Who's Afraid of Virginia Woolf?,Mike Nichols,4510,4510
Wake of the Red Witch,Edward Ludwig,4511,4511
Adam's Rib,George Cukor,4512,4512
The Third Wheel,Jordan Brady,4513,4513
Spellbound,Alfred Hitchcock,4514,4514
All the Pretty Horses,Billy Bob Thornton,4515,4515
Inherit the Wind,Stanley Kramer,4516,4516
Jayne Mansfield's Car,Billy Bob Thornton,4517,4517
One False Move,Carl Franklin,4518,4518
Citizen Ruth,Alexander Payne,4519,4519
The Smell of Success,Michael Polish,4520,4520
Hairspray,John Waters,4521,4521
A Dirty Shame,John Waters,4522,4522
Perdita Durango,Álex de la Iglesia,4523,4523
The Stratton Story,Sam Wood,4524,4524
Kotch,Jack Lemmon,4525,4525
Pecker,John Waters,4526,4526
Pink Flamingos,John Waters,4527,4527
Marlene Dietrich: Her Own Song,David Riva,4528,4528
A Woman of Distinction,Edward Buzzell,4529,4529
The Big Clock,John Farrow,4530,4530
Cry-Baby,John Waters,4531,4531
The Crystal Ball,Elliott Nugent,4532,4532
Oh! Calcutta!,Jacques Levy,4533,4533
The Song of Bernadette,Henry King,4534,4534
W.C. Fields and Me,Arthur Hiller,4535,4535
"Goodbye, Norma Jean",Larry Buchanan,4536,4536
Gable and Lombard,Sidney J. Furie,4537,4537
Man About Town,Mike Binder,4538,4538
Let's Scare Jessica to Death,John D. Hancock,4539,4539
You're Never Too Young,Norman Taurog,4540,4540
While the City Sleeps,Fritz Lang,4541,4541
The Woman in the Window,Fritz Lang,4542,4542
Fury,Fritz Lang,4543,4543
Diagram for Delinquents,Robert A. Emmons Jr.,4544,4544
Scarlet Street,Fritz Lang,4545,4545
Johnny Guitar,Nicholas Ray,4546,4546
Dark Passage,Delmer Daves,4547,4547
The Defiant Ones,Stanley Kramer,4548,4548
High Sierra,Raoul Walsh,4549,4549
Little Caesar,Mervyn LeRoy,4550,4550
The Public Enemy,William A. Wellman,4551,4551
The Roaring Twenties,Raoul Walsh,4552,4552
Scarface,"Howard Hawks,Richard Rosson",4553,4553
Cavalcade,Frank Lloyd,4554,4554
Cimarron,Wesley Ruggles,4555,4555
Deranged: Confessions of a Necrophile,"Jeff Gillen,Alan Ormsby",4556,4556
From the Journals of Jean Seberg,Mark Rappaport,4557,4557
The Heiress,William Wyler,4558,4558
I Confess,Alfred Hitchcock,4559,4559
Giant,George Stevens,4560,4560
Cat on a Hot Tin Roof,Richard Brooks,4561,4561
Raintree County,Edward Dmytryk,4562,4562
BUtterfield 8,Daniel Mann,4563,4563
"Suddenly, Last Summer",Joseph L. Mankiewicz,4564,4564
Life Itself,Steve James,4565,4565
Homebodies,Larry Yust,4566,4566
Best Day Ever,Jeff London,4567,4567
Messiah of Evil,"Willard Huyck,Gloria Katz",4568,4568
Blood of Dracula's Castle,"Al Adamson,Jean Hewitt",4569,4569
Trip with the Teacher,Earl Barton,4570,4570
The Mechanic,Michael Winner,4571,4571
Kung Pow Charlie,Corey B. Stevens,4572,4572
Terrified,Lew Landers,4573,4573
The Devil's Hand,William J. Hole Jr.,4574,4574
Brain Twisters,Jerry Sangiuliano,4575,4575
Joe the King,Frank Whaley,4576,4576
Blood Mania,Robert Vincent O'Neill,4577,4577
House of Wax,André De Toth,4578,4578
Prime Evil,Roberta Findlay,4579,4579
Stanley,William Grefe,4580,4580
Love Scenes,Bud Townsend,4581,4581
Cheerleader Camp,John Quinn,4582,4582
"Silent Night, Deadly Night Part 2",Lee Harry,4583,4583
Schlock! The Secret History of American Movies,Ray Greene,4584,4584
Sleepaway Camp,Robert Hiltzik,4585,4585
Intruder,Scott Spiegel,4586,4586
Cherry Falls,Geoffrey Wright,4587,4587
Road House,Rowdy Herrington,4588,4588
Twelve O'Clock High,Henry King,4589,4589
Sky Riders,Douglas Hickox,4590,4590
Don't Make Waves,Alexander Mackendrick,4591,4591
The Man from Cairo,"Ray Enright,Edoardo Anton",4592,4592
The Lords of Discipline,Franc Roddam,4593,4593
A Bullet for Joey,Lewis Allen,4594,4594
Along Came Jones,Stuart Heisler,4595,4595
Across the Pacific,"John Huston,Vincent Sherman",4596,4596
Passage to Marseille,Michael Curtiz,4597,4597
They Drive by Night,Raoul Walsh,4598,4598
The Flim-Flam Man,Irvin Kershner,4599,4599
Brewster McCloud,Robert Altman,4600,4600
Conflict,Curtis Bernhardt,4601,4601
The Petrified Forest,Archie Mayo,4602,4602
Bestsellers,Rick Gratzer,4603,4603
The Caine Mutiny,Edward Dmytryk,4604,4604
Let's Make Love,George Cukor,4605,4605
Bus Stop,Joshua Logan,4606,4606
River of No Return,Otto Preminger,4607,4607
Gentlemen Prefer Blondes,Howard Hawks,4608,4608
Niagara,Henry Hathaway,4609,4609
How to Marry a Millionaire,Jean Negulesco,4610,4610
There's No Business Like Show Business,Walter Lang,4611,4611
The Misfits,John Huston,4612,4612
The Prince and the Showgirl,Laurence Olivier,4613,4613
The Children's Hour,William Wyler,4614,4614
The Nun's Story,Fred Zinnemann,4615,4615
Bloodline,Terence Young,4616,4616
Green Mansions,Mel Ferrer,4617,4617
Random Hearts,Sydney Pollack,4618,4618
Regarding Henry,Mike Nichols,4619,4619
Firewall,Richard Loncraine,4620,4620
Frantic,Roman Polanski,4621,4621
Six Days Seven Nights,Ivan Reitman,4622,4622
Working Girl,Mike Nichols,4623,4623
War and Peace,King Vidor,4624,4624
Alice Goodbody,Tom Scheuer,4625,4625
Striking Range,Daniel Millican,4626,4626
The Unforgiven,John Huston,4627,4627
The Jazz Singer,Alan Crosland,4628,4628
Long Day's Journey Into Night,Sidney Lumet,4629,4629
Red Rock West,John Dahl,4630,4630
Wilson,Henry King,4631,4631
Lady in the Dark,Mitchell Leisen,4632,4632
The Desert Song,Roy Del Ruth,4633,4633
"Hello Frisco, Hello",H. Bruce Humberstone,4634,4634
The Shanghai Gesture,Josef von Sternberg,4635,4635
Air Force,Howard Hawks,4636,4636
God Is My Co-Pilot,Robert Florey,4637,4637
The Big Shot,Lewis Seiler,4638,4638
Can't Help Singing,Frank Ryan,4639,4639
The Desert Song,H. Bruce Humberstone,4640,4640
Sherlock Holmes Faces Death,Roy William Neill,4641,4641
"What's Up, Doc?",Peter Bogdanovich,4642,4642
Scorpio One,Worth Keeter,4643,4643
Hell Night,Tom DeSimone,4644,4644
To All a Goodnight,David Hess,4645,4645
Offerings,Christopher Reynolds,4646,4646
Deadly Blessing,Wes Craven,4647,4647
Dead End,William Wyler,4648,4648
Trapped Ashes,"Sean S. Cunningham,Joe Dante",4649,4649
Spartacus,Stanley Kubrick,4650,4650
The Forgotten,S.F. Brownrigg,4651,4651
Brain Damage,Frank Henenlotter,4652,4652
So Proudly We Hail!,Mark Sandrich,4653,4653
They Gave Him a Gun,W.S. Van Dyke,4654,4654
Tomorrow Is Forever,Irving Pichel,4655,4655
Portrait of Jennie,William Dieterle,4656,4656
The Razor's Edge,Edmund Goulding,4657,4657
Shanghai Express,Josef von Sternberg,4658,4658
Three Came Home,Jean Negulesco,4659,4659
Watch on the Rhine,"Herman Shumlin,Hal Mohr",4660,4660
Too Late for Tears,Byron Haskin,4661,4661
Love Letters,William Dieterle,4662,4662
Now and Forever,Henry Hathaway,4663,4663
Manhunter,Michael Mann,4664,4664
The Perfect Weapon,Mark DiSalle,4665,4665
Careful What You Grimace For,John Schwert,4666,4666
The Forest,Don Jones,4667,4667
The Thirteenth Floor,Josef Rusnak,4668,4668
If You Could Only Cook,William A. Seiter,4669,4669
Lost Horizon,Frank Capra,4670,4670
Camille,George Cukor,4671,4671
The Visitor,Giulio Paradisi,4672,4672
There's One Born Every Minute,Harold Young,4673,4673
Blood Beach,Jeffrey Bloom,4674,4674
Julia Misbehaves,Jack Conway,4675,4675
The Girl Who Had Everything,Richard Thorpe,4676,4676
Elephant Walk,William Dieterle,4677,4677
The Last Time I Saw Paris,Richard Brooks,4678,4678
Beau Brummell,Curtis Bernhardt,4679,4679
Father's Little Dividend,Vincente Minnelli,4680,4680
A Date with Judy,Richard Thorpe,4681,4681
Love Is Better Than Ever,Stanley Donen,4682,4682
Father of the Bride,Vincente Minnelli,4683,4683
Cynthia,Robert Z. Leonard,4684,4684
The Grey,Joe Carnahan,4685,4685
The Expendables 2,Simon West,4686,4686
Tom,Greydon Clark,4687,4687
Non-Stop,Jaume Collet-Serra,4688,4688
The A-Team,Joe Carnahan,4689,4689
The Bourne Identity,Doug Liman,4690,4690
Unknown,Jaume Collet-Serra,4691,4691
A River Runs Through It,Robert Redford,4692,4692
Meet Joe Black,Martin Brest,4693,4693
Legends of the Fall,Edward Zwick,4694,4694
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,4695,4695
The Devil's Own,Alan J. Pakula,4696,4696
Spy Game,Tony Scott,4697,4697
The Mexican,Gore Verbinski,4698,4698
Sisters of Death,Joe Mazzuca,4699,4699
Mansion of the Doomed,Michael Pataki,4700,4700
Angels' Brigade,Greydon Clark,4701,4701
The Tingler,William Castle,4702,4702
Black Shampoo,Greydon Clark,4703,4703
Street Knight,Albert Magnoli,4704,4704
Hi-Riders,Greydon Clark,4705,4705
Iceman,Fred Schepisi,4706,4706
Luggage of the Gods!,David Kendall,4707,4707
Medicine Man,John McTiernan,4708,4708
Rising Sun,Philip Kaufman,4709,4709
Just Cause,Arne Glimcher,4710,4710
X: The Man with the X-Ray Eyes,Roger Corman,4711,4711
The Presidio,Peter Hyams,4712,4712
Attack of the Crab Monsters,Roger Corman,4713,4713
Femmes enragées,Philippe Darsac,4714,4714
The Undead,Roger Corman,4715,4715
Premature Burial,Roger Corman,4716,4716
The Eagle,Kevin Macdonald,4717,4717
Black Gold,"Marc Francis,Nick Francis",4718,4718
Tales of Terror,Roger Corman,4719,4719
The Fall of the Roman Empire,Anthony Mann,4720,4720
Supergirl,Jeannot Szwarc,4721,4721
The Terror,"Roger Corman,Francis Ford Coppola",4722,4722
Timelock,Robert Munic,4723,4723
The Philadelphia Experiment,Stewart Raffill,4724,4724
"Lust, Caution",Ang Lee,4725,4725
Hit List,William Lustig,4726,4726
Never Ever,Charles Finch,4727,4727
Lolita,Adrian Lyne,4728,4728
Relentless,William Lustig,4729,4729
Color of Night,Richard Rush,4730,4730
Hercules in New York,Arthur Allan Seidelman,4731,4731
Under the Tuscan Sun,Audrey Wells,4732,4732
Forever Young,Steve Miner,4733,4733
Dead Girl,Adam Coleman Howard,4734,4734
Kill Me Again,John Dahl,4735,4735
Texas Killing Fields,Ami Canaan Mann,4736,4736
The Real McCoy,Russell Mulcahy,4737,4737
Bird on a Wire,John Badham,4738,4738
Thunderheart,Michael Apted,4739,4739
My Tutor,George Bowers,4740,4740
The Beastmaster,Don Coscarelli,4741,4741
Second Sight,Joel Zwick,4742,4742
The Beach Girls,Bud Townsend,4743,4743
My Chauffeur,David Beaird,4744,4744
Shampoo,Hal Ashby,4745,4745
Cavemen,Herschel Faber,4746,4746
Great Balls of Fire!,Jim McBride,4747,4747
Private Lessons: Another Story,Dominique Othenin-Girard,4748,4748
Jocks,Steve Carver,4749,4749
Orca,Michael Anderson,4750,4750
Just One of the Guys,Lisa Gottlieb,4751,4751
Edge of Darkness,Martin Campbell,4752,4752
Tomboy,Herb Freed,4753,4753
The Deep,Peter Yates,4754,4754
Angels Hard as They Come,Joe Viola,4755,4755
Dirty Little Billy,Stan Dragoti,4756,4756
Tales from the Crypt,Freddie Francis,4757,4757
Cannery Row,David S. Ward,4758,4758
Everybody Wins,Karel Reisz,4759,4759
Who'll Stop the Rain,Karel Reisz,4760,4760
Heart Beat,John Byrum,4761,4761
Return to Macon County,Richard Compton,4762,4762
Foul Play,Colin Higgins,4763,4763
City Slickers,Ron Underwood,4764,4764
Dodge City,Michael Curtiz,4765,4765
Ten Wanted Men,H. Bruce Humberstone,4766,4766
Copper Canyon,John Farrow,4767,4767
Comanche Station,Budd Boetticher,4768,4768
The Jayhawkers!,Melvin Frank,4769,4769
Gunfighters,George Waggner,4770,4770
