Director,Actors,original_index,unique_index
Ben Stassen,"Melanie Griffith,Isabelle Fuhrman,Yuri Lowenthal",3322,3286
Tony Goss,"Brooke Coleman,Dan Glenn,Merri Jamison",3323,3287
Edward Dmytryk,"Dick Powell,Claire Trevor,Anne Shirley",3324,3288
Edwin L. Marin,"Reginald Owen,Gene Lockhart,Kathleen Lockhart",3325,3289
Duncan Pace,"Lolly Foy,Dakota Star Granados,Jose Granados",3326,3290
Hal Walker,"Bing Crosby,Bob Hope,Dorothy Lamour",3327,3047
Allan Dwan,"Shirley Temple,Jean Hersholt,Arthur Treacher",3328,3291
Fred M. Wilcox,"Roddy McDowall,Donald Crisp,Dame May Whitty",3329,3292
Graeme Campbell,"Kevin Zegers,Neige,Pierre Chagnon",3330,3293
Brad Silberling,"Morgan Freeman,Paz Vega,Jonah Hill",3331,3294
Ted Nicolaou,"Andrew Smith,John Bluthal,Ray Bright",3332,3295
Leigh Scott,"Paulie Redding,Eliza Swenson,Billy Boyd",3333,3296
Chris Miller,,3334,3297
Steven Spielberg,"Rebecca Hall,Bill Hader,Jemaine Clement",3335,3298
Michael Ritchie,"Walter Matthau,Tatum O'Neal,Vic Morrow",3336,3299
Mark Rappaport,"Dan Butler,Don Ameche,Johnny Arthur",3337,3300
Tim Burton,"Paul Reubens,Elizabeth Daily,Mark Holton",3338,3301
Richard Elfman,"Hervé Villechaize,Susan Tyrrell,Gisele Lindley",3339,3302
Hal Sutherland,"Edward Asner,Tom Bosley,Lana Beeson",3340,3303
"Cathy Malkasian,Jeff McGrath","Tim Curry,Rupert Everett,Flea",3341,3304
Chuck Sheetz,"Andrew Lawrence,Rickey D'Shon Collins,Jason Davis",3342,3305
Les Mayfield,"Richard Attenborough,Elizabeth Perkins,Dylan McDermott",3343,3306
David Dobkin,"Vince Vaughn,Paul Giamatti,Elizabeth Banks",3344,3307
Michael Lembeck,"Tim Allen,Martin Short,Elizabeth Mitchell",3345,3308
Sean Olson,"Dean Cain,Elisa Donovan,Beverley Mitchell",3346,3309
Robert Davi,"Leo Grillo,Sammi Hanratty,Lori Heuring",3347,3310
Menno Meyjes,"John Cusack,Amanda Peet,Bobby Coleman",3348,3311
Dustin Rikert,"Joey Lauren Adams,William Shockley,Abraham Benrubi",3349,3312
Bob Clark,"Pat Morita,Trevor Morgan,Pam Dawber",3350,3313
Peter Medak,"Gary Oldman,Lena Olin,Wallace Wood",3351,3314
Mick Jackson,"Gary Oldman,Dennis Hopper,Frances McDormand",3352,3315
Roland Joffé,"Demi Moore,Gary Oldman,Robert Duvall",3353,3316
Marc Rocco,"Christian Slater,Kevin Bacon,Gary Oldman",3354,3317
Agnieszka Holland,"Ed Harris,Diane Kruger,Matthew Goode",3355,3318
Phil Joanou,"Sean Penn,Ed Harris,Gary Oldman",3356,3319
Milos Forman,"F. Murray Abraham,Tom Hulce,Elizabeth Berridge",3357,3320
James Bobin,"Amy Adams,Jason Segel,Chris Cooper",3358,3321
Randy Moore,"Roy Abramsohn,Elena Schuber,Katelynn Rodriguez",3359,3322
James Bobin,"Ricky Gervais,Ty Burrell,Tina Fey",3360,3323
"Robin Budd,Donovan Cook","Blayne Weaver,Harriet Owen,Corey Burton",3361,3324
Klay Hall,"Mae Whitman,Jesse McCartney,Jane Horrocks",3362,3325
Edward Montagne,"Don Knotts,Leslie Nielsen,Joan Freeman",3363,3326
Emile Ardolino,"Darci Kistler,Damian Woetzel,Kyra Nichols",3364,3327
Gary Nelson,"Barbara Harris,Jodie Foster,John Astin",3365,3328
Wolfgang Petersen,"Dustin Hoffman,Rene Russo,Morgan Freeman",3366,3329
Stephen Hopkins,"Morgan Freeman,Gene Hackman,Thomas Jane",3367,3330
Philip Kaufman,"Ashley Judd,Samuel L. Jackson,Andy Garcia",3368,3331
Phillip Noyce,"Denzel Washington,Angelina Jolie,Queen Latifah",3369,3332
Jon Amiel,"Sigourney Weaver,Holly Hunter,Dermot Mulroney",3370,3333
Lee Tamahori,"Morgan Freeman,Michael Wincott,Monica Potter",3371,3334
Phil Alden Robinson,"Ben Affleck,Morgan Freeman,Ian Mongrain",3372,3335
Bruce Beresford,"Ashley Judd,Tommy Lee Jones,Bruce Greenwood",3373,3336
Joel Schumacher,"Susan Sarandon,Tommy Lee Jones,Brad Renfro",3374,3337
Jay Russell,"Frankie Muniz,Kevin Bacon,Diane Lane",3375,3338
Christopher R. Watson,"David James Elliott,Grayson Russell,Ed Quinn",3376,3339
Cy Endfield,"Michael Craig,Joan Greenwood,Michael Callan",3377,3340
Linda Shayne,"Bradley Pierce,Melora Hardin,Nicolas Surovy",3378,3341
Don Chaffey,"Todd Armstrong,Nancy Kovack,Gary Raymond",3379,3342
Nathan Juran,"Kerwin Mathews,Kathryn Grant,Richard Eyer",3380,3343
Jim Wynorski,"Lesley-Anne Down,Andrew Stevens,Trenton Knight",3381,3344
Linda Shayne,"Ned Beatty,Shelley Winters,Neil Patrick Harris",3382,3345
Richard Martin,"Kevin Zegers,Cynthia Stevenson,Tim Conway",3383,3346
Robert Vince,"Cheryl Ladd,Danny Woodburn,Kaitlyn Maher",3384,3347
Joel Zwick,"Kenan Thompson,Kyla Pratt,Omarion Grandberry",3385,3348
Roger Kumble,"Raven-Symoné,Martin Lawrence,Kym Whitley",3386,3349
Steve Carr,"Martin Lawrence,Megan Mullally,Breckin Meyer",3387,3350
Fred Durst,"Ice Cube,Keke Palmer,Tasha Smith",3388,3351
Everything Is Terrible,,3389,3352
Scott Sanders,"Arsenio Hall,Tommy Davidson,Phyllis Applegate",3390,3353
Rudolph Maté,"Richard Derr,Barbara Rush,Peter Hansen",3391,3354
Gary Nelson,"Maximilian Schell,Anthony Perkins,Robert Forster",3392,3355
Alejandro Jodorowsky,"Alejandro Jodorowsky,Horacio Salinas,Zamira Saunders",3393,3356
Ken Annakin,"John Mills,Dorothy McGuire,James MacArthur",3394,3357
Harald Zwart,"Frankie Muniz,Hilary Duff,Andrew Francis",3395,3358
Shawn Levy,"Frankie Muniz,Amanda Bynes,Paul Giamatti",3396,3359
Lasse Hallström,"Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa",3397,3360
Steve Boyum,"Paul Walker,Steve Van Wormer,A.J. Langer",3398,3361
Robert Vince,"Bernie,Louie,Mac",3399,3362
Daniel Zirilli,"Luke Perry,Bruce Davison,Sarah Ann Schultz",3400,3363
"Shinichirô Watanabe,Hiroyuki Okiura","Beau Billingslea,Melissa Fahn,Nicholas Guest",3401,3364
Rob Reiner,"Elijah Wood,Bruce Willis,Jason Alexander",3402,3365
Bryan Michael Stoller,"Eric Roberts,Eliza Roberts,John-Paul Howard",3403,3366
"Bud Friedgen,Michael J. Sheridan","Debbie Reynolds,Gene Kelly,Ann Miller",3404,3367
Tay Garnett,"Bing Crosby,Rhonda Fleming,Cedric Hardwicke",3405,3368
David Butler,"Doris Day,Gordon MacRae,Leon Ames",3406,3369
Charles Walters,"Doris Day,David Niven,Janis Paige",3407,3370
Gene Kelly,"Fred Astaire,Gene Kelly,Judy Garland",3408,3371
Garry Marshall,"Matt Dillon,Hector Elizondo,Molly McCarthy",3409,3372
Garry Marshall,"Greg Kinnear,Laurie Metcalf,Maria Pitillo",3410,3373
Garry Marshall,"Jane Fonda,Lindsay Lohan,Felicity Huffman",3411,3374
Garry Marshall,"Juliette Lewis,Diane Keaton,Giovanni Ribisi",3412,3375
Greg Kwedar,"Clifton Collins Jr.,Lora Martinez-Cunningham,Johnny Simmons",3413,3376
Jeremiah Jones,"Whitney Able,Frankie Shaw,Katherine Waterston",3414,3377
Jonathan Keevil,"Tyler Dawson,Jonathan Keevil,Evan Glodell",3415,3378
Xavier Manrique,"Ashley Benson,Mary-Louise Parker,Josh Peck",3416,3379
Marianna Palka,"Amberlee Colson,Frankie Shaw,Jason Ritter",3417,3380
Bob Byington,"Jason Schwartzman,Stephen Root,Tunde Adebimpe",3418,3381
Michael Ritchie,"Chevy Chase,Joe Don Baker,Dana Wheeler-Nicholson",3419,3382
Michael Ritchie,"Chevy Chase,Hal Holbrook,Julianne Phillips",3420,3383
Sean Mewshaw,"Joe Manganiello,Rebecca Hall,Dianna Agron",3421,3384
Jared Hess,"Kristen Wiig,Jason Sudeikis,Owen Wilson",3422,3385
Jack Haley Jr.,"Fred Astaire,Gene Kelly,Bing Crosby",3423,3386
Brian Robbins,"Eddie Murphy,Cliff Curtis,Kerry Washington",3424,3387
Charles Reisner,"Conrad Nagel,Jack Benny,John Gilbert",3425,3388
Tim McCann,"Britt Robertson,Todd McLaren,Sam Trammell",3426,3389
Alex Ranarivelo,"Sharon Stone,Tommy Flanagan,Christina Moore",3427,3390
Klaus Menzel,"Sharon Stone,Iain Glen,Andy Garcia",3428,3391
Harley Knoles,"Isabel Lamon,Dorothy Bernard,Lillian Hall",3429,3392
David Hackl,"John Travolta,Kate Bosworth,Devon Sawa",3430,3393
Gary Winick,"Kate Hudson,Anne Hathaway,Candice Bergen",3431,3394
Tom Vaughan,"Cameron Diaz,Ashton Kutcher,Rob Corddry",3432,3395
Robert Luketic,"Katherine Heigl,Ashton Kutcher,Tom Selleck",3433,3396
Burr Steers,"Zac Efron,Matthew Perry,Leslie Mann",3434,3397
Greg Berlanti,"Katherine Heigl,Josh Duhamel,Josh Lucas",3435,3398
Gary Winick,"Jennifer Garner,Mark Ruffalo,Judy Greer",3436,3399
Edward Zwick,"Jake Gyllenhaal,Anne Hathaway,Judy Greer",3437,3400
Ivan Reitman,"Natalie Portman,Ashton Kutcher,Kevin Kline",3438,3401
Gary Oldman,"Benedict Cumberbatch,Amanda Seyfried,Ralph Fiennes",3439,3402
Ariel Vromen,"Ryan Reynolds,Alice Eve,Gal Gadot",3440,3403
Bart Freundlich,"Carla Gugino,Michael Shannon,Chris Bauer",3441,3404
Rob Letterman,"Jack Black,Emily Blunt,Jason Segel",3442,3405
Burr Steers,"Zac Efron,Kim Basinger,Charlie Tahan",3443,3406
Scott Hicks,"Zac Efron,Taylor Schilling,Blythe Danner",3444,3407
Rawson Marshall Thurber,"Jason Sudeikis,Jennifer Aniston,Emma Roberts",3445,3408
Mark Waters,"Lindsay Lohan,Jonathan Bennett,Rachel McAdams",3446,3409
Daniel Schechter,"Jennifer Aniston,Yasiin Bey,Isla Fisher",3447,3410
Peter Bogdanovich,"Imogen Poots,Owen Wilson,Jennifer Aniston",3448,3411
David Wain,"Jennifer Aniston,Paul Rudd,Malin Akerman",3449,3412
Nicole Holofcener,"Jennifer Aniston,Frances McDormand,Catherine Keener",3450,3413
Daniel Barnz,"Jennifer Aniston,Adriana Barraza,Anna Kendrick",3451,3414
Sean Anders,"Greg Behrendt,Kent Voss,Sean Anders",3452,3415
Danny Perez,"Natasha Lyonne,Chloë Sevigny,Meg Tilly",3453,3416
Jacob Brown,"Thomas Dekker,Daveigh Chase,Edvin Endre",3454,3417
Charles Burmeister,"Scott Eastwood,Angela Sarafyan,Jorge A. Jimenez",3455,3418
Vivi Friedman,"Rachael Leigh Cook,Hope Davis,Dermot Mulroney",3456,3419
Allison Burnett,"Britt Robertson,Molly Hagan,Andy Buckley",3457,3420
Jack Sher,"Kerwin Mathews,Jo Morrow,June Thorburn",3458,3421
Rusty Gorman,"Haley Joel Osment,Ryan Merriman,Eugene Osment",3459,3422
Yurek Bogayevicz,"Haley Joel Osment,Willem Dafoe,Liam Hess",3460,3423
David Burris,"Noah Wyle,Jeremy Irvine,Minka Kelly",3461,3424
D.G. Brock,"Olympia Dukakis,Alison Brie,Haley Joel Osment",3462,3425
Elliott Lester,"Richard Armitage,Haley Joel Osment,Kevin Zegers",3463,3426
Jake Goldberger,"Freddie Highmore,Odeya Rush,Christopher Meloni",3464,3427
Isaac Feder,"Glen Powell,Lorenza Izzo,Haley Joel Osment",3465,3428
Afonso Poyart,"Abbie Cornish,Colin Farrell,Jeffrey Dean Morgan",3466,3429
David Riker,"Abbie Cornish,Geoffrey Rivas,Austin West",3467,3430
Matthew M. Ross,"Imogen Poots,Michael Shannon,Justin Long",3468,3431
Ian Pfaff,"Abbie Cornish,Colton Dunn,Will Hines",3469,3432
"Dave Fleischer,Shamus Culhane","Kenny Gardner,Gwen Williams,Jack Mercer",3470,3433
Zoltan Korda,"Sabu,Joseph Calleia,John Qualen",3471,3434
Bryan Forbes,"Tatum O'Neal,Christopher Plummer,Anthony Hopkins",3472,3435
Dan Walker,"Barry Bostwick,Kristina Klebe,Susan Slaughter",3473,3436
Fred M. Wilcox,"Elizabeth Taylor,Frank Morgan,Tom Drake",3474,3437
Jason Hull,"Jay Dobyns,Paul Ferm,Andrew Ferrick",3475,3438
Melvin Frank,"Leslie Parrish,Stubby Kaye,Peter Palmer",3476,3439
Jason Hull,"Robert Allen Mukes,Melantha Blackthorne,Tiffani Fest",3477,3440
Gustavo Ron,"Aimee Teegarden,Linda Lavin,Blanca Suárez",3478,3441
Jonathan Hua Lang Lim,"Jackson Rathbone,Sung Kang,Michelle Chen",3479,3442
Kirk Sullivan,"Diego Boneta,Jackson Rathbone,Maria Mesa",3480,3443
Sean Hanish,"Stana Katic,Michelle Trachtenberg,Amy Smart",3481,3444
Sean Linezo,,3482,3445
Kevin Smith,"Justin Long,Michael Parks,Haley Joel Osment",3483,3446
Norman Tokar,"Brian Keith,Vera Miles,Brandon De Wilde",3484,3447
Mathew Cullen,"Jaimie Alexander,Cara Delevingne,Amber Heard",3485,3448
"Joachim Rønning,Espen Sandberg","Johnny Depp,Kaya Scodelario,Javier Bardem",3486,3449
Joaquin Perea,"Rafael Agustin,Carlos Alazraqui,Dan Bakkedahl",3487,3450
Henry Koster,"James Stewart,Fabian,Glynis Johns",3488,3451
Matt Johnson,"Sharon Belle,Matt Johnson,Krista Madison",3489,3452
Rebecca Zlotowski,"Natalie Portman,Lily-Rose Melody Depp,Audrey Quoturi",3490,3453
Curtis Hanson,"Annabella Sciorra,Rebecca De Mornay,Matt McCoy",3491,3454
Barbet Schroeder,"Bridget Fonda,Jennifer Jason Leigh,Steven Weber",3492,3455
Lasse Hallström,"Julia Roberts,Dennis Quaid,Robert Duvall",3493,3456
Alan J. Pakula,"Julia Roberts,Denzel Washington,Sam Shepard",3494,3457
Nora Ephron,"Amy Adams,Meryl Streep,Chris Messina",3495,3458
Nancy Meyers,"Kate Winslet,Cameron Diaz,Jude Law",3496,3459
Mike Nichols,"Natalie Portman,Jude Law,Clive Owen",3497,3460
Gary Winick,"Amanda Seyfried,Gael García Bernal,Vanessa Redgrave",3498,3461
Andrew Fleming,"Steve Coogan,Elisabeth Shue,Catherine Keener",3499,3462
Nora Ephron,"Tom Hanks,Meg Ryan,Greg Kinnear",3500,3463
Sharon Maguire,"Renée Zellweger,Colin Firth,Hugh Grant",3501,3464
Jon Turteltaub,"Sandra Bullock,Bill Pullman,Peter Gallagher",3502,3465
Beeban Kidron,"Renée Zellweger,Colin Firth,Hugh Grant",3503,3466
Marc Lawrence,"Hugh Grant,Drew Barrymore,Scott Porter",3504,3467
Daisy von Scherler Mayer,"Jimi Mistry,Heather Graham,Marisa Tomei",3505,3468
John Pasquin,"Sandra Bullock,Regina King,William Shatner",3506,3469
Jon Avnet,"Kathy Bates,Jessica Tandy,Mary Stuart Masterson",3507,3470
Garry Marshall,"Bette Midler,Barbara Hershey,John Heard",3508,3471
Donald Petrie,"Annabeth Gish,Julia Roberts,Lili Taylor",3509,3472
Colin Higgins,"Jane Fonda,Lily Tomlin,Dolly Parton",3510,3473
Delmer Daves,"Henry Fonda,Maureen O'Hara,James MacArthur",3511,3474
Richard Curtis,"Hugh Grant,Martine McCutcheon,Liam Neeson",3512,3475
"Chris Weitz,Paul Weitz","Hugh Grant,Nicholas Hoult,Toni Collette",3513,3476
David Frankel,"Anne Hathaway,Meryl Streep,Adrian Grenier",3514,3477
Emile Ardolino,"Patrick Swayze,Jennifer Grey,Jerry Orbach",3515,3478
James Dodson,"Jesse Metcalfe,Sara Foster,Anupam Kher",3516,3479
John Hamburg,"Paul Rudd,Jason Segel,Rashida Jones",3517,3480
Gary David Goldberg,"Diane Lane,John Cusack,Elizabeth Perkins",3518,3481
"Daniel Myrick,Eduardo Sánchez","Heather Donahue,Michael C. Williams,Joshua Leonard",3519,3482
Peter Chelsom,"John Cusack,Kate Beckinsale,Jeremy Piven",3520,3483
Stephen Frears,"Julia Roberts,John Malkovich,George Cole",3521,3484
Charles Shyer,"Nick Nolte,Julia Roberts,Saul Rubinek",3522,3485
Justin Kurzel,"Marion Cotillard,Michael Fassbender,Elizabeth Debicki",3523,3486
David Swift,"Hayley Mills,Maureen O'Hara,Brian Keith",3524,3487
Howard Morris,"Doris Day,Brian Keith,Pat Carroll",3525,3488
Joseph Ellison,"Dan Grimaldi,Charles Bonet,Bill Ricci",3526,3489
Douglas McKeown,"Charles George Hildebrandt,Tom DeFranco,Richard Lee Porter",3527,3490
Dan Rush,"Will Ferrell,Rebecca Hall,Christopher Jordan Wallace",3528,3491
Deborah Brock,"Crystal Bernard,Jennifer Rhodes,Kimberly McArthur",3529,3492
Jodie Foster,"Mel Gibson,Jodie Foster,Anton Yelchin",3530,3493
Jodie Foster,"Holly Hunter,Anne Bancroft,Robert Downey Jr.",3531,3494
Jodie Foster,"Jodie Foster,Dianne Wiest,Adam Hann-Byrd",3532,3495
William Bartman,"Edward Asner,Mariette Hartley,Jodie Foster",3533,3496
Charles Band,"Tim Thomerson,Helen Hunt,Michael Stefani",3534,3497
John Carl Buechler,"Michael Moriarty,Shelley Hack,Noah Hathaway",3535,3498
Terrence Malick,"Christian Bale,Teresa Palmer,Natalie Portman",3536,3499
Fred Olen Ray,"Gunnar Hansen,Linnea Quigley,Jay Richardson",3537,3500
Burr Steers,"Lily James,Lena Headey,Matt Smith",3538,3501
Brian Levant,"John Goodman,Rick Moranis,Rosie O'Donnell",3539,3502
Renny Harlin,"Mike Norris,Steve Durham,David Coburn",3540,3503
Jay Dubin,"Andrew Dice Clay,Eddie Griffin,Sylvia Harman",3541,3504
Renny Harlin,"Geena Davis,Matthew Modine,Frank Langella",3542,3505
Renny Harlin,"Lane Smith,Viggo Mortensen,Chelsea Field",3543,3506
Brian T. Jaynes,"Brandon Slagle,Amanda Phillips,Van Quattro",3544,3507
Michael Lehmann,"Bruce Willis,Danny Aiello,Andie MacDowell",3545,3508
Nikolaj Arcel,,3546,3509
Joe Carnahan,"Will Smith,Martin Lawrence",3547,3510
George Clooney,"George Clooney,Renée Zellweger,John Krasinski",3548,3511
"Keith Fulton,Louis Pepe","Terry Gilliam,Johnny Depp,Jeff Bridges",3549,3512
Justin Zackham,"Robert De Niro,Diane Keaton,Katherine Heigl",3550,3513
Andy Fickman,"Kristen Bell,Odette Annable,Sigourney Weaver",3551,3514
Angel Gracia,"Camilla Belle,Alexa PenaVega,Kuno Becker",3552,3515
Clare Kilner,"Mandy Moore,Trent Ford,Dylan Baker",3553,3516
Jason Lew,"Boyd Holbrook,Elisabeth Moss,Seth Gabel",3554,3517
Pablo Larraín,Natalie Portman,3555,3518
"Mark Columbus,Lauren Hoekstra","Rico Rodriguez,Matthew Modine,James Franco",3556,3519
Boaz Yakin,"Brittany Murphy,Dakota Fanning,Heather Locklear",3557,3520
Rob Reiner,"Luke Wilson,Kate Hudson,David Paymer",3558,3521
Jeff Nichols,"Joel Edgerton,Michael Shannon,Marton Csokas",3559,3522
Terrence Malick,"Christian Bale,Michael Fassbender,Rooney Mara",3560,3523
Don Cheadle,"Ewan McGregor,Don Cheadle,Keith Stanfield",3561,3524
A. Edward Sutherland,"Mae West,Edmund Lowe,Charles Butterworth",3562,3525
Max Winkler,"Michael Angarano,Uma Thurman,Reece Thompson",3563,3526
Phil Morrison,"Embeth Davidtz,Alessandro Nivola,David Kuhn",3564,3527
"Joel Bergvall,Simon Sandquist","Sarah Michelle Gellar,Lee Pace,Michael Landes",3565,3528
Anand Tucker,"Amy Adams,Matthew Goode,Adam Scott",3566,3529
Luke Greenfield,"Ginnifer Goodwin,Kate Hudson,Colin Egglesfield",3567,3530
Tarsem Singh,"Lee Pace,Catinca Untaru,Justine Waddell",3568,3531
Christine Jeffs,"Amy Adams,Emily Blunt,Alan Arkin",3569,3532
Matt Byrne,"Chris Elliott,Marielle Heller,Bridey Elliott",3570,3533
Scott Hicks,"Catherine Zeta-Jones,Aaron Eckhart,Abigail Breslin",3571,3534
Caryn Waechter,"Georgie Henley,Kara Hayward,Willa Cuthrell",3572,3535
"Shari Springer Berman,Robert Pulcini","Scarlett Johansson,Laura Linney,Paul Giamatti",3573,3536
Tony Aloupis,"Evan Peters,Juno Temple,Kevin Alejandro",3574,3537
Nicole Kassell,"Kate Hudson,Gael García Bernal,Kathy Bates",3575,3538
Jon Kasdan,"Dylan O'Brien,Britt Robertson,Victoria Justice",3576,3539
Naomi Foner,"Dakota Fanning,Elizabeth Olsen,Sterling Jones",3577,3540
Max Nichols,"Miles Teller,Analeigh Tipton,Jessica Szohr",3578,3541
Spike Lee,"Nick Cannon,Teyonah Parris,Anya Engel-Adams",3579,3542
Liza Johnson,"Evan Peters,Ashley Benson,Colin Hanks",3580,3543
Mark Waters,"Reese Witherspoon,Mark Ruffalo,Donal Logue",3581,3544
A.B. Stone,"Corin Nemec,Yancy Butler,Skye Lourie",3582,3545
Rachel Talalay,"Lori Petty,Ice-T,Naomi Watts",3583,3546
Mike Mills,"Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio",3584,3547
Laurie Collyer,"Norman Reedus,Naomi Watts,Matt Dillon",3585,3548
Rebecca Miller,"Robin Wright,Alan Arkin,Mike Binder",3586,3549
Mark Mylod,"Anna Faris,Chris Evans,Ari Graynor",3587,3550
Rodrigo García,"Naomi Watts,Annette Bening,Kerry Washington",3588,3551
Barry Levinson,"Robin Williams,Laura Linney,Lewis Black",3589,3552
Mark Mann,"Keanu Reeves,Bojana Novakovic,Adelaide Clemens",3590,3553
Ivan Reitman,"Robin Williams,Billy Crystal,Julia Louis-Dreyfus",3591,3554
Wayne Ewing,"Matt Ashcraft,Dave Baker,Bob Braudis",3592,3555
Peter Markle,"Rob Lowe,Cynthia Gibb,Patrick Swayze",3593,3556
Tom Shadyac,"Robin Williams,Daniel London,Monica Potter",3594,3557
Chris Columbus,"Robin Williams,Embeth Davidtz,Sam Neill",3595,3558
Dennis Donnelly,"Cameron Mitchell,Pamelyn Ferdin,Wesley Eure",3596,3559
Barbara Peeters,"Dorothy Buhrman,Sterling Frazier,Jillian Kesner",3597,3560
Chris Columbus,"Hugh Grant,Julianne Moore,Tom Arnold",3598,3561
Jack Speirs,Mayf Nutter,3599,3562
Francis Ford Coppola,"Robin Williams,Diane Lane,Brian Kerwin",3600,3563
Roger Michell,"Rachel McAdams,Harrison Ford,Diane Keaton",3601,3564
Reginald Hudlin,"Christopher Reid,Robin Harris,Christopher Martin",3602,3565
Eric Meza,"Christopher Reid,Christopher Martin,David Edwards",3603,3566
"Doug McHenry,George Jackson","Christopher Reid,Christopher Martin,Martin Lawrence",3604,3567
Randall Miller,"Christopher Reid,Christopher Martin,Andre Rosey Brown",3605,3568
Cody Duckworth,"Dimitrius Pulido,Tina Rodriguez,Paeka Campos",3606,3569
Rob Reiner,"Jennifer Aniston,Mark Ruffalo,Shirley MacLaine",3607,3570
Ira Sachs,"Chris Cooper,Patricia Clarkson,Rachel McAdams",3608,3571
Neil Burger,"Rachel McAdams,Tim Robbins,Michael Peña",3609,3572
Robert Schwentke,"Eric Bana,Rachel McAdams,Ron Livingston",3610,3573
Nick Hurran,"Samaire Armstrong,Kevin Zegers,Sherry Miller",3611,3574
Rick Ramage,"Nathan Anderson,Marnie Brooks,Martina Brunat",3612,3575
Jon Favreau,"Scarlett Johansson,Bill Murray,Idris Elba",3613,3576
Ericson Core,"Teresa Palmer,Luke Bracey,Édgar Ramírez",3614,3577
Ondi Timoner,"Simon Amstell,Andrew Antonio,Barbara Brand",3615,3578
Michael Dougherty,"Toni Collette,Adam Scott,Allison Tolman",3616,3579
Robert Schwentke,"Shailene Woodley,Theo James,Zoë Kravitz",3617,3580
Ron Howard,"Chris Hemsworth,Cillian Murphy,Brendan Gleeson",3618,3581
J Blakeson,"Chloë Grace Moretz,Liev Schreiber,Maika Monroe",3619,3582
Robert Eggers,"Anya Taylor-Joy,Ralph Ineson,Kate Dickie",3620,3583
Kyle Patrick Alvarez,"Ezra Miller,Tye Sheridan,Billy Crudup",3621,3584
Joe Swanberg,"Jake Johnson,Rosemarie DeWitt,Orlando Bloom",3622,3585
Rodrigo García,"Susan Gray,Ciarán Hinds,Ewan McGregor",3623,3586
Leslye Headland,"Jason Sudeikis,Alison Brie,Jordan Carlos",3624,3587
Daniel Barber,"Brit Marling,Hailee Steinfeld,Sam Worthington",3625,3588
James Ponsoldt,"Jason Segel,Jesse Eisenberg,Anna Chlumsky",3626,3589
Andrew Bujalski,"Guy Pearce,Cobie Smulders,Kevin Corrigan",3627,3590
"Stephen J. Anderson,Don Hall","Jim Cummings,Craig Ferguson,John Cleese",3628,3591
Jun Falkenstein,"Jim Cummings,Nikita Hopkins,Ken Sansom",3629,3592
"Duke Johnson,Charlie Kaufman","Jennifer Jason Leigh,David Thewlis,Tom Noonan",3630,3593
Francis Glebas,"John Fiedler,Jim Cummings,Ken Sansom",3631,3594
Jeremy Saulnier,"Imogen Poots,Alia Shawkat,Anton Yelchin",3632,3595
Woody Allen,"Joaquin Phoenix,Emma Stone,Parker Posey",3633,3596
Amy Rice,"Elizabeth Banks,Michael Ian Black,Bradley Cooper",3634,3597
Roland Emmerich,"Jeremy Irvine,Jonny Beauchamp,Joey King",3635,3598
J.A. Bayona,Brad Pitt,3636,3599
David Michôd,"Brad Pitt,Will Poulter,Anthony Michael Hall",3637,3600
