Release Date,original_index,unique_index
11 June 2010 (USA),4689,1290
14 June 2002 (USA),4690,1948
"Feb 18, 2011 Wide",4691,3485
30 October 1992 (USA),4692,1765
13 November 1998 (USA),4693,2535
13 January 1995 (USA),4694,3486
19 October 2007 (USA),4695,1366
26 March 1997 (USA),4696,2290
21 November 2001 (USA),4697,3487
2 March 2001 (USA),4698,3488
19 April 1976 (USA),4699,3489
October 1976 (USA),4700,3490
February 1979 (USA),4701,3491
29 July 1959 (USA),4702,3492
5 March 1976 (USA),4703,3493
12 March 1993 (USA),4704,2927
May 1978 (USA),4705,3494
13 April 1984 (USA),4706,3495
June 1983 (USA),4707,3496
7 February 1992 (USA),4708,309
30 July 1993 (USA),4709,3497
17 February 1995 (USA),4710,2309
18 September 1963 (USA),4711,3498
10 June 1988 (USA),4712,3499
10 February 1957 (USA),4713,3500
,4714,47
March 1957 (USA),4715,3501
7 March 1962 (USA),4716,3502
11 February 2011 (USA),4717,880
8 June 2007 (UK),4718,3503
23 February 1963 (Denmark),4719,3504
26 March 1964 (USA),4720,3505
21 November 1984 (USA),4721,3506
16 May 1964 (Japan),4722,3507
,4723,47
3 August 1984 (USA),4724,3508
26 October 2007 (USA),4725,3509
3 March 1989 (USA),4726,3510
17 September 1997 (Spain),4727,3511
25 September 1998 (USA),4728,1943
30 August 1989 (USA),4729,3512
19 August 1994 (USA),4730,3513
25 February 1970 (USA),4731,3514
26 September 2003 (USA),4732,1963
16 December 1992 (USA),4733,3515
22 September 1996 (Japan),4734,3516
27 October 1989 (USA),4735,1412
14 October 2011 (UK),4736,2721
10 September 1993 (USA),4737,650
18 May 1990 (USA),4738,3517
3 April 1992 (USA),4739,936
22 April 1983 (USA),4740,529
20 August 1982 (USA),4741,3518
3 November 1989 (USA),4742,3519
27 January 1983 (Australia),4743,3520
24 January 1986 (USA),4744,3521
13 March 1975 (USA),4745,3522
6 July 2015 (Netherlands),4746,3523
30 June 1989 (USA),4747,3524
14 May 1994 (South Korea),4748,658
14 November 1986 (USA),4749,3525
22 July 1977 (USA),4750,3526
26 April 1985 (USA),4751,3527
29 January 2010 (USA),4752,2052
14 November 1985 (West Germany),4753,3528
17 June 1977 (USA),4754,3529
September 1971 (USA),4755,3530
November 1972 (USA),4756,1234
9 March 1972 (USA),4757,3531
12 February 1982 (USA),4758,479
19 January 1990 (USA),4759,2960
8 September 1978 (West Germany),4760,3532
24 September 1980 (France),4761,3533
26 April 1976 (Sweden),4762,3534
14 July 1978 (USA),4763,3535
7 June 1991 (USA),4764,380
8 April 1939 (USA),4765,3536
1 February 1955 (USA),4766,3537
22 September 1950 (Australia),4767,3538
March 1960 (USA),4768,3539
15 October 1959 (USA),4769,3540
15 July 1947 (USA),4770,3541
30 March 2012 (USA),4771,684
1953 (UK),4772,3542
May 1953 (USA),4773,566
8 January 2016 (USA),4774,3543
2 April 1957 (USA),4775,3544
22 May 2014 (Portugal),4776,3545
14 November 1986 (USA),4777,3525
8 August 2003 (Spain),4778,3546
20 June 2007 (Kuwait),4779,3547
25 October 2012 (USA),4780,3548
9 October 2014 (Israel),4781,3549
24 January 2014 (USA),4782,963
13 May 2010 (France),4783,3550
"Jul 29, 2011 Limited",4784,3551
1 June 1980 (USA),4785,3552
26 August 2015 (USA),4786,3172
14 August 2015 (USA),4787,463
2 October 2015 (USA),4788,2427
18 September 2015 (USA),4789,42
2 October 2015 (USA),4790,2427
16 September 2015 (USA),4791,3553
"Sep 11, 2015 Wide",4792,3554
9 October 2015 (USA),4793,737
16 June 2000 (USA),4794,1617
25 March 2005 (Italy),4795,3555
28 June 2002 (USA),4796,2005
5 December 2008 (UK),4797,3556
22 November 2002 (USA),4798,2160
3 June 2005 (USA),4799,3557
2 May 2004 (USA),4800,1513
9 July 2008 (France),4801,3558
20 November 2003 (Germany),4802,3559
2010 (Belgium),4803,3560
3 December 1935 (USA),4804,3561
3 November 2017 (USA),4805,3562
"May 5, 2017 Wide",4806,3563
3 May 2019 (USA),4807,3564
6 May 2016 (USA),4808,3565
4 November 2016 (USA),4809,2607
1 May 2015 (USA),4810,3016
17 May 1940 (USA),4811,3566
2011 (UK),4812,3567
17 February 1939 (USA),4813,3568
20 August 1942 (USA),4814,3569
29 August 1931 (USA),4815,3570
11 May 1934 (USA),4816,3571
7 November 1952 (Sweden),4817,3572
2 December 1941 (USA),4818,3573
19 August 1949 (USA),4819,3574
7 November 1942 (USA),4820,3575
23 August 1940 (USA),4821,3576
18 October 1940 (USA),4822,3577
21 October 1932 (USA),4823,3578
January 1944 (USA),4824,3579
1 February 1940 (Australia),4825,3580
15 April 2005 (USA),4826,2688
11 August 1943 (USA),4827,3581
6 March 1942 (USA),4828,3582
16 July 1937 (USA),4829,3583
4 June 1948 (USA),4830,3584
24 April 1941 (USA),4831,3585
26 January 1994 (USA),4832,3586
25 June 1993 (USA),4833,2140
16 December 1994 (USA),4834,930
2 October 1992 (USA),4835,559
16 March 2007 (USA),4836,2165
19 November 1993 (USA),4837,1979
20 September 1991 (USA),4838,3587
7 October 1988 (USA),4839,3588
12 August 1994 (USA),4840,1348
27 September 1985 (USA),4841,3589
22 April 1994 (USA),4842,2823
30 November 1990 (UK),4843,3590
26 November 1937 (USA),4844,3591
25 May 1934 (USA),4845,3592
9 October 1936 (USA),4846,3593
25 December 1936 (USA),4847,2599
January 1945 (USA),4848,2037
1 September 1947 (USA),4849,3594
19 January 1942 (USA),4850,3595
9 April 2004 (USA),4851,540
15 February 2007 (USA),4852,3596
21 February 2003 (USA),4853,2161
2007 (USA),4854,1472
28 June 2013 (USA),4855,3597
16 February 1990 (USA),4856,1410
17 February 2012 (USA),4857,2619
8 July 2005 (USA),4858,3598
14 February 2003 (USA),4859,2709
15 June 2007 (USA),4860,1335
"Sep 30, 2005 Wide",4861,3599
"Nov 18, 1994 Wide",4862,3600
23 October 1998 (USA),4863,1258
28 October 2011 (USA),4864,397
18 March 2011 (USA),4865,386
31 May 2013 (USA),4866,3601
6 December 2011 (USA),4867,3602
26 November 2013 (USA),4868,3603
6 March 2012 (USA),4869,1385
6 September 2012 (Russia),4870,3604
January 2006 (USA),4871,3605
January 2007 (USA),4872,2809
,4873,47
8 November 2012 (USA),4874,3606
17 October 2014 (USA),4875,1785
14 February 2014 (USA),4876,382
1 November 1996 (USA),4877,2500
5 March 1993 (USA),4878,710
9 May 1991 (Germany),4879,3607
11 March 1994 (USA),4880,1810
21 April 1995 (USA),4881,1920
25 December 2003 (USA),4882,776
19 January 2014 (USA),4883,3300
27 January 2012 (USA),4884,2655
16 September 2011 (USA),4885,549
8 March 2014 (USA),4886,964
28 November 2003 (USA),4887,3608
20 August 1999 (USA),4888,3609
24 September 2004 (USA),4889,2168
15 January 1988 (USA),4890,125
2 December 1994 (USA),4891,2296
25 November 2009 (USA),4892,55
18 January 2008 (UK),4893,3610
12 June 1968 (USA),4894,3611
18 October 2002 (USA),4895,1778
12 May 2006 (USA),4896,510
14 March 2008 (USA),4897,1011
10 August 2001 (USA),4898,133
8 November 2002 (USA),4899,3612
24 April 1983 (USA),4900,3613
25 October 1978 (USA),4901,3614
10 June 1988 (USA),4902,3499
25 June 1976 (USA),4903,3615
4 October 1974 (USA),4904,3616
9 September 2005 (USA),4905,3617
15 February 2002 (USA),4906,404
6 January 2006 (USA),4907,1228
1 September 2004 (USA),4908,3618
12 April 2002 (USA),4909,1601
"Aug 2, 1996 Wide",4910,3619
5 September 2003 (USA),4911,3620
29 June 2012 (USA),4912,2550
7 September 2012 (USA),4913,3621
13 January 2012 (USA),4914,3622
28 August 2013 (USA),4915,3623
"Mar 16, 2012 Limited",4916,3624
8 March 2013 (USA),4917,1221
2 July 2014 (USA),4918,1214
25 August 2006 (USA),4919,271
12 July 1985 (USA),4920,3625
30 July 1986 (USA),4921,3626
28 September 2007 (USA),4922,612
27 March 1981 (USA),4923,472
2 April 1982 (USA),4924,2209
22 December 2000 (USA),4925,1949
10 May 2013 (USA),4926,1960
11 February 2000 (USA),4927,2772
8 December 2006 (USA),4928,2084
17 September 2010 (USA),4929,236
21 December 2007 (USA),4930,1106
14 February 2013 (USA),4931,296
29 July 2011 (USA),4932,401
17 April 2015 (USA),4933,794
29 August 2003 (USA),4934,3627
15 May 2015 (USA),4935,2222
13 May 2011 (USA),4936,3628
24 May 2006 (USA),4937,3629
11 December 1998 (USA),4938,1460
4 June 1982 (USA),4939,61
1 June 1984 (USA),4940,3630
26 November 1986 (USA),4941,1435
7 December 1984 (USA),4942,3631
6 December 1991 (USA),4943,3632
22 November 1996 (USA),4944,2202
13 December 2002 (USA),4945,2073
23 June 2017 (USA),4946,3633
7 January 2014 (USA),4947,3634
30 July 2013 (USA),4948,3635
8 August 2012 (USA),4949,3636
19 July 2014 (USA),4950,3637
9 May 2007 (USA),4951,3638
6 June 1986 (USA),4952,1267
25 November 1987 (USA),4953,2155
6 July 1988 (USA),4954,375
16 August 1989 (USA),4955,3639
1 July 2016 (USA),4956,2621
18 December 1987 (USA),4957,3640
28 May 1993 (USA),4958,2288
16 June 2006 (USA),4959,884
22 June 2001 (USA),4960,2145
6 June 2003 (USA),4961,3641
3 April 2009 (USA),4962,3642
24 May 2013 (USA),4963,766
3 April 2015 (USA),4964,3643
15 February 1980 (USA),4965,1967
9 May 1986 (USA),4966,3644
13 January 1972 (USA),4967,3645
27 November 1969 (USA),4968,3646
13 November 1963 (USA),4969,3647
11 July 1973 (USA),4970,3648
24 October 1960 (USA),4971,3649
12 June 1959 (USA),4972,3650
24 September 1953 (Italy),4973,3651
15 November 1950 (USA),4974,3652
3 December 1946 (USA),4975,3653
5 November 1976 (USA),4976,3654
7 February 1973 (USA),4977,3655
3 August 1989 (USA),4978,3656
25 December 1996 (USA),4979,681
20 March 1998 (USA),4980,2420
7 November 1997 (USA),4981,1811
13 October 1989 (USA),4982,925
18 June 1999 (USA),4983,145
8 January 1999 (USA),4984,2445
4 March 2005 (USA),4985,916
3 July 1996 (USA),4986,845
25 July 2014 (USA),4987,2801
12 May 2000 (USA),4988,3657
28 March 2014 (USA),4989,741
2 September 2005 (USA),4990,590
26 November 2008 (USA),4991,2930
11 October 2013 (USA),4992,1448
August 1950 (USA),4993,3658
June 1957 (USA),4994,599
June 1957 (USA),4995,599
22 April 1953 (USA),4996,3659
July 1956 (USA),4997,3660
10 August 2007 (USA),4998,908
18 September 1998 (USA),4999,3661
21 April 2005 (Russia),5000,3662
28 June 2000 (USA),5001,3663
24 May 2000 (USA),5002,3664
31 May 2002 (USA),5003,2645
21 December 2011 (USA),5004,1431
17 August 1960 (USA),5005,3665
"Mar 16, 2001 Wide",5006,3666
17 April 1987 (USA),5007,3667
11 October 2002 (USA),5008,1409
16 November 2001 (USA),5009,877
2 February 2001 (USA),5010,3668
21 August 1991 (USA),5011,3669
10 January 2014 (USA),5012,1603
26 March 2004 (USA),5013,191
10 October 2003 (USA),5014,1542
12 September 2008 (USA),5015,861
6 November 2009 (USA),5016,1272
21 July 2012 (Japan),5017,3670
18 January 2002 (USA),5018,987
18 December 2009 (USA),5019,840
12 February 2016 (USA),5020,2676
25 March 2016 (USA),5021,3671
3 June 2016 (USA),5022,3672
10 June 2016 (USA),5023,3673
2015 (USA),5024,258
12 August 2005 (USA),5025,2542
29 April 2016 (USA),5026,3674
25 December 2017 (USA),5027,3675
15 March 2002 (USA),5028,836
21 September 2007 (USA),5029,238
21 January 2005 (Sweden),5030,3676
30 June 1995 (USA),5031,3677
7 January 2011 (USA),5032,1312
12 September 2003 (USA),5033,1268
25 February 2011 (USA),5034,740
"Mar 23, 2007 Wide",5035,3678
23 July 2004 (USA),5036,63
1 September 2006 (USA),5037,1985
27 April 2012 (USA),5038,1382
17 April 2009 (USA),5039,2684
28 January 2011 (USA),5040,242
27 August 1999 (USA),5041,2113
23 September 2005 (USA),5042,1895
10 March 2000 (USA),5043,958
19 November 1999 (USA),5044,2159
9 January 2004 (USA),5045,3679
28 September 1994 (USA),5046,1518
23 January 2015 (USA),5047,721
24 April 2014 (USA),5048,3680
"Jun 1, 1997 Wide",5049,3681
19 August 1932 (USA),5050,3682
28 March 2003 (USA),5051,2896
13 September 2011 (Australia),5052,3683
12 June 2009 (USA),5053,2199
26 February 1999 (USA),5054,2673
10 September 2004 (USA),5055,644
10 September 2010 (USA),5056,2416
22 June 2007 (USA),5057,1286
23 April 1999 (USA),5058,3684
24 October 2003 (USA),5059,1964
22 January 2007 (USA),5060,3685
8 April 2011 (USA),5061,1485
22 October 1999 (USA),5062,275
4 October 1991 (USA),5063,3057
6 June 2015 (USA),5064,3686
7 August 2015 (USA),5065,233
6 May 2015 (USA),5066,3687
7 August 2015 (USA),5067,233
1 June 2001 (USA),5068,2869
10 December 1999 (USA),5069,3688
11 April 2002 (USA),5070,3689
21 December 1994 (USA),5071,1317
3 January 1997 (USA),5072,2267
27 November 2002 (USA),5073,1047
"Mar 18, 1994 Wide",5074,3690
5 February 1993 (USA),5075,3691
8 June 1984 (USA),5076,1834
21 August 1998 (USA),5077,26
24 May 1996 (USA),5078,3692
10 December 1982 (USA),5079,3693
17 January 1992 (USA),5080,1516
12 June 1992 (USA),5081,3694
17 August 1990 (USA),5082,1910
20 December 1991 (USA),5083,857
19 June 1987 (USA),5084,3695
23 December 1994 (USA),5085,3696
"Feb 26, 1988 Wide",5086,3339
21 November 1997 (USA),5087,906
29 June 2001 (USA),5088,2925
19 January 1967 (USA),5089,3697
23 October 1963 (USA),5090,3698
11 October 1974 (West Germany),5091,3699
1992 (USA),5092,3700
May 1976 (USA),5093,3701
May 1975 (USA),5094,2129
6 February 1978 (Sweden),5095,3702
14 November 1966 (Brazil),5096,3703
23 November 1975 (Denmark),5097,3704
17 October 1951 (USA),5098,3705
24 April 1969 (USA),5099,3706
15 September 1978 (USA),5100,3707
25 April 2008 (USA),5101,1903
26 February 2010 (USA),5102,192
28 February 1997 (USA),5103,1132
20 June 1999 (USA),5104,3708
2 March 1991 (Japan),5105,3709
6 December 1997 (USA),5106,3710
21 September 1994 (USA),5107,3711
25 April 1995 (USA),5108,3712
26 September 2001 (Hungary),5109,3713
10 March 1995 (USA),5110,2640
8 April 1994 (USA),5111,3714
14 November 2008 (USA),5112,3715
5 April 1974 (USA),5113,3716
8 July 2011 (USA),5114,1285
16 March 2012 (USA),5115,3717
7 November 2008 (USA),5116,152
3 March 2006 (USA),5117,940
27 July 2012 (USA),5118,3718
22 November 2013 (USA),5119,1087
June 1918 (UK),5120,3719
1 June 1919 (USA),5121,3720
11 January 1922 (USA),5122,3721
10 October 2008 (USA),5123,280
23 July 1999 (USA),5124,3722
1 May 1990 (Portugal),5125,3723
20 October 2000 (USA),5126,341
18 August 1995 (USA),5127,2156
4 September 1992 (USA),5128,2864
16 May 1997 (USA),5129,3724
26 April 1985 (USA),5130,3527
24 July 1998 (USA),5131,1534
11 April 1986 (USA),5132,1997
9 July 1999 (USA),5133,1265
22 March 1996 (USA),5134,369
17 October 2008 (USA),5135,858
15 September 1993 (USA),5136,3298
19 August 2015 (USA),5137,3725
"Sep 18, 2015 Limited",5138,3726
11 September 2015 (USA),5139,56
28 July 2015 (USA),5140,3727
22 June 2015 (USA),5141,3728
4 September 2015 (USA),5142,266
12 March 2006 (USA),5143,3729
March 2016 (USA),5144,2681
6 August 1999 (USA),5145,286
29 April 2005 (USA),5146,1898
8 June 2001 (USA),5147,1824
26 May 2011 (USA),5148,762
29 June 2012 (USA),5149,2550
13 June 2014 (USA),5150,823
1 December 2010 (USA),5151,3730
16 August 2013 (USA),5152,3731
19 March 2004 (USA),5153,52
3 July 2015 (USA),5154,3732
5 June 2015 (USA),5155,1991
2014 (USA),5156,1505
17 March 2000 (USA),5157,625
"Oct 28, 2005 Wide",5158,3733
29 May 2009 (USA),5159,827
19 March 2011 (USA),5160,3734
11 January 2013 (USA),5161,257
"Jun 23, 2004 Wide",5162,3735
25 January 2008 (USA),5163,251
18 April 2014 (USA),5164,1402
29 August 2008 (USA),5165,2103
26 January 2007 (USA),5166,725
4 November 2011 (USA),5167,2178
5 April 2002 (USA),5168,1467
15 December 2000 (USA),5169,37
15 August 2003 (USA),5170,1932
13 November 1998 (USA),5171,2535
31 January 2003 (USA),5172,856
12 August 2011 (USA),5173,3736
22 October 2004 (USA),5174,3111
17 October 2008 (USA),5175,858
15 August 1975 (UK),5176,3737
9 May 1980 (USA),5177,3738
10 February 1994 (Argentina),5178,3739
28 February 1986 (USA),5179,3740
4 May 1984 (USA),5180,3741
21 July 1995 (USA),5181,3742
28 June 1985 (USA),5182,3245
3 August 2007 (USA),5183,13
18 September 2009 (USA),5184,151
26 September 2003 (USA),5185,1963
"Jan 14, 2011 Wide",5186,3743
12 August 2011 (USA),5187,3736
10 February 2006 (USA),5188,123
16 June 2004 (USA),5189,3744
17 August 2001 (USA),5190,3745
6 February 2009 (USA),5191,534
1 March 2013 (USA),5192,3009
18 August 2006 (USA),5193,1334
3 February 2012 (USA),5194,458
28 August 2008 (Australia),5195,3746
9 April 2004 (USA),5196,540
4 September 2015 (USA),5197,266
2 August 1991 (USA),5198,513
19 August 2005 (USA),5199,337
14 February 2013 (USA),5200,296
23 October 2012 (USA),5201,3747
14 June 2002 (USA),5202,1948
,5203,47
6 February 2015 (USA),5204,753
,5205,47
11 April 2015 (USA),5206,3748
4 June 1927 (USA),5207,3749
29 September 1928 (USA),5208,3750
24 February 2015 (USA),5209,2849
25 December 2015 (USA),5210,2766
19 October 2010 (USA),5211,3751
10 July 2015 (USA),5212,460
7 July 2012 (USA),5213,3752
25 October 1963 (Finland),5214,3753
4 September 1921 (USA),5215,3754
9 January 1921 (USA),5216,3755
6 January 1933 (USA),5217,3756
26 August 1930 (USA),5218,3757
21 November 1931 (USA),5219,1028
6 October 1933 (USA),5220,3758
28 August 2015 (USA),5221,113
7 November 1935 (USA),5222,3759
10 June 2011 (Iceland),5223,3760
,5224,47
13 July 1961 (USA),5225,3761
22 February 2004 (USA),5226,3762
28 September 1934 (USA),5227,3763
2007 (USA),5228,1472
1 March 2009 (USA),5229,361
2015 (USA),5230,258
22 April 2015 (USA),5231,798
20 November 1921 (USA),5232,3764
5 September 1926 (USA),5233,3765
8 January 1927 (USA),5234,3766
22 December 1924 (USA),5235,3767
12 December 1980 (USA),5236,3768
13 March 2015 (USA),5237,749
21 April 2015 (USA),5238,1218
29 September 2015 (USA),5239,3769
28 August 2015 (USA),5240,113
16 October 2015 (USA),5241,371
9 October 2015 (USA),5242,737
21 December 1979 (USA),5243,1755
24 October 1986 (USA),5244,127
11 January 1985 (USA),5245,3770
11 January 1985 (USA),5246,3770
February 1979 (USA),5247,3491
18 January 1985 (USA),5248,494
16 November 1984 (USA),5249,2856
27 July 1994 (USA),5250,1595
10 November 1988 (USA),5251,3771
29 July 1983 (USA),5252,2277
18 November 1932 (USA),5253,3772
29 October 2013 (USA),5254,443
17 July 2015 (Canada),5255,3773
29 September 1995 (USA),5256,1338
13 April 1984 (USA),5257,3495
28 August 2009 (USA),5258,124
1 October 1968 (USA),5259,3774
29 March 1985 (USA),5260,3775
2015 (USA),5261,258
13 October 1989 (USA),5262,925
12 July 2002 (USA),5263,1020
4 February 2011 (USA),5264,3776
23 January 2009 (USA),5265,1277
11 December 2007 (USA),5266,3777
19 September 2003 (USA),5267,18
3 November 2015 (USA),5268,1457
3 February 2003 (USA),5269,3778
,5270,47
13 August 1982 (USA),5271,3779
,5272,47
17 September 1912 (USA),5273,3780
21 November 2011 (USA),5274,3781
September 2008 (USA),5275,3782
27 December 2007 (Russia),5276,3783
18 July 1936 (USA),5277,3784
26 July 1935 (USA),5278,3785
April 1950 (USA),5279,3786
25 June 2015 (USA),5280,3787
26 August 2016 (USA),5281,3788
2015 (USA),5282,258
2 July 1986 (USA),5283,1320
10 October 2010 (USA),5284,3789
2 September 2008 (USA),5285,3790
30 September 2011 (USA),5286,2750
15 December 2013 (USA),5287,2918
21 May 2001 (USA),5288,3791
30 July 2009 (USA),5289,3792
12 June 2008 (USA),5290,3793
21 September 2009 (USA),5291,3794
11 April 2008 (USA),5292,2007
14 July 2012 (USA),5293,3795
,5294,47
22 March 1985 (USA),5295,3796
29 July 1970 (USA),5296,1802
27 April 1956 (USA),5297,3797
19 January 2015 (USA),5298,3798
1 August 1986 (USA),5299,3799
23 April 2006 (USA),5300,3800
1986 (USA),5301,3801
February 1960 (Austria),5302,3802
13 May 1988 (USA),5303,3803
28 October 2014 (USA),5304,3804
,5305,47
1 October 2013 (USA),5306,2067
28 February 2008 (USA),5307,3805
2 August 2011 (USA),5308,3806
12 November 2013 (USA),5309,3807
,5310,47
19 February 2013 (USA),5311,3808
25 October 2008 (USA),5312,3809
5 November 2013 (USA),5313,660
17 July 2015 (USA),5314,212
31 July 2015 (USA),5315,1307
8 June 2012 (USA),5316,505
,5317,47
13 February 2009 (USA),5318,202
12 April 2013 (France),5319,3810
7 December 1994 (USA),5320,3811
,5321,47
,5322,47
,5323,47
October 2009 (USA),5324,2932
21 September 2012 (USA),5325,3812
6 June 1986 (USA),5326,1267
3 July 1985 (USA),5327,824
26 March 2010 (USA),5328,27
21 September 2012 (USA),5329,3812
21 January 2012 (USA),5330,3813
"Sep 18, 2009 Wide",5331,3814
8 August 2013 (Croatia),5332,3815
20 February 2015 (USA),5333,671
