Creator,Cast,original_index,unique_index
"Patricia Highsmith,Phyllis Nagy","Rooney Mara,Cate Blanchett,Sarah Paulson,Kyle Chandler,Cory Michael Smith,Carrie Brownstein,Jake Lacy,John Magaro,Bella Garcia,Giedre Bond,Kevin Crowley,Misty M. Jump,Kk Heim,Douglas Scott Sorenson,Jim Dougherty",3647,3625
"Peter Straughan,Rachel Boynton","Sandra Bullock,Zoe Kazan,Anthony Mackie,Billy Bob Thornton,Scoot McNairy,Ann Dowd,Joaquim de Almeida,Michelle Torres,Carmela Zumbado,Gino Galento,Matilda Del Toro,Nicole Victoria Gomez,Starlette Miariaunii,Candice Harrison,John L. Armijo",3648,3626
"Jim Hemphill,Jose Montesinos","John Hennigan,Christian Oliver,Marcus Shirock,James Duval,Dylan Vox,Christina Wolfe,Alistair A. Duff,Foued Mansour,Jeremy M. Inman,Jennifer Marie Paul,Ben Chagra Khalid,Aurelie Armelle Simone Chatellier,Rim Tounssi,Yassine Amer,Youness Lahlafi",3649,3627
,"Krista Kiuru,Michael Moore,Tim Walker",3650,3628
"James Vanderbilt,Mary Mapes","Cate Blanchett,Elisabeth Moss,Robert Redford,Topher Grace,Dennis Quaid,Bruce Greenwood,David Lyons,Lee Anne Ford,John Benjamin Hickey,Toni French,Rachael Blake,Katie McConnell,Carma Sharon,Hiroshi Kasuga,Andrew McFarlane",3651,3629
"Kevin Wilson,David Lindsay-Abaire","Nicole Kidman,Jason Bateman,Christopher Walken,Marin Ireland,Jason Butler Harner,Michael Chernus,Josh Pais,Claire Glassford,Grainger Hines,Taylor Rose,Eugenia Kuzmina,Linda Emond,Ethan Coskay,Mackenzie Brooke Smith,Jaiden Kaine",3652,3630
"Kent Jones,Serge Toubiana","Wes Anderson,Olivier Assayas,Peter Bogdanovich,Arnaud Desplechin,David Fincher,James Gray,Alfred Hitchcock,Kiyoshi Kurosawa,Richard Linklater,Paul Schrader,Martin Scorsese,François Truffaut",3653,3631
"Darren Lemke,Scott Alexander","Jack Black,Odeya Rush,Halston Sage,Dylan Minnette,Amy Ryan,Ryan Lee,Ken Marino,Jillian Bell,Kumail Nanjiani,Jared Sandler,Timothy Simons,Ella Wahlestedt,Karan Soni,Amanda Lund,Steven Krueger",3654,3632
"Linnea Saasen,Alex Holdridge","Alex Holdridge,Linnea Saasen,Rupert Friend,Jennifer Ulrich,Stuart Manashil,Mia Jacob,Ben Braun,Lena Ehlers,Kate Mackeson,Mathieu van den Berk,Deborah Ann Woll,Jules Armana,Rod Ben Zeev,Ingvild Holthe Bygdnes,Twink Caplan",3655,3633
"Chuck Hogan,Mitchell Zuckoff","John Krasinski,Pablo Schreiber,James Badge Dale,Max Martini,Toby Stephens,David Giuntoli,David Denman,David Costabile,Wrenn Schmidt,Dominic Fumusa,Demetrius Grosse,Elektra Anastasi,Kevin Kent,Liisa Evastina,Alexia Barlier",3656,3634
"Matt Charman,Ethan Coen","Tom Hanks,Alan Alda,Amy Ryan,Eve Hewson,Peter McRobbie,Billy Magnussen,Austin Stowell,Domenick Lombardozzi,Mark Rylance,Michael Gaston,Sebastian Koch,Marko Caka,Noah Schnapp,Dakin Matthews,Ashlie Atkinson",3657,3635
David Tybor,Austin Stoker,3658,3636
"Dick Kinney,Brice Mack","Billy Bletcher,Pinto Colvig,June Foray",3659,3637
"T.S. Nowlin,James Dashner","Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Thomas Brodie-Sangster,Dexter Darden,Alexander Flores,Jacob Lofland,Rosa Salazar,Giancarlo Esposito,Patricia Clarkson,Aidan Gillen,Terry Dale Parks,Kathryn Smith-McGlynn,Lili Taylor,Barry Pepper",3660,3638
Arash Amel,"Nicole Kidman,Tim Roth,Frank Langella,Paz Vega,Parker Posey,Milo Ventimiglia,Geraldine Somerville,Nicholas Farrell,Robert Lindsay,Derek Jacobi,André Penvern,Jeanne Balibar,Flora Nicholson,Yves Jacques,Olivier Rabourdin",3661,3639
"Eli Roth,Nicolás López","Keanu Reeves,Lorenza Izzo,Ana de Armas,Ignacia Allamand,Aaron Burns,Colleen Camp",3662,3640
"Creighton Rothenberger,Katrin Benedikt","Gerard Butler,Aaron Eckhart,Finley Jacobsen,Dylan McDermott,Rick Yune,Morgan Freeman,Angela Bassett,Melissa Leo,Radha Mitchell,Cole Hauser,Phil Austin,James Ingersoll,Freddy Bosche,Lance Broadway,Sean O'Bryan",3663,3641
"Cam Cannon,Richard Rionda Del Castro","Nicolas Cage,Tom Sizemore,Thomas Jane,Matt Lanter,Weronika Rosati,Cody Walker,Brian Presley,Emily Tennant,Callard Harris,Emily Marie Palmer,Johnny Wactor,Stan Houston,Adam Scott Miller,Mandela Van Peebles,Joey Capone",3664,3642
Colin Jost,"Graham Phillips,Zack Pearlman,Ashley Greene,Bobby Moynihan,John DeLuca,Cecily Strong,Michael Patrick O'Brien,Fred Armisen,Jackson Nicoll,Gina Gershon,Penny Marshall,Kate Walsh,Jim Gaffigan,Katie Cockrell,Kellie Cockrell",3665,3643
Werner Herzog,"James Franco,Robert Pattinson,Nicole Kidman,Damian Lewis,Jenny Agutter,Holly Earl,Jay Abdo,Mark Lewis Jones,David Calder,Beth Goddard,Christopher Fulford,Sarah Crowden,Renee Faia,Assaad Bouab,Michael Jenn",3666,3644
"Carlos De Los Rios,Lawrence Roeck","Scott Eastwood,Walton Goggins,Camilla Belle,Samuel Marty,Danny Glover,Adam Beach,Roberto Franco,Diego Diablo Del Mar,Nesta Marlee Cooper,William Belleau,Morris Birdyellowhead,Tzi Ma,Greg Lawson,Yaniv Bercovitz,Rohan Campbell",3667,3645
"Kelly Marcel,Sue Smith","Emma Thompson,Tom Hanks,Annie Rose Buckley,Colin Farrell,Ruth Wilson,Paul Giamatti,Bradley Whitford,B.J. Novak,Jason Schwartzman,Lily Bigham,Kathy Baker,Melanie Paxson,Andy McPhee,Rachel Griffiths,Ronan Vibert",3668,3646
"Eric Roth,Jonathan Safran Foer","Tom Hanks,Thomas Horn,Sandra Bullock,Zoe Caldwell,Dennis Hearn,Paul Klementowicz,Julian Tepper,Caleb Reynolds,John Goodman,Max von Sydow,Stephen Henderson,Lorna Pruce,Viola Davis,Jeffrey Wright,Hazelle Goodman",3669,3647
Tom Hanks,"Tom Everett Scott,Liv Tyler,Johnathon Schaech,Steve Zahn,Ethan Embry,Tom Hanks,Charlize Theron,Obba Babatundé,Giovanni Ribisi,Chris Ellis,Alex Rocco,Bill Cobbs,Peter Scolari,Rita Wilson,Chris Isaak",3670,3648
"Jeff Arch,Nora Ephron","Tom Hanks,Ross Malinger,Rita Wilson,Victor Garber,Tom Riis Farrell,Carey Lowell,Meg Ryan,Bill Pullman,Le Clanché du Rand,Kevin O'Morrison,David Hyde Pierce,Valerie Wright,Frances Conroy,Tom Tammi,Calvin Trillin",3671,3649
"Aaron Sorkin,George Crile","Tom Hanks,Amy Adams,Julia Roberts,Philip Seymour Hoffman,Terry Bozeman,Brian Markinson,Jud Tylor,Hilary Angelo,Cyia Batten,Kirby Mitchell,Ed Regine,Daniel Eric Gold,Emily Blunt,Peter Gerety,Wynn Everett",3672,3650
Sean McGinly,"John Malkovich,Colin Hanks,Emily Blunt,Ricky Jay,Steve Zahn,Tom Hanks,Griffin Dunne,Debra Monk,Adam Scott,Patrick Fischler,Wallace Langham,Jonathan Ames,Jacquie Barnbrook,Paul Darricarrere,Terry Scannell",3673,3651
"Andrew Niccol,Sacha Gervasi","Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,Chi McBride,Diego Luna,Barry Shabaka Henley,Kumar Pallana,Zoe Saldana,Eddie Jones,Jude Ciccolella,Corey Reynolds,Guillermo Díaz,Rini Bell,Stephen Mendel,Valeriy Nikolaev",3674,3652
"Richard D'Ovidio,Richard D'Ovidio","Halle Berry,Abigail Breslin,Morris Chestnut,Michael Eklund,David Otunga,Michael Imperioli,Justina Machado,José Zúñiga,Roma Maffia,Evie Thompson,Denise Dowse,Ella Rae Peck,Jenna Lamia,Ross Gallo,Tara Platt",3675,3653
"Todd Komarnicki,Jon Bokenkamp","Halle Berry,Bruce Willis,Giovanni Ribisi,Richard Portnow,Gary Dourdan,Florencia Lozano,Nicki Aycox,Kathleen Chalfant,Gordon MacDonald,Daniella Van Graas,Paula Miranda,Patti D'Arbanville,Clea Lewis,Tamara Feldman,Gerry Becker",3676,3654
Gary J. Tunnicliffe,"Nick Eversman,Fred Tatasciore,Steven Brand,Tracey Fairaway,Daniel Buran,Jolene Andersen,Sebastien Roberts,Jay Gillespie,Sanny van Heteren,Stephan Smith Collins,Devon Sorvari,Adel Marie Ruiz,Sue Ann Pien,Camelia Dee",3677,3655
Knate Gwaltney,"Halle Berry,Lew Temple,Christopher Berry,Dana Gourrier,Kristin McKenzie,Malea Rose,Ritchie Montgomery,Erica Curtis,Kurt Krause,Meghan Wolfe,Molly Conarro,Claire McReynolds,Robert Walker Branchaud,Patrick Kearns,Lucky Johnson",3678,3656
,"Chris Sarandon,Richard Tyson,Brigitte Bako,Rez Cortez,Adriana Agcaoili,Ernie Ortega,Romano Vasquez,Mel Capiz,Dido De La Paz,Ermie Concepcion,Wynn Arenas,Eucenio Pantolino,Slao Larawan",3679,3657
"Will Hayes,Jesse Studenberg","Sara Paxton,Dustin Milligan,Chris Carmack,Katharine McPhee,Joel David Moore,Donal Logue,Joshua Leonard,Sinqua Walls,Alyssa Diaz,Chris Zylka,Jimmy Lee Jr.,Damon Lipari,Christine Bently,Kelly Sry,Tyler Bryan",3680,3658
Allan Loeb,"Halle Berry,Benicio Del Toro,David Duchovny,Alexis Llewellyn,Micah Berry,John Carroll Lynch,Alison Lohman,Robin Weigert,Omar Benson Miller,Paula Newsome,Sarah Dubrovsky,Maureen Thomas,Patricia Harras,V.J. Foster,Caroline Field",3681,3659
Amy Holden Jones,"Halle Berry,Peter Greene,Clive Owen,Frankie Faison,Charles Hallahan,Allan Rich,Clea Lewis,Christopher McDonald,Loyda Ramos,William Crossett,Eddie Francis,Lou DiMaggio,Alexandra Hedison,John Paragon,Marc Shelton",3682,3660
"Jace Anderson,Adam Gierasch","Leisha Hailey,Gale Harold,Chelcie Ross,JoNell Kennedy,Stephanie Brown,Sigal Diamant,Adam Gierasch,Clint Curtis,Neil Cunningham,Rod McCullough,Douglas Roberts,Eric Bench,Steve Pilchen,Joseph Gentzler,David Oddy",3683,3661
"Steve Conrad,Steve Conrad","Ben Stiller,Kristen Wiig,Jon Daly,Kathryn Hahn,Terence Bernie Hines,Adam Scott,Paul Fitzgerald,Grace Rex,Alex Anfanger,Amanda Naughton,Adrian Martinez,Nolan Carley,Joey Slotnick,Shirley MacLaine,Gary Wilmes",3684,3662
James McFarland,"Simon Pegg,Steve Le Marquand,Alice Braga,Teresa Palmer,Sullivan Stapleton,Luke Hemsworth,Callan Mulvey,Bryan Brown",3685,3663
Marc Lawrence,"Marisa Tomei,Allison Janney,Aja Naomi King,J.K. Simmons,Hugh Grant,Bella Heathcote,Chris Elliott,Olivia Luccardi,Maggie Geha,Caroline Aaron,Annie Q.,Liz Callaway,Jason Antoon,Mark Nelson,Emily Morden",3686,3664
"Simon Pegg,Edgar Wright","Thomas Law,Zachary Bailess,Jasper Levine,James Tarpey,Luke Bromley,Sophie Evans,Samantha White,Rose Reynolds,Richard Hadfield,Flora Slorach,Francesca Reidie,Charlotte Reidie,Pierce Brosnan,David Bradley,Michael Smiley",3687,3665
"Jonathan Tropper,Jonathan Tropper","Jason Bateman,Tina Fey,Jane Fonda,Adam Driver,Rose Byrne,Corey Stoll,Kathryn Hahn,Connie Britton,Timothy Olyphant,Dax Shepard,Debra Monk,Abigail Spencer,Ben Schwartz,Aaron Lazar,Cade Lappin",3688,3666
"Michael Ian Black,Simon Pegg","Simon Pegg,Thandie Newton,Hank Azaria,Dylan Moran,Harish Patel,India de Beaufort,Matthew Fenton,Simon Day,Ruth Sheen,Tyrone Huggins,Nevan Finegan,Iddo Goldberg,Ameet Chana,Chris Hollins,Denise Lewis",3689,3667
"Bret McKinney,Mark Andrew Olsen","Clint Jung,Melissa George,Marion Ross,Rebecca De Mornay,Janssen Van De Yacht,Ridge Canipe,Paul Michael,John Livingston,TyZhaun Lewis,Ron Livingston,Arlene Ancheta,Linda Burden-Williams,Hector Elizondo,Joel Bryant,Kevin Sage",3690,3668
"Dave Eggers,Vendela Vida","John Krasinski,Maya Rudolph,Carmen Ejogo,Catherine O'Hara,Jeff Daniels,Allison Janney,Jim Gaffigan,Samantha Pryor,Conor Carroll,Maggie Gyllenhaal,Josh Hamilton,Bailey Harkins,Brendan Spitz,Jaden Spitz,Chris Messina",3691,3669
"Lisa Cholodenko,Stuart Blumberg","Julianne Moore,Annette Bening,Mark Ruffalo,Mia Wasikowska,Josh Hutcherson,Yaya DaCosta,Kunal Sharma,Eddie Hassell,Zosia Mamet,Joaquín Garrido,Rebecca Lawrence Levy,Lisa Eisner,Eric Eisner,Sasha Spielberg,James MacDonald",3692,3670
Lee Kirk,"Jenna Fischer,Chris Messina,Malin Akerman,Rich Sommer,Lucy Punch,Topher Grace,Bob Odenkirk,Travis Schuldt,Valentine Miele,Sean Gunn,Greg Trzaskoma,Eddie Ebell,Chase Kim,Sarab Kamoo,John Cabrera",3693,3671
"Michael German,Daniel Ragussis","Daniel Radcliffe,Devin Druid,Roger Yawson,Maboud Ebrahimzadeh",3694,3672
"Tess Slesinger,Frank Davis","Maureen O'Hara,Louis Hayward,Lucille Ball,Virginia Field,Ralph Bellamy,Maria Ouspenskaya,Mary Carlisle,Katharine Alexander,Edward Brophy,Walter Abel,Harold Huber,Ernest Truex,Chester Clute,Lorraine Krueger,Lola Jensen",3695,3673
"Alan Ball,Alicia Erian","Summer Bishil,Chris Messina,Maria Bello,Peter Macdissi,Gemmenne de la Peña,Robert Baker,Eamonn Roche,Aaron Eckhart,Carrie Preston,Chase Ellison,Irina Voronina,Cleo King,Michael McShae,D.C. Cody,Soledad St. Hilaire",3696,3674
"Mitch Wilson,William L. Arance","Lisa Arturo,James Avery,Elya Baskin,Jim Beaver,Adam Biesk,Richard Burgi,Greg Collins,Erin Daniels,Kyle Davis,Dwight Ewell,Michael Fairman,Todd Felix,Alexander Gould,Terrance Christopher Jones,Michael Kayem",3697,3675
Lia Scott Price,"Marcus Alias,Melvin Austin,Robert Bielma,Demian Boergadine,Jared Boergadine,Steve Boergadine,Anjuli Cain,Britt Chichester,Julieta Espinoza,Tim Forsyth,Jordan Grant,Darrell Green,Trish Heuer,Robb Hughes,Robert Jamieson",3698,3676
"Larry Brand,Peter Elkoff","Jeanne Tripplehorn,Liev Schreiber,Joelle Carter,Louise Fletcher,Renée Soutendijk,Huub Stapel,Katie Carr,Yannick van de Velde,Joop Doderer,Victor Löw,Mahler,Michael Pas,Kevin Rooney,Baruch Schwarts,Fleur Van Der Velde",3699,3677
"Jocelyn Moorhouse,P.J. Hogan","Kathy Bates,Rupert Everett,Meredith Eaton,Peter Sarsgaard,Lynn Redgrave,Stephanie Beacham,Richard Briers,Marcia Warren,Jack Noseworthy,Dan Wyllie,Dan Aykroyd,Jonathan Pryce,Brenda Pickleman,Steve Abbott,Rose Abdoo",3700,3678
"Geoff Moore,David Posamentier","Sam Rockwell,Olivia Wilde,Michelle Monaghan,Jane Fonda,Ray Liotta,Norbert Leo Butz,Ben Schwartz,Ken Howard,Jenn Harris,Harrison Holzer,Peter Jacobson,Sonnie Brown,Ron Heneghan,Ken Arnold,Tracy McMullan",3701,3679
"Susan Burke,James Ponsoldt","Mary Elizabeth Winstead,Aaron Paul,Nick Offerman,Megan Mullally,Octavia Spencer,Mary Kay Place,Kyle Gallner,Mackenzie Davis,Bree Turner,Brad Carter,Barrett Shuler,Rene Rivera,Richmond Arquette,David Grammer,Ron Lynch",3702,3680
Andrea Seigel,"Rocki DuCharme,Sara Lynne Wright,Larissa Schmitz,Phillip Abraham,Ellie Kemper,Maura Lindsay,Keira Knightley,Sara Coates,Kirsten deLohr Helland,Mark Webber,Eric Riedmann,Louis Hobson,Jeff Garlin,Jodi Thelen,Basil Harris",3703,3681
"George Gatins,George Gatins","Aaron Paul,Dominic Cooper,Imogen Poots,Scott Mescudi,Rami Malek,Ramon Rodriguez,Harrison Gilbertson,Dakota Johnson,Stevie Ray Dallimore,Michael Keaton,Alan Pflueger,Brian L. Keaulana,Logan Holladay,Carmela Zumbado,Jalil Jay Lynch",3704,3682
Joss Whedon,"Zoe Kazan,Michael Stahl-David,Mark Feuerstein,David Gallagher,Jennifer Grey,Steve Howey,Jacqueline Cereceres,Nikki Reed,Kayd Currier,Preston Bailey,Reed Birney,Steve Harris,Alexander Kravec,Kiera Gruttadauria,Tamara Hickey",3705,3683
"Adam J. Braff,Zach Braff","Zach Braff,Pierce Gagnon,Kate Hudson,Joey King,Alexander Chaplin,Leslie David Baker,James Avery,Ato Essandoh,Jim Parsons,Mark Thudium,Mandy Patinkin,Josh Gad,Allan Rich,Ashley Greene,Michael Weston",3706,3684
Michelle Morgan,"Kristen Wiig,Annette Bening,Matt Dillon,Darren Criss,Christopher Fitzgerald,June Diane Raphael,Natasha Lyonne,Bob Balaban,Sydney Lucas,Jimmy Palumbo,Michelle Morgan,Mickey Sumner,Elizabeth Inghram,Brian Petsos,Murray Bartlett",3707,3685
Kat Candler,"Aaron Paul,Juliette Lewis,Josh Wiggins,Deke Garner,Dalton Sutton,Camron Owens,Dylan Cole,Jonny Mars,Walt Roberts,Annalee Jefferies,Corby Sullivan,David Maldonado,Chad Briggs,Jason Newman,Brent Smiga",3708,3686
"Pete Hamill,Erin Dignam","William Hurt,Maria Bello,Kristen Stewart,Eddie Redmayne,Kaori Momoi,Emanuel Cohn,Nurith Cohn,Veronica Russell,Grover Coulson,Lisha Brock,Lucy Faust,John Gregory Willard,Rebecca Newman,Ross Britz,Marshall Cain",3709,3687
"Michael Compton,Sherry Compton","Maria Bello,Stephen Dorff,Connor Hill,Robert Peters,Cynthia Rube,Michael Arata,Gary Grubbs,Josh Gates,Tim Griffin,Catherine Dent,Kristen Kerr,Joanna Cassidy,Angelle Brooks,Jeff Joslin,Lenore Banks",3710,3688
"Pamela Cuming,Lee Ross","Maria Bello,Rufus Sewell,Jason Patric,Amy Brenneman,Michael Nyqvist,David Brown,Josh Strait,Kimberly Elek,Matthew Harrison,Sunny Doench,Justin Scot",3711,3689
Ray Gower,"Thora Birch,Toby Stephens,Christien Anholt,Joanna Hole,Lorraine Bruce,Ray Charleson,Michael J. Reynolds,Alan Perrin,Oliver Price,Glenn Beck,John Bown,Sheryl Gannaway,Barbara Keogh,Ian Porter,Dominic Potter",3712,3690
Josh Stolberg,"Pamela Adlon,David Arquette,Aaron Ashmore,Moon Bloodgood,Julie Bowen,Connie Britton,Jennifer Finnigan,Tim Griffin,Steve Howey,Sarah Hyland,Jennifer Jostyn,Leila Leigh,Jason Mantzoukas,America Olivo,Leah Pipes",3713,3691
Paul F. Ryan,"Busy Philipps,Erika Christensen,Victor Garber,Raphael Sbarge,Ken Jenkins,Holland Taylor,Arthur Taxier,James Pickens Jr.,Constance Zimmer,Richard Gilliland,Roxanne Hart,Agnes Bruckner,Nathan West,Theodore Borders,Ben Gould",3714,3692
Drew Pillsbury,"Jake Weber,Maria Bello,David Thornton,Michael McKean,Nick Chinlund,Shawn Huff,Alexandra Boyd,David Dorfman,B. Wayne Hughes,Abigail Mavity,Michael Monks,Tony Perez,Nicole Rosenfield,Rebecca Tilney,Scott 'Biker Dude' Tucker",3715,3693
"Youssef Delara,Wynne Renz","Jordan Belfi,Moon Bloodgood,Julie Benz,Jesse Garcia,Dee Wallace,Barry Bostwick,Sarah Clarke,Ellery Sprayberry,Dylan Sprayberry,Xander Berkeley,Enn Reitel,Maury Rogow",3716,3694
Jeremy Saulnier,"Chris Sharp,Kate Porterfield,Tess Porterfield Lovell,Puff Snooty,Damon Lindsay,Macon Blair,Stacy Rock,Skei Saulnier,Paul Goldblatt,William Lacey,Alex Barnett,Bill Tangradi,Sampson Saulnier,Beryl Guceri,Michael Clomegah",3717,3695
"Ben Starr,Robert Louis Stevenson","Richard Dawson,Davy Jones,Dal McKennon,Larry D. Mann,Larry Storch,Jane Webb",3718,3696
Lawrence Edward Watkin,"Richard Todd,Joan Rice,Peter Finch,James Hayter,James Robertson Justice,Martita Hunt,Hubert Gregg,Bill Owen,Reginald Tate,Elton Hayes,Anthony Eustrel,Patrick Barr,Anthony Forwood,Hal Osmond,Michael Hordern",3719,3697
Jesse Zwick,"Nate Parker,Jason Ritter,Maggie Grace,Max Greenfield,Aubrey Plaza,Max Minghella,Jane Levy,Adam Saunders,Rey Lucas,Devon",3720,3698
"Craig Johnson,Mark Heyman","Bill Hader,Kristen Wiig,Luke Wilson,Ty Burrell,Boyd Holbrook,Joanna Gleason,Kathleen Rose Perkins,Adriane Lenox,Sydney Lucas,Eddie Schweighardt,Paul Castro Jr.,Benjamin McGowan,Jennifer Smith,Genevieve Adams,Truck Hudson",3721,3699
Amy Lowe Starbin,"Juliette Lewis,Jonny Weston,Josh Hopkins,Cybill Shepherd,Lucy Owen,Ken Marks,Margaret Colin,Scarlett Giuliano,Serafina Giuliano,Victoria Barabas,Jennifer Grace,Chivonne Michelle,Alysia Reiner,Meghan Rafferty,Lusia Strus",3722,3700
"Peter Dexter,Alex Metcalf","Christina Hendricks,Philip Seymour Hoffman,Eddie Marsan,Caleb Landry Jones,Jack O'Connell,Bill Buell,Rebecca Kling,David Apicella,Bridget Barkan,Michael Drayer,Prudence Wright Holmes,Eddie McGee,Molly Price,John Turturro,Domenick Lombardozzi",3723,3701
Clark Gregg,"Clark Gregg,Felicity Huffman,Allison Janney,William H. Macy,Niecy Nash,Amanda Peet,Sam Rockwell,Molly Shannon,Saxon Sharbino,Paul Sparks,Keith Ewell,Maxwell Smith,Stella Gregg,Gareth Williams,Phoebe Neidhardt",3724,3702
"Gillian Robespierre,Karen Maine","Jenny Slate,Paul Briganti,Gaby Hoffmann,Stephen Singer,Richard Kind,Polly Draper,Gabe Liedman,Jake Lacy,Cindy Cheung,Ernest Mingione,Cyrus McQueen,David Cross,Maciek Jasik,Jennifer Kim,Suzanne Lenz",3725,3703
,"Johnny Depp,Sherilyn Fenn,Max Perlich",3726,3704
"Mark Poirier,Alice Munro","Kristen Wiig,Guy Pearce,Hailee Steinfeld,Jennifer Jason Leigh,Sami Gayle,Christine Lahti,Nick Nolte,Lauren Swinney,Jeff Pope,Joel K. Berger,Don Brady,Becki Davis,Peggy Walton-Walker,Douglas M. Griffin,Tony Bentley",3727,3705
"Ice Cube,DJ Pooh","Ice Cube,Mike Epps,Justin Pierce,John Witherspoon,Don 'D.C.' Curry,Jacob Vargas,Lobo Sebastian,Rolando Molina,Lisa Rodríguez,Tommy 'Tiny' Lister,Kym Whitley,Amy Hill,Tamala Jones,The Lady of Rage,Carmen Serano",3728,3706
John Singleton,"Hudhail Al-Amir,Lloyd Avery II,Angela Bassett,Mia Bell,Lexie Bigham,Kenneth A. Brown,Nicole Brown,Ceal,Morris Chestnut,Darneicea Corley,John Cothran,Ice Cube,Na'Blonka Durden,Susan Falcon,Jessie Lawrence Ferguson",3729,3707
Vondie Curtis-Hall,"Tupac Shakur,Tim Roth,Thandie Newton,Charles Fleischer,Howard Hesseman,James Pickens Jr.,John Sayles,Eric Payne,Tom Towles,Tom Wright,James Shanta,Jim O'Malley,George Poulos,Debbie Zaricor,Mik Scriba",3730,3708
Jim Kouf,"James Belushi,Tupac Shakur,Lela Rochon,Dennis Quaid,James Earl Jones,David Paymer,Wendy Crewson,Gary Cole,Terrence 'T.C.' Carson,Brad Greenquist,James Handy,Kool Moe Dee,Victor Love,Robert LaSardo,Perry Anzilotti",3731,3709
"Azie Faison Jr.,Austin Phillips","Wood Harris,Mekhi Phifer,Kevin Carroll,Esai Morales,Chi McBride,Cam'ron,Remo Greene,Cynthia Martells,Elise Neal,Regina Hall,Joyce Walker,Ron Cephas Jones,Nelson Tynes,Karen Andrew,Pedro Salvín",3732,3710
Malcolm D. Lee,"Taye Diggs,Nia Long,Morris Chestnut,Harold Perrineau,Terrence Howard,Sanaa Lathan,Monica Calhoun,Melissa De Sousa,Victoria Dillard,Regina Hall,Jim Moody,Jarrod Bunch,Stu 'Large' Riley,Liris Crosse,Lady Madonna",3733,3711
Gary Hardwick,"Morris Chestnut,D.L. Hughley,Bill Bellamy,Shemar Moore,Gabrielle Union,Tatyana Ali,Jenifer Lewis,Tamala Jones,Clifton Powell,Susan Dalian,Marla Gibbs,Julie Benz,Vanessa Bell Calloway,Angelle Brooks,Kimberly Scott",3734,3712
"Terry McMillan,Terry McMillan","Angela Bassett,Taye Diggs,Whoopi Goldberg,Regina King,Suzzanne Douglas,Michael J. Pagan,Sicily Johnson,Richard Lawson,Barry Shabaka Henley,Lee Weaver,Glynn Turman,Phyllis Yvonne Stickney,Denise Hunt,Lisa Hanna,James Pickens Jr.",3735,3713
"Rick Famuyiwa,Todd Boyd","Elayn J. Taylor,Omar Epps,Richard T. Jones,Sean Nelson,Duane Finley,Trent Cameron,Malinda Williams,Patricia Belcher,Taye Diggs,Tamala Jones,De'aundre Bonds,Cynthia Martells,Wyking Jones,Geoffrey Blackshire,Jascha Washington",3736,3714
"Michael Elliot,Michael Elliot","Taye Diggs,Sanaa Lathan,Yasiin Bey,Nicole Ari Parker,Boris Kodjoe,Queen Latifah,Wendell Pierce,Erik Weiner,Reggi Wyns,Melissa Martinez,Aaliyyah Hill,Marc John Jefferies,Venida Evans,Breece Wilson,Brette Taylor",3737,3715
"Terry McMillan,Terry McMillan","Whitney Houston,Angela Bassett,Loretta Devine,Lela Rochon,Gregory Hines,Dennis Haysbert,Mykelti Williamson,Michael Beach,Leon,Wendell Pierce,Donald Faison,Jeffrey D. Sams,Jazz Raycole,Brandon Hammond,Kenya Moore",3738,3716
Mark Brown,"Vivica A. Fox,Morris Chestnut,Anthony Anderson,Gabrielle Union,Wendy Raquel Robinson,Tamala Jones,Mo'Nique,Ray Wise,Bobby Brown,Dondre Whitfield,David Krumholtz,Colby Kane,Amy Hunter,Lee Anthony,Ian 'Blaze' Kelly",3739,3717
"James Iver Mattson,B.E. Brauner","LL Cool J,Gabrielle Union,Duane Martin,Essence Atkins,Robinne Lee,Meagan Good,Mel Jackson,Dartanyan Edmonds,Kym Whitley,Royale Watkins,Matt Winston,Ruben Paul,Dorian Gregory,Kenya Moore,Yuri Brown",3740,3718
John Singleton,"Omar Epps,Kristy Swanson,Michael Rapaport,Jennifer Connelly,Ice Cube,Jason Wiles,Tyra Banks,Cole Hauser,Laurence Fishburne,Bradford English,Regina King,Busta Rhymes,Jay R. Ferguson,Andrew Bryniarski,Trevor St. John",3741,3719
