Name,Year,original_index,unique_index
Cynthia,1947,4684,4684
The Grey,2011,4685,4685
The Expendables 2,2012,4686,4686
Tom,1973,4687,4687
Non-Stop,2014,4688,4688
The A-Team,2010,4689,4689
The Bourne Identity,2002,4690,4690
Unknown,2010 2011 2012,4691,4691
A River Runs Through It,1992,4692,4692
Meet Joe Black,1998,4693,4693
Legends of the Fall,1994,4694,4694
The Assassination of Jesse James by the Coward Robert Ford,2007,4695,4695
The Devil's Own,1997,4696,4696
Spy Game,2001,4697,4697
The Mexican,2001,4698,4698
Sisters of Death,1976,4699,4699
Mansion of the Doomed,1976,4700,4700
Angels' Brigade,1979,4701,4701
The Tingler,1959,4702,4702
Black Shampoo,1976,4703,4703
Street Knight,1993,4704,4704
Hi-Riders,1978,4705,4705
Iceman,1984,4706,4706
Luggage of the Gods!,1983,4707,4707
Medicine Man,1992,4708,4708
Rising Sun,1993,4709,4709
Just Cause,1995,4710,4710
X: The Man with the X-Ray Eyes,1963,4711,4711
The Presidio,1988,4712,4712
Attack of the Crab Monsters,1957,4713,4713
Femmes enragées,1999,4714,4714
The Undead,1957,4715,4715
Premature Burial,1962,4716,4716
The Eagle,2011,4717,4717
Black Gold,2006,4718,4718
Tales of Terror,1962,4719,4719
The Fall of the Roman Empire,1964,4720,4720
Supergirl,1984,4721,4721
The Terror,1963,4722,4722
Timelock,1996,4723,4723
The Philadelphia Experiment,1984,4724,4724
"Lust, Caution",2007,4725,4725
Hit List,1989,4726,4726
Never Ever,1996,4727,4727
Lolita,1997,4728,4728
Relentless,1989,4729,4729
Color of Night,1994,4730,4730
Hercules in New York,1969,4731,4731
Under the Tuscan Sun,2003,4732,4732
Forever Young,1992,4733,4733
Dead Girl,1996,4734,4734
Kill Me Again,1989,4735,4735
Texas Killing Fields,2011,4736,4736
The Real McCoy,1993,4737,4737
Bird on a Wire,1990,4738,4738
Thunderheart,1992,4739,4739
My Tutor,1983,4740,4740
The Beastmaster,1982,4741,4741
Second Sight,1989,4742,4742
The Beach Girls,1982,4743,4743
My Chauffeur,1986,4744,4744
Shampoo,1975,4745,4745
Cavemen,2013,4746,4746
Great Balls of Fire!,1989,4747,4747
Private Lessons: Another Story,1994,4748,4748
Jocks,1986,4749,4749
Orca,1977,4750,4750
Just One of the Guys,1985,4751,4751
Edge of Darkness,2010,4752,4752
Tomboy,1985,4753,4753
The Deep,1977,4754,4754
Angels Hard as They Come,1971,4755,4755
Dirty Little Billy,1972,4756,4756
Tales from the Crypt,1972,4757,4757
Cannery Row,1982,4758,4758
Everybody Wins,1990,4759,4759
Who'll Stop the Rain,1978,4760,4760
Heart Beat,1980,4761,4761
Return to Macon County,1975,4762,4762
Foul Play,1978,4763,4763
City Slickers,1991,4764,4764
Dodge City,1939,4765,4765
Ten Wanted Men,1955,4766,4766
Copper Canyon,1950,4767,4767
Comanche Station,1960,4768,4768
The Jayhawkers!,1959,4769,4769
Gunfighters,1947,4770,4770
Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s,2012,4771,4771
The Stranger Wore a Gun,1953,4772,4772
Pony Express,1953,4773,4773
Full Love,2014,4774,4774
The Tall T,1957,4775,4775
Swelter,2014,4776,4776
Slaughter High,1986,4777,4777
In Hell,2003,4778,4778
Until Death,2007,4779,4779
Universal Soldier: Day of Reckoning,2012,4780,4780
Dragon Eyes,2012,4781,4781
Enemies Closer,2013,4782,4782
Soldiers,2010,4783,4783
Assassination Games,2010 2011 2012,4784,4784
The Mountain Men,1980,4785,4785
No Escape,2015,4786,4786
The Man from U.N.C.L.E.,2015,4787,4787
The Martian,2015,4788,4788
Black Mass,2015,4789,4789
Sicario,2015,4790,4790
Pawn Sacrifice,2014,4791,4791
The Visit,2014 2015 2016,4792,4792
The Walk,2015,4793,4793
Boys and Girls,2000,4794,4794
The United States of Leland,2003,4795,4795
The Dangerous Lives of Altar Boys,2002,4796,4796
The Girl in the Park,2007,4797,4797
The Emperor's Club,2002,4798,4798
Lords of Dogtown,2005,4799,4799
A Hole in One,2004,4800,4800
The Hawk Is Dying,2006,4801,4801
The Guys,2002,4802,4802
The Mudge Boy,2003,4803,4803
Suicide Squad,1935,4804,4804
Thor: Ragnarok,2017,4805,4805
Guardians of the Galaxy 2,2016 2017 2018,4806,4806
Avengers: Infinity War - Part II,2019,4807,4807
Captain America: Civil War,2016,4808,4808
Doctor Strange,2016,4809,4809
Avengers: Age of Ultron,2015,4810,4810
My Favorite Wife,1940,4811,4811
Bringing Up Bobby,2011,4812,4812
Gunga Din,1939,4813,4813
The Talk of the Town,1942,4814,4814
The Last Flight,1931,4815,4815
Twentieth Century,1934,4816,4816
Monkey Business,1952,4817,4817
Ball of Fire,1941,4818,4818
I Was a Male War Bride,1949,4819,4819
The Palm Beach Story,1942,4820,4820
The Great McGinty,1940,4821,4821
Christmas in July,1940,4822,4822
Trouble in Paradise,1932,4823,4823
The Miracle of Morgan's Creek,1944,4824,4824
Ninotchka,1939,4825,4825
The Amityville Horror,2005,4826,4826
Heaven Can Wait,1943,4827,4827
To Be or Not to Be,1942,4828,4828
Topper,1937,4829,4829
Mr. Blandings Builds His Dream House,1948,4830,4830
Penny Serenade,1941,4831,4831
Blink,1994,4832,4832
What's Love Got to Do with It,1993,4833,4833
Speechless,1994,4834,4834
Hero,1992,4835,4835
Dead Silence,2007,4836,4836
Dangerous Game,1993,4837,4837
Rambling Rose,1991,4838,4838
Punchline,1988,4839,4839
"Corrina, Corrina",1994,4840,4840
Agnes of God,1985,4841,4841
Bad Girls,1994,4842,4842
The Big Picture,1989,4843,4843
Nothing Sacred,1937,4844,4844
The Thin Man,1934,4845,4845
Libeled Lady,1936,4846,4846
After the Thin Man,1936,4847,4847
The Thin Man Goes Home,1945,4848,4848
The Bachelor and the Bobby-Soxer,1947,4849,4849
Woman of the Year,1942,4850,4850
The Alamo,2004,4851,4851
Wicked Spring,2002,4852,4852
Gods and Generals,2003,4853,4853
The Last Confederate: The Story of Robert Adams,2005,4854,4854
Copperhead,2013,4855,4855
Glory,1989,4856,4856
Ghost Rider: Spirit of Vengeance,2011,4857,4857
Fantastic Four,2005,4858,4858
Daredevil,2003,4859,4859
Fantastic 4: Rise of the Silver Surfer,2007,4860,4860
Serenity,2004 2005 2006,4861,4861
Star Trek Generations,1993 1994 1995,4862,4862
Soldier,1998,4863,4863
In Time,2011,4864,4864
Limitless,2011,4865,4865
Now You See Me,2013,4866,4866
Home for Actresses,2011,4867,4867
What Is... Puscifer,2013,4868,4868
High Road,2011,4869,4869
Bachelorette,2012,4870,4870
Love Is the Drug,2006,4871,4871
Crashing,2007,4872,4872
McCartney's Genes,2008,4873,4873
Save the Date,2012,4874,4874
The Best of Me,2014,4875,4875
Endless Love,2014,4876,4876
Romeo + Juliet,1996,4877,4877
Amos & Andrew,1993,4878,4878
Zandalee,1991,4879,4879
Guarding Tess,1994,4880,4880
Kiss of Death,1995,4881,4881
Cold Mountain,2003,4882,4882
Jamie Marks Is Dead,2014,4883,4883
Man on a Ledge,2012,4884,4884
Straw Dogs,2011,4885,4885
Space Station 76,2014,4886,4886
Pieces of April,2003,4887,4887
Teaching Mrs. Tingle,1999,4888,4888
First Daughter,2004,4889,4889
Moonstruck,1987,4890,4890
Trapped in Paradise,1994,4891,4891
Old Dogs,2009,4892,4892
The Good Night,2007,4893,4893
Rosemary's Baby,1968,4894,4894
The Ring,2002,4895,4895
Goal! The Dream Begins,2005,4896,4896
Never Back Down,2008,4897,4897
The Others,2001,4898,4898
8 Mile,2002,4899,4899
The Evil Dead,1981,4900,4900
Halloween,1978,4901,4901
Poltergeist III,1988,4902,4902
The Omen,1976,4903,4903
The Texas Chain Saw Massacre,1974,4904,4904
The Exorcism of Emily Rose,2005,4905,4905
Super Troopers,2001,4906,4906
Grandma's Boy,2006,4907,4907
Vanity Fair,2004,4908,4908
The Other Side of Heaven,2001,4909,4909
Emma,1995 1996 1997,4910,4910
Dickie Roberts: Former Child Star,2003,4911,4911
People Like Us,2012,4912,4912
The Words,2012,4913,4913
Contraband,2012,4914,4914
Closed Circuit,2013,4915,4915
Seeking Justice,2011 2012 2013,4916,4916
Dead Man Down,2013,4917,4917
Deliver Us from Evil,2014,4918,4918
Beerfest,2006,4919,4919
Explorers,1985,4920,4920
Flight of the Navigator,1986,4921,4921
The Kingdom,2007,4922,4922
Thief,1981,4923,4923
Cat People,1982,4924,4924
Cast Away,2000,4925,4925
The Great Gatsby,2013,4926,4926
The Beach,2000,4927,4927
Blood Diamond,2006,4928,4928
Easy A,2010,4929,4929
P.S. I Love You,2007,4930,4930
Safe Haven,2013,4931,4931
"Crazy, Stupid, Love.",2011,4932,4932
Unfriended,2014,4933,4933
Camp,2003,4934,4934
Pitch Perfect 2,2015,4935,4935
Bridesmaids,2011,4936,4936
Stagedoor,2006,4937,4937
Star Trek: Insurrection,1998,4938,4938
Star Trek II: The Wrath of Khan,1982,4939,4939
Star Trek III: The Search for Spock,1984,4940,4940
Star Trek IV: The Voyage Home,1986,4941,4941
2010,1984,4942,4942
Star Trek VI: The Undiscovered Country,1991,4943,4943
Star Trek: First Contact,1996,4944,4944
Star Trek: Nemesis,2002,4945,4945
Wonder Woman,2017,4946,4946
Star Trek: Enterprise - In a Time of War,2014,4947,4947
Star Trek: The Next Generation - Survive and Suceed: An Empire at War,2013,4948,4948
Star Trek Secret Voyage: Whose Birth These Triumphs Are,2012,4949,4949
Space Pirates,2014,4950,4950
The Mars Underground,2007,4951,4951
SpaceCamp,1986,4952,4952
3 Men and a Baby,1987,4953,4953
Short Circuit 2,1988,4954,4954
Uncle Buck,1989,4955,4955
Tarzan,2016,4956,4956
*batteries not included,1987,4957,4957
Super Mario Bros.,1993,4958,4958
The Fast and the Furious: Tokyo Drift,2006,4959,4959
The Fast and the Furious,2001,4960,4960
2 Fast 2 Furious,2003,4961,4961
Fast & Furious,2009,4962,4962
Furious 6,2013,4963,4963
Furious 7,2015,4964,4964
Caligula,1979,4965,4965
Short Circuit,1986,4966,4966
The Cowboys,1972,4967,4967
The Undefeated,1969,4968,4968
McLintock!,1963,4969,4969
Cahill U.S. Marshal,1973,4970,4970
The Alamo,1960,4971,4971
The Horse Soldiers,1959,4972,4972
Shane,1953,4973,4973
Rio Grande,1950,4974,4974
My Darling Clementine,1946,4975,4975
Assault on Precinct 13,1976,4976,4976
The Train Robbers,1973,4977,4977
The Jitters,1989,4978,4978
Michael,1996,4979,4979
Primary Colors,1998,4980,4980
Mad City,1997,4981,4981
Look Who's Talking,1989,4982,4982
The General's Daughter,1999,4983,4983
A Civil Action,1998,4984,4984
Be Cool,2005,4985,4985
Phenomenon,1996,4986,4986
Hercules,2014,4987,4987
Screwed,2000,4988,4988
Noah,2014,4989,4989
Transporter 2,2005,4990,4990
Transporter 3,2008,4991,4991
Machete Kills,2013,4992,4992
Destination Moon,1950,4993,4993
20 Million Miles to Earth,1957,4994,4994
Invasion of the Saucer Men,1957,4995,4995
Invaders from Mars,1953,4996,4996
Earth vs. the Flying Saucers,1956,4997,4997
Rush Hour 3,2007,4998,4998
Rush Hour,1998,4999,4999
Inside Deep Throat,2005,5000,5000
The Patriot,2000,5001,5001
Mission: Impossible II,2000,5002,5002
Undercover Brother,2002,5003,5003
Mission: Impossible - Ghost Protocol,2011,5004,5004
The Time Machine,1960,5005,5005
Enemy at the Gates,2000 2001 2002,5006,5006
Raising Arizona,1987,5007,5007
Secretary,2002,5008,5008
The Man Who Wasn't There,2001,5009,5009
"O Brother, Where Art Thou?",2000,5010,5010
Barton Fink,1991,5011,5011
Inside Llewyn Davis,2013,5012,5012
The Ladykillers,2004,5013,5013
Intolerable Cruelty,2003,5014,5014
Burn After Reading,2008,5015,5015
A Serious Man,2009,5016,5016
Starship Troopers: Invasion,2012,5017,5017
Black Hawk Down,2001,5018,5018
The Road,2009,5019,5019
Deadpool,2016,5020,5020
Batman v Superman: Dawn of Justice,2016,5021,5021
Teenage Mutant Ninja Turtles 2,2016,5022,5022
Warcraft,2016,5023,5023
Broadway 4D,2015,5024,5024
Keep Your Distance,2005,5025,5025
Eddie the Eagle,2016,5026,5026
The Greatest Showman on Earth,2017,5027,5027
Resident Evil,2002,5028,5028
Resident Evil: Extinction,2007,5029,5029
Palindromes,2004,5030,5030
Apollo 13,1995,5031,5031
Season of the Witch,2011,5032,5032
Matchstick Men,2003,5033,5033
Drive Angry,2011,5034,5034
Shooter,2006 2007 2008,5035,5035
The Bourne Supremacy,2004,5036,5036
Crank,2006,5037,5037
Safe,2012,5038,5038
Crank: High Voltage,2009,5039,5039
The Mechanic,2011,5040,5040
The Astronaut's Wife,1999,5041,5041
Corpse Bride,2005,5042,5042
The Ninth Gate,1999,5043,5043
Sleepy Hollow,1999,5044,5044
Big Fish,2003,5045,5045
Ed Wood,1994,5046,5046
Mortdecai,2015,5047,5047
Caffeine Madness,2014,5048,5048
Love Is All There Is,1996 1997 1998,5049,5049
Horse Feathers,1932,5050,5050
Basic,2003,5051,5051
Universal Squadrons,2011,5052,5052
The Taking of Pelham 1 2 3,2009,5053,5053
8MM,1999,5054,5054
Resident Evil: Apocalypse,2004,5055,5055
Resident Evil: Afterlife,2010,5056,5056
A Mighty Heart,2007,5057,5057
Pushing Tin,1999,5058,5058
Beyond Borders,2003,5059,5059
Four Sheets to the Wind,2007,5060,5060
Good Day for It,2011,5061,5061
Three to Tango,1999,5062,5062
Black Robe,1991,5063,5063
Tig,2015,5064,5064
Cop Car,2015,5065,5065
I Am Big Bird: The Caroll Spinney Story,2014,5066,5066
Call Me Lucky,2015,5067,5067
The Animal,2001,5068,5068
Deuce Bigalow: Male Gigolo,1999,5069,5069
Film School Confidential,2002,5070,5070
Mixed Nuts,1994,5071,5071
Ghosts of Mississippi,1996,5072,5072
Eight Crazy Nights,2002,5073,5073
The Naked Gun 33 1/3: The Final Insult,1993 1994 1995,5074,5074
Loaded Weapon 1,1993,5075,5075
Top Secret!,1984,5076,5076
Wrongfully Accused,1998,5077,5077
Spy Hard,1996,5078,5078
Airplane II: The Sequel,1982,5079,5079
Grand Canyon,1991,5080,5080
HouseSitter,1992,5081,5081
My Blue Heaven,1990,5082,5082
Father of the Bride,1991,5083,5083
Roxanne,1987,5084,5084
Street Fighter,1994,5085,5085
Bloodsport,1987 1988 1989,5086,5086
Mortal Kombat: Annihilation,1997,5087,5087
Pootie Tang,2001,5088,5088
Hotel,1967,5089,5089
Under the Yum Yum Tree,1963,5090,5090
The Super Cops,1974,5091,5091
Rock Hudson's Home Movies,1992,5092,5092
The Pom Pom Girls,1976,5093,5093
Switchblade Sisters,1975,5094,5094
Rolling Thunder,1977,5095,5095
Seconds,1966,5096,5096
Big Bad Mama,1974,5097,5097
The Mob,1951,5098,5098
"If It's Tuesday, This Must Be Belgium",1969,5099,5099
Up in Smoke,1978,5100,5100
Harold & Kumar Escape from Guantanamo Bay,2008,5101,5101
The Crazies,2010,5102,5102
Tromeo and Juliet,1996,5103,5103
Terror Firmer,1999,5104,5104
Sgt. Kabukiman N.Y.P.D.,1990,5105,5105
Moonbase,1997,5106,5106
Criminal Passion,1994,5107,5107
A Dangerous Place,1994,5108,5108
Perfect Fit,2001,5109,5109
The Demolitionist,1995,5110,5110
Leprechaun 2,1994,5111,5111
Quantum of Solace,2008,5112,5112
Foxy Brown,1974,5113,5113
Horrible Bosses,2011,5114,5114
21 Jump Street,2012,5115,5115
Role Models,2008,5116,5116
Transamerica,2005,5117,5117
The Watch,2012,5118,5118
Delivery Man,2013,5119,5119
Hearts of the World,1918,5120,5120
True Heart Susie,1919,5121,5121
Foolish Wives,1922,5122,5122
Quarantine,2008,5123,5123
Trick,1999,5124,5124
Longtime Companion,1989,5125,5125
The Broken Hearts Club: A Romantic Comedy,2000,5126,5126
Jeffrey,1995,5127,5127
Out on a Limb,1992,5128,5128
Love! Valour! Compassion!,1997,5129,5129
1918,1985,5130,5130
Billy's Hollywood Screen Kiss,1998,5131,5131
On Valentine's Day,1986,5132,5132
Defying Gravity,1997,5133,5133
It's My Party,1996,5134,5134
Max Payne,2008,5135,5135
Praying with Anger,1992,5136,5136
Slow Learners,2015,5137,5137
Some Kind of Hate,2014 2015 2016,5138,5138
Listening,2014,5139,5139
The Escort,2015,5140,5140
Fire City: End of Days,2015,5141,5141
Dirty Weekend,2015,5142,5142
The Slanted Screen,2006,5143,5143
The Invitation,2015,5144,5144
Mystery Men,1999,5145,5145
The Hitchhiker's Guide to the Galaxy,2005,5146,5146
Evolution,2001,5147,5147
The Hangover Part II,2011,5148,5148
Ted,2012,5149,5149
22 Jump Street,2014,5150,5150
Kick Butt,2010,5151,5151
Kick-Ass 2,2013,5152,5152
Dawn of the Dead,2004,5153,5153
Stung,2015,5154,5154
We Are Still Here,2015,5155,5155
My Dog the Champion,2013,5156,5156
Final Destination,2000,5157,5157
Saw II,2004 2005 2006,5158,5158
Drag Me to Hell,2009,5159,5159
Angel Dog,2011,5160,5160
A Haunted House,2013,5161,5161
White Chicks,2003 2004 2005,5162,5162
Meet the Spartans,2008,5163,5163
A Haunted House 2,2014,5164,5164
Disaster Movie,2008,5165,5165
Epic Movie,2007,5166,5166
A Very Harold & Kumar 3D Christmas,2011,5167,5167
Van Wilder,2002,5168,5168
"Dude, Where's My Car?",2000,5169,5169
Freddy vs. Jason,2003,5170,5170
I Still Know What You Did Last Summer,1998,5171,5171
Final Destination 2,2003,5172,5172
Final Destination 5,2011,5173,5173
The Grudge,2004,5174,5174
Sex Drive,2008,5175,5175
The Rocky Horror Picture Show,1975,5176,5176
Friday the 13th,1980,5177,5177
Dazed and Confused,1993,5178,5178
Pretty in Pink,1986,5179,5179
Sixteen Candles,1984,5180,5180
Clueless,1995,5181,5181
St. Elmo's Fire,1985,5182,5182
Hot Rod,2007,5183,5183
Love Happens,2009,5184,5184
Duplex,2003,5185,5185
The Green Hornet,2010 2011 2012,5186,5186
30 Minutes or Less,2011,5187,5187
The Pink Panther,2006,5188,5188
Around the World in 80 Days,2004,5189,5189
Rat Race,2001,5190,5190
The Pink Panther 2,2009,5191,5191
21 & Over,2013,5192,5192
Accepted,2006,5193,5193
Chronicle,2012,5194,5194
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,5195,5195
The Girl Next Door,2004,5196,5196
Contracted: Phase II,2015,5197,5197
Rover Dangerfield,1991,5198,5198
Valiant,2005,5199,5199
Beautiful Creatures,2013,5200,5200
Gabe the Cupid Dog,2012,5201,5201
Scooby-Doo,2002,5202,5202
Adventures of Bailey: A Night in Cowtown,2013,5203,5203
Pass the Light,2015,5204,5204
Two-Bits & Pepper,1995,5205,5205
The Adventures of Pepper and Paula,2015,5206,5206
The Unknown,1927,5207,5207
The Docks of New York,1928,5208,5208
Zoey to the Max,2015,5209,5209
Christmas Switch,2015,5210,5210
Adventures of Bailey: The Lost Puppy,2010,5211,5211
The Gallows,2015,5212,5212
Changing Hearts,2012,5213,5213
Island of Love,1963,5214,5214
The Blot,1921,5215,5215
The Love Light,1921,5216,5216
No Other Woman,1933,5217,5217
Three Faces East,1930,5218,5218
Consolation Marriage,1931,5219,5219
Ann Vickers,1933,5220,5220
Windsor Drive,2015,5221,5221
Peter Ibbetson,1935,5222,5222
Super,2010,5223,5223
Salvation Street,2014,5224,5224
The Exiles,1961,5225,5225
Undercover Kids,2004,5226,5226
Judge Priest,1934,5227,5227
Frank,2007,5228,5228
Becoming Jesse Tate,2009,5229,5229
Operator,2015,5230,5230
Emelie,2015,5231,5231
The Sheik,1921,5232,5232
The Son of the Sheik,1926,5233,5233
The Scarlet Letter,1926,5234,5234
He Who Gets Slapped,1924,5235,5235
Popeye,1980,5236,5236
Ava's Possessions,2015,5237,5237
Shelter,2015,5238,5238
Boiling Pot,2015,5239,5239
Pod,2015,5240,5240
The Diabolical,2015,5241,5241
The Exorcism of Molly Hartley,2015,5242,5242
Roller Boogie,1979,5243,5243
Soul Man,1986,5244,5244
Avenging Angel,1985,5245,5245
Tuff Turf,1985,5246,5246
Fyre,1979,5247,5247
The New Kids,1985,5248,5248
Night Patrol,1984,5249,5249
Angel 4: Undercover,1994,5250,5250
Angel III: The Final Chapter,1988,5251,5251
Private School,1983,5252,5252
The Conquerors,1932,5253,5253
All Hallows' Eve,2013,5254,5254
Slumlord,2015,5255,5255
Halloween: The Curse of Michael Myers,1995,5256,5256
Friday the 13th: The Final Chapter,1984,5257,5257
Halloween II,2009,5258,5258
Night of the Living Dead,1968,5259,5259
Police Academy 2: Their First Assignment,1985,5260,5260
Girl on the Edge,2015,5261,5261
Halloween 5,1989,5262,5262
Halloween: Resurrection,2002,5263,5263
Midway to Heaven,2011,5264,5264
Scout Camp,2009,5265,5265
The Singles 2nd Ward,2007,5266,5266
Secondhand Lions,2003,5267,5267
Miracle Maker,2015,5268,5268
Quigley,2003,5269,5269
The Last Intervention,2012,5270,5270
Friday the 13th Part III,1982,5271,5271
Little Savages,2014,5272,5272
The Prisoner's Story,1912,5273,5273
Sam Steele and the Crystal Chalice,2011,5274,5274
Matchmaker Mary,2008,5275,5275
Christmas in Wonderland,2007,5276,5276
Poor Little Rich Girl,1936,5277,5277
Curly Top,1935,5278,5278
Cheaper by the Dozen,1950,5279,5279
Fast & Furious: Supercharged,2015,5280,5280
Mechanic: Resurrection,2016,5281,5281
The 9th Life of Louis Drax,2015,5282,5282
Big Trouble in Little China,1986,5283,5283
I Am,2010,5284,2731
Tuning In,2008,5285,5284
Finding Joe,2011,5286,5285
All I Want for Christmas,2013,5287,5286
"Ram Dass, Fierce Grace",2001,5288,5287
Happiness Is,2009,5289,5288
The Human Experience,2008,5290,5289
With One Voice,2009,5291,5290
The Dhamma Brothers,2008,5292,5291
Found,2012,5293,5292
Kindness Is Contagious,2014,5294,5293
Friday the 13th: A New Beginning,1985,5295,5294
Invasion of Astro-Monster,1965,5296,5295
"Godzilla, King of the Monsters!",1956,5297,5296
The Sparrows: Nesting,2015,5298,5297
Jason Lives: Friday the 13th Part VI,1986,5299,5298
The Legend of Tillamook's Gold,2006,5300,5299
